Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2809204003,1483,1278,205,53,0,1,0,1,23,2,0,26,5,1,4,65,0,37,11,0,77,4,2,6,10,0,1,24,3,14,10,0,2,5,5,0,0
2809204004,1064,938,126,64,1,0,2,12,25,0,0,23,1,0,0,13,0,2,10,0,44,12,0,2,8,0,1,5,0,5,1,1,5,4,4,0,0
2809204005,1879,1600,279,95,3,2,0,2,46,1,0,36,22,0,20,66,0,47,5,0,94,2,16,8,19,4,0,17,1,5,4,3,1,2,2,0,0
2809204006,1674,1391,283,100,2,14,1,5,22,1,1,51,14,0,8,81,0,55,14,0,81,1,6,10,11,1,1,20,6,17,5,1,0,7,6,0,0
2809204007,1219,1006,213,74,0,11,4,3,7,10,0,38,8,1,7,50,0,35,8,2,59,5,13,0,10,0,0,10,0,12,3,1,1,22,22,0,0
2809204008,1847,1500,347,119,0,27,0,4,30,1,0,55,25,0,21,96,0,40,11,0,93,0,5,1,12,0,7,31,1,20,7,1,3,14,14,0,0
2809204009,2204,1755,449,107,0,1,0,2,23,7,0,72,34,5,28,106,0,66,19,0,118,1,9,2,18,0,0,32,5,27,10,0,2,84,80,0,0
2809204010,940,779,161,89,1,0,0,0,0,7,0,78,4,1,3,39,0,10,13,0,28,1,1,0,6,0,1,3,6,5,2,0,1,1,0,0,0
2809204011,1786,1454,332,100,0,15,0,4,31,8,0,42,10,0,7,84,0,67,9,0,132,7,28,0,15,3,19,37,2,7,1,4,5,6,5,0,0
2809204012,1857,1625,232,73,0,21,0,2,10,5,0,34,21,0,18,50,3,35,6,0,73,1,0,0,11,7,0,36,2,8,2,0,4,15,15,0,0
2809204013,2470,2037,433,120,0,8,0,5,38,8,1,54,44,3,39,128,1,74,14,0,117,2,6,4,26,0,10,31,4,13,12,1,3,24,24,0,0
2809204015,1420,1234,186,57,0,1,0,1,5,5,0,44,10,1,9,29,1,5,13,0,83,1,11,0,36,0,9,10,1,8,1,0,0,7,7,0,0
2809204016,1582,1458,124,66,0,11,0,2,11,2,0,40,5,0,4,21,0,16,2,2,31,2,11,0,0,0,1,9,0,5,0,3,0,1,0,0,0
2809204017,1491,1402,89,33,0,0,1,3,4,3,0,22,2,2,0,14,0,0,4,0,30,3,2,0,7,0,2,13,0,1,2,0,0,10,6,0,0
2809204018,2512,2334,178,60,0,2,0,3,6,2,0,45,31,0,31,22,0,6,8,0,62,8,1,2,15,3,5,15,1,4,6,0,1,3,3,0,0
2809204019,1787,1420,367,148,2,9,0,2,35,6,1,89,19,1,14,80,1,51,16,0,118,2,4,3,20,4,7,44,0,1,18,6,5,2,0,0,0
2809204020,1368,1187,181,69,0,9,2,1,22,3,0,30,6,0,5,20,0,3,13,0,80,0,0,6,12,4,7,6,21,5,17,0,1,5,5,0,1
2809204021,1076,929,147,75,0,21,2,1,12,1,0,37,9,1,7,31,0,2,21,0,26,1,1,6,2,0,0,6,1,4,3,0,1,6,6,0,0
2809204022,1197,994,203,90,0,15,1,0,41,3,2,24,23,0,21,23,0,13,1,0,58,2,7,0,7,3,2,6,0,9,17,0,2,7,2,0,2
2809204023,1062,985,77,29,1,6,0,0,1,1,1,19,1,0,1,11,0,10,1,0,34,1,0,0,1,1,2,18,1,3,1,0,4,2,2,0,0
2809204024,1782,1544,238,121,1,9,0,1,22,5,0,82,6,0,4,45,0,32,4,0,59,3,8,3,1,2,0,22,0,6,10,0,0,7,7,0,0
2809204025,2245,2003,242,98,1,2,1,8,27,2,2,52,23,4,17,44,1,5,19,0,61,1,6,7,19,3,2,1,0,16,3,0,1,16,16,0,0
2809204026,1473,1272,201,66,0,13,0,1,8,2,0,41,8,1,1,24,0,9,4,0,88,6,14,14,13,1,5,22,1,2,4,0,3,15,15,0,0
2809204027,2201,1891,310,120,0,7,1,1,17,3,0,90,22,0,22,61,0,39,2,0,79,3,7,5,11,0,6,19,7,10,6,0,1,28,27,0,0
2809204028,1193,1070,123,55,0,13,2,0,7,3,0,28,13,1,8,12,0,1,0,0,37,0,1,0,4,2,0,11,0,18,1,0,0,6,4,0,0
2809204029,958,866,92,23,0,3,3,1,10,0,0,6,16,0,16,3,0,0,1,0,43,0,0,1,1,0,1,17,6,6,2,0,0,7,4,0,0
2809204030,2083,1815,268,103,0,11,1,2,32,5,0,49,28,0,23,26,0,9,0,1,83,0,0,6,12,1,0,42,4,2,8,0,4,28,24,0,0
2809204031,1893,1758,135,50,0,16,0,0,13,1,0,20,12,0,7,22,0,8,3,0,46,0,3,2,4,1,8,16,0,11,0,0,1,5,5,0,0
2809204032,1982,1737,245,95,0,4,1,4,32,17,1,32,11,0,11,71,0,23,13,0,68,1,1,9,4,2,1,38,0,8,4,0,0,0,0,0,0
2809204033,1304,1159,145,42,2,4,1,1,2,3,0,26,25,0,24,21,0,12,5,0,56,0,1,2,17,1,0,14,1,5,13,0,0,1,0,0,0
2809204034,1800,1649,151,34,1,1,0,3,2,2,1,20,5,4,0,33,0,22,7,0,67,0,7,6,11,9,0,18,1,4,0,1,0,12,10,0,0
2809204035,2444,2352,92,36,5,2,1,4,9,2,1,12,5,0,4,5,0,0,1,0,34,1,0,2,6,4,0,7,0,7,0,1,4,12,10,0,0
2809204036,1765,1686,79,33,0,10,2,5,2,0,0,14,0,0,0,2,0,2,0,0,38,2,0,0,9,2,3,7,0,10,0,0,1,6,6,0,0
2809204037,2287,2186,101,34,0,5,1,5,3,3,0,14,4,0,3,9,0,1,5,0,36,9,0,2,14,0,0,0,0,4,0,0,3,18,18,0,0
2809204038,1152,1095,57,29,0,0,1,1,0,1,2,23,0,0,0,9,0,0,0,0,18,2,1,1,5,0,1,3,0,3,0,1,0,1,1,0,0
2809204039,2803,2540,263,94,0,4,1,13,28,2,0,43,17,0,12,64,0,51,0,1,82,5,9,5,11,5,2,21,1,15,0,1,4,5,3,0,1
2809301001,2779,2322,457,228,3,37,5,20,7,30,15,105,37,6,26,81,0,73,0,0,107,19,21,2,7,7,7,5,2,26,2,0,1,4,2,1,0
2809401001,1245,954,291,112,5,4,0,10,32,5,2,50,44,6,37,79,0,79,0,0,56,4,1,6,4,0,0,28,3,6,1,0,0,0,0,0,0
2809501001,2367,1719,648,231,3,8,6,5,1,120,11,60,6,0,3,275,0,273,0,0,129,6,23,15,10,11,6,14,9,22,4,4,3,6,0,0,1
2809601001,2627,1880,747,112,0,3,0,6,7,9,0,82,30,7,11,438,0,428,4,1,161,4,5,6,28,0,3,79,2,18,10,1,4,6,1,0,0
2809601002,1693,1459,234,97,0,8,1,3,5,7,0,73,1,1,0,86,0,85,1,0,45,4,6,13,7,0,3,2,0,5,2,0,1,5,5,0,0
2809601003,2080,1681,399,121,4,13,0,5,1,1,0,96,4,0,0,150,0,142,0,0,115,8,12,2,27,4,4,24,3,11,1,0,9,9,5,2,0
2809601004,2589,2379,210,59,1,9,1,8,3,2,0,32,10,2,8,69,0,48,0,0,66,4,11,5,20,8,0,4,0,6,1,2,2,6,3,0,0
2809601005,2347,2193,154,54,0,8,0,3,3,3,0,36,5,0,4,41,0,37,0,0,52,1,3,0,13,0,1,24,2,3,1,0,3,1,0,0,1
2809601006,1300,1048,252,99,1,0,4,1,6,6,1,78,5,0,3,70,0,62,0,7,73,2,5,2,18,0,3,30,0,10,0,1,0,5,2,0,0
2809601007,1300,1227,73,21,0,4,1,0,0,1,1,10,0,0,0,27,0,26,0,1,25,1,5,0,6,0,0,9,0,1,3,0,0,0,0,0,0
2809601008,1536,1244,292,95,2,4,0,8,2,0,1,76,7,4,3,92,0,83,1,0,91,1,12,3,35,7,0,19,1,7,1,1,3,7,0,4,0
2809601009,2259,1946,313,59,0,8,4,10,0,2,1,28,9,0,8,119,0,111,1,0,114,1,32,10,18,4,0,27,1,15,1,2,2,12,9,0,0
2809601010,2803,2409,394,83,3,6,7,13,10,7,3,31,14,6,3,189,0,182,0,1,104,5,5,9,30,6,3,12,1,9,10,8,1,4,0,3,0
2809601011,1777,1647,130,72,1,1,6,11,4,12,5,30,2,0,0,13,0,12,0,0,43,2,10,4,2,1,0,11,4,1,0,0,1,0,0,0,0
2809601012,2302,2073,229,72,0,11,0,3,11,9,1,36,6,0,2,59,0,53,1,1,89,12,0,7,22,6,2,10,3,9,1,1,10,3,0,1,0
2809701001,146,133,13,10,0,4,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2809901001,2682,2061,621,164,2,0,4,2,16,9,1,121,1,0,0,323,0,320,0,0,133,20,13,9,20,8,4,28,10,3,9,1,5,0,0,0,0
2810001001,1270,964,306,246,4,1,2,3,6,4,0,214,2,1,0,8,0,7,0,0,45,0,0,14,18,1,1,10,0,0,0,0,0,5,0,0,0
2810001002,2160,1864,296,231,5,8,10,21,15,0,4,160,2,0,1,1,1,0,0,0,50,9,0,4,16,4,0,1,1,5,2,0,1,12,5,0,0
2810001003,2865,2355,510,379,12,8,6,21,48,9,8,260,9,1,2,5,1,3,0,0,103,11,2,11,14,8,7,12,7,8,10,2,0,12,3,0,2
2810101001,357,278,79,53,0,0,2,7,16,0,1,23,2,1,0,2,0,2,0,0,21,0,0,0,2,1,0,3,8,0,0,0,0,1,0,0,0
2810201001,1297,1061,236,144,1,0,2,1,6,0,0,132,4,0,3,50,0,49,0,0,36,4,6,0,5,1,1,4,2,6,0,7,0,2,0,0,0
2810401001,2453,1913,540,338,10,11,5,11,7,11,3,273,11,5,5,39,2,36,0,0,139,7,2,12,9,4,7,27,2,1,4,3,55,13,11,0,0
2810401002,3584,2226,1358,991,4,11,10,17,13,14,0,915,16,1,7,115,0,107,1,1,232,9,1,9,32,16,5,99,6,13,2,14,8,4,0,0,0
2810401003,2730,2386,344,152,10,1,11,14,1,10,6,84,10,1,4,77,3,71,0,0,94,6,1,4,13,6,3,24,3,4,5,0,15,10,0,0,1
2810401004,1049,949,100,60,12,3,13,4,2,1,2,14,2,0,1,1,0,0,0,0,34,1,3,1,4,0,0,3,2,4,2,0,0,3,0,0,0
2810401005,2861,2594,267,139,13,0,26,26,3,19,11,18,11,5,1,12,1,10,0,0,76,7,5,3,11,1,0,3,2,7,0,0,20,29,15,0,0
2810401006,1269,1168,101,47,1,1,10,13,2,5,1,13,5,5,0,1,0,0,0,0,47,7,1,1,14,1,0,0,1,2,0,3,12,1,0,0,0
2810401007,2614,2312,302,136,11,7,6,29,5,22,6,36,4,1,3,25,0,24,1,0,125,4,1,8,44,3,3,1,3,2,0,1,45,12,8,0,0
2810401008,1922,1747,175,80,6,3,14,21,2,8,5,16,6,1,1,5,0,5,0,0,83,5,1,4,13,0,1,5,3,7,2,1,32,1,0,0,0
2810601001,1977,1197,780,273,3,28,0,2,30,9,3,197,34,4,24,160,0,113,12,9,286,1,39,45,40,2,1,90,8,31,20,0,2,27,23,0,0
2810601002,1940,1050,890,264,0,24,0,1,4,11,0,224,10,0,10,281,1,180,44,10,287,0,24,20,40,1,0,138,9,25,27,0,1,48,36,6,0
2810601003,2389,1458,931,240,2,41,1,2,30,13,1,149,32,1,25,260,0,213,10,7,362,4,11,30,79,8,3,141,2,53,21,0,1,37,28,0,0
2810601004,3100,2031,1069,354,3,67,1,1,45,18,1,214,53,0,47,250,0,169,30,9,327,8,7,28,34,9,3,133,12,40,39,0,2,85,82,2,0
2810601005,2429,1579,850,220,3,27,0,0,14,20,0,151,33,0,26,290,4,197,37,4,269,1,16,11,45,3,0,125,6,29,22,0,3,38,21,12,0
2810601006,1875,1233,642,167,0,8,0,1,13,3,0,139,16,0,7,193,2,145,27,0,239,3,8,17,27,0,4,101,9,29,25,1,2,27,27,0,0
2810601007,2054,1375,679,129,2,4,2,0,14,8,0,99,4,0,4,321,3,229,46,10,216,2,6,9,33,0,5,119,4,9,20,0,1,9,2,0,0
2810601008,1934,1235,699,179,0,25,1,0,9,10,0,134,7,0,6,287,0,196,45,9,191,6,0,3,13,0,1,99,10,40,10,0,6,35,30,2,0
2810601009,2570,1692,878,148,3,13,0,0,12,12,0,108,16,3,11,309,3,197,44,7,313,6,12,19,69,0,3,122,1,55,18,0,2,92,64,25,0
2810601010,1590,1034,556,129,1,5,0,0,26,7,1,89,31,7,21,153,1,82,33,2,209,4,10,8,12,1,3,81,5,62,18,0,2,34,33,0,0
2810601011,2538,1303,1235,285,1,22,0,3,99,20,0,138,72,5,58,288,1,183,52,11,523,3,33,13,71,3,1,251,4,90,32,1,3,67,48,4,0
2810601012,2012,1228,784,235,1,12,1,2,63,24,0,129,25,5,16,143,1,63,18,1,330,0,24,9,36,3,3,173,4,49,25,1,0,51,49,0,0
2810601013,2420,1450,970,235,0,13,0,1,75,4,1,140,36,1,28,164,0,103,30,2,451,5,5,4,23,0,0,324,6,41,32,2,4,84,66,3,0
2810601014,1132,739,393,146,0,51,0,3,16,1,0,75,7,0,7,121,0,77,15,4,119,5,1,0,11,2,0,54,1,18,20,0,5,0,0,0,0
2810601015,1218,1043,175,39,0,4,2,1,0,13,1,18,0,0,0,54,0,53,1,0,66,0,3,10,4,3,0,25,0,19,0,0,2,16,16,0,0
2810601016,1914,1447,467,113,1,11,1,5,8,8,2,75,2,0,0,113,0,70,23,6,214,5,10,25,37,0,1,95,6,25,7,0,1,25,15,7,0
2810601017,2384,1576,808,208,1,9,0,5,15,13,0,161,29,1,28,277,0,177,35,5,261,3,10,19,30,0,0,128,2,34,24,0,3,33,28,0,0
2810601018,1825,1389,436,120,1,8,0,1,4,12,0,93,3,1,2,155,0,116,29,0,144,3,2,6,11,3,0,75,3,22,10,0,0,13,9,1,1
2810601019,1469,868,601,100,0,24,1,3,12,9,0,49,14,3,11,238,1,162,26,0,218,2,7,5,20,0,0,126,0,31,22,1,2,31,20,4,0
2810601020,992,594,398,143,0,4,0,1,13,1,1,123,11,0,11,93,2,64,16,1,135,3,6,3,13,1,1,74,1,13,13,0,0,16,14,0,0
2810601021,1851,1344,507,78,0,6,0,1,16,1,0,51,28,1,23,142,2,94,21,0,227,0,12,13,19,0,5,118,6,50,1,0,0,32,32,0,0
2810601022,1724,1095,629,114,0,1,0,2,11,7,1,84,19,2,17,299,0,158,75,9,177,7,12,4,21,2,1,79,1,23,22,0,1,20,4,0,0
2810601023,2425,1648,777,166,1,24,1,2,19,6,2,107,27,2,12,275,1,153,44,29,262,2,6,19,32,4,0,128,9,34,20,1,2,47,44,0,0
2810601024,2030,1247,783,278,2,23,3,9,37,3,1,194,34,3,18,186,0,113,26,6,264,1,13,3,37,1,0,155,0,21,29,0,2,21,20,0,0
2810601025,1846,1346,500,108,0,7,3,4,9,8,2,73,12,0,9,152,0,82,29,0,205,2,13,4,24,3,0,106,0,20,30,0,1,23,22,0,0
2810601026,2199,1297,902,319,1,14,0,5,116,7,0,176,30,1,29,145,0,80,24,13,385,0,21,1,31,0,0,239,6,48,34,0,0,23,21,0,0
2810601027,1697,1234,463,119,1,5,2,6,14,2,1,88,13,0,13,104,3,58,40,0,180,1,3,4,29,0,3,80,5,41,6,1,3,47,45,1,0
2810601028,3301,2082,1219,319,1,12,0,2,33,14,4,248,34,5,15,438,5,239,71,14,347,6,12,16,57,5,2,169,3,36,20,6,5,81,54,0,0
2810601029,2000,1398,602,198,0,25,0,2,27,3,1,139,32,0,24,124,0,74,30,1,205,4,3,11,31,0,0,96,1,13,39,0,3,43,40,1,0
2810601030,2347,1529,818,271,1,53,0,4,37,6,0,157,19,0,10,206,1,77,32,9,272,4,14,9,39,3,4,155,10,15,12,2,3,50,43,5,0
2810601031,1906,1452,454,91,2,2,1,1,2,6,0,75,25,3,22,177,1,65,73,1,128,0,10,0,30,0,4,58,1,10,12,0,1,33,14,15,0
2810601032,1660,1185,475,111,0,19,0,1,15,7,0,68,14,0,14,189,0,112,31,5,155,0,1,2,24,2,2,91,0,15,11,0,6,6,4,0,0
2810601033,1137,737,400,84,0,18,0,3,7,10,1,42,5,0,5,175,1,128,26,0,130,2,10,7,5,0,0,77,1,16,2,0,0,6,5,1,0
2810601034,2390,1909,481,136,2,19,0,0,15,4,0,96,7,1,0,102,4,50,14,22,223,1,9,6,25,2,3,107,7,31,26,1,5,13,13,0,0
2810601035,1565,980,585,159,0,5,3,1,17,12,0,121,23,0,22,115,1,87,1,1,227,1,5,9,18,5,1,138,3,22,18,0,2,60,43,9,1
2810601036,2084,1591,493,208,1,18,3,1,46,8,0,130,10,0,7,74,0,47,20,0,176,1,10,12,22,0,5,69,0,30,20,0,6,25,19,0,0
2810601037,1302,1014,288,65,1,6,0,4,12,3,0,39,5,0,4,80,0,28,11,5,119,1,1,8,9,0,2,54,1,13,22,0,5,19,19,0,0
2810601038,1701,1292,409,87,0,7,2,0,11,1,0,62,12,3,8,127,0,68,10,5,135,5,0,11,15,0,6,61,4,20,9,2,2,48,30,11,0
2810601039,2300,2114,186,66,4,0,1,0,9,0,1,51,0,0,0,31,0,13,6,7,75,3,0,11,16,1,0,16,3,17,2,1,1,14,6,0,0
2810601040,1389,1072,317,95,0,7,2,1,3,7,0,75,3,0,3,110,0,59,20,1,98,1,1,5,14,2,1,52,0,2,9,0,2,11,10,1,0
2810601041,1912,1762,150,27,0,3,2,2,6,4,0,10,8,0,8,12,2,7,0,0,16,5,1,0,5,0,0,3,0,1,0,0,0,87,81,0,0
2810601042,2022,1854,168,49,1,0,0,1,17,1,2,27,14,0,10,10,0,1,0,1,54,0,2,1,18,3,0,4,2,19,1,0,3,41,36,0,0
2810601043,2453,2168,285,112,2,3,0,3,12,1,3,86,6,0,6,49,2,23,24,0,76,1,0,0,32,0,1,16,0,15,5,0,1,42,41,0,0
2810601044,2098,1743,355,115,1,17,1,0,34,9,0,52,15,0,15,50,0,29,17,0,121,2,11,6,17,5,0,42,5,16,6,1,7,54,50,0,0
2810601045,1068,868,200,37,0,6,2,1,3,6,0,16,0,0,0,74,0,43,14,3,67,1,5,1,8,1,0,34,5,3,9,0,0,22,19,3,0
2810601046,1282,946,336,79,0,16,0,0,1,6,0,56,1,0,1,82,0,68,2,0,144,3,9,17,21,0,0,66,5,11,7,0,1,30,30,0,0
2810601047,1870,1709,161,70,3,2,2,1,15,4,1,41,1,0,0,21,2,17,2,0,57,0,0,2,20,2,4,17,0,4,8,0,0,12,12,0,0
2810601048,2419,2144,275,47,0,3,2,4,12,4,1,18,0,0,0,39,0,19,2,1,106,1,19,3,19,5,0,26,1,19,2,0,3,83,73,0,0
2810601049,1886,1427,459,107,2,11,2,3,4,3,1,81,31,2,14,65,0,29,7,0,149,8,3,18,29,3,0,55,5,13,9,2,1,107,107,0,0
2810601050,1483,1384,99,25,0,0,0,0,12,0,1,12,0,0,0,23,0,15,7,0,40,2,1,11,10,1,0,7,1,3,1,2,0,11,10,0,0
2810601051,1654,1484,170,32,1,0,2,2,6,3,0,18,10,2,1,19,1,5,0,0,37,1,0,3,10,1,1,1,1,15,3,0,0,72,72,0,0
2810601052,2581,2357,224,44,1,4,1,3,15,4,0,16,4,1,0,45,1,24,13,0,78,3,4,4,22,1,1,20,0,10,0,0,8,53,40,0,0
2810601053,2832,2247,585,61,0,8,3,5,16,6,0,21,21,1,14,345,3,325,1,2,121,5,8,8,69,5,0,8,3,10,5,0,0,37,33,0,0
2810601054,1947,1778,169,56,0,1,3,1,24,7,1,17,6,0,2,25,1,22,1,0,77,3,1,9,22,1,1,19,2,14,4,0,0,5,5,0,0
2810601055,1320,981,339,59,0,12,0,2,11,6,0,26,16,0,16,62,0,42,0,3,74,0,3,2,29,0,4,23,0,7,0,0,0,128,119,0,0
2810601056,2560,2378,182,44,0,3,0,3,9,13,0,16,13,0,13,37,0,21,5,0,64,1,1,1,25,2,0,8,0,16,0,0,4,24,23,0,0
2810601057,2558,2340,218,71,1,7,1,6,6,9,8,32,9,0,8,45,0,17,4,1,76,2,1,0,34,1,1,5,2,15,8,0,3,17,17,0,0
2810601058,2631,2062,569,93,1,7,0,1,11,6,0,67,19,4,6,51,0,36,12,0,72,0,0,6,13,4,1,26,1,6,3,0,4,334,321,0,0
2810601059,1962,1564,398,22,1,0,0,0,5,1,1,13,3,0,0,309,0,304,2,0,64,1,0,6,16,0,4,9,0,14,14,0,0,0,0,0,0
2810601060,1816,1634,182,72,0,8,2,2,5,3,1,51,5,1,3,54,0,32,4,0,39,2,2,0,18,0,4,3,0,5,2,0,1,12,3,0,0
2810601061,1029,939,90,42,1,8,0,4,3,2,0,20,2,0,0,4,0,4,0,0,39,0,0,1,16,2,0,6,0,2,3,1,6,3,2,0,0
2810601062,1996,1623,373,140,2,14,1,4,19,2,0,97,20,4,6,66,4,37,18,0,99,2,12,6,26,0,0,22,1,16,8,0,1,48,42,0,0
2810701001,536,512,24,10,0,2,0,0,0,0,0,6,2,1,1,1,0,1,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
2810801001,2503,2024,479,288,6,32,28,8,12,8,19,165,22,2,7,56,0,53,0,0,111,9,0,5,54,4,3,7,5,10,5,1,1,2,1,0,0
2810801002,2168,1692,476,292,3,29,10,9,30,25,9,175,25,5,7,67,3,62,1,0,87,9,0,9,30,4,0,8,3,4,1,1,12,5,0,0,0
2810901001,2512,1901,611,153,3,25,7,8,26,7,0,67,15,2,9,224,0,224,0,0,212,9,24,3,24,2,2,36,82,9,2,8,5,7,0,0,0
2811001001,2870,2320,550,387,1,4,3,11,5,1,1,361,4,0,3,98,0,90,0,0,61,3,3,1,5,4,7,14,2,2,1,10,0,0,0,0,0
2811101001,842,753,89,70,0,5,10,1,6,1,1,45,5,2,2,0,0,0,0,0,14,1,3,2,3,0,0,1,0,1,1,0,0,0,0,0,0
2811201001,213,193,20,16,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811301001,1060,768,292,115,0,4,1,9,8,3,1,87,0,0,0,56,0,44,11,0,102,1,9,6,21,1,2,14,11,25,7,1,1,19,19,0,0
2811301002,2074,1663,411,161,2,10,4,6,6,4,3,124,5,0,0,94,0,67,14,0,138,3,11,7,31,2,2,35,2,26,11,0,5,12,12,0,1
2811301003,2057,1613,444,113,1,5,4,9,14,10,1,68,6,2,4,64,0,54,2,0,224,18,11,5,54,5,2,45,9,61,9,0,4,37,25,0,0
2811301004,1320,1080,240,61,2,5,5,3,6,8,0,29,3,0,0,35,0,33,1,0,123,8,1,9,28,2,3,21,19,13,9,0,9,17,14,0,1
2811301005,2378,1950,428,118,2,5,2,12,6,11,2,75,12,0,6,56,5,43,4,0,203,4,11,2,51,2,11,39,10,47,16,5,2,39,36,1,0
2811301006,2345,1976,369,136,4,3,8,24,14,9,1,69,13,1,8,68,0,59,7,0,131,23,5,3,27,3,13,22,3,12,1,3,11,21,14,0,0
2811301007,1778,1600,178,75,1,0,1,12,4,1,0,56,2,1,1,17,1,15,0,1,80,3,20,5,10,0,11,7,3,16,2,0,3,4,4,0,0
2811301008,1409,1137,272,99,0,0,2,4,12,12,0,64,4,0,2,34,2,27,0,0,108,0,11,2,34,2,5,27,7,13,1,0,6,27,26,0,0
2811301009,1061,883,178,35,0,11,0,5,0,0,0,17,0,0,0,40,0,39,0,0,102,8,1,2,20,1,1,22,10,33,4,0,0,1,0,0,0
2811301010,1721,1433,288,106,1,6,2,12,20,14,3,47,3,0,1,38,0,35,0,0,94,6,11,3,45,5,3,5,2,9,1,1,2,47,31,0,0
2811301011,2356,2038,318,98,4,4,3,20,4,15,14,29,12,1,8,66,0,47,0,0,109,10,1,3,38,5,1,8,5,14,9,0,11,33,24,0,0
2811301012,2537,2280,257,122,1,12,5,18,10,6,2,64,3,0,2,11,0,5,2,0,88,16,1,6,20,1,9,9,2,5,3,0,13,33,12,0,0
2811302001,1485,1151,334,113,2,0,1,13,9,3,0,82,17,3,11,35,0,33,1,0,159,6,14,10,60,5,6,28,2,19,1,0,4,10,2,0,0
2811302002,1086,844,242,113,1,0,2,6,8,3,0,92,7,0,4,22,0,20,1,0,87,5,6,3,27,0,1,23,1,14,5,0,0,13,10,3,0
2811302003,1498,1266,232,100,2,6,3,5,6,5,1,71,5,1,0,42,5,31,5,0,73,3,0,11,24,4,7,12,1,1,1,0,6,12,7,4,0
2811302004,2364,2086,278,82,3,6,4,8,10,5,4,41,4,0,2,19,1,11,6,0,132,9,0,10,41,5,3,35,4,10,3,0,6,41,38,0,0
2811302005,1558,1338,220,83,0,0,3,3,5,14,1,57,1,0,0,42,0,22,12,0,80,1,13,4,8,0,3,25,0,18,4,0,3,14,14,0,0
2811302006,1836,1578,258,112,1,3,0,9,1,6,1,90,13,0,0,46,5,41,0,0,65,6,4,1,20,2,9,7,1,3,2,2,7,22,20,1,0
2811302007,1776,1499,277,135,0,8,1,22,12,11,1,77,5,0,0,29,0,16,0,4,86,14,2,8,28,1,0,6,2,16,1,0,4,22,20,0,0
2811302008,2433,2257,176,82,4,1,1,10,10,14,2,37,1,1,0,29,0,20,4,0,59,5,0,10,10,1,4,7,1,13,4,1,2,5,5,0,0
2811302009,1958,1822,136,55,0,0,0,4,14,1,1,33,2,1,0,15,0,15,0,0,50,7,0,6,12,2,0,7,1,5,2,1,4,14,9,0,0
2811302010,2939,2740,199,76,1,3,0,14,14,5,5,32,8,0,7,27,0,16,4,0,76,13,1,12,19,0,2,8,0,6,4,2,7,12,11,0,0
2811302011,1714,1601,113,35,1,5,2,5,0,7,1,13,9,4,5,10,0,4,0,0,38,0,11,0,11,1,0,0,0,7,3,1,3,21,21,0,0
2811302012,1523,1414,109,30,1,1,1,7,0,2,0,18,8,0,0,1,0,0,1,0,50,5,0,4,16,1,0,9,1,2,3,0,9,20,20,0,0
2811302013,1377,1297,80,38,3,0,0,8,2,1,1,22,0,0,0,11,2,3,0,0,24,1,0,7,7,2,1,1,0,1,0,0,2,7,7,0,0
2811401001,173,171,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811501001,2530,2356,174,63,7,0,5,2,0,5,4,37,1,0,1,31,0,31,0,0,68,6,7,5,2,1,2,5,9,13,5,1,2,11,1,0,0
2811501002,1670,1517,153,54,4,0,3,0,1,1,10,28,3,1,2,11,0,5,0,0,74,2,10,4,3,1,1,13,24,3,8,0,0,11,0,0,0
2811501004,1133,792,341,65,0,1,0,0,0,0,0,64,4,3,0,79,0,79,0,0,175,1,1,2,12,0,0,59,39,7,54,0,0,18,17,0,0
2811501005,849,711,138,60,0,1,0,3,0,7,0,47,1,0,0,7,0,7,0,0,62,0,16,4,3,0,1,11,3,9,13,0,0,8,0,0,0
2811501006,3053,2531,522,138,14,4,9,34,1,21,5,35,9,1,6,6,0,6,0,0,292,2,32,17,26,2,12,21,50,16,4,2,2,77,19,1,0
2811501007,955,698,257,89,0,4,3,1,3,5,0,73,7,0,6,38,0,38,0,0,120,6,12,5,8,3,0,17,20,6,40,0,0,3,3,0,0
