Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,Rep. Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2804701022,2084,1764,320,111,1,31,0,16,9,2,3,44,5,0,4,46,0,44,0,0,156,22,9,4,19,0,4,21,38,15,4,6,5,2,0,0,0
2804701023,1391,1019,372,188,5,89,1,2,12,7,2,68,15,0,14,50,0,48,0,0,118,9,3,4,39,3,1,22,6,26,0,1,0,1,0,0,0
2804701024,1616,1465,151,56,0,27,2,2,3,3,5,13,6,2,2,12,0,8,0,0,75,17,1,0,12,0,0,11,6,7,3,7,3,2,0,0,0
2804701025,1593,1389,204,53,4,21,2,5,9,3,5,3,14,2,9,1,0,1,0,0,134,1,2,2,50,0,0,36,4,24,5,4,2,2,0,0,0
2804701026,2233,1988,245,127,1,63,3,19,11,0,1,29,4,1,2,42,0,35,0,0,71,12,5,3,15,0,3,9,3,9,4,2,4,1,0,0,0
2804701027,1712,1541,171,78,3,15,3,12,15,5,4,20,0,0,0,5,0,2,0,2,83,5,4,2,23,1,0,11,1,20,0,5,8,4,0,0,1
2804701028,1447,1326,121,63,0,21,0,6,7,7,4,14,5,0,0,12,0,12,0,0,40,6,2,3,9,1,4,1,2,7,0,2,1,1,0,0,0
2804701029,1875,1098,777,263,0,111,0,4,24,6,1,114,10,0,10,147,0,147,0,0,354,5,27,4,71,2,0,157,13,25,31,5,5,3,0,0,0
2804701030,1821,1229,592,151,0,72,0,7,13,12,1,45,3,0,3,233,0,226,1,0,199,13,1,2,100,5,7,32,4,21,1,11,0,6,6,0,0
2804801001,634,578,56,39,1,0,0,0,5,0,0,33,2,0,2,8,0,7,0,0,6,0,0,1,2,1,0,0,1,0,0,0,1,1,0,0,0
2804901001,1180,681,499,455,0,0,0,2,7,1,0,444,4,0,0,3,0,0,0,0,20,2,3,0,2,0,0,7,1,3,0,0,1,17,17,0,0
2804901002,1790,1401,389,327,2,8,1,0,5,1,0,309,1,0,0,15,0,4,0,7,26,0,1,0,1,5,0,10,0,5,1,0,0,20,18,0,0
2804901003,1656,885,771,686,0,3,2,3,7,5,0,661,1,0,0,13,0,4,1,0,57,5,15,0,4,0,2,6,9,8,0,0,3,14,14,0,0
2804901004,2741,1773,968,869,0,0,1,4,0,3,2,856,8,0,6,16,0,3,0,12,53,0,13,1,4,1,0,14,3,5,3,2,6,22,20,2,0
2804901005,1438,1070,368,323,0,2,0,3,0,0,1,317,4,2,0,9,0,0,3,6,17,0,9,0,3,1,0,3,0,0,0,1,0,15,15,0,0
2804901006,1772,1325,447,394,0,3,0,1,4,0,1,384,6,0,6,14,0,4,9,0,32,0,3,0,0,0,1,16,1,8,2,0,1,1,0,0,0
2804901007,2996,1960,1036,977,2,1,1,1,6,2,0,962,11,3,0,3,0,2,0,0,35,6,0,0,5,0,1,6,2,11,0,0,0,10,8,1,0
2804901008,1480,846,634,580,1,1,1,0,2,5,1,568,4,0,0,6,0,2,1,0,40,2,6,0,10,0,0,12,2,7,0,0,0,4,0,0,0
2804901009,1557,864,693,661,0,0,1,2,1,3,0,652,0,0,0,16,0,1,8,6,16,1,1,0,1,0,1,5,0,4,2,0,0,0,0,0,0
2804901010,1842,945,897,844,0,5,1,1,20,0,0,817,7,0,1,14,0,3,1,0,25,2,2,0,1,0,0,10,0,7,3,0,0,7,6,1,0
2804901011,1142,651,491,444,0,0,0,3,0,3,0,438,7,0,1,7,0,7,0,0,20,0,0,0,0,0,0,2,2,11,1,0,0,13,13,0,0
2804901013,1867,1055,812,752,0,1,1,0,0,1,0,749,1,0,0,10,0,4,0,0,38,0,4,1,3,1,0,5,0,16,5,0,0,11,11,0,0
2804901014,1191,744,447,388,1,1,0,0,7,1,0,378,4,0,2,3,0,3,0,0,44,4,5,0,5,0,0,18,0,4,1,6,1,8,8,0,0
2804901015,1701,1025,676,636,0,0,1,4,3,0,0,627,3,0,0,4,0,1,3,0,31,0,5,1,6,0,0,3,0,11,0,0,4,2,2,0,0
2804901016,1419,850,569,534,0,0,3,2,0,0,0,529,3,0,0,8,0,0,0,7,21,0,2,1,0,0,0,6,0,11,0,0,0,3,0,0,0
2804901017,1611,1205,406,383,1,0,0,1,5,1,1,372,5,0,0,0,0,0,0,0,16,0,3,2,1,0,1,1,0,3,0,0,1,2,0,0,0
2804901018,1447,1408,39,35,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0
2804901019,1557,1411,146,87,3,0,0,3,0,2,0,79,3,1,2,3,0,3,0,0,23,4,0,1,1,1,0,2,2,6,1,1,2,30,30,0,0
2804901020,1387,1290,97,68,1,0,1,5,4,0,0,57,2,0,0,6,0,5,0,0,16,2,0,0,0,1,0,0,6,0,2,1,1,4,4,0,1
2804901021,2252,1929,323,287,0,8,1,2,1,4,1,269,2,0,0,7,1,5,0,0,22,2,0,1,6,0,1,0,2,9,0,0,1,5,5,0,0
2804901022,1478,1456,22,9,1,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,5,0,0,1,0,1,1,0,0,2,0,0,0,7,7,0,0
2804901023,1569,1481,88,65,0,0,0,1,0,0,0,64,0,0,0,0,0,0,0,0,23,0,0,0,1,0,1,1,3,12,0,0,0,0,0,0,0
2804901024,1482,1331,151,120,1,0,1,0,0,0,2,116,1,1,0,5,0,4,0,1,20,3,0,1,6,0,1,2,3,3,0,0,1,5,3,1,0
2804902001,1796,1461,335,278,1,6,0,2,6,9,1,251,6,0,0,2,0,1,1,0,37,1,6,4,4,1,4,0,6,3,4,1,2,12,12,0,0
2804902002,1433,1058,375,333,0,6,1,1,11,5,0,309,8,0,8,6,1,4,0,0,21,1,3,3,2,0,0,0,2,10,0,0,0,7,2,0,0
2804902003,1288,989,299,262,1,0,1,0,0,0,0,258,7,0,0,5,0,4,0,0,16,0,0,0,5,0,2,0,3,4,0,0,0,9,9,0,0
2804902004,1974,1449,525,446,1,1,3,3,2,6,0,430,21,0,5,12,0,2,1,3,39,1,0,2,7,1,0,2,4,10,5,4,0,6,4,0,1
2804902005,2381,2042,339,287,2,0,5,0,1,10,0,265,0,0,0,0,0,0,0,0,42,2,6,6,5,1,1,0,7,10,0,1,2,10,10,0,0
2804902006,2372,2211,161,133,2,0,0,2,0,2,2,122,0,0,0,5,0,0,0,4,17,1,0,1,5,0,1,7,0,1,0,0,1,5,4,0,1
2804902007,796,573,223,164,1,3,0,0,0,0,0,160,8,0,7,10,0,10,0,0,33,2,0,0,13,1,0,8,0,9,0,0,0,8,7,0,0
2804902008,1541,951,590,485,1,4,0,0,1,0,0,479,10,0,5,16,0,15,0,1,58,5,3,6,17,1,9,4,0,2,7,0,1,20,19,0,1
2804902009,1029,859,170,136,0,0,0,1,1,0,1,132,0,0,0,7,0,7,0,0,27,1,6,0,5,0,0,4,0,7,0,1,1,0,0,0,0
2804902010,1237,932,305,268,0,0,0,0,0,0,0,267,0,0,0,9,0,7,2,0,13,0,3,0,3,1,0,2,0,4,0,0,0,15,15,0,0
2804902011,1332,939,393,347,1,1,0,1,24,1,0,319,6,1,0,5,0,4,1,0,33,3,2,2,5,1,0,13,2,3,1,1,0,2,0,0,0
2804902012,1581,1075,506,404,1,2,0,0,1,2,0,398,13,1,12,29,0,14,5,4,53,7,11,0,4,0,0,13,1,16,0,0,0,7,0,0,0
2804902013,863,657,206,183,0,1,0,3,0,2,0,177,3,0,3,2,0,1,1,0,18,8,0,0,3,1,0,1,4,0,0,1,0,0,0,0,0
2804902014,1833,1419,414,346,0,9,3,1,4,3,0,325,3,0,2,12,0,0,6,0,34,6,0,1,1,6,1,12,3,4,0,0,0,19,19,0,0
2804902015,2303,1895,408,378,1,0,0,4,6,0,1,365,2,1,0,2,0,2,0,0,15,0,1,0,3,7,0,1,0,2,1,0,0,11,10,0,0
2804902016,1907,1621,286,216,0,4,1,1,5,2,1,200,1,0,1,25,3,10,1,8,37,1,2,1,13,2,0,4,1,5,4,0,1,7,6,0,0
2804902017,1272,1105,167,143,1,3,0,1,5,0,0,133,8,0,8,1,1,0,0,0,11,0,0,0,0,3,0,4,1,0,1,1,0,4,2,0,0
2804902018,1203,1128,75,37,0,1,2,0,3,1,0,30,5,0,0,2,0,2,0,0,27,2,1,1,1,0,0,6,0,12,1,0,0,4,2,0,0
2804902019,1614,1513,101,87,1,1,5,0,0,3,0,77,10,0,2,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2804902020,1654,1598,56,38,3,0,0,0,0,1,2,32,0,0,0,2,0,2,0,0,11,0,1,0,0,0,6,0,1,1,0,0,0,5,5,0,0
2804902021,1358,1124,234,189,0,1,0,0,0,0,0,184,3,0,3,4,0,2,0,0,28,0,0,0,7,0,0,6,0,10,2,1,2,10,9,0,0
2804903001,2039,1540,499,441,1,0,1,1,5,1,2,427,7,0,0,3,0,3,0,0,24,2,5,2,6,0,0,7,2,0,0,0,0,24,5,0,0
2804903002,2119,1488,631,579,1,1,1,13,7,3,2,550,6,1,0,5,0,3,1,0,33,2,0,0,4,0,2,6,0,10,1,0,2,8,4,0,0
2804903003,2132,1820,312,265,1,0,4,1,26,2,0,230,3,0,3,8,0,7,0,0,26,0,1,1,4,0,0,6,7,3,1,1,0,10,5,0,0
2804903004,2357,2055,302,260,2,0,4,2,2,0,0,249,7,0,0,0,0,0,0,0,24,1,3,0,4,0,0,0,1,2,5,4,1,11,11,0,0
2804903005,2070,1812,258,196,0,0,1,8,2,1,2,177,9,0,4,2,0,1,1,0,41,6,2,0,7,2,0,3,2,8,1,4,0,10,9,0,0
2804903006,1979,1789,190,149,2,2,2,0,0,0,0,142,1,1,0,11,0,9,1,0,23,3,0,0,8,0,0,3,4,4,1,0,0,5,4,0,1
2804903007,1773,1558,215,166,0,0,1,1,0,0,2,162,0,0,0,0,0,0,0,0,25,5,1,1,3,7,0,0,2,1,3,0,1,24,24,0,0
2804903008,1035,821,214,165,0,1,0,0,2,3,0,157,6,3,1,20,1,15,3,1,23,3,0,0,1,0,4,6,0,2,0,3,1,0,0,0,0
2804903009,1953,1410,543,432,0,28,1,3,12,3,0,383,11,0,4,34,0,25,2,4,62,4,9,3,20,1,0,9,1,5,4,3,3,4,3,0,0
2804904002,2174,1265,909,690,1,7,3,4,1,6,3,662,4,2,0,50,2,27,6,1,146,5,12,1,21,7,6,43,0,39,4,4,1,19,18,0,0
2804904003,908,554,354,257,0,7,1,1,4,0,0,244,6,0,0,36,0,27,1,0,55,1,3,0,9,0,0,23,0,9,7,0,0,0,0,0,0
2805001001,2285,2106,179,90,0,19,2,0,5,2,1,57,1,1,0,20,0,14,0,0,59,0,0,4,16,3,0,21,4,2,1,0,4,9,4,0,0
2805001002,2719,2584,135,74,2,12,3,0,7,5,3,39,8,0,1,12,0,12,0,0,40,7,0,3,15,3,2,3,1,1,2,0,1,1,0,0,0
2805101001,2152,1852,300,112,0,2,0,11,7,10,2,79,6,3,3,111,0,111,0,0,70,17,2,8,13,1,2,19,1,4,1,0,0,1,0,0,0
2805201001,1899,1523,376,232,2,19,5,10,3,8,5,178,11,0,0,57,0,57,0,0,67,5,24,0,4,2,5,13,6,3,0,0,1,9,0,0,0
2805201002,2218,1928,290,159,4,6,5,11,0,15,3,111,16,0,3,36,0,36,0,0,71,5,16,1,5,2,13,10,3,3,4,1,1,8,0,0,0
2805201003,1272,1107,165,70,0,2,0,1,2,6,0,59,8,0,0,0,0,0,0,0,81,0,26,0,1,2,3,26,0,8,2,0,3,6,6,0,0
2805301001,2007,1675,332,171,0,10,4,18,14,9,5,108,0,0,0,23,0,21,1,0,137,2,0,8,7,1,93,5,1,8,2,2,3,1,0,0,0
2805301002,2420,2313,107,59,3,4,4,5,6,9,6,18,0,0,0,1,0,0,0,0,40,6,0,0,2,0,11,4,0,9,2,0,1,7,5,0,0
2805301003,2323,2047,276,144,4,9,2,11,3,3,10,90,3,2,0,14,3,8,1,0,92,5,1,3,6,1,27,16,1,10,5,1,13,23,20,0,0
2805301004,2518,2377,141,94,2,2,5,9,4,2,3,66,0,0,0,7,0,5,0,0,40,1,0,5,10,1,5,2,0,1,1,0,2,0,0,0,0
2805401001,2258,1825,433,150,5,15,3,15,4,6,5,95,81,5,50,88,0,88,0,0,101,6,8,2,17,3,4,11,2,16,2,0,7,13,10,0,0
2805401002,2704,2190,514,173,1,38,2,4,4,4,11,107,122,6,88,86,0,86,0,0,124,10,17,2,13,3,0,16,5,19,20,2,1,9,4,0,0
2805401003,1809,1603,206,133,6,6,3,16,4,3,10,77,13,5,7,11,0,10,0,1,47,5,1,4,5,0,3,8,4,2,3,3,0,2,0,0,0
2805401004,1711,1458,253,199,7,14,1,11,0,6,6,149,10,0,6,9,0,8,0,0,35,4,1,0,5,1,4,1,2,6,1,4,0,0,0,0,0
2805402001,2762,2466,296,132,1,12,7,20,2,22,10,45,29,2,17,63,0,59,0,0,67,4,7,4,12,0,0,14,2,8,0,1,1,5,1,0,0
2805402002,1454,1258,196,76,18,1,1,7,7,3,7,26,29,1,24,6,0,5,0,0,77,8,10,5,12,0,0,6,2,3,1,1,12,7,0,0,1
2805402003,1078,960,118,72,4,3,11,5,1,2,21,8,5,2,0,4,0,3,0,0,33,3,1,0,0,0,0,4,2,5,0,2,7,4,2,0,0
2805402004,1316,1233,83,42,1,2,1,7,3,1,4,16,7,1,2,13,0,12,0,0,18,0,2,4,5,0,0,1,0,1,0,0,0,2,0,0,1
2805501001,1490,1094,396,353,1,0,1,0,0,8,1,339,0,0,0,10,0,10,0,0,33,0,5,0,11,1,0,8,0,5,1,0,0,0,0,0,0
2805601001,1581,942,639,245,4,12,0,8,18,3,3,197,22,0,11,306,0,306,0,0,65,11,0,7,1,3,0,23,6,1,1,0,7,1,1,0,0
2805701001,2041,1805,236,122,0,0,3,6,7,5,5,96,11,2,0,31,0,21,1,0,70,1,23,5,15,2,0,12,2,1,0,3,2,2,1,0,0
2805801002,1665,1365,300,87,0,6,1,1,20,3,3,53,11,0,7,67,0,24,18,0,117,1,6,2,23,6,1,35,11,19,9,0,1,18,18,0,0
2805801003,1231,1016,215,60,1,10,0,0,2,1,0,46,11,3,8,74,0,22,19,0,70,0,1,0,20,0,0,32,1,11,4,0,1,0,0,0,0
2805801004,2597,2183,414,127,0,2,0,3,13,13,0,89,12,0,10,72,0,26,21,0,156,2,11,11,33,0,2,36,6,42,8,1,2,47,44,0,0
2805801005,1466,1197,269,65,1,1,1,7,8,2,0,42,18,0,16,74,0,38,16,0,88,2,15,2,18,0,2,22,5,13,1,1,7,24,14,4,0
2805801006,1169,958,211,43,0,3,0,3,3,2,0,30,4,0,4,68,0,25,23,0,82,0,1,3,6,1,0,43,4,15,7,0,2,14,13,0,0
2805801007,1042,880,162,35,0,0,0,1,0,3,1,30,10,1,3,52,0,29,20,0,50,1,0,1,5,0,0,24,0,11,2,0,0,15,0,12,0
2805802001,1541,1223,318,65,3,7,0,9,2,4,0,36,10,0,7,124,0,60,24,0,87,5,0,0,21,2,0,18,15,20,1,0,5,32,30,0,0
2805802002,1908,1627,281,103,0,31,1,4,6,5,0,54,7,5,1,82,0,26,28,0,72,0,6,5,14,1,0,12,11,7,8,0,0,17,17,0,0
2805802003,1531,1293,238,44,0,2,0,3,3,9,0,27,12,1,7,60,0,42,10,0,99,1,2,6,18,2,1,40,0,10,6,0,7,22,22,0,1
2805802004,1413,1296,117,35,2,0,0,0,5,0,3,24,4,0,4,26,0,7,11,0,50,1,4,1,12,2,0,11,0,8,9,0,0,2,2,0,0
2805802005,1316,1093,223,70,1,0,0,4,9,5,3,41,4,0,4,110,0,54,33,0,23,0,0,2,3,0,0,6,0,6,2,0,4,16,16,0,0
2805802006,1473,1222,251,72,0,1,0,7,5,7,0,51,20,0,16,72,0,40,20,0,74,1,0,8,18,0,2,24,6,7,2,0,4,13,12,0,0
2805802007,1052,796,256,59,1,3,2,0,9,3,0,39,12,0,7,107,0,67,21,0,47,0,0,8,5,0,2,17,0,10,1,0,2,31,31,0,0
2805802008,1281,973,308,54,1,0,0,1,0,0,0,52,32,1,27,109,0,39,13,0,84,0,0,1,21,0,4,29,2,17,8,0,1,29,24,0,0
2805802009,2068,1853,215,97,0,11,0,5,12,1,1,67,14,0,14,41,0,20,4,0,48,6,0,1,14,3,1,7,3,4,9,0,0,15,15,0,0
2805802010,1478,1156,322,111,0,13,1,0,5,1,1,87,2,0,2,112,4,57,35,0,87,0,6,2,9,4,0,36,0,10,8,0,4,10,10,0,0
2805802011,1753,1555,198,65,0,5,0,8,11,1,1,36,8,0,6,34,0,18,9,1,86,1,1,1,10,0,9,34,0,12,10,3,3,5,5,0,0
2805802012,1918,1525,393,65,1,10,0,0,8,6,0,37,34,1,23,162,1,89,46,0,131,8,7,7,33,0,0,35,4,18,5,0,0,1,1,0,0
2805802013,1004,905,99,35,0,0,1,1,1,3,0,26,4,0,0,29,0,5,19,0,31,0,0,0,9,1,0,9,0,2,7,0,1,0,0,0,0
2805802014,1083,981,102,19,0,0,0,5,1,1,0,10,0,0,0,34,0,21,4,0,46,1,0,2,11,1,0,9,1,9,10,0,2,3,3,0,0
2805802015,841,785,56,11,0,4,0,0,1,0,0,6,6,0,3,17,0,0,6,5,17,0,0,1,3,0,0,5,0,6,1,0,1,4,4,0,1
2805802016,1191,922,269,27,0,0,0,1,5,1,0,20,14,0,9,129,0,84,14,0,66,0,7,1,18,1,1,11,2,5,15,0,4,33,32,0,0
2805802017,1004,884,120,42,0,2,0,0,6,4,0,29,3,1,2,39,0,22,9,1,25,0,10,0,0,0,0,7,0,2,4,2,0,11,11,0,0
2805803001,1320,1118,202,82,1,0,2,0,1,3,0,73,1,1,0,43,0,28,12,0,76,2,5,0,16,0,0,28,0,17,5,0,2,0,0,0,0
2805803002,1474,1310,164,44,0,0,0,0,8,0,1,35,5,0,5,56,0,38,8,0,14,0,4,2,0,0,2,0,0,1,4,0,1,45,45,0,0
2805803003,1870,1284,586,117,0,9,0,1,1,3,1,93,22,3,16,287,0,176,69,0,144,0,9,1,31,0,6,49,8,22,15,0,0,16,13,3,0
2805803004,1822,1243,579,223,1,7,0,2,25,0,1,185,20,0,12,156,1,103,27,0,166,4,11,15,40,4,12,44,1,16,9,0,1,14,8,6,0
2805803005,1505,1196,309,69,0,3,0,4,6,3,0,53,2,0,1,129,0,102,17,0,78,3,0,2,21,0,3,26,3,9,3,0,2,31,19,8,0
2805803006,1506,1222,284,65,0,0,1,0,7,4,0,52,7,0,6,90,1,32,32,0,86,0,14,0,17,0,1,39,2,7,4,0,0,36,22,14,0
2805803007,2041,1453,588,164,0,8,2,0,16,1,0,130,0,0,0,241,0,168,38,0,162,1,11,1,26,2,5,57,7,37,5,0,7,21,19,2,0
2805803008,2520,2256,264,113,1,0,3,0,6,3,2,95,8,0,8,32,0,13,7,1,56,1,2,5,17,1,1,15,1,9,4,0,0,55,39,13,0
2805803009,1901,1693,208,91,0,3,0,4,16,5,0,60,4,1,3,40,1,15,21,0,70,1,1,3,12,5,0,19,1,15,8,0,3,3,3,0,0
2805803010,1430,1303,127,25,0,0,0,0,10,1,0,14,3,0,3,34,1,1,12,0,58,1,3,0,10,1,0,20,2,17,2,0,1,7,6,1,0
2805804001,1728,1050,678,235,2,23,5,8,10,6,1,177,27,2,16,236,0,167,33,1,137,3,12,15,23,0,5,47,0,17,7,1,1,43,41,0,0
2805804002,1725,1194,531,179,0,8,1,4,2,6,0,152,21,6,10,111,0,57,17,0,153,2,17,5,48,1,2,32,8,17,5,1,5,67,60,0,0
2805804003,1668,1250,418,129,2,4,0,5,3,1,1,112,17,0,13,130,0,111,6,0,115,0,9,4,42,1,2,14,1,10,12,0,9,27,26,0,0
2805804004,1120,905,215,37,0,4,1,1,1,4,0,25,5,1,0,111,0,77,17,0,61,1,5,0,15,0,4,12,4,4,13,0,2,1,0,0,0
2805804005,1978,1500,478,146,3,13,0,2,14,12,0,98,8,0,8,224,0,188,14,1,91,2,4,1,24,1,22,14,1,17,3,1,0,9,8,0,0
2805804006,2149,1766,383,120,0,23,1,1,19,1,1,72,15,0,15,101,1,87,9,0,114,0,7,5,9,0,3,35,9,31,5,4,5,33,29,0,0
2805804007,2297,2028,269,158,1,0,1,3,1,1,0,150,5,0,5,46,0,15,7,0,52,2,1,1,12,2,4,9,1,13,3,0,1,8,6,0,0
2805804008,2334,2127,207,48,0,5,0,5,0,8,0,28,4,1,0,72,0,48,12,0,76,2,5,2,12,0,0,23,0,22,5,0,0,7,0,0,0
2805804009,1778,1444,334,112,2,1,1,6,6,7,0,72,13,4,4,130,0,86,29,0,71,0,3,0,7,2,5,35,1,15,0,0,3,8,4,0,0
2805804010,1646,1286,360,127,2,24,2,3,31,6,0,58,6,0,5,130,0,71,48,0,70,5,9,0,11,1,2,14,0,10,3,2,1,27,21,0,0
2805804011,1230,981,249,79,0,6,1,4,12,5,1,50,7,4,3,105,4,50,20,0,52,0,1,4,14,1,1,18,0,7,5,0,0,4,4,0,2
2805804012,963,735,228,51,1,0,0,2,6,2,1,36,12,0,9,101,0,50,42,0,61,4,4,0,13,0,5,20,0,11,3,0,0,3,3,0,0
2805804013,1745,1429,316,108,0,13,1,6,4,2,0,79,22,0,22,82,0,56,11,3,90,0,1,8,15,6,18,18,3,11,6,0,2,14,11,0,0
2805804014,1865,1730,135,54,1,3,0,1,9,2,1,36,1,0,1,39,0,19,15,0,41,1,1,0,26,2,0,3,0,5,1,0,0,0,0,0,0
2805804015,2060,1956,104,35,0,0,3,0,3,1,0,23,2,1,1,41,0,25,10,0,23,1,2,1,4,1,0,4,0,6,0,0,0,3,1,0,0
2805804016,1376,1320,56,20,0,0,0,0,11,0,0,8,1,0,1,8,0,1,7,0,26,3,1,0,11,0,0,2,1,7,0,0,1,1,1,0,0
2805805001,2842,2491,351,131,4,6,3,5,22,5,6,80,14,3,9,73,0,34,16,0,86,2,11,14,23,0,2,10,1,8,1,1,2,46,40,6,1
2805805002,2396,2091,305,91,0,9,3,0,18,4,1,55,13,3,10,58,0,23,16,0,119,1,3,15,38,1,0,14,7,25,13,0,1,24,22,0,0
2805805003,1287,1086,201,56,0,12,0,1,0,0,0,43,0,0,0,86,1,17,32,0,55,1,6,3,11,0,3,2,2,9,7,0,4,4,4,0,0
2805805004,1132,1062,70,19,2,0,1,0,4,1,0,9,0,0,0,15,0,2,5,0,27,1,5,3,3,0,5,2,0,3,2,0,0,9,6,0,0
2805805005,1878,1344,534,114,3,0,1,4,7,3,0,89,37,1,33,221,0,112,74,2,119,0,13,4,25,0,0,36,2,15,15,1,5,43,43,0,0
2805805006,2441,1937,504,119,5,12,2,4,15,2,1,70,14,6,2,251,1,153,41,4,100,1,8,0,25,4,4,22,5,20,6,0,1,20,17,0,0
2805806001,1068,980,88,27,0,10,1,1,2,1,0,12,11,1,10,21,0,7,3,0,19,0,0,2,8,1,0,4,0,4,0,0,0,10,10,0,0
2805806002,1599,1504,95,32,0,4,0,1,5,2,0,20,2,0,2,27,0,12,14,0,33,0,1,1,2,9,0,16,0,3,0,0,0,1,1,0,0
2805806003,2225,1954,271,81,1,14,0,0,3,5,0,56,11,2,9,54,0,31,17,0,113,1,4,5,30,5,4,14,0,30,7,2,2,12,9,0,0
2805806004,2206,2051,155,32,0,3,3,2,11,4,0,9,0,0,0,35,0,21,5,0,70,1,1,0,23,0,2,21,0,12,1,0,5,18,17,0,0
2805806005,2251,2049,202,74,0,5,0,2,18,2,2,45,0,0,0,48,0,29,15,1,66,0,0,2,7,3,4,33,2,2,1,3,2,14,14,0,0
2805806006,1838,1700,138,39,0,11,0,0,1,5,0,20,4,0,4,22,0,5,8,0,64,4,6,4,2,3,5,33,0,3,3,0,1,9,9,0,0
2805806007,1819,1601,218,73,1,16,3,5,8,0,0,39,6,0,6,63,0,17,23,0,62,3,0,5,19,1,0,15,1,10,3,2,2,14,11,3,0
2805806008,2113,1873,240,68,1,4,1,8,19,2,1,26,4,0,2,90,0,34,54,0,64,8,1,3,12,1,0,20,0,7,11,0,0,14,14,0,0
2805806009,2161,1889,272,104,1,7,1,2,30,5,0,52,17,2,15,79,0,29,30,0,64,2,0,1,10,1,5,31,0,11,1,0,1,8,6,1,0
2805806010,1814,1563,251,69,0,13,0,1,8,4,0,36,1,0,0,95,0,27,33,0,69,0,4,1,19,8,1,19,1,12,3,0,1,17,14,3,0
2805806011,1899,1623,276,54,0,1,0,1,11,5,2,28,1,0,1,64,1,8,40,0,127,0,16,7,39,5,3,32,2,6,11,0,2,30,10,14,0
2805806012,1696,1468,228,55,0,7,0,6,9,1,0,32,1,0,1,79,1,36,14,0,89,0,7,9,12,5,5,17,0,24,10,0,0,4,0,1,0
2805806013,2249,1939,310,146,0,8,0,2,26,12,0,97,2,0,2,81,1,44,3,0,77,5,0,0,13,1,5,24,9,9,3,4,0,4,4,0,0
2805806014,2516,2222,294,156,1,2,0,4,5,2,0,140,13,3,3,14,0,4,8,0,92,0,11,4,37,3,0,6,0,13,13,2,2,19,19,0,0
2805806015,2041,1871,170,70,0,9,1,4,4,6,1,45,4,0,4,23,0,17,2,0,49,1,1,9,12,0,0,13,0,13,0,0,0,24,22,0,0
2805806016,1975,1874,101,29,0,0,0,0,1,0,1,26,13,1,11,26,0,16,7,0,26,2,0,0,8,5,0,1,0,8,1,0,1,7,7,0,0
2805806017,1832,1715,117,28,0,1,1,2,12,7,0,5,3,2,0,53,0,21,21,0,27,2,1,1,6,0,0,2,1,8,2,0,3,6,6,0,0
2805806018,1551,1464,87,17,0,0,0,1,3,1,1,11,0,0,0,20,0,3,14,0,19,3,0,6,3,3,0,2,2,0,0,0,0,31,25,0,0
2805806019,1715,1619,96,18,2,0,0,1,6,4,0,5,10,1,9,25,0,1,19,0,42,2,1,5,10,0,0,13,0,8,3,0,0,1,1,0,0
2805807001,1655,1154,501,105,1,19,2,1,0,5,0,76,12,3,7,226,3,154,30,0,118,2,18,7,19,7,1,32,0,23,2,1,1,40,28,11,0
2805807002,1691,1482,209,69,1,22,1,2,0,0,0,43,2,0,0,59,0,36,4,0,51,2,5,0,7,2,0,6,4,12,6,1,2,28,23,3,0
2805807003,2096,1766,330,155,4,15,1,3,1,5,0,124,6,0,4,66,0,20,35,0,75,1,1,3,16,1,3,18,0,17,10,0,4,28,28,0,0
2805807004,2372,1889,483,202,4,12,5,1,32,14,0,131,10,1,5,170,1,57,72,0,77,4,3,1,15,3,4,25,0,3,14,1,2,24,20,3,0
2805807005,1272,1107,165,61,2,5,1,1,9,1,0,42,2,0,1,60,0,19,17,0,42,1,0,4,13,0,0,8,0,10,6,0,0,0,0,0,0
2805807006,1928,1699,229,90,0,9,0,4,8,5,0,61,16,4,5,55,0,31,11,0,54,1,0,1,13,3,3,4,0,14,7,0,4,13,12,0,1
2805807007,1637,1551,86,32,0,13,0,1,0,0,0,15,7,0,7,13,0,6,7,0,25,2,0,2,1,3,2,0,0,4,1,0,4,9,5,0,0
