Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2806504033,3219,2954,265,123,2,31,6,14,8,1,2,59,18,2,11,14,0,9,1,1,62,6,1,7,20,3,0,1,3,14,1,0,2,48,48,0,0
2806504034,4367,4219,148,72,1,9,4,13,9,6,0,27,10,3,5,10,0,4,0,0,49,1,2,1,13,5,1,0,2,5,3,0,12,7,6,0,0
2806504035,2877,2720,157,47,1,7,2,4,13,3,1,13,3,1,0,2,0,2,0,0,35,1,1,5,10,0,1,2,4,2,1,1,3,70,67,0,0
2806601001,2667,2459,208,55,4,6,7,1,3,0,2,32,3,0,3,91,0,91,0,0,49,2,9,5,8,2,1,5,0,3,0,0,0,10,6,0,0
2806601002,1723,1546,177,72,0,1,1,2,5,5,0,55,1,0,1,51,0,51,0,0,22,0,5,0,5,0,1,2,0,2,1,0,4,31,31,0,0
2806601003,2612,2452,160,94,1,11,0,3,3,6,1,68,9,3,6,17,0,17,0,0,26,2,2,2,1,0,4,6,0,2,1,0,4,14,10,0,0
2806601004,1378,1329,49,26,2,0,0,4,1,4,1,14,4,0,0,4,0,4,0,0,12,4,1,1,0,0,0,0,0,2,0,0,0,3,3,0,0
2806601005,1680,1600,80,21,0,0,1,3,0,0,1,16,0,0,0,4,0,4,0,0,17,0,0,1,4,2,0,2,2,5,0,0,0,38,38,0,0
2806701001,2117,1771,346,108,2,0,1,4,12,3,8,72,12,0,8,169,0,166,0,0,47,5,0,0,1,1,3,6,0,6,12,5,2,10,9,0,0
2806701002,2123,1901,222,89,6,6,3,1,4,11,8,48,13,2,2,46,0,45,0,1,62,1,1,2,6,2,4,14,0,2,12,3,8,11,8,0,1
2806701003,1809,1603,206,61,5,0,0,6,11,5,4,28,10,0,1,91,0,91,0,0,32,6,1,1,8,0,0,0,0,0,7,0,8,12,5,1,0
2806801001,920,759,161,48,0,30,1,0,1,0,0,16,4,0,4,53,0,53,0,0,56,5,1,5,9,9,0,6,2,7,1,0,7,0,0,0,0
2806801002,2699,2385,314,135,1,63,0,6,0,6,4,51,9,2,7,91,0,83,0,0,56,8,4,6,11,1,0,8,5,8,2,0,0,22,17,2,1
2806801003,1992,1656,336,114,3,74,0,7,0,2,0,27,23,6,14,116,0,115,0,0,70,6,2,4,2,5,2,21,5,7,7,0,2,13,10,0,0
2806801004,2223,2008,215,94,1,25,2,11,6,1,4,40,17,1,15,22,0,22,0,0,76,16,0,2,11,3,4,15,1,4,2,5,5,6,4,0,0
2806801005,1845,1653,192,61,2,36,0,4,0,3,2,13,4,0,3,89,0,89,0,0,35,0,2,1,6,4,1,11,2,0,0,1,0,3,3,0,0
2806801006,1898,1698,200,88,0,17,0,2,5,0,2,61,15,0,11,32,0,32,0,0,53,4,1,3,6,1,2,6,12,8,4,2,1,12,12,0,0
2806801007,2073,1935,138,88,5,24,1,8,2,1,8,33,2,1,1,9,0,9,0,0,38,5,8,1,4,4,1,2,0,4,0,1,3,1,0,0,0
2806801008,1970,1855,115,35,0,3,0,10,2,2,0,15,9,2,6,21,0,20,0,0,44,18,1,5,2,1,3,1,0,5,4,0,0,6,5,0,0
2806901001,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807001001,142,131,11,10,0,7,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807101001,88,72,16,14,1,0,0,1,12,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2807201001,2997,2600,397,100,11,20,9,4,7,18,3,23,13,6,4,106,1,102,0,0,170,8,82,5,14,0,0,6,3,8,23,0,9,7,4,0,1
2807201002,2883,2604,279,111,6,34,9,11,9,11,8,17,2,0,1,60,0,58,0,0,103,7,42,5,16,1,2,3,3,2,6,1,5,3,3,0,0
2807201003,2152,1993,159,87,9,1,7,14,3,2,20,12,7,1,4,14,0,12,0,0,48,9,4,0,2,1,0,3,1,3,1,1,6,3,0,0,0
2807301001,2733,2458,275,106,1,4,1,1,3,6,2,88,2,0,2,90,0,77,9,0,59,1,10,4,16,6,2,1,3,8,1,1,1,18,18,0,0
2807301002,2677,2098,579,91,0,8,1,7,6,2,0,62,8,2,6,397,0,296,54,1,68,2,15,3,9,1,6,5,2,4,13,0,1,15,13,1,0
2807301003,1737,1409,328,64,0,0,1,1,8,1,1,52,8,0,0,176,1,128,24,2,55,5,10,1,3,0,9,10,0,2,3,0,1,25,12,12,0
2807301004,1802,1520,282,75,2,12,2,0,15,4,0,40,21,3,18,127,0,104,10,1,39,5,3,2,3,1,3,3,2,2,7,0,2,20,18,1,0
2807301005,2289,1958,331,83,1,15,1,1,1,4,1,59,9,0,2,177,0,146,27,0,29,1,2,4,16,0,0,0,0,1,1,0,1,33,21,3,0
2807301006,2854,2406,448,150,1,20,3,3,3,3,0,117,6,2,3,202,0,160,27,1,61,8,9,3,7,1,0,9,3,3,4,0,8,29,22,0,0
2807301007,3016,2806,210,84,0,6,2,3,12,2,1,57,3,0,3,71,0,60,3,0,37,0,6,5,7,1,0,9,0,2,5,0,0,15,15,0,0
2807301008,2499,2274,225,74,2,1,3,2,15,5,0,44,17,1,3,32,0,11,6,0,37,1,8,1,11,4,1,1,1,2,5,0,1,65,62,0,0
2807401001,1099,961,138,59,0,1,0,4,1,0,0,53,1,1,0,34,1,25,0,0,36,0,1,0,15,0,0,3,0,10,1,0,0,8,6,1,0
2807401002,733,651,82,13,0,3,0,2,0,1,2,5,5,1,4,40,0,27,11,0,20,0,1,2,2,1,0,6,0,3,1,3,1,4,3,0,0
2807401003,1376,1169,207,67,0,16,0,4,1,1,0,45,17,0,15,50,0,34,10,0,61,3,2,1,15,1,0,17,0,13,4,0,1,12,9,0,0
2807401004,945,832,113,44,1,10,1,5,1,0,0,25,2,0,0,9,0,8,0,0,56,2,1,3,10,8,2,10,1,9,0,0,5,2,2,0,0
2807401005,1260,1127,133,43,0,9,1,0,1,3,0,29,16,1,12,10,0,6,3,0,50,0,4,0,16,1,1,11,8,4,0,1,0,14,11,0,0
2807401006,1620,1421,199,61,0,2,0,7,2,1,0,48,24,0,20,30,0,24,5,0,73,0,10,0,10,0,2,16,1,9,6,0,4,11,6,5,0
2807401007,1161,1036,125,29,0,2,0,0,1,0,0,26,2,0,1,54,2,46,4,0,38,1,3,4,12,2,2,2,3,4,2,1,1,2,1,0,0
2807401008,963,833,130,40,0,5,0,0,4,3,0,27,6,0,5,36,0,28,4,0,35,0,0,0,11,0,0,8,2,3,1,0,1,13,5,5,0
2807401009,1568,1397,171,64,0,10,0,1,3,0,0,50,3,0,3,21,0,19,0,0,78,0,1,2,11,3,3,19,1,10,2,0,10,5,3,0,0
2807401010,903,782,121,27,0,3,0,0,1,2,0,21,10,2,6,23,0,23,0,0,50,2,1,6,13,4,0,5,8,2,3,0,0,11,11,0,0
2807401011,1235,1009,226,75,0,11,0,1,2,1,0,58,2,0,0,51,0,34,5,6,86,5,1,0,12,5,1,36,2,8,0,0,2,12,11,0,0
2807401012,982,793,189,74,0,13,1,2,5,0,2,51,20,0,16,24,0,18,0,0,62,3,4,3,12,0,0,14,4,7,0,2,9,9,9,0,0
2807401013,847,745,102,32,0,0,0,2,4,0,0,26,20,0,15,8,0,5,0,0,35,0,0,1,3,1,0,7,5,4,0,0,0,7,7,0,0
2807401014,1047,898,149,45,0,8,0,5,4,0,0,27,24,0,15,36,1,15,7,0,35,0,1,0,12,0,2,1,8,4,2,0,0,9,1,0,0
2807401015,806,659,147,56,0,6,1,0,1,3,0,44,14,1,10,30,3,25,1,0,42,2,7,0,9,0,0,7,2,1,1,1,0,5,4,1,0
2807401016,1249,1025,224,69,0,12,1,0,3,0,0,53,21,2,16,40,0,25,6,0,75,1,1,9,13,3,2,13,0,5,1,0,7,18,15,0,1
2807401017,941,820,121,38,0,16,0,0,4,3,0,15,19,0,14,27,0,12,10,0,35,1,2,0,5,0,0,10,3,7,6,0,0,2,1,0,0
2807401018,1923,1757,166,38,0,12,1,2,4,4,0,15,7,1,5,56,0,45,7,2,56,6,3,2,15,3,1,10,2,6,0,0,5,9,7,0,0
2807401019,891,781,110,32,1,2,0,2,2,0,0,24,12,4,7,37,0,28,6,1,29,1,0,0,7,1,4,3,2,5,0,1,2,0,0,0,0
2807401020,1346,1261,85,28,0,0,2,6,1,11,0,6,10,0,10,17,0,15,0,0,17,0,2,0,4,3,0,0,0,1,0,0,1,13,12,0,0
2807401021,806,668,138,38,0,0,0,1,0,3,0,32,19,0,19,47,0,41,5,0,22,0,2,0,8,0,0,9,1,1,1,0,0,12,8,0,0
2807401022,938,786,152,32,0,6,0,0,3,1,0,22,6,0,6,68,8,52,3,0,39,3,2,1,2,3,0,7,0,4,12,0,2,7,5,2,0
2807401023,1012,824,188,74,0,6,0,2,1,7,1,57,9,1,8,46,0,34,7,0,54,0,0,2,9,2,0,10,1,5,1,0,5,5,4,0,0
2807401024,1568,1405,163,59,0,12,2,5,0,0,2,38,6,1,5,42,0,26,6,0,36,2,0,6,6,0,0,10,2,1,0,0,6,20,20,0,0
2807401025,1925,1743,182,59,0,0,1,0,4,0,0,53,3,1,0,62,0,60,0,0,49,2,2,1,11,1,0,14,1,3,8,1,3,9,9,0,0
2807401026,1254,1237,17,7,0,0,0,2,0,0,0,5,0,0,0,1,0,0,1,0,9,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0
2807402001,1368,1130,238,62,0,6,0,2,0,1,0,53,24,2,22,84,2,52,5,0,61,1,3,0,17,0,0,10,2,18,1,0,8,7,5,0,0
2807402002,1073,893,180,82,0,10,0,8,4,0,0,60,10,0,10,36,1,28,1,0,51,5,1,0,8,1,0,9,0,7,1,0,8,1,1,0,0
2807402003,1461,1204,257,84,0,14,1,2,5,3,0,58,26,0,23,72,0,60,9,0,69,1,6,1,15,4,0,12,5,7,3,0,6,6,6,0,0
2807402004,852,699,153,56,1,8,0,0,7,0,0,40,3,1,1,43,0,39,0,0,43,1,0,0,13,7,0,9,2,6,3,0,1,8,2,6,0
2807402005,978,809,169,42,0,0,1,1,4,2,0,33,22,0,13,51,0,38,7,0,48,1,9,2,11,0,1,2,0,14,1,0,2,6,4,0,0
2807402006,889,704,185,59,1,14,0,0,5,2,0,37,13,0,13,48,0,25,6,7,62,1,2,1,16,3,0,8,3,7,6,0,3,3,3,0,0
2807402008,1225,974,251,70,0,6,0,0,4,0,1,59,15,0,14,64,0,59,4,0,77,0,1,2,23,3,2,14,5,7,1,0,8,25,18,2,0
2807402009,988,826,162,26,0,5,0,0,0,0,1,20,10,0,10,65,0,55,6,0,54,0,3,1,13,0,1,11,0,6,4,0,4,7,0,0,0
2807402010,1008,791,217,56,0,4,0,2,1,3,1,43,5,0,5,48,1,26,11,0,98,2,6,1,24,3,0,20,9,9,4,0,7,10,8,0,0
2807402011,1130,1044,86,26,0,9,0,3,1,1,0,12,7,0,7,18,0,14,3,0,32,0,4,1,8,1,3,4,1,2,3,0,3,3,3,0,0
2807402012,734,633,101,42,0,5,0,2,7,1,0,27,7,0,6,14,0,13,0,0,33,0,5,0,1,0,0,9,0,5,5,0,4,5,5,0,0
2807402013,1545,1300,245,61,1,5,1,0,4,3,0,47,7,0,7,95,3,89,0,0,64,2,0,2,17,3,3,8,0,13,7,0,1,18,4,14,0
2807402014,946,820,126,35,0,1,2,0,0,0,0,27,14,0,8,8,0,7,0,0,49,1,0,3,14,1,1,3,5,3,1,0,3,20,12,0,0
2807402015,1108,952,156,44,0,1,0,0,1,0,1,41,1,0,1,50,0,36,7,0,46,0,2,0,13,2,0,8,0,6,0,0,3,15,7,7,0
2807402016,956,789,167,57,0,6,0,1,5,0,0,45,9,4,5,53,1,35,7,0,44,1,1,1,7,0,0,19,0,0,3,0,3,4,4,0,0
2807402017,1206,981,225,56,0,8,1,2,2,0,0,43,12,1,2,52,0,28,4,0,77,3,3,4,25,3,3,20,3,2,0,0,0,28,10,11,0
2807402019,1422,1157,265,120,0,18,1,0,1,6,1,93,15,0,8,56,0,43,7,0,61,0,1,1,24,3,1,8,3,3,6,1,3,13,13,0,0
2807402020,1125,992,133,39,1,1,0,4,0,1,1,29,19,3,13,14,0,6,0,1,49,3,7,1,8,3,1,8,2,3,4,1,5,12,4,7,0
2807402021,827,682,145,51,0,4,0,0,0,0,1,46,6,0,4,20,0,13,1,0,38,1,2,2,8,5,0,7,2,0,3,0,4,30,22,7,0
2807402022,678,650,28,8,1,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,13,0,0,0,5,0,6,1,0,1,0,0,0,6,6,0,0
2807403001,1121,982,139,33,0,6,2,0,0,1,0,24,15,0,10,42,0,35,2,0,23,1,1,2,2,1,0,6,0,6,0,0,0,26,23,0,0
2807403002,1248,1011,237,97,0,10,0,2,0,3,0,81,15,0,11,33,0,26,1,0,89,3,3,3,15,1,1,32,6,13,5,0,1,3,0,0,0
2807403003,1096,872,224,82,0,4,0,4,0,0,0,73,12,0,12,62,1,45,11,0,55,0,0,3,25,0,1,13,0,9,0,0,3,13,10,0,0
2807403004,1092,888,204,61,0,8,0,1,0,3,0,48,19,0,19,47,1,28,3,1,74,0,10,5,16,9,0,12,0,11,2,0,1,3,3,0,0
2807403005,796,625,171,50,0,3,1,2,1,0,0,43,3,0,3,65,1,58,4,0,46,0,1,0,5,2,0,6,3,11,1,0,8,7,7,0,0
2807403006,1167,993,174,69,0,7,0,0,0,1,0,60,3,0,3,46,0,27,7,0,51,5,1,3,12,2,0,10,0,5,8,0,0,5,4,1,0
2807403007,1297,1078,219,50,2,8,2,1,0,3,0,33,11,0,11,79,3,58,10,0,61,0,0,2,7,5,6,14,6,4,1,0,14,18,18,0,0
2807403008,1643,1323,320,76,5,6,0,1,9,5,0,50,9,0,4,123,5,94,15,0,106,7,4,2,13,0,4,11,16,12,15,0,2,6,5,0,0
2807403012,1829,1461,368,122,0,7,1,1,3,4,1,105,27,3,23,102,1,47,29,2,105,2,4,2,24,0,1,33,0,6,4,0,1,12,10,2,0
2807403013,1450,1139,311,115,1,9,0,6,4,2,1,91,18,2,16,68,1,46,16,0,96,2,2,3,21,6,1,25,6,10,6,0,7,14,11,0,0
2807403014,1551,1381,170,61,0,0,1,6,3,4,1,42,1,0,0,55,4,40,3,0,28,1,0,0,9,2,0,6,1,2,1,0,5,24,19,0,1
2807403015,1944,1860,84,16,3,0,0,0,2,0,1,9,1,0,1,27,2,24,0,0,29,0,4,2,1,1,0,12,0,0,0,0,5,11,6,0,0
2807403016,1604,1538,66,31,0,10,1,0,0,0,0,18,1,0,0,0,0,0,0,0,33,0,0,4,8,0,0,4,2,6,6,0,0,0,0,0,1
2807403017,1210,1150,60,8,0,0,0,0,0,1,0,5,5,4,0,34,0,13,4,0,12,0,0,0,3,0,0,1,1,1,0,3,0,0,0,0,1
2807403018,2302,2091,211,18,0,0,2,4,0,3,0,7,7,2,4,111,10,40,7,0,58,3,2,3,7,6,0,3,1,2,2,2,11,16,3,0,1
2807403019,1518,1459,59,24,0,0,2,7,1,1,3,6,0,0,0,4,1,2,0,0,21,0,3,3,6,0,0,1,0,3,0,0,4,10,8,0,0
2807403020,2281,2171,110,16,0,1,2,3,0,0,0,10,3,2,0,2,0,0,0,0,26,0,0,2,16,0,0,0,0,0,0,1,4,63,63,0,0
2807403021,2716,2627,89,31,0,3,1,7,6,0,0,14,10,2,6,8,0,5,0,0,33,1,0,1,9,6,1,1,1,2,1,1,2,7,6,0,0
2807403022,1812,1762,50,22,0,11,0,1,3,0,0,7,1,0,1,4,0,3,0,0,20,1,2,0,4,0,0,7,0,0,2,0,1,1,0,0,2
2807403023,2897,2808,89,41,0,3,0,4,3,0,0,29,13,3,5,8,0,5,0,0,27,2,3,1,4,2,0,1,4,5,2,0,2,0,0,0,0
2807404001,1306,1128,178,88,0,10,0,1,9,0,0,68,25,0,25,17,0,16,0,0,46,2,1,1,18,1,2,6,2,7,1,0,0,2,0,0,0
2807404002,1245,1073,172,61,0,17,0,0,6,2,1,35,31,0,31,30,0,13,11,0,49,1,3,1,9,1,0,4,5,12,5,0,1,1,0,0,0
2807404003,1184,1071,113,44,0,13,0,5,1,1,1,23,20,0,17,20,0,9,4,0,24,1,4,0,6,2,0,6,0,3,0,0,0,5,4,0,0
2807404004,976,876,100,36,0,7,0,0,2,0,1,26,13,0,13,18,0,4,0,6,32,1,6,0,5,0,0,8,1,6,1,0,0,1,1,0,0
2807404005,1174,1106,68,28,0,5,1,1,0,1,0,19,5,0,5,4,0,1,1,0,26,0,3,0,14,2,0,0,1,6,0,0,0,5,5,0,0
2807404006,949,838,111,50,0,1,0,0,1,0,0,48,3,0,2,18,0,4,5,0,17,0,0,3,6,1,0,0,1,3,1,0,0,23,22,0,0
2807404007,1064,983,81,36,0,2,0,0,5,1,0,26,18,0,15,17,0,10,7,0,10,0,0,0,0,1,1,2,0,1,0,0,2,0,0,0,0
2807404008,1010,921,89,31,1,5,1,3,0,0,0,21,12,0,12,12,0,1,8,1,24,0,2,0,3,1,0,5,4,2,4,0,0,10,9,0,0
2807404009,1290,1157,133,54,0,5,0,1,0,1,0,47,19,1,15,8,0,0,0,3,45,2,9,3,6,5,1,6,0,6,0,0,3,7,7,0,0
2807404010,1372,1237,135,64,0,9,0,2,5,0,0,48,3,0,2,40,0,22,0,0,25,0,0,0,6,0,1,4,1,6,3,0,0,3,0,0,0
2807404011,849,809,40,11,0,1,0,0,0,3,0,7,0,0,0,4,0,1,3,0,21,0,0,2,5,0,0,6,5,2,0,0,0,4,4,0,0
2807404012,921,795,126,39,0,6,0,4,0,1,1,26,6,0,6,22,0,5,0,0,53,5,1,1,15,0,0,8,4,8,0,0,0,6,5,0,0
2807404013,1250,1166,84,26,0,3,0,0,3,1,0,16,11,1,7,8,0,7,0,0,29,1,0,1,5,0,5,6,0,4,3,0,0,10,9,0,0
2807404014,925,825,100,28,0,8,0,0,4,1,0,15,15,0,15,5,0,4,0,0,26,1,6,0,7,1,0,3,0,3,0,0,1,26,20,6,0
2807404015,1002,943,59,29,2,0,1,1,0,0,1,24,9,0,9,9,0,2,2,2,12,0,0,0,1,0,0,5,4,0,1,0,0,0,0,0,0
2807404016,824,769,55,13,0,3,0,1,2,0,0,7,21,0,12,0,0,0,0,0,18,1,0,0,8,1,0,1,0,2,0,0,3,3,3,0,0
2807404017,1311,1233,78,45,1,8,1,0,4,0,2,28,5,0,5,0,0,0,0,0,24,1,2,4,10,1,0,2,0,1,2,0,0,4,3,0,0
2807404018,1112,988,124,48,0,11,0,0,3,0,0,34,12,1,7,18,5,13,0,0,36,0,2,1,11,2,1,3,0,5,6,1,3,10,4,0,0
2807404019,1335,1218,117,41,0,10,0,0,2,2,0,27,24,0,21,20,0,20,0,0,27,2,2,2,3,0,0,7,0,3,1,0,2,5,3,0,0
2807404020,1047,912,135,52,0,4,0,0,6,1,0,41,27,0,27,17,0,13,4,0,37,0,0,0,23,1,0,2,0,9,0,0,0,2,0,0,0
2807404021,1102,991,111,41,1,0,2,0,5,0,1,32,17,1,16,15,0,6,4,1,37,0,3,3,4,3,0,10,0,12,0,0,1,1,1,0,0
2807404022,1016,897,119,35,0,3,1,1,0,1,0,27,40,2,35,14,0,7,0,1,26,0,2,1,13,0,0,3,0,4,0,0,2,4,4,0,0
2807404023,1244,1153,91,18,0,0,0,4,3,0,0,11,16,4,12,5,0,3,0,0,47,1,0,4,13,2,1,3,7,3,0,4,1,5,5,0,0
2807404024,1150,1082,68,15,0,1,0,3,0,0,0,11,8,0,5,17,0,9,8,0,23,0,4,0,10,2,0,4,0,1,0,0,1,5,0,0,0
2807404025,1134,1007,127,50,0,7,0,1,0,3,0,38,5,0,4,17,0,1,4,8,54,3,7,5,13,6,4,3,0,1,4,0,1,1,1,0,0
2807404026,972,881,91,47,0,0,0,5,7,1,0,34,10,0,10,6,0,0,1,4,26,1,0,0,4,0,0,8,0,6,4,1,1,2,2,0,0
2807404027,880,761,119,46,1,11,0,3,0,1,0,30,13,0,10,24,0,17,5,0,24,0,0,2,5,0,0,4,6,4,0,0,0,12,12,0,0
2807404028,1034,930,104,46,0,8,0,0,10,3,1,24,11,0,11,5,0,1,4,0,35,1,0,1,14,0,0,8,0,9,0,0,1,7,7,0,0
2807404029,1077,997,80,24,0,0,0,3,0,1,0,20,1,0,1,28,0,11,8,1,24,0,1,4,5,0,1,5,1,2,0,1,4,3,0,0,0
2807404030,1038,980,58,18,0,1,0,1,0,1,0,15,5,0,5,5,0,5,0,0,26,1,6,0,5,2,0,1,0,7,0,3,0,4,4,0,0
2807404031,930,829,101,19,0,0,0,2,3,0,0,14,13,0,8,17,0,17,0,0,41,0,0,0,14,1,0,15,4,5,0,0,1,11,11,0,0
2807404032,1340,1230,110,17,0,0,0,1,3,0,0,13,17,0,17,19,5,7,0,0,53,0,2,1,14,1,0,3,3,12,4,0,4,4,3,1,0
2807404033,1094,994,100,39,0,0,0,1,3,1,0,33,0,0,0,16,0,5,5,0,34,0,3,2,3,2,0,8,0,5,0,2,4,11,5,6,0
2807404034,1074,987,87,32,0,6,0,0,0,0,0,26,1,1,0,7,0,5,0,0,26,0,4,0,6,1,0,7,0,2,3,0,0,21,17,0,0
2807404035,1208,1100,108,30,0,5,0,0,0,2,2,20,6,0,6,29,0,18,6,0,39,1,1,4,15,2,0,0,2,5,4,0,3,4,4,0,0
2807404036,1257,1115,142,50,0,15,1,0,3,2,0,29,17,1,12,25,0,18,3,0,37,1,4,6,12,1,0,3,0,6,4,0,0,13,12,1,0
2807404037,1245,1160,85,26,0,4,0,4,9,0,0,9,2,0,2,9,0,9,0,0,37,2,0,0,15,0,0,9,2,2,0,0,7,11,11,0,0
2807404038,1036,954,82,28,0,0,0,0,1,0,0,26,3,0,3,11,1,1,4,1,26,1,4,0,3,0,0,2,0,6,0,0,0,14,11,3,0
2807404039,944,887,57,25,1,5,0,0,0,0,0,19,1,0,1,6,0,0,1,0,19,2,1,0,8,0,0,0,0,5,1,0,0,6,0,6,0
2807404040,1034,990,44,10,0,0,0,0,1,0,0,9,3,0,0,6,0,3,0,0,21,1,1,0,5,1,0,3,1,2,4,0,2,4,3,0,0
2807404041,967,928,39,5,0,0,1,2,0,0,0,2,3,1,1,9,0,9,0,0,18,1,2,0,6,0,0,2,0,5,1,0,0,4,4,0,0
2807405001,1567,1463,104,36,1,5,0,1,0,0,0,29,36,4,31,12,0,3,7,0,16,1,0,1,8,1,0,2,0,2,1,0,0,4,4,0,0
2807405002,2054,1936,118,46,0,5,1,0,1,0,0,37,12,2,10,9,0,0,5,0,40,1,1,0,17,0,0,5,2,7,1,0,1,11,10,1,0
2807405003,1695,1598,97,35,0,1,2,1,0,0,0,26,5,1,3,7,1,6,0,0,38,0,5,2,17,0,0,1,2,9,1,0,0,12,12,0,0
2807405004,1005,979,26,18,1,0,1,9,0,0,0,7,0,0,0,2,0,0,2,0,6,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0
2807405005,1449,1387,62,26,0,1,0,0,5,1,0,18,10,2,8,2,0,1,0,0,20,1,0,1,10,0,0,2,0,4,1,0,0,4,3,0,0
2807405006,1369,1297,72,18,0,0,2,2,1,1,0,11,10,0,9,9,1,5,2,0,20,4,0,1,5,5,0,0,0,0,0,1,2,15,14,0,0
2807405007,1572,1424,148,55,0,1,0,1,2,5,0,44,1,0,0,22,0,16,4,0,42,2,4,7,16,0,0,1,2,4,1,1,1,27,26,0,1
2807405008,976,933,43,10,0,0,1,1,1,0,0,2,0,0,0,7,0,3,4,0,14,0,0,0,1,1,4,0,3,3,0,0,1,12,11,0,0
2807405009,1609,1545,64,20,0,7,3,3,0,3,1,3,1,0,0,13,0,8,3,0,23,1,0,1,7,1,0,1,5,3,1,0,0,7,0,7,0
2807405010,2761,2658,103,19,0,0,1,1,3,0,0,14,9,1,7,42,0,32,0,0,30,2,1,1,7,1,0,8,4,2,1,0,2,3,0,0,0
2807405011,1040,975,65,18,0,0,0,0,0,0,0,18,5,0,4,28,0,15,1,1,14,1,0,0,6,0,0,2,0,1,3,0,0,0,0,0,0
2807405012,3241,3013,228,62,0,5,1,3,2,5,0,45,6,0,6,53,0,41,1,0,99,0,4,13,40,1,2,8,4,12,6,0,6,6,5,0,2
2807405013,1343,1331,12,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
2807405014,1327,1295,32,9,0,0,0,1,1,0,1,4,0,0,0,6,0,1,0,0,12,0,0,0,8,0,0,0,0,0,0,1,2,5,5,0,0
2807405015,1316,1271,45,16,0,0,0,4,0,1,0,11,0,0,0,0,0,0,0,0,17,1,0,0,4,1,0,1,3,2,1,0,0,12,11,0,0
2807405016,2294,2147,147,56,0,4,1,6,15,0,0,29,19,1,16,14,2,9,0,0,51,2,3,0,12,0,2,3,0,8,0,0,10,7,6,0,0
2807405017,1841,1701,140,23,0,1,1,10,2,2,0,5,7,1,0,76,0,52,10,0,19,1,2,1,0,1,0,4,1,2,1,0,1,15,12,0,0
2807405018,1314,1181,133,43,0,4,0,2,5,4,1,26,7,0,7,14,0,14,0,0,45,1,0,0,32,1,0,2,2,3,1,0,3,24,23,0,0
2807405019,2607,2510,97,19,0,0,2,4,2,5,0,4,0,0,0,5,0,5,0,0,43,1,0,3,25,0,0,7,3,1,0,0,2,29,29,0,1
2807406001,1357,1151,206,61,0,9,1,0,2,9,0,40,10,0,10,84,0,84,0,0,50,1,12,0,11,5,0,9,3,2,1,0,1,1,0,0,0
2807406002,984,842,142,47,0,0,0,1,0,4,0,42,14,1,13,35,0,35,0,0,45,0,1,0,6,1,0,17,1,8,3,0,1,1,0,1,0
2807406003,2506,2248,258,84,1,0,0,1,7,24,0,51,22,2,17,81,0,74,6,0,65,5,9,2,11,8,0,9,0,6,5,1,3,6,5,0,0
2807406004,1586,1259,327,47,0,6,1,0,1,7,0,31,11,1,7,139,2,127,3,4,128,4,24,1,11,8,0,44,11,6,6,0,1,1,0,0,1
2807406005,1434,1181,253,95,0,0,0,0,7,3,0,83,17,0,17,66,0,63,1,1,50,1,7,1,9,2,0,7,0,0,7,0,6,25,20,5,0
2807406006,1146,909,237,58,1,4,1,2,5,8,0,36,41,4,36,83,0,73,0,2,50,3,2,1,4,1,0,15,1,3,4,0,9,5,0,4,0
2807406008,1803,1530,273,72,0,12,0,1,1,11,0,46,12,0,8,106,0,94,7,0,75,1,18,3,21,1,1,12,2,3,1,0,3,8,7,0,0
2807406010,1883,1808,75,37,0,7,1,1,7,6,0,14,1,0,0,1,0,1,0,0,36,4,0,0,7,5,3,2,1,2,3,1,8,0,0,0,0
2807407001,1172,1158,14,9,0,0,0,1,0,3,1,4,2,1,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
