Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2807909047,1352,1236,116,41,5,7,3,9,1,6,2,6,3,0,1,3,0,3,0,0,49,0,4,1,10,3,2,4,6,8,3,0,5,20,10,0,0
2807909049,1093,1014,79,17,0,0,1,1,4,6,0,4,1,0,0,0,0,0,0,0,30,1,0,0,5,2,0,9,9,3,0,0,0,31,20,0,0
2807909050,864,771,93,21,1,0,0,6,0,0,0,14,9,0,8,0,0,0,0,0,29,0,1,2,1,0,2,10,8,0,1,0,1,34,30,0,0
2807909051,1341,1235,106,16,0,2,3,0,5,0,0,5,0,0,0,4,1,3,0,0,27,1,4,1,4,0,2,7,2,2,1,0,3,59,56,0,0
2807909052,1955,1825,130,26,1,1,2,8,0,0,8,3,4,1,0,4,0,1,0,0,44,3,1,2,4,1,1,8,7,3,1,0,9,52,46,0,0
2807909053,885,835,50,25,2,0,3,9,0,2,3,1,1,1,0,2,0,2,0,0,11,1,0,2,1,0,0,2,0,0,0,0,4,11,7,0,0
2807909054,1266,1114,152,26,2,1,3,3,5,1,1,9,14,0,11,7,0,5,0,0,80,0,0,4,5,4,1,18,9,14,11,6,4,25,15,0,0
2807909055,1733,1578,155,37,0,4,2,1,0,2,0,24,2,1,0,30,0,3,2,2,41,0,0,1,4,4,0,10,0,0,4,0,3,45,34,4,0
2807909056,2082,1925,157,48,1,2,5,12,6,2,5,12,11,4,5,11,0,3,0,0,56,2,1,0,12,4,2,2,9,2,2,0,7,31,24,0,0
2807909057,886,762,124,12,0,5,0,0,1,1,0,3,7,6,0,4,0,4,0,0,73,0,4,1,0,5,1,8,6,8,12,0,8,26,21,0,2
2807909058,906,774,132,21,0,0,0,2,0,0,5,11,1,0,1,4,0,3,0,0,85,0,7,4,5,1,0,11,20,12,9,0,3,21,10,0,0
2807909060,1509,1320,189,72,0,14,1,6,2,2,0,47,9,5,3,9,0,4,0,0,82,0,2,1,2,3,0,17,10,12,26,0,6,17,7,0,0
2807909061,934,786,148,20,0,5,0,1,1,0,0,13,10,3,4,6,0,6,0,0,80,2,3,1,10,0,0,14,20,3,10,0,9,32,24,0,0
2807909063,1341,1179,162,46,1,5,0,6,1,5,3,12,2,0,1,11,0,8,2,0,78,1,2,6,3,0,0,18,17,7,8,0,3,25,3,9,0
2807909064,1499,1273,226,48,0,12,1,0,0,7,3,25,2,1,0,9,4,1,0,2,103,1,11,2,4,0,2,18,37,5,14,0,1,64,37,0,0
2807909065,1190,1000,190,26,0,3,0,3,4,8,0,8,4,0,4,25,4,18,2,0,108,2,4,0,3,1,0,34,23,4,20,0,6,26,9,0,1
2807909066,800,703,97,12,0,0,3,2,0,0,0,7,9,4,5,5,0,4,0,0,56,0,4,0,11,0,0,7,8,7,14,0,3,15,9,0,0
2807909067,813,685,128,35,1,4,2,3,3,4,0,17,0,0,0,10,0,10,0,0,50,1,1,0,3,2,1,13,10,5,7,0,4,33,24,0,0
2807909068,940,844,96,19,0,1,0,0,3,1,0,14,0,0,0,10,4,4,0,1,59,2,2,0,6,1,0,15,3,6,8,0,4,8,3,0,0
2807909069,818,680,138,19,1,4,5,4,3,0,1,0,0,0,0,2,0,1,0,0,85,1,5,3,1,0,2,19,3,2,27,1,2,32,26,0,0
2807909070,742,713,29,3,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,0,17,0,2,0,1,0,0,4,1,4,1,0,0,8,7,0,0
2807909071,2917,2655,262,80,4,3,4,14,0,16,2,17,16,4,9,8,0,4,0,0,134,3,8,8,4,2,1,9,36,5,1,0,6,23,2,0,1
2807909072,2723,2518,205,77,17,2,3,10,1,17,5,15,9,3,3,12,0,6,0,0,82,3,12,2,9,1,0,6,11,2,1,0,7,24,1,0,1
2807909073,2145,1930,215,85,5,0,14,7,0,9,11,21,9,1,4,3,0,1,0,0,96,4,11,1,7,2,0,6,17,4,1,2,16,22,10,0,0
2807909074,1536,1282,254,142,5,3,0,10,1,6,7,107,3,0,1,9,0,6,0,0,97,4,9,2,12,1,8,5,12,3,25,0,5,3,0,0,0
2807909075,2350,2041,309,141,1,3,2,8,3,7,10,98,14,2,3,13,0,8,0,0,109,0,12,4,11,1,4,6,25,4,1,0,7,32,13,0,0
2807909076,1055,785,270,117,1,4,4,9,1,7,3,87,4,0,3,17,0,14,0,0,98,3,10,2,10,0,0,9,23,10,11,1,2,34,22,0,0
2807909077,1098,924,174,102,1,5,1,3,1,0,4,86,13,2,1,7,0,2,0,0,49,0,4,4,0,3,0,3,12,2,13,0,1,3,2,0,0
2807909078,2118,1896,222,55,6,1,10,3,0,4,3,26,11,3,6,5,1,2,0,0,124,5,7,1,1,0,3,3,21,4,4,0,1,26,0,0,1
2807909079,2045,1974,71,34,2,3,2,7,5,2,5,5,5,1,3,2,0,0,0,0,25,1,0,0,4,1,3,1,1,1,0,0,1,5,1,0,0
2807909080,2804,2662,142,77,2,1,9,21,0,8,18,10,9,0,8,5,0,3,0,0,45,1,3,1,3,2,0,0,14,5,0,0,6,6,0,0,0
2807909081,862,819,43,27,1,3,9,4,1,5,2,0,3,0,0,0,0,0,0,0,6,0,0,0,1,1,0,1,0,0,0,0,1,7,1,0,0
2807909082,841,765,76,11,3,2,0,1,0,1,0,2,10,2,0,1,0,0,0,0,16,0,0,1,2,2,0,2,2,0,1,0,5,37,29,0,1
2807909083,2966,2812,154,77,2,1,12,14,2,20,14,1,9,2,4,1,0,1,0,0,54,8,0,11,0,0,0,1,0,2,1,1,6,13,8,0,0
2807909084,870,773,97,27,2,0,6,6,0,1,1,7,2,0,0,8,0,7,0,0,45,4,1,6,4,2,2,0,3,2,2,0,4,15,5,0,0
2807909085,1584,1482,102,42,0,0,3,7,1,5,2,16,5,1,1,2,0,1,0,0,44,1,3,1,9,0,2,2,3,1,0,0,2,9,4,1,0
2807909086,1712,1520,192,67,3,1,12,10,0,10,4,15,5,2,0,12,0,11,0,0,95,1,10,3,4,0,2,7,6,4,7,0,12,13,1,0,0
2807909087,2098,1906,192,42,0,2,0,3,1,2,6,16,8,6,2,12,0,5,0,0,97,5,10,2,2,0,0,1,31,3,1,0,0,33,9,0,0
2807909088,2294,2132,162,74,9,1,2,15,4,11,7,13,12,5,6,3,0,2,0,1,59,6,1,2,8,0,0,0,5,3,2,0,20,14,14,0,0
2807909089,1599,1484,115,51,4,4,5,2,0,6,5,10,1,0,1,5,0,3,0,0,45,0,3,4,2,0,4,1,12,2,2,0,0,13,0,0,0
2807909090,1863,1727,136,31,0,2,2,7,1,6,2,7,10,1,0,5,0,1,0,0,48,0,3,3,6,2,0,8,1,4,5,3,4,41,29,0,1
2807909091,1781,1635,146,52,5,4,10,10,4,2,3,10,9,4,3,5,0,5,0,0,57,3,3,1,4,2,0,1,10,1,1,0,16,22,7,0,1
2807910001,1041,873,168,43,0,2,0,7,2,2,4,25,36,0,23,14,0,4,0,1,67,0,4,1,6,1,0,12,8,10,12,0,10,8,6,0,0
2807910002,952,861,91,12,0,5,0,0,0,0,1,3,5,0,5,21,1,5,0,0,37,0,8,1,5,1,0,6,0,6,7,0,0,16,11,5,0
2807910003,881,817,64,2,0,0,0,0,0,0,0,2,2,0,2,20,0,14,0,0,23,0,1,3,0,0,0,8,3,0,3,0,5,17,17,0,0
2807910004,772,684,88,22,1,0,3,0,4,1,0,12,2,2,0,5,0,5,0,0,56,0,4,6,5,1,0,13,5,5,8,0,1,3,3,0,0
2807910005,1245,1094,151,55,0,14,0,2,1,4,0,34,3,0,3,14,0,8,1,0,67,1,5,6,9,1,0,14,5,12,6,0,4,12,10,1,0
2807910006,2447,2144,303,85,0,18,1,23,3,1,5,32,11,0,7,67,4,43,0,8,124,3,6,5,26,1,0,18,10,12,10,1,13,16,2,0,0
2807910007,1249,960,289,48,2,6,2,11,2,5,0,18,17,3,10,79,0,25,4,0,124,3,29,16,6,3,0,15,13,14,11,0,7,21,5,14,0
2807910008,981,742,239,36,0,1,0,6,0,1,1,27,0,0,0,15,0,4,0,0,143,8,21,3,8,1,4,29,10,13,14,4,3,45,27,0,0
2807910009,1128,885,243,86,0,3,1,4,18,0,0,59,8,0,6,53,0,34,0,1,81,1,10,7,2,0,0,22,16,15,0,0,3,15,9,3,0
2807910010,858,730,128,44,0,17,0,0,0,1,0,25,15,2,12,16,0,4,0,0,50,0,3,6,4,1,0,19,6,4,1,0,0,3,3,0,0
2807910011,723,655,68,17,0,3,1,1,0,2,0,10,9,1,5,9,0,8,0,0,27,0,0,3,5,0,0,4,1,3,0,0,3,6,4,0,0
2807910012,936,855,81,16,1,1,0,5,1,0,1,5,8,3,3,2,0,2,0,0,47,1,7,5,5,2,0,2,5,4,2,0,3,8,6,0,0
2807910013,721,663,58,17,3,0,2,7,1,1,0,1,0,0,0,3,0,2,0,0,16,0,4,2,1,0,0,1,0,1,1,0,2,22,22,0,0
2807910014,835,806,29,14,0,1,0,2,4,0,1,4,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,1,3,0,0,0,0,7,5,0,0
2807910015,1240,1075,165,16,0,0,1,9,1,1,4,0,7,0,6,11,2,7,1,0,88,1,6,2,4,2,0,14,23,7,5,0,6,43,12,0,0
2807910016,1246,1096,150,40,1,0,9,13,1,2,2,11,9,0,3,6,1,5,0,0,73,3,7,0,5,5,1,18,8,4,5,1,6,22,10,0,0
2807910017,911,803,108,16,2,3,1,2,1,0,0,4,8,7,1,4,0,0,0,0,49,3,4,3,2,5,3,4,3,1,5,0,0,31,8,6,0
2807910018,811,636,175,25,1,1,1,4,0,3,2,12,1,1,0,12,0,1,0,1,95,5,8,1,21,4,0,8,21,5,3,0,7,42,33,0,0
2807910020,856,738,118,14,1,0,1,3,1,0,0,4,3,0,3,8,0,8,0,0,81,1,3,10,5,2,0,12,10,19,3,0,3,12,12,0,0
2807910021,1275,1057,218,38,3,10,2,3,2,2,3,12,7,1,3,31,1,26,0,0,121,0,5,10,8,0,0,31,44,6,2,2,0,21,10,1,0
2807910022,1021,757,264,37,2,6,6,6,1,5,0,9,17,1,8,22,0,15,0,0,126,3,14,9,16,5,0,11,36,10,6,0,7,62,36,0,0
2807910023,826,680,146,17,0,3,1,4,0,2,2,3,5,2,2,7,0,3,1,1,65,1,10,5,2,2,1,8,14,6,6,1,2,52,25,0,0
2807910024,1217,931,286,35,2,1,2,9,3,6,1,9,7,3,2,32,0,21,2,0,143,2,9,11,17,2,7,27,34,8,8,0,2,68,38,0,1
2807910025,1170,969,201,36,2,4,0,3,4,0,3,20,1,0,1,23,0,16,0,0,119,0,9,8,10,2,1,12,41,8,13,0,8,22,19,1,0
2807910026,918,811,107,27,0,2,2,8,2,2,1,6,3,2,0,17,1,14,0,0,51,1,2,2,10,1,2,4,7,3,5,0,6,9,9,0,0
2807910027,1189,990,199,41,1,3,2,4,4,7,4,15,3,0,1,11,0,6,0,1,128,2,11,7,11,4,2,17,19,19,12,0,4,16,10,0,0
2807910028,1225,957,268,50,2,2,4,7,1,0,2,31,7,1,5,11,0,9,0,1,146,3,15,11,6,2,0,31,43,10,6,0,4,54,33,0,0
2807910029,1390,1116,274,81,0,1,3,13,1,8,2,50,6,1,5,17,0,16,0,0,115,4,8,22,5,2,4,12,21,8,9,1,12,55,40,4,0
2807910030,1322,1060,262,67,4,3,1,12,0,4,4,35,5,1,3,26,3,13,0,3,141,7,16,6,13,2,0,18,32,6,3,4,2,23,12,2,0
2807910031,792,659,133,37,0,9,2,3,13,0,0,10,1,1,0,12,0,11,0,0,66,3,11,0,4,0,0,12,5,4,14,0,6,17,6,0,0
2807910032,1363,1114,249,67,2,9,2,11,5,6,3,28,11,3,7,10,0,5,0,0,137,3,5,8,8,6,5,26,31,9,17,0,5,23,18,1,1
2807910033,956,806,150,38,1,2,3,7,0,8,0,17,5,3,2,15,0,12,0,0,84,2,3,3,7,1,1,10,26,8,11,1,3,8,5,0,0
2807910034,768,583,185,38,0,0,0,4,3,3,0,27,2,1,1,9,0,7,2,0,89,0,6,10,6,6,0,10,20,6,8,0,2,47,25,0,0
2807910035,986,839,147,43,2,0,0,5,3,18,3,11,3,1,1,22,6,12,0,0,57,1,1,0,4,4,3,7,9,9,3,0,4,22,17,0,0
2807910036,1459,1252,207,62,2,0,4,8,7,0,6,32,16,5,7,4,0,4,0,0,92,4,3,5,6,5,4,10,8,11,13,1,7,33,19,0,0
2807910037,1621,1288,333,94,2,0,2,16,5,2,1,62,13,4,9,22,1,17,1,0,171,4,30,11,16,7,4,24,19,17,7,0,14,33,10,9,0
2807910038,810,654,156,18,0,4,2,2,0,2,1,7,3,1,2,13,0,10,0,0,90,2,11,13,3,2,6,3,18,5,15,0,5,32,26,0,0
2807910039,1180,998,182,46,0,8,0,4,9,7,0,18,20,0,12,9,0,6,0,0,72,2,10,10,4,1,1,15,10,7,4,1,5,35,25,0,0
2807910040,919,729,190,38,0,4,1,4,2,3,2,22,9,0,7,21,0,14,0,1,101,0,8,4,13,2,4,7,23,12,2,0,3,21,19,0,0
2807910041,1448,1158,290,52,1,10,3,5,5,0,0,23,3,0,2,22,0,20,0,0,143,1,8,27,12,0,0,24,5,19,13,0,8,70,52,8,0
2807910042,1319,1107,212,38,0,9,1,2,2,1,2,17,13,0,11,11,0,1,0,2,103,0,14,6,8,3,1,21,18,11,6,0,11,47,31,2,0
2807910043,1445,1205,240,40,2,9,0,3,3,0,1,18,7,1,6,4,0,2,0,1,107,5,22,3,8,4,1,12,18,10,6,0,8,82,51,0,0
2807910044,856,729,127,20,0,0,1,2,0,2,1,12,5,0,5,7,0,2,2,0,64,1,14,0,7,2,1,4,17,5,3,0,4,31,21,1,0
2807910046,1259,1098,161,23,1,0,2,2,4,0,1,11,7,0,7,13,0,8,1,0,83,0,3,7,8,0,5,13,18,4,5,0,14,35,28,2,0
2807910047,966,720,246,25,0,1,4,6,1,4,1,7,1,0,0,10,0,5,3,0,186,0,11,68,7,3,5,25,5,13,23,0,5,24,14,0,0
2807910048,1232,919,313,64,0,5,1,5,1,1,2,47,0,0,0,22,1,16,0,1,175,2,26,37,15,4,2,38,9,17,12,0,6,52,26,2,0
2807910049,1205,975,230,52,1,13,2,2,0,1,1,30,3,1,2,33,0,9,1,3,104,1,16,9,5,6,1,18,13,14,14,0,2,38,17,0,0
2807910050,1401,1107,294,43,1,0,2,2,0,3,1,34,8,1,7,12,1,7,0,0,137,0,24,11,16,3,0,21,19,15,14,0,2,94,75,0,0
2807910051,1025,804,221,31,0,6,0,2,2,0,0,21,2,0,0,7,1,2,0,1,110,0,10,19,10,6,2,28,16,7,6,0,2,71,67,0,0
2807910052,1145,919,226,50,2,4,0,5,0,0,0,36,8,0,0,19,0,18,0,0,134,1,16,18,8,0,0,34,5,12,13,0,4,15,12,0,0
2807910053,1139,882,257,30,0,3,0,7,4,1,1,13,5,1,4,4,1,2,0,0,130,5,13,20,3,1,1,11,9,20,11,0,3,88,54,0,0
2807910054,1296,1194,102,30,0,0,2,1,9,2,2,12,25,1,23,3,0,3,0,0,33,1,1,11,7,2,0,4,0,2,0,1,2,11,6,0,0
2807910055,1212,1044,168,42,1,3,4,1,0,1,3,28,13,0,8,4,0,4,0,0,82,0,1,6,7,1,0,18,9,11,12,0,2,27,24,1,0
2807910056,1107,851,256,58,1,9,0,2,4,3,0,36,2,0,0,20,0,13,0,0,121,4,20,9,12,4,0,22,9,14,3,0,3,55,33,4,0
2807910057,1526,1234,292,58,0,13,0,2,5,1,0,37,20,1,10,31,0,20,1,1,157,5,40,23,5,6,0,26,13,9,13,1,5,26,6,5,0
2807910058,1082,845,237,69,0,6,2,4,4,2,0,50,12,0,11,35,0,18,1,0,85,3,7,19,12,4,0,8,3,8,10,0,7,36,19,0,0
2807910059,1237,984,253,41,0,8,0,3,5,5,1,18,8,4,4,40,0,24,0,0,129,2,11,6,5,0,2,32,27,11,11,0,8,35,19,0,0
2807910060,1981,1817,164,34,2,4,0,0,0,11,0,17,8,0,5,10,0,2,0,0,55,2,11,2,7,7,1,10,3,2,6,0,1,57,48,0,0
2807910061,1548,1276,272,37,0,7,1,3,2,6,0,18,25,0,16,24,0,15,5,1,167,0,15,3,22,2,0,41,28,24,15,0,11,19,13,0,0
2807910062,876,707,169,17,0,1,0,2,2,0,2,9,7,0,6,28,1,12,0,0,66,3,11,0,6,1,0,4,3,14,8,0,2,51,46,0,0
2807910063,1547,1285,262,65,0,17,0,2,10,1,0,35,29,1,22,22,0,18,0,0,110,5,27,2,9,1,1,14,12,10,10,0,13,36,26,0,0
2807910065,842,703,139,32,0,11,0,4,3,0,0,14,1,0,1,6,0,6,0,0,100,2,2,0,8,3,0,15,15,18,11,0,12,0,0,0,0
2807910067,904,800,104,26,0,5,0,6,1,1,0,13,15,3,11,2,0,2,0,0,55,4,9,8,8,3,1,4,2,5,5,0,3,6,4,0,0
2807910068,819,693,126,66,1,0,0,3,1,0,3,58,3,2,1,1,0,1,0,0,46,0,0,22,3,0,1,0,7,3,5,1,0,10,8,0,0
2807910069,1353,1110,243,43,1,9,0,2,3,0,0,24,10,2,7,14,1,11,0,0,146,4,22,11,8,8,1,25,33,10,4,1,6,30,21,0,0
2807910070,1112,914,198,33,0,0,1,3,2,1,3,23,15,0,13,6,0,3,1,0,98,2,13,5,6,1,0,15,15,7,3,0,13,46,32,0,0
2807910072,2032,1840,192,63,3,10,0,4,3,5,7,30,11,0,10,0,0,0,0,0,81,2,10,3,4,0,1,10,14,12,2,0,5,37,26,0,0
2807910073,1195,943,252,57,1,10,1,7,4,1,2,31,15,3,11,18,1,15,1,1,133,1,33,8,8,1,1,22,7,24,7,2,10,29,12,0,0
2807910074,820,706,114,31,0,0,2,4,0,5,1,17,3,0,1,8,0,5,1,0,55,0,19,1,4,1,0,2,2,3,0,0,15,17,10,0,0
2807910075,882,745,137,34,1,5,1,6,0,3,1,15,3,1,0,0,0,0,0,0,78,2,20,1,3,1,0,14,9,11,1,0,9,22,21,0,0
2807910076,934,822,112,24,1,1,0,2,5,1,3,11,15,4,7,13,0,11,0,1,32,1,7,1,3,0,0,2,3,7,1,1,2,28,23,0,0
2807910077,764,655,109,32,0,2,1,3,0,1,0,24,17,0,16,4,0,3,0,0,51,0,2,3,3,1,0,4,7,14,9,3,1,5,0,0,0
2807910078,1061,941,120,19,0,5,2,0,1,0,1,9,25,0,25,11,0,11,0,0,50,0,3,2,5,4,0,2,5,6,11,0,1,15,8,0,0
2807910081,628,587,41,14,0,1,0,1,4,0,1,5,1,0,0,0,0,0,0,0,26,0,0,0,3,0,0,5,0,8,0,0,6,0,0,0,0
2807910082,884,738,146,33,0,1,0,1,7,0,0,20,7,0,7,15,0,4,0,2,84,2,12,4,11,0,0,20,10,6,12,0,1,7,5,0,0
2807910083,738,604,134,17,0,0,0,2,5,0,0,8,21,0,20,4,0,0,0,1,68,0,14,2,9,0,0,13,1,3,10,0,2,24,21,0,0
2807910084,2014,1492,522,125,4,8,0,8,18,2,0,81,26,0,17,51,1,39,1,3,302,8,71,19,29,1,1,49,48,37,9,0,2,18,12,0,0
2807910086,1487,1166,321,93,0,8,1,1,2,6,1,74,15,0,13,50,0,33,0,0,147,0,17,16,18,3,1,33,10,7,12,0,10,16,11,0,0
2807910087,1004,980,24,4,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,9,0,1,0,2,0,0,2,0,0,1,0,0,7,5,0,0
2807910088,1166,1018,148,32,0,7,0,1,6,0,0,17,11,0,3,13,0,3,0,0,78,1,5,9,7,0,0,25,1,9,2,0,10,14,9,0,0
2807910089,1037,882,155,62,0,14,0,2,7,0,0,39,14,0,8,5,0,2,0,0,66,1,13,0,13,0,4,5,2,7,6,0,3,8,8,0,0
2807910090,875,807,68,21,0,0,1,1,11,1,0,7,13,0,13,1,0,1,0,0,28,0,1,1,6,0,0,3,3,4,8,0,2,5,5,0,0
2807910091,959,928,31,9,0,0,0,1,0,0,0,8,1,0,0,4,1,3,0,0,15,0,0,1,3,1,1,6,0,1,0,0,0,2,0,1,0
2807910092,839,734,105,19,0,0,1,1,0,0,1,16,3,0,3,11,0,11,0,0,56,0,1,6,1,1,3,19,7,1,2,0,4,16,11,0,0
2807910093,859,731,128,54,0,7,0,9,5,0,0,33,3,1,0,6,1,0,0,3,53,0,14,7,3,0,1,10,0,8,3,0,1,12,12,0,0
2807910094,1116,845,271,81,0,12,1,1,4,1,0,62,48,0,39,22,5,7,0,0,89,2,4,6,6,2,0,28,1,15,12,0,0,31,20,2,0
2807910095,1217,977,240,50,0,9,0,4,0,0,1,35,30,0,15,16,0,10,0,0,120,2,43,7,9,0,0,16,5,6,2,0,1,23,19,0,1
2807910096,1452,1091,361,147,0,19,0,3,16,2,1,105,31,0,30,23,0,18,0,0,143,1,24,4,11,2,0,32,21,12,14,1,6,17,13,1,0
2807910098,1091,953,138,40,0,1,0,1,9,0,1,28,16,0,11,5,0,5,0,0,71,0,7,3,14,0,0,13,4,3,5,0,0,6,5,0,0
2807910099,1113,1002,111,30,0,2,0,2,3,1,0,22,12,1,11,6,0,5,0,0,56,0,10,6,3,1,0,8,3,9,4,0,0,7,1,0,0
2807910100,966,845,121,36,0,9,1,1,1,1,1,22,13,0,13,4,0,1,0,0,61,1,3,0,14,0,2,11,1,13,10,0,3,7,4,0,0
2807910101,1083,973,110,54,0,8,0,2,13,3,1,27,6,0,3,3,0,2,0,0,37,0,3,2,12,0,0,6,5,1,2,1,3,10,8,0,0
2807910102,682,623,59,18,0,8,0,1,2,0,0,7,6,3,3,1,0,0,0,0,27,0,2,3,6,1,0,9,0,1,3,0,2,7,7,0,0
2807910103,1100,935,165,86,1,7,0,5,10,0,0,62,9,1,8,1,0,1,0,0,55,0,10,0,9,1,0,14,9,2,1,0,2,14,11,3,0
2807910104,599,556,43,20,0,0,1,0,0,0,2,17,5,1,4,3,0,1,1,0,13,0,2,2,2,2,0,0,0,2,0,0,0,2,0,1,0
2807910106,1446,1328,118,36,1,0,0,1,6,1,0,26,8,1,1,3,0,0,0,0,48,1,1,4,7,1,0,6,0,5,1,0,7,22,11,0,1
2807910107,1085,1007,78,45,0,0,0,4,3,0,0,37,1,0,1,3,0,1,0,0,23,0,1,0,1,0,1,3,3,2,6,0,0,6,6,0,0
2807910108,797,717,80,25,0,0,1,1,7,0,0,16,9,0,4,6,0,6,0,0,29,0,1,0,4,3,0,6,0,3,0,0,0,11,11,0,0
2807910109,1405,1297,108,54,0,13,0,0,5,0,0,36,4,0,4,1,0,1,0,0,45,0,0,0,6,1,0,19,4,9,0,0,1,4,1,0,0
2807910110,862,672,190,48,0,0,1,4,6,0,0,37,27,0,18,16,0,11,0,1,72,1,4,0,6,1,0,31,1,5,6,0,7,27,20,0,0
2807910111,764,592,172,50,2,10,0,1,7,0,0,29,22,5,16,10,0,10,0,0,81,2,5,4,7,0,0,20,16,6,5,0,6,9,7,0,0
2807910112,1022,732,290,96,0,24,0,4,8,3,0,57,20,1,14,30,1,27,0,0,112,1,12,2,6,2,2,21,14,17,16,0,3,32,26,0,0
2807910113,916,713,203,84,0,2,0,1,15,2,2,61,13,0,8,9,0,8,0,0,75,1,14,1,15,0,0,10,5,12,6,0,3,22,9,8,0
2807910114,1041,811,230,101,0,37,0,3,8,4,1,48,19,2,17,15,2,9,0,0,80,3,13,2,8,1,1,22,4,14,0,4,5,15,12,3,0
2807910115,1166,883,283,114,0,10,0,3,20,6,1,68,14,0,14,29,0,23,0,0,99,1,11,2,11,6,1,18,11,14,13,0,1,27,20,1,0
2807910116,1401,1285,116,39,1,5,0,1,0,2,0,30,10,0,5,1,0,1,0,0,59,1,2,3,13,1,0,8,7,13,5,0,2,7,7,0,0
2807910117,1229,1143,86,40,1,4,1,1,0,0,0,32,6,0,4,2,0,1,0,0,29,1,3,3,3,4,0,2,1,5,0,0,0,9,1,0,0
2807910118,1122,1036,86,38,0,5,0,2,0,0,0,30,9,4,1,1,1,0,0,0,37,0,0,8,4,1,0,8,1,8,0,0,3,1,0,1,0
2807910119,1570,1517,53,21,1,0,0,1,0,0,1,17,5,0,4,1,0,1,0,0,26,0,0,1,0,0,0,3,13,2,1,0,1,0,0,0,0
2807910120,1187,1042,145,62,0,0,1,0,5,1,0,54,6,0,4,5,0,4,0,0,64,1,17,4,2,3,0,4,5,7,10,0,2,8,2,0,0
2807910121,1171,1028,143,37,1,11,0,1,3,0,0,20,0,0,0,15,0,14,0,0,72,1,0,5,12,2,6,17,11,10,1,0,2,19,18,0,0
2807910122,1127,999,128,22,0,1,1,4,6,2,1,6,3,0,1,0,0,0,0,0,83,1,19,8,5,0,3,7,28,6,0,0,0,20,19,0,0
2807910123,919,817,102,14,0,2,0,0,0,0,0,12,23,0,23,0,0,0,0,0,55,0,8,0,3,3,0,8,5,2,18,0,0,10,1,0,0
2807910124,1438,1140,298,68,0,4,0,0,6,1,0,53,17,0,12,15,1,13,0,1,156,1,21,0,8,6,1,26,18,29,15,0,6,42,33,4,0
2807910125,739,648,91,25,0,7,0,4,2,0,1,11,9,0,3,0,0,0,0,0,46,0,9,8,4,0,0,8,2,5,4,0,3,8,4,0,3
2807910126,1287,1066,221,68,0,7,1,5,4,4,0,45,7,2,4,10,0,7,0,0,122,1,19,4,7,2,2,23,4,22,24,0,5,14,8,0,0
2807910127,936,801,135,33,1,9,0,0,4,1,0,17,8,0,8,5,0,5,0,0,81,1,4,12,2,0,0,20,13,5,10,0,0,8,7,0,0
2807910128,1313,1185,128,40,1,0,0,4,0,1,0,32,10,1,9,0,0,0,0,0,74,1,2,1,6,0,1,2,26,5,11,0,1,4,0,0,0
2807910129,637,591,46,19,0,0,0,0,0,2,0,17,0,0,0,4,0,4,0,0,17,0,2,0,3,0,0,1,8,0,0,0,0,6,6,0,0
2807910130,1610,1422,188,73,0,6,1,1,6,1,8,49,20,1,19,10,0,10,0,0,68,0,6,1,5,6,0,9,16,6,7,0,0,17,15,0,0
2807910131,1115,950,165,31,0,0,0,3,5,4,0,19,12,0,6,12,1,4,0,1,88,1,7,7,4,0,1,8,12,9,11,0,5,22,20,0,0
2807910132,821,708,113,28,1,5,1,1,1,1,1,16,24,1,20,6,4,2,0,0,45,1,2,0,5,0,0,9,11,5,5,0,3,10,6,0,0
2807910133,1671,1490,181,42,1,11,2,2,2,5,1,14,6,0,4,8,0,5,0,1,97,1,10,4,16,0,1,16,7,16,11,0,2,27,18,0,1
2807910134,643,584,59,6,0,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,46,0,0,6,3,2,0,0,15,6,7,0,0,5,5,0,0
2807910135,776,695,81,26,1,0,1,4,3,0,0,16,2,1,0,4,1,3,0,0,38,2,8,1,6,2,0,2,6,7,0,0,0,11,10,0,0
2807910136,1159,972,187,81,1,3,2,2,5,1,0,66,12,2,8,8,0,3,0,0,73,6,3,4,6,0,0,15,13,13,9,0,0,13,7,0,0
2807910137,965,761,204,50,0,6,0,3,3,3,1,33,12,0,12,26,1,15,5,0,105,0,1,3,8,12,1,17,10,11,22,0,7,11,9,0,0
