Estadística del Padrón Continuo,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,
Población por sexo, Sección y relación lugar de nacimiento y residencia.,,,,,,,,
Unidades: Personas,,,,,,,,,
,,,,,,,,,
CUSEC,Total,Nacidos en España,En la misma Comunidad Autónoma,Misma Comunidad Autónoma. Misma Provincia,Misma Comunidad Autónoma. Misma Provincia. Mismo Municipio,Misma Comunidad Autónoma. Misma Provincia. Distinto Municipio,Misma Comunidad Autónoma. Distinta Provincia,En distinta Comunidad Autónoma,Nacidos en el Extranjero
2800601005,836,594,387,387,69,318,0,207,242
2800601006,1474,1070,679,679,128,551,0,391,404
2800601007,1727,1277,793,793,110,683,0,484,450
2800601008,1889,1312,827,827,185,642,0,485,577
2800601009,2392,1639,1051,1051,243,808,0,588,753
2800601011,772,539,334,334,52,282,0,205,233
2800601012,1168,891,552,552,86,466,0,339,277
2800601013,1790,1439,851,851,119,732,0,588,351
2800601014,1746,1319,801,801,133,668,0,518,427
2800601015,2037,1582,995,995,172,823,0,587,455
2800601016,1443,1052,692,692,170,522,0,360,391
2800601017,1125,760,457,457,71,386,0,303,365
2800601018,1728,1270,776,776,166,610,0,494,458
2800601019,735,555,349,349,66,283,0,206,180
2800601020,948,735,436,436,58,378,0,299,213
2800601021,1709,1328,810,810,108,702,0,518,381
2800601022,1657,1246,753,753,100,653,0,493,411
2800601023,2207,1735,1073,1073,141,932,0,662,472
2800601024,1302,984,603,603,103,500,0,381,318
2800601025,1826,1528,967,967,110,857,0,561,298
2800601026,1111,945,588,588,77,511,0,357,166
2800601027,2467,2088,1315,1315,156,1159,0,773,379
2800601028,1749,1599,1001,1001,115,886,0,598,150
2800601029,1438,1235,817,817,95,722,0,418,203
2800601030,2303,2083,1340,1340,106,1234,0,743,220
2800601031,1761,1505,1015,1015,92,923,0,490,256
2800601032,2316,1960,1236,1236,185,1051,0,724,356
2800601033,2354,1710,1220,1220,35,1185,0,490,644
2800601034,1332,977,692,692,27,665,0,285,355
2800601035,913,624,439,439,6,433,0,185,289
2800601036,2185,1405,969,969,26,943,0,436,780
2800601037,3066,2366,1666,1666,147,1519,0,700,700
2800601038,1673,1410,984,984,124,860,0,426,263
2800601039,2820,2301,1663,1663,65,1598,0,638,519
2800601040,2081,1434,959,959,29,930,0,475,647
2800601041,2149,1483,1012,1012,41,971,0,471,666
2800601042,1467,1114,706,706,118,588,0,408,353
2800601043,1141,751,463,463,70,393,0,288,390
2800601044,1944,1738,1179,1179,161,1018,0,559,206
2800601045,1776,1532,1018,1018,154,864,0,514,244
2800601046,959,759,453,453,67,386,0,306,200
2800601047,1037,921,619,619,72,547,0,302,116
2800601048,2161,1706,1163,1163,43,1120,0,543,455
2800601049,1705,1564,1054,1054,105,949,0,510,141
2800601050,1834,1675,1234,1234,129,1105,0,441,159
2800601051,2278,2089,1603,1603,302,1301,0,486,189
2800601052,2799,2670,1922,1922,317,1605,0,748,129
2800601053,2292,2131,1542,1542,189,1353,0,589,161
2800601054,1823,1607,1261,1261,249,1012,0,346,216
2800601055,1966,1830,1510,1510,319,1191,0,320,136
2800601056,1652,1422,1094,1094,222,872,0,328,230
2800601057,1897,1728,1247,1247,211,1036,0,481,169
2800601058,1547,1456,1143,1143,211,932,0,313,91
2800601059,2892,2061,1508,1508,90,1418,0,553,831
2800601060,818,703,430,430,16,414,0,273,115
2800601061,1076,875,708,708,141,567,0,167,201
2800601062,2000,1854,1563,1563,160,1403,0,291,146
2800601063,1743,1613,1213,1213,127,1086,0,400,130
2800701001,1374,1196,720,720,149,571,0,476,178
2800701002,2103,1477,910,910,192,718,0,567,626
2800701003,1470,1198,645,645,125,520,0,553,272
2800701004,1433,1080,650,650,132,518,0,430,353
2800701005,1665,1322,752,752,182,570,0,570,343
2800701006,966,688,410,410,106,304,0,278,278
2800701007,1534,1094,690,690,215,475,0,404,440
2800701008,1197,946,504,504,87,417,0,442,251
2800701009,911,583,331,331,104,227,0,252,328
2800701010,1578,1171,661,661,163,498,0,510,407
2800701011,1608,1143,612,612,145,467,0,531,465
2800701012,1388,990,562,562,116,446,0,428,398
2800701013,1218,886,502,502,140,362,0,384,332
2800701014,978,746,404,404,91,313,0,342,232
2800701015,1122,926,597,597,46,551,0,329,196
2800701016,3145,2452,1882,1882,499,1383,0,570,693
2800701017,3175,2885,2289,2289,575,1714,0,596,290
2800701018,2684,2427,1988,1988,364,1624,0,439,257
2800702001,1092,935,555,555,60,495,0,380,157
2800702002,788,688,398,398,34,364,0,290,100
2800702003,1447,1266,744,744,83,661,0,522,181
2800702004,1177,1015,613,613,74,539,0,402,162
2800702005,1374,1157,696,696,66,630,0,461,217
2800702006,1662,1440,907,907,95,812,0,533,222
2800702007,765,668,444,444,51,393,0,224,97
2800702008,772,691,432,432,41,391,0,259,81
2800702009,1372,1135,683,683,82,601,0,452,237
2800702010,960,860,543,543,63,480,0,317,100
2800702011,1249,1084,614,614,78,536,0,470,165
2800702012,1202,962,605,605,95,510,0,357,240
2800702013,1268,1117,744,744,106,638,0,373,151
2800702014,1547,1257,760,760,114,646,0,497,290
2800702015,1875,1704,1126,1126,214,912,0,578,171
2800702016,2295,2046,1370,1370,266,1104,0,676,249
2800702017,1434,1304,809,809,112,697,0,495,130
2800702019,1690,1592,1236,1236,339,897,0,356,98
2800702020,1473,1356,857,857,116,741,0,499,117
2800702021,1822,1691,1100,1100,102,998,0,591,131
2800702022,1808,1546,951,951,127,824,0,595,262
2800702023,851,717,408,408,49,359,0,309,134
2800702024,971,845,539,539,58,481,0,306,126
2800702025,965,837,506,506,44,462,0,331,128
2800702026,729,613,371,371,39,332,0,242,116
2800702027,1279,1098,665,665,113,552,0,433,181
2800702028,1398,1284,833,833,152,681,0,451,114
2800702029,1372,1198,762,762,116,646,0,436,174
2800702030,1214,1121,836,836,159,677,0,285,93
2800702031,1787,1663,1222,1222,252,970,0,441,124
2800702032,2461,2323,1884,1884,500,1384,0,439,138
2800702033,2159,2012,1595,1595,489,1106,0,417,147
2800702034,2641,2485,2032,2032,479,1553,0,453,156
2800702035,1504,1409,1080,1080,266,814,0,329,95
2800702036,873,789,544,544,122,422,0,245,84
2800702037,1315,1219,918,918,181,737,0,301,96
2800702038,1795,1693,1403,1403,318,1085,0,290,102
2800703001,2052,1644,994,994,152,842,0,650,408
2800703002,1214,940,494,494,79,415,0,446,274
2800703003,942,799,425,425,72,353,0,374,143
2800703004,1346,1040,593,593,120,473,0,447,306
2800703005,1539,1312,740,740,101,639,0,572,227
2800703006,1033,772,455,455,101,354,0,317,261
2800703007,1040,789,463,463,89,374,0,326,251
2800703008,968,739,432,432,83,349,0,307,229
2800703009,1360,1170,691,691,115,576,0,479,190
2800703010,1541,1141,644,644,119,525,0,497,400
2800703011,964,863,449,449,61,388,0,414,101
2800703012,1867,1704,927,927,116,811,0,777,163
2800703013,1500,1346,849,849,124,725,0,497,154
2800703014,1494,1321,802,802,135,667,0,519,173
2800703015,1413,1249,762,762,123,639,0,487,164
2800703016,1295,1174,701,701,107,594,0,473,121
2800703017,1437,1258,722,722,120,602,0,536,179
2800703018,1565,1385,823,823,113,710,0,562,180
2800703019,1729,1524,939,939,146,793,0,585,205
2800703020,1303,1104,673,673,100,573,0,431,199
2800703021,1408,1198,757,757,115,642,0,441,210
2800703022,894,820,490,490,53,437,0,330,74
2800703023,918,826,463,463,70,393,0,363,92
2800703024,1309,1122,725,725,122,603,0,397,187
2800703025,1216,1027,543,543,77,466,0,484,189
2800703026,1044,822,442,442,81,361,0,380,222
2800703027,894,800,443,443,56,387,0,357,94
2800703028,695,582,284,284,36,248,0,298,113
2800703029,1104,856,511,511,106,405,0,345,248
2800704001,984,687,358,358,82,276,0,329,297
2800704002,1193,746,418,418,127,291,0,328,447
2800704003,1546,1016,562,562,136,426,0,454,530
2800704004,1554,1060,592,592,155,437,0,468,494
2800704005,1261,868,485,485,129,356,0,383,393
2800704006,1004,841,439,439,84,355,0,402,163
2800704007,1986,1772,963,963,177,786,0,809,214
2800704008,1859,1642,918,918,160,758,0,724,217
2800704009,1735,1285,637,637,141,496,0,648,450
2800704010,895,684,376,376,81,295,0,308,211
2800704011,1392,1078,577,577,139,438,0,501,314
2800704012,1097,822,391,391,81,310,0,431,275
2800704013,1455,1114,606,606,129,477,0,508,341
2800704014,1041,874,488,488,106,382,0,386,167
2800704015,1781,1572,922,922,141,781,0,650,209
2800704016,1379,1232,667,667,122,545,0,565,147
2800704017,1198,948,498,498,112,386,0,450,250
2800704018,1668,1500,867,867,156,711,0,633,168
2800704019,1139,1041,543,543,61,482,0,498,98
2800704020,1832,1653,1032,1032,204,828,0,621,179
2800704021,1342,1053,641,641,136,505,0,412,289
2800704022,1285,1142,655,655,108,547,0,487,143
2800704023,2145,2033,1342,1342,260,1082,0,691,112
2800704024,1748,1658,1208,1208,274,934,0,450,90
2800704025,2510,2354,1811,1811,518,1293,0,543,156
2800704026,2248,2123,1658,1658,461,1197,0,465,125
2800704027,2782,2613,2137,2137,669,1468,0,476,169
2800704028,2788,2656,1988,1988,463,1525,0,668,132
2800704029,1095,1050,695,695,63,632,0,355,45
2800704030,1997,1740,1452,1452,149,1303,0,288,257
2800704031,1565,1409,1195,1195,117,1078,0,214,156
2800801001,2531,2042,1506,1506,353,1153,0,536,489
2800901001,3028,2188,1566,1566,34,1532,0,622,840
2800901002,2204,1874,1416,1416,129,1287,0,458,330
2800901003,1911,1517,1148,1148,233,915,0,369,394
2800901004,1761,1458,1114,1114,186,928,0,344,303
2800901005,2971,2460,1809,1809,171,1638,0,651,511
2800901006,1519,1227,926,926,169,757,0,301,292
2800901007,2518,2169,1652,1652,132,1520,0,517,349
2800901008,2485,2097,1559,1559,78,1481,0,538,388
2800901009,2304,1968,1463,1463,122,1341,0,505,336
2801001001,2389,2034,1539,1539,234,1305,0,495,355
2801001002,2111,1731,1291,1291,218,1073,0,440,380
2801001003,2137,1829,1395,1395,107,1288,0,434,308
2801001004,2682,2336,1786,1786,247,1539,0,550,346
2801001005,2828,2548,1900,1900,167,1733,0,648,280
2801001006,1244,1089,827,827,99,728,0,262,155
2801101001,572,465,371,371,111,260,0,94,107
2801201001,1135,999,832,832,343,489,0,167,136
2801301001,1641,1234,887,887,466,421,0,347,407
2801301002,2377,1995,1397,1397,669,728,0,598,382
2801301003,1809,1561,1057,1057,512,545,0,504,248
2801301004,1146,855,608,608,341,267,0,247,291
2801301005,1561,1146,923,923,558,365,0,223,415
2801301006,1067,781,579,579,322,257,0,202,286
2801301007,1216,1121,863,863,438,425,0,258,95
2801301008,867,832,592,592,236,356,0,240,35
2801301009,1596,1442,1063,1063,589,474,0,379,154
2801302001,1320,1002,717,717,357,360,0,285,318
2801302002,2175,1838,1284,1284,620,664,0,554,337
2801302003,2629,2026,1467,1467,778,689,0,559,603
2801302004,1496,1375,1026,1026,536,490,0,349,121
2801302005,2212,1751,1327,1327,777,550,0,424,461
2801302006,2145,1633,1189,1189,659,530,0,444,512
2801302007,2644,2339,1816,1816,942,874,0,523,305
2801302008,2198,1896,1405,1405,745,660,0,491,302
2801303001,1112,866,611,611,304,307,0,255,246
2801303002,2509,2012,1465,1465,756,709,0,547,497
2801303003,2426,2008,1397,1397,732,665,0,611,418
2801303004,1638,1393,1001,1001,572,429,0,392,245
2801303005,1919,1678,1257,1257,682,575,0,421,241
2801303006,1823,1517,1101,1101,553,548,0,416,306
2801303007,1497,1378,1146,1146,641,505,0,232,119
2801303008,1403,1313,982,982,486,496,0,331,90
2801303009,1093,1014,773,773,385,388,0,241,79
2801303010,2145,1914,1513,1513,743,770,0,401,231
2801304001,1130,944,713,713,396,317,0,231,186
2801304002,1555,1362,1011,1011,581,430,0,351,193
2801304003,1546,1310,926,926,408,518,0,384,236
2801304004,1991,1701,1276,1276,365,911,0,425,290
2801304005,1869,1528,1139,1139,360,779,0,389,341
2801401001,1374,793,501,501,135,366,0,292,581
2801401002,2366,1470,960,960,272,688,0,510,896
2801401003,2003,1187,785,785,225,560,0,402,816
2801401004,2055,1324,900,900,218,682,0,424,731
2801401005,2611,1310,1004,1004,378,626,0,306,1301
2801401006,948,641,420,420,118,302,0,221,307
2801401007,1969,1196,927,927,370,557,0,269,773
2801401008,1616,1238,982,982,397,585,0,256,378
2801401009,2620,1747,1408,1408,619,789,0,339,873
2801401010,2711,2087,1626,1626,481,1145,0,461,624
2801401011,1935,1634,1148,1148,209,939,0,486,301
2801401012,2370,1499,1057,1057,242,815,0,442,871
2801401013,2127,1315,989,989,178,811,0,326,812
2801401014,1603,1354,1021,1021,97,924,0,333,249
2801401015,2096,1511,1120,1120,155,965,0,391,585
2801401016,1846,948,697,697,191,506,0,251,898
2801401017,2644,2101,1700,1700,537,1163,0,401,543
2801401018,1837,1232,952,952,328,624,0,280,605
2801401019,1929,1505,1125,1125,144,981,0,380,424
2801401020,2128,1831,1402,1402,306,1096,0,429,297
2801401021,2442,2225,1767,1767,412,1355,0,458,217
2801401022,2284,1754,1417,1417,335,1082,0,337,530
2801401023,2012,1610,1283,1283,311,972,0,327,402
2801401024,1923,1710,1372,1372,279,1093,0,338,213
2801401025,2521,2149,1741,1741,488,1253,0,408,372
2801401026,2250,1866,1562,1562,275,1287,0,304,384
2801501001,1083,936,692,692,84,608,0,244,147
2801501002,2018,1765,1338,1338,120,1218,0,427,253
2801501003,1718,1533,1122,1122,77,1045,0,411,185
2801501004,1913,1779,1397,1397,147,1250,0,382,134
2801501005,1399,1313,1068,1068,125,943,0,245,86
2801501006,2023,1879,1545,1545,108,1437,0,334,144
2801501007,2562,2360,1913,1913,109,1804,0,447,202
2801501008,1838,1654,1347,1347,84,1263,0,307,184
2801501009,2239,1992,1636,1636,87,1549,0,356,247
2801501010,1495,1422,1181,1181,70,1111,0,241,73
2801501011,1235,1153,989,989,50,939,0,164,82
2801601001,102,97,93,93,52,41,0,4,5
2801701001,1518,1374,1028,1028,92,936,0,346,144
2801801001,2606,2122,1650,1650,382,1268,0,472,484
2801801002,2625,2286,1775,1775,255,1520,0,511,339
2801901001,1519,1399,1297,1297,570,727,0,102,120
2802001001,234,191,154,154,32,122,0,37,43
2802101001,615,485,407,407,121,286,0,78,130
2802201001,1998,1366,916,916,204,712,0,450,632
2802201002,853,720,489,489,29,460,0,231,133
2802201003,2401,2050,1504,1504,117,1387,0,546,351
2802201004,2204,1799,1288,1288,81,1207,0,511,405
2802201005,1425,1294,910,910,59,851,0,384,131
2802201006,1743,1475,1060,1060,118,942,0,415,268
2802201007,1499,1358,1066,1066,82,984,0,292,141
2802201008,1262,910,636,636,94,542,0,274,352
2802201009,1216,1066,731,731,48,683,0,335,150
2802201010,1855,1579,1118,1118,92,1026,0,461,276
2802201011,1612,1433,1062,1062,110,952,0,371,179
2802201012,2070,1812,1376,1376,267,1109,0,436,258
2802201013,2753,2427,1895,1895,347,1548,0,532,326
2802201014,1816,1617,1253,1253,245,1008,0,364,199
2802201015,2295,2082,1670,1670,353,1317,0,412,213
2802201016,1809,1653,1323,1323,279,1044,0,330,156
2802201017,1909,1699,1276,1276,195,1081,0,423,210
2802201018,2962,2655,2087,2087,372,1715,0,568,307
2802201019,1750,1457,1037,1037,162,875,0,420,293
2802201020,2071,1807,1403,1403,249,1154,0,404,264
2802201021,1865,1700,1347,1347,244,1103,0,353,165
2802201022,1557,1339,1002,1002,96,906,0,337,218
2802201023,1704,1539,1249,1249,249,1000,0,290,165
2802201024,1627,1503,1191,1191,244,947,0,312,124
2802201025,1895,1660,1366,1366,264,1102,0,294,235
2802301001,2206,1758,1424,1424,289,1135,0,334,448
2802301002,2958,2384,1877,1877,306,1571,0,507,574
2802301003,1694,1352,1051,1051,161,890,0,301,342
2802401001,209,185,168,168,58,110,0,17,24
2802501001,555,477,415,415,219,196,0,62,78
2802601001,1658,1149,919,919,198,721,0,230,509
2802601002,1852,1333,1021,1021,149,872,0,312,519
2802601003,1567,1340,1001,1001,103,898,0,339,227
2802601004,2122,1625,1293,1293,125,1168,0,332,497
2802601005,2768,2070,1475,1475,209,1266,0,595,698
2802701001,2078,1489,1101,1101,289,812,0,388,589
2802801001,2208,1896,1602,1602,479,1123,0,294,312
2802901001,737,664,535,535,118,417,0,129,73
2803001001,2542,1950,1478,1478,280,1198,0,472,592
2803101001,2906,2425,2066,2066,1010,1056,0,359,481
2803201001,2616,2135,1725,1725,320,1405,0,410,481
2803201002,2027,1716,1292,1292,259,1033,0,424,311
2803201003,2039,1851,1301,1301,149,1152,0,550,188
2803301001,3085,2508,2126,2126,538,1588,0,382,577
2803301002,2363,1933,1632,1632,505,1127,0,301,430
2803401001,501,411,377,377,194,183,0,34,90
2803501001,2036,1624,1415,1415,493,922,0,209,412
2803601001,1780,1608,1249,1249,226,1023,0,359,172
2803601002,1444,1363,1099,1099,81,1018,0,264,81
2803701001,1096,981,880,880,570,310,0,101,115
2803701002,992,874,789,789,497,292,0,85,118
2803801001,2892,2398,1953,1953,774,1179,0,445,494
2803801002,1685,1420,996,996,290,706,0,424,265
2803801003,2491,2186,1694,1694,366,1328,0,492,305
2803901001,187,161,146,146,77,69,0,15,26
2804001001,1536,1350,830,830,137,693,0,520,186
2804001002,1525,1083,892,892,337,555,0,191,442
2804001003,1628,1278,963,963,254,709,0,315,350
2804002001,2764,2284,1795,1795,621,1174,0,489,480
2804002002,1414,1062,857,857,313,544,0,205,352
2804002003,2874,2108,1637,1637,609,1028,0,471,766
2804002004,2476,1996,1605,1605,369,1236,0,391,480
2804002005,2501,2169,1595,1595,395,1200,0,574,332
2804002006,2034,1769,1470,1470,344,1126,0,299,265
2804003001,2011,1371,1077,1077,324,753,0,294,640
2804003002,2591,2024,1572,1572,455,1117,0,452,567
2804101001,1961,1420,1107,1107,189,918,0,313,541
2804101002,2543,2076,1500,1500,163,1337,0,576,467
2804101003,2056,1699,1277,1277,138,1139,0,422,357
2804201001,1518,1222,895,895,220,675,0,327,296
2804301001,1409,1234,1172,1172,659,513,0,62,175
2804301002,2433,2186,2082,2082,1086,996,0,104,247
2804302001,1274,1069,995,995,592,403,0,74,205
2804302002,1538,1309,1134,1134,488,646,0,175,229
2804302003,1724,1412,1014,1014,69,945,0,398,312
2804401001,1846,1365,1072,1072,231,841,0,293,481
2804401002,2956,2403,1847,1847,329,1518,0,556,553
2804401003,2110,1694,1331,1331,249,1082,0,363,416
2804401004,1677,1514,1165,1165,178,987,0,349,163
2804501001,2516,2005,1516,1516,525,991,0,489,511
2804501002,2389,1923,1513,1513,548,965,0,410,466
2804501003,1829,1310,1016,1016,457,559,0,294,519
2804501004,2193,1693,1212,1212,448,764,0,481,500
2804501005,1359,1150,900,900,370,530,0,250,209
2804501006,2379,1798,1425,1425,590,835,0,373,581
2804501007,2026,1316,1033,1033,496,537,0,283,710
2804501008,2001,1694,1180,1180,455,725,0,514,307
2804501009,1522,1170,898,898,439,459,0,272,352
2804501010,1925,1365,1023,1023,404,619,0,342,560
2804501011,1287,1176,855,855,229,626,0,321,111
2804501012,2482,2097,1548,1548,338,1210,0,549,385
2804501013,1812,1586,1159,1159,361,798,0,427,226
2804501014,1825,1254,973,973,515,458,0,281,571
2804501015,1628,1221,941,941,356,585,0,280,407
2804501016,2126,1390,1018,1018,247,771,0,372,736
2804501017,2140,1787,1273,1273,416,857,0,514,353
2804501018,1783,1630,1242,1242,366,876,0,388,153
2804501019,1378,1235,853,853,175,678,0,382,143
2804501020,2148,2033,1564,1564,502,1062,0,469,115
2804501021,2807,2638,1996,1996,312,1684,0,642,169
2804501022,1144,1074,796,796,190,606,0,278,70
2804501023,2769,2530,1955,1955,317,1638,0,575,239
2804601001,1540,1268,999,999,158,841,0,269,272
2804601002,3083,2446,1934,1934,352,1582,0,512,637
2804601003,1987,1596,1231,1231,250,981,0,365,391
2804701001,2012,1697,1155,1155,240,915,0,542,315
2804701002,1151,650,394,394,119,275,0,256,501
2804701003,2121,1821,1351,1351,232,1119,0,470,300
2804701004,3469,2233,1410,1410,324,1086,0,823,1236
2804701005,3320,2369,1523,1523,355,1168,0,846,951
2804701006,1984,1245,742,742,231,511,0,503,739
2804701007,2275,1683,1144,1144,171,973,0,539,592
2804701008,1539,1177,771,771,124,647,0,406,362
2804701009,1883,1532,1028,1028,236,792,0,504,351
2804701010,1596,1086,661,661,173,488,0,425,510
2804701011,1798,1319,886,886,241,645,0,433,479
2804701012,1966,1276,730,730,203,527,0,546,690
