Estadística del Padrón Continuo,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,
Población por sexo, Sección y relación lugar de nacimiento y residencia.,,,,,,,,
Unidades: Personas,,,,,,,,,
,,,,,,,,,
CUSEC,Total,Nacidos en España,En la misma Comunidad Autónoma,Misma Comunidad Autónoma. Misma Provincia,Misma Comunidad Autónoma. Misma Provincia. Mismo Municipio,Misma Comunidad Autónoma. Misma Provincia. Distinto Municipio,Misma Comunidad Autónoma. Distinta Provincia,En distinta Comunidad Autónoma,Nacidos en el Extranjero
2807901019,1233,991,645,645,626,19,0,346,242
2807901020,1236,988,626,626,608,18,0,362,248
2807901021,1892,1541,965,965,939,26,0,576,351
2807901022,1238,902,560,560,537,23,0,342,336
2807901023,1616,1080,689,689,669,20,0,391,536
2807901024,1408,1003,590,590,580,10,0,413,405
2807901025,1004,698,448,448,432,16,0,250,306
2807901026,1462,1016,586,586,566,20,0,430,446
2807901027,1150,789,406,406,394,12,0,383,361
2807901028,1429,883,501,501,487,14,0,382,546
2807901029,1424,892,532,532,515,17,0,360,532
2807901030,1067,677,446,446,436,10,0,231,390
2807901031,1237,878,578,578,570,8,0,300,359
2807901032,1808,1392,915,915,884,31,0,477,416
2807901033,1368,858,526,526,514,12,0,332,510
2807901034,1940,909,573,573,555,18,0,336,1031
2807901035,1866,1014,648,648,633,15,0,366,852
2807901036,1230,775,496,496,486,10,0,279,455
2807901037,1262,822,518,518,505,13,0,304,440
2807901038,1422,785,516,516,502,14,0,269,637
2807901039,1219,702,421,421,407,14,0,281,517
2807901040,937,583,382,382,374,8,0,201,354
2807901041,1180,641,392,392,379,13,0,249,539
2807901042,1215,709,428,428,416,12,0,281,506
2807901043,1343,645,427,427,421,6,0,218,698
2807901045,1341,858,501,501,487,14,0,357,483
2807901046,1593,1054,652,652,630,22,0,402,539
2807901047,2383,1245,740,740,723,17,0,505,1138
2807901048,1423,764,458,458,441,17,0,306,659
2807901049,1459,866,521,521,506,15,0,345,593
2807901050,1599,873,520,520,509,11,0,353,726
2807901051,1651,843,488,488,478,10,0,355,808
2807901053,1588,971,576,576,559,17,0,395,617
2807901054,1038,643,398,398,392,6,0,245,395
2807901055,1130,814,493,493,470,23,0,321,316
2807901056,887,706,433,433,421,12,0,273,181
2807901057,1513,1239,709,709,689,20,0,530,274
2807901058,725,509,278,278,272,6,0,231,216
2807901059,1474,1019,570,570,541,29,0,449,455
2807901061,866,649,373,373,362,11,0,276,217
2807901062,1052,787,458,458,448,10,0,329,265
2807901063,758,546,348,348,340,8,0,198,212
2807901064,814,569,314,314,306,8,0,255,245
2807901065,852,593,330,330,319,11,0,263,259
2807901066,1514,1037,635,635,617,18,0,402,477
2807901067,1162,737,419,419,409,10,0,318,425
2807901068,921,620,358,358,351,7,0,262,301
2807901069,1024,600,325,325,318,7,0,275,424
2807901071,663,505,298,298,297,1,0,207,158
2807901072,1553,1145,672,672,647,25,0,473,408
2807901073,1388,1063,618,618,609,9,0,445,325
2807901074,1559,944,461,461,445,16,0,483,615
2807901075,1522,868,440,440,430,10,0,428,654
2807901076,1500,902,465,465,452,13,0,437,598
2807901077,1266,891,530,530,515,15,0,361,375
2807901079,1523,1115,633,633,616,17,0,482,408
2807901081,1690,1084,589,589,566,23,0,495,606
2807901082,1693,1222,660,660,651,9,0,562,471
2807901084,1399,1076,654,654,644,10,0,422,323
2807901087,1255,970,637,637,627,10,0,333,285
2807901088,1104,882,504,504,491,13,0,378,222
2807901089,1456,1145,638,638,617,21,0,507,311
2807901090,824,620,305,305,295,10,0,315,204
2807901091,1164,815,500,500,487,13,0,315,349
2807901092,778,538,321,321,314,7,0,217,240
2807901093,1607,1080,669,669,641,28,0,411,527
2807901094,1418,938,520,520,496,24,0,418,480
2807901095,1538,881,471,471,462,9,0,410,657
2807901096,1156,685,400,400,388,12,0,285,471
2807901097,1540,1070,650,650,641,9,0,420,470
2807901098,1331,882,491,491,474,17,0,391,449
2807901099,1274,847,448,448,438,10,0,399,427
2807901100,1235,841,482,482,468,14,0,359,394
2807901101,1254,799,438,438,424,14,0,361,455
2807901102,1322,856,512,512,500,12,0,344,466
2807901103,1394,1047,580,580,566,14,0,467,347
2807901104,1233,916,540,540,518,22,0,376,317
2807901105,1179,895,509,509,496,13,0,386,284
2807901106,1090,911,535,535,518,17,0,376,179
2807901107,1087,919,506,506,482,24,0,413,168
2807901108,1310,960,555,555,547,8,0,405,350
2807901109,1039,689,426,426,414,12,0,263,350
2807901110,920,652,365,365,358,7,0,287,268
2807901111,861,619,339,339,331,8,0,280,242
2807901112,1117,687,364,364,359,5,0,323,430
2807901113,1318,727,433,433,423,10,0,294,591
2807901114,1608,952,497,497,481,16,0,455,656
2807901115,1143,688,356,356,351,5,0,332,455
2807901116,1572,834,400,400,391,9,0,434,738
2807901117,1722,1109,552,552,535,17,0,557,613
2807901118,982,537,254,254,245,9,0,283,445
2807901119,1340,674,342,342,330,12,0,332,666
2807901120,852,549,270,270,264,6,0,279,303
2807901121,1740,1180,675,675,654,21,0,505,560
2807901123,806,581,341,341,336,5,0,240,225
2807901124,763,534,297,297,291,6,0,237,229
2807902001,1099,830,473,473,459,14,0,357,269
2807902002,1549,1246,777,777,749,28,0,469,303
2807902003,1224,1097,617,617,588,29,0,480,127
2807902004,1043,921,451,451,436,15,0,470,122
2807902005,775,652,390,390,375,15,0,262,123
2807902006,2330,2078,1195,1195,1151,44,0,883,252
2807902007,728,662,284,284,264,20,0,378,66
2807902008,1676,1302,793,793,769,24,0,509,374
2807902009,2023,1888,1237,1237,1218,19,0,651,135
2807902010,1030,899,509,509,489,20,0,390,131
2807902011,2613,2271,1547,1547,1498,49,0,724,342
2807902013,1225,1088,626,626,610,16,0,462,137
2807902014,1138,965,600,600,577,23,0,365,173
2807902015,1607,1347,920,920,906,14,0,427,260
2807902016,1795,1618,968,968,949,19,0,650,177
2807902017,1912,1727,1125,1125,1090,35,0,602,185
2807902018,2059,1898,1140,1140,1107,33,0,758,161
2807902019,2512,2325,1405,1405,1369,36,0,920,187
2807902020,2605,2250,1380,1380,1351,29,0,870,355
2807902021,1201,969,560,560,540,20,0,409,232
2807902022,1116,775,503,503,485,18,0,272,341
2807902023,1317,1006,634,634,613,21,0,372,311
2807902024,1734,1466,869,869,849,20,0,597,268
2807902025,842,637,374,374,364,10,0,263,205
2807902026,1386,1138,656,656,623,33,0,482,248
2807902027,1008,906,544,544,519,25,0,362,102
2807902028,1030,654,380,380,368,12,0,274,376
2807902029,811,524,332,332,322,10,0,192,287
2807902030,1404,1182,668,668,644,24,0,514,222
2807902031,1198,1110,696,696,686,10,0,414,88
2807902032,657,576,342,342,331,11,0,234,81
2807902033,1356,1067,669,669,655,14,0,398,289
2807902034,831,684,419,419,408,11,0,265,147
2807902035,1024,815,456,456,448,8,0,359,209
2807902036,973,817,507,507,492,15,0,310,156
2807902037,1220,1080,648,648,618,30,0,432,140
2807902038,1125,977,618,618,586,32,0,359,148
2807902039,695,566,286,286,271,15,0,280,129
2807902040,1781,1481,890,890,861,29,0,591,300
2807902041,2131,1437,875,875,851,24,0,562,694
2807902042,2016,1509,899,899,870,29,0,610,507
2807902043,1091,782,479,479,468,11,0,303,309
2807902044,1791,1245,761,761,737,24,0,484,546
2807902045,1237,740,438,438,427,11,0,302,497
2807902046,1587,875,566,566,547,19,0,309,712
2807902047,1698,890,556,556,544,12,0,334,808
2807902048,1284,837,462,462,445,17,0,375,447
2807902049,1708,1524,1011,1011,989,22,0,513,184
2807902050,1750,1122,649,649,635,14,0,473,628
2807902051,1707,1476,880,880,851,29,0,596,231
2807902052,1363,1257,869,869,848,21,0,388,106
2807902053,1763,1525,889,889,869,20,0,636,238
2807902054,1286,836,499,499,488,11,0,337,450
2807902055,1257,992,558,558,531,27,0,434,265
2807902056,1143,845,485,485,465,20,0,360,298
2807902057,1649,1092,566,566,554,12,0,526,557
2807902058,1753,1196,682,682,663,19,0,514,557
2807902059,815,569,324,324,317,7,0,245,246
2807902060,1353,1012,563,563,546,17,0,449,341
2807902061,921,637,343,343,335,8,0,294,284
2807902062,1100,742,453,453,443,10,0,289,358
2807902063,1766,1313,717,717,690,27,0,596,453
2807902064,1740,1396,806,806,767,39,0,590,344
2807902065,1744,1170,683,683,666,17,0,487,574
2807902066,2696,2071,1323,1323,1278,45,0,748,625
2807902067,1508,1041,662,662,639,23,0,379,467
2807902068,1393,790,483,483,474,9,0,307,603
2807902069,827,683,393,393,382,11,0,290,144
2807902070,1403,1149,655,655,632,23,0,494,254
2807902071,1490,1175,686,686,674,12,0,489,315
2807902072,1679,1281,749,749,729,20,0,532,398
2807902073,1823,1423,831,831,806,25,0,592,400
2807902074,1991,1468,873,873,844,29,0,595,523
2807902075,2181,1409,870,870,839,31,0,539,772
2807902077,1226,884,501,501,488,13,0,383,342
2807902078,928,686,383,383,375,8,0,303,242
2807902079,1307,1043,641,641,621,20,0,402,264
2807902080,921,786,419,419,404,15,0,367,135
2807902081,1211,899,505,505,489,16,0,394,312
2807902082,1407,950,545,545,527,18,0,405,457
2807902083,983,897,656,656,646,10,0,241,86
2807902085,1338,1256,817,817,798,19,0,439,82
2807902086,1360,1175,720,720,706,14,0,455,185
2807902087,2197,2002,1333,1333,1289,44,0,669,195
2807902088,736,619,353,353,342,11,0,266,117
2807902089,1163,1058,632,632,610,22,0,426,105
2807902090,1952,1800,1260,1260,1229,31,0,540,152
2807902091,1186,1081,659,659,639,20,0,422,105
2807902092,1983,1779,1105,1105,1081,24,0,674,204
2807902093,1576,1443,1016,1016,997,19,0,427,133
2807902094,1750,1662,1060,1060,1034,26,0,602,88
2807902095,1606,1470,968,968,923,45,0,502,136
2807902096,1758,1651,1130,1130,1101,29,0,521,107
2807902097,2638,2341,1667,1667,1638,29,0,674,297
2807902098,1001,797,550,550,536,14,0,247,204
2807902099,2474,2015,1321,1321,1293,28,0,694,459
2807902100,1388,1087,739,739,722,17,0,348,301
2807902101,2394,2091,1415,1415,1384,31,0,676,303
2807902102,1759,1570,1189,1189,1169,20,0,381,189
2807902103,1726,1416,887,887,865,22,0,529,310
2807902104,2196,1856,1222,1222,1187,35,0,634,340
2807902105,1829,1534,1019,1019,990,29,0,515,295
2807902106,2280,2022,1385,1385,1349,36,0,637,258
2807903001,1743,1615,1099,1099,1073,26,0,516,128
2807903002,1047,771,459,459,449,10,0,312,276
2807903003,927,772,497,497,483,14,0,275,155
2807903004,1169,836,497,497,488,9,0,339,333
2807903005,797,583,372,372,360,12,0,211,214
2807903006,2223,2021,1270,1270,1233,37,0,751,202
2807903007,1035,745,454,454,440,14,0,291,290
2807903008,1085,933,536,536,522,14,0,397,152
2807903009,1092,940,611,611,594,17,0,329,152
2807903010,1074,990,644,644,627,17,0,346,84
2807903011,1097,960,570,570,555,15,0,390,137
2807903012,1033,899,581,581,563,18,0,318,134
2807903013,1075,912,582,582,567,15,0,330,163
2807903014,1264,1116,738,738,720,18,0,378,148
2807903015,1107,844,520,520,511,9,0,324,263
2807903016,817,601,381,381,365,16,0,220,216
2807903017,1257,1096,698,698,673,25,0,398,161
2807903018,1972,1687,1045,1045,1003,42,0,642,285
2807903019,1905,1744,1104,1104,1077,27,0,640,161
2807903020,1411,1114,693,693,663,30,0,421,297
2807903021,1902,1460,948,948,922,26,0,512,442
2807903022,1270,807,493,493,474,19,0,314,463
2807903023,962,826,469,469,455,14,0,357,136
2807903024,1230,1076,630,630,609,21,0,446,154
2807903025,1610,1401,937,937,909,28,0,464,209
2807903026,1760,1465,957,957,928,29,0,508,295
2807903027,1329,1086,664,664,644,20,0,422,243
2807903028,1493,1272,877,877,850,27,0,395,221
2807903029,1472,1357,944,944,933,11,0,413,115
2807903030,822,793,497,497,480,17,0,296,29
2807903031,1154,1007,650,650,630,20,0,357,147
2807903032,1085,992,635,635,618,17,0,357,93
2807903033,1584,1435,956,956,935,21,0,479,149
2807903034,1507,1391,993,993,964,29,0,398,116
2807903035,1153,1055,669,669,658,11,0,386,98
2807903036,973,914,617,617,605,12,0,297,59
2807903037,1459,1390,954,954,930,24,0,436,69
2807903038,1146,1092,733,733,722,11,0,359,54
2807903039,904,866,563,563,556,7,0,303,38
2807903040,816,773,522,522,512,10,0,251,43
2807903041,1250,1137,755,755,741,14,0,382,113
2807903042,1142,1036,714,714,687,27,0,322,106
2807903044,1139,1009,721,721,710,11,0,288,130
2807903045,1090,996,624,624,608,16,0,372,94
2807903046,903,837,540,540,529,11,0,297,66
2807903047,1615,1374,858,858,834,24,0,516,241
2807903048,1096,980,622,622,610,12,0,358,116
2807903049,1890,1671,1052,1052,1027,25,0,619,219
2807903050,1438,1173,744,744,726,18,0,429,265
2807903051,1167,968,628,628,616,12,0,340,199
2807903052,951,830,552,552,537,15,0,278,121
2807903053,1544,1224,822,822,804,18,0,402,320
2807903054,1389,1165,731,731,714,17,0,434,224
2807903055,1034,764,400,400,386,14,0,364,270
2807903056,1137,982,666,666,645,21,0,316,155
2807903057,1102,937,596,596,585,11,0,341,165
2807903058,1371,1018,636,636,618,18,0,382,353
2807903059,1192,955,595,595,585,10,0,360,237
2807903060,772,635,394,394,384,10,0,241,137
2807903061,1024,740,489,489,473,16,0,251,284
2807903062,697,571,347,347,337,10,0,224,126
2807903063,848,670,443,443,436,7,0,227,178
2807903064,969,880,574,574,565,9,0,306,89
2807903065,696,602,408,408,402,6,0,194,94
2807903066,946,763,488,488,480,8,0,275,183
2807903067,1174,1003,656,656,642,14,0,347,171
2807903068,626,529,320,320,307,13,0,209,97
2807903069,849,653,425,425,423,2,0,228,196
2807903070,800,588,418,418,411,7,0,170,212
2807903071,1584,1182,781,781,768,13,0,401,402
2807903073,1060,970,479,479,466,13,0,491,90
2807903074,1182,1083,573,573,555,18,0,510,99
2807903076,1141,1071,556,556,537,19,0,515,70
2807903077,1686,1501,976,976,960,16,0,525,185
2807903078,1535,1387,923,923,903,20,0,464,148
2807903079,1347,1209,794,794,774,20,0,415,138
2807903080,1853,1639,1114,1114,1077,37,0,525,214
2807903081,1867,1738,1223,1223,1196,27,0,515,129
2807903082,1538,1378,949,949,924,25,0,429,160
2807903084,1558,1357,958,958,946,12,0,399,201
2807903085,866,760,453,453,443,10,0,307,106
2807903086,1076,936,611,611,600,11,0,325,140
2807903087,1739,1611,1018,1018,996,22,0,593,128
2807903088,673,597,382,382,371,11,0,215,76
2807903089,1996,1894,1155,1155,1125,30,0,739,102
2807903090,1218,1163,771,771,756,15,0,392,55
2807903091,1735,1623,1071,1071,1050,21,0,552,112
2807903092,1854,1706,1107,1107,1073,34,0,599,148
2807903093,1256,1198,769,769,751,18,0,429,58
2807903094,848,795,523,523,512,11,0,272,53
2807903095,2010,1862,1207,1207,1181,26,0,655,148
2807903096,2033,1864,1246,1246,1212,34,0,618,169
2807903097,2572,2338,1568,1568,1525,43,0,770,234
2807903098,1833,1541,1053,1053,1029,24,0,488,292
2807903099,1303,1102,663,663,632,31,0,439,201
2807904001,1006,732,460,460,454,6,0,272,274
2807904002,1077,847,539,539,529,10,0,308,230
2807904003,761,585,386,386,379,7,0,199,176
2807904004,985,781,434,434,429,5,0,347,204
2807904005,877,649,382,382,375,7,0,267,228
2807904006,930,718,424,424,418,6,0,294,212
2807904007,1345,1005,573,573,560,13,0,432,340
2807904008,1201,896,568,568,566,2,0,328,305
2807904009,1895,1560,956,956,948,8,0,604,335
2807904010,729,586,376,376,368,8,0,210,143
2807904011,1495,1185,732,732,720,12,0,453,310
2807904012,1243,969,611,611,602,9,0,358,274
2807904013,949,728,445,445,437,8,0,283,221
2807904014,1207,986,613,613,603,10,0,373,221
2807904015,1352,1099,712,712,697,15,0,387,253
2807904016,1297,1003,609,609,594,15,0,394,294
2807904017,1314,1082,658,658,641,17,0,424,232
2807904018,1323,1122,705,705,697,8,0,417,201
2807904019,702,558,324,324,320,4,0,234,144
2807904020,727,603,387,387,381,6,0,216,124
2807904021,814,672,373,373,367,6,0,299,142
2807904023,988,721,406,406,396,10,0,315,267
2807904024,1443,1053,663,663,648,15,0,390,390
2807904025,877,724,414,414,397,17,0,310,153
2807904026,902,692,432,432,426,6,0,260,210
2807904027,1526,1171,703,703,690,13,0,468,355
2807904028,1440,1069,668,668,639,29,0,401,371
2807904029,1324,1065,608,608,591,17,0,457,259
2807904030,1381,1187,687,687,667,20,0,500,194
2807904031,848,694,453,453,439,14,0,241,154
2807904032,840,684,422,422,414,8,0,262,156
2807904033,1111,941,574,574,551,23,0,367,170
2807904034,1662,1363,831,831,812,19,0,532,299
2807904035,1474,1101,640,640,617,23,0,461,373
2807904036,756,660,422,422,409,13,0,238,96
2807904037,857,719,447,447,434,13,0,272,138
2807904038,1058,887,517,517,505,12,0,370,171
2807904039,879,692,418,418,406,12,0,274,187
2807904040,792,718,492,492,484,8,0,226,74
2807904041,988,791,469,469,462,7,0,322,197
2807904042,1356,1182,772,772,757,15,0,410,174
2807904043,1427,1239,782,782,760,22,0,457,188
2807904044,1464,1192,760,760,743,17,0,432,272
2807904045,1465,1235,810,810,787,23,0,425,230
2807904046,754,626,416,416,406,10,0,210,128
2807904047,1220,1036,672,672,654,18,0,364,184
2807904048,1066,801,469,469,458,11,0,332,265
2807904049,1575,1091,696,696,674,22,0,395,484
2807904050,696,521,295,295,289,6,0,226,175
2807904051,1323,1019,596,596,577,19,0,423,304
2807904052,1142,906,574,574,555,19,0,332,236
2807904053,1266,1030,637,637,617,20,0,393,236
2807904054,1291,1125,708,708,693,15,0,417,166
2807904055,1708,1420,852,852,843,9,0,568,288
2807904056,1631,1259,750,750,734,16,0,509,372
2807904057,1184,933,545,545,533,12,0,388,251
2807904058,1411,1084,658,658,635,23,0,426,327
2807904060,1351,1076,627,627,606,21,0,449,275
2807904061,1360,1145,667,667,651,16,0,478,215
2807904062,1249,1014,627,627,612,15,0,387,235
2807904063,1580,1218,756,756,738,18,0,462,362
2807904064,926,785,446,446,429,17,0,339,141
2807904065,1678,1427,823,823,809,14,0,604,251
2807904067,1090,922,563,563,539,24,0,359,168
2807904068,1036,846,501,501,484,17,0,345,190
2807904069,1500,1257,797,797,775,22,0,460,243
2807904070,1260,1016,676,676,663,13,0,340,244
2807904071,1279,1098,729,729,717,12,0,369,181
2807904072,680,611,428,428,413,15,0,183,69
2807904073,1457,1295,845,845,822,23,0,450,162
2807904074,1132,1033,645,645,632,13,0,388,99
2807904075,912,847,570,570,559,11,0,277,65
2807904076,971,885,603,603,594,9,0,282,86
2807904077,1116,1053,674,674,663,11,0,379,63
2807904078,724,667,446,446,440,6,0,221,57
2807904079,1164,1075,716,716,707,9,0,359,89
2807904080,762,705,484,484,478,6,0,221,57
2807904081,1109,1007,673,673,658,15,0,334,102
2807904082,869,783,516,516,503,13,0,267,86
2807904083,755,654,456,456,439,17,0,198,101
2807904084,817,762,542,542,529,13,0,220,55
2807904085,1893,1583,1069,1069,1046,23,0,514,310
2807904086,2450,2080,1298,1298,1265,33,0,782,370
2807904087,2464,1987,1159,1159,1142,17,0,828,477
2807904088,2057,1598,941,941,901,40,0,657,459
2807904089,761,592,309,309,299,10,0,283,169
2807904090,1271,988,580,580,562,18,0,408,283
2807904091,1550,1089,598,598,581,17,0,491,461
2807904092,972,777,429,429,418,11,0,348,195
2807904093,1165,821,476,476,464,12,0,345,344
2807904094,1367,1133,675,675,651,24,0,458,234
2807904095,634,504,271,271,264,7,0,233,130
2807904096,769,651,388,388,382,6,0,263,118
2807904097,1031,820,502,502,491,11,0,318,211
2807904098,1288,1146,684,684,669,15,0,462,142
2807904099,1274,919,544,544,531,13,0,375,355
2807904100,824,700,423,423,415,8,0,277,124
2807904101,1047,650,374,374,364,10,0,276,397
2807904102,1173,862,493,493,480,13,0,369,311
2807904103,1257,986,576,576,567,9,0,410,271
2807904104,1132,862,515,515,497,18,0,347,270
2807904105,1116,978,574,574,563,11,0,404,138
2807904106,1181,883,523,523,507,16,0,360,298
2807904107,640,564,361,361,356,5,0,203,76
2807904108,977,763,500,500,493,7,0,263,214
2807904109,1648,1332,821,821,804,17,0,511,316
2807904110,1111,898,536,536,524,12,0,362,213
2807904111,1875,1601,1006,1006,993,13,0,595,274
2807904112,1224,967,586,586,581,5,0,381,257
2807904113,1085,886,560,560,544,16,0,326,199
2807904114,1500,1202,777,777,765,12,0,425,298
2807904115,1915,1573,967,967,954,13,0,606,342
2807904116,910,697,441,441,436,5,0,256,213
2807904117,872,726,403,403,393,10,0,323,146
2807904118,804,602,368,368,366,2,0,234,202
2807904119,1414,1144,678,678,675,3,0,466,270
2807904120,948,804,522,522,514,8,0,282,144
2807904121,1130,958,596,596,591,5,0,362,172
2807904123,1381,1165,714,714,698,16,0,451,216
2807904124,920,710,414,414,399,15,0,296,210
2807904126,1428,1155,714,714,706,8,0,441,273
2807904127,999,728,431,431,420,11,0,297,271
2807904128,1066,744,462,462,451,11,0,282,322
2807904129,719,582,332,332,327,5,0,250,137
2807904130,859,663,407,407,400,7,0,256,196
2807905001,1113,875,541,541,533,8,0,334,238
2807905002,1528,1094,723,723,716,7,0,371,434
2807905003,1846,1487,968,968,957,11,0,519,359
2807905004,1358,1129,748,748,741,7,0,381,229
2807905005,1336,1147,773,773,763,10,0,374,189
2807905006,1308,1053,709,709,705,4,0,344,255
2807905007,1820,1555,1016,1016,996,20,0,539,265
2807905008,1529,1148,790,790,779,11,0,358,381
2807905009,1155,947,662,662,656,6,0,285,208
2807905010,894,663,435,435,429,6,0,228,231
2807905011,819,669,429,429,421,8,0,240,150
2807905012,1168,870,553,553,541,12,0,317,298
2807905013,818,696,434,434,425,9,0,262,122
2807905014,1094,879,550,550,532,18,0,329,215
2807905015,1079,829,493,493,476,17,0,336,250
2807905016,830,657,387,387,375,12,0,270,173
2807905017,1433,1114,662,662,650,12,0,452,319
2807905018,1336,1053,628,628,612,16,0,425,283
2807905019,920,734,438,438,426,12,0,296,186
2807905020,1338,1066,651,651,644,7,0,415,272
2807905021,983,654,424,424,416,8,0,230,329
2807905022,1456,1142,726,726,712,14,0,416,314
2807905023,1375,1245,693,693,675,18,0,552,130
2807905024,961,881,572,572,563,9,0,309,80
2807905025,1117,991,659,659,642,17,0,332,126
2807905026,1602,1362,848,848,830,18,0,514,240
2807905027,1807,1449,888,888,866,22,0,561,358
2807905028,2076,1620,1027,1027,1011,16,0,593,456
2807905029,1873,1388,862,862,839,23,0,526,485
2807905030,1379,1086,717,717,702,15,0,369,293
2807905031,1009,863,568,568,553,15,0,295,146
2807905032,1462,1129,651,651,636,15,0,478,333
2807905033,2025,1693,1041,1041,1017,24,0,652,332
2807905034,1637,1374,840,840,823,17,0,534,263
2807905035,1263,1108,688,688,671,17,0,420,155
2807905036,1712,1569,1025,1025,1009,16,0,544,143
2807905037,1322,1189,794,794,784,10,0,395,133
2807905038,1851,1571,1173,1173,1158,15,0,398,280
2807905039,1448,1263,765,765,753,12,0,498,185
2807905040,705,577,372,372,363,9,0,205,128
2807905041,1256,871,544,544,525,19,0,327,385
2807905042,1526,1196,756,756,734,22,0,440,330
2807905043,1268,1064,638,638,616,22,0,426,204
2807905044,1701,1310,801,801,778,23,0,509,391
2807905045,1813,1397,908,908,892,16,0,489,416
2807905046,1774,1350,834,834,817,17,0,516,424
2807905047,1754,1256,800,800,784,16,0,456,498
2807905048,1150,970,622,622,605,17,0,348,180
2807905049,1207,1038,675,675,662,13,0,363,169
2807905051,1470,1284,871,871,852,19,0,413,186
2807905052,1442,1259,846,846,834,12,0,413,183
2807905053,2111,1836,1317,1317,1298,19,0,519,275
2807905054,1649,1409,901,901,881,20,0,508,240
2807905055,1527,1326,832,832,816,16,0,494,201
2807905056,1447,1251,792,792,776,16,0,459,196
2807905057,1143,963,603,603,588,15,0,360,180
2807905058,1800,1573,892,892,866,26,0,681,227
2807905059,745,641,442,442,435,7,0,199,104
2807905060,1484,1187,753,753,729,24,0,434,297
2807905061,2187,1870,1223,1223,1191,32,0,647,317
2807905062,1685,1508,934,934,915,19,0,574,177
2807905063,820,698,471,471,467,4,0,227,122
2807905064,2057,1723,1000,1000,980,20,0,723,334
2807905065,1173,984,606,606,597,9,0,378,189
2807905066,1323,1125,703,703,691,12,0,422,198
2807905067,2368,2002,1231,1231,1218,13,0,771,366
2807905068,1757,1505,985,985,974,11,0,520,252
2807905069,865,718,437,437,433,4,0,281,147
2807905070,1921,1560,959,959,946,13,0,601,361
2807905072,1582,1321,797,797,787,10,0,524,261
2807905073,1715,1452,950,950,939,11,0,502,263
2807905074,1503,1191,758,758,748,10,0,433,312
2807905075,1694,1374,921,921,910,11,0,453,320
2807905076,2353,1842,1188,1188,1171,17,0,654,511
2807905077,1487,1230,860,860,849,11,0,370,257
2807905078,930,787,524,524,522,2,0,263,143
2807905079,1754,1389,872,872,841,31,0,517,365
2807905080,1037,890,577,577,570,7,0,313,147
2807905081,1613,1425,914,914,898,16,0,511,188
2807905082,2384,1996,1426,1426,1406,20,0,570,388
2807905083,2055,1547,998,998,971,27,0,549,508
2807905084,1738,1498,1006,1006,985,21,0,492,240
2807905085,1892,1642,1025,1025,1009,16,0,617,250
2807905086,1308,929,535,535,522,13,0,394,379
2807905087,1867,1560,945,945,921,24,0,615,307
2807905088,794,713,424,424,411,13,0,289,81
2807905089,775,702,413,413,407,6,0,289,73
2807905090,984,927,521,521,498,23,0,406,57
2807905091,876,730,465,465,454,11,0,265,146
2807905092,760,591,394,394,374,20,0,197,169
2807905093,710,533,318,318,303,15,0,215,177
2807905094,2589,2240,1522,1522,1498,24,0,718,349
2807905095,1936,1792,1209,1209,1192,17,0,583,144
2807905096,1397,1115,701,701,691,10,0,414,282
2807905097,1484,1274,825,825,814,11,0,449,210
2807905098,1118,1008,581,581,565,16,0,427,110
2807905099,1835,1647,1124,1124,1106,18,0,523,188
2807905100,2055,1799,1214,1214,1195,19,0,585,256
2807905101,2528,2272,1592,1592,1558,34,0,680,256
2807905102,938,867,553,553,540,13,0,314,71
2807906001,1326,874,534,534,514,20,0,340,452
2807906002,982,662,420,420,403,17,0,242,320
2807906003,1470,1094,642,642,620,22,0,452,376
2807906004,1280,726,494,494,481,13,0,232,554
2807906005,1137,730,511,511,488,23,0,219,407
2807906006,1001,613,419,419,414,5,0,194,388
2807906007,1167,789,536,536,526,10,0,253,378
2807906008,1232,815,528,528,509,19,0,287,417
2807906009,1100,886,527,527,506,21,0,359,214
2807906010,1825,1590,1001,1001,972,29,0,589,235
2807906011,1309,829,576,576,561,15,0,253,480
2807906012,1026,672,446,446,435,11,0,226,354
2807906013,1004,578,358,358,347,11,0,220,426
2807906014,1150,784,446,446,431,15,0,338,366
2807906015,1176,641,397,397,379,18,0,244,535
2807906016,1748,1118,701,701,685,16,0,417,630
2807906017,1121,684,437,437,425,12,0,247,437
2807906018,1421,896,568,568,549,19,0,328,525
2807906019,2281,1193,735,735,711,24,0,458,1088
2807906021,2016,1019,644,644,628,16,0,375,997
2807906023,1217,876,544,544,535,9,0,332,341
2807906024,730,562,317,317,310,7,0,245,168
2807906025,1061,621,382,382,368,14,0,239,440
2807906026,1057,749,437,437,421,16,0,312,308
2807906027,1216,891,478,478,469,9,0,413,325
2807906028,1311,1183,695,695,681,14,0,488,128
2807906029,1553,1129,536,536,517,19,0,593,424
2807906031,1169,981,588,588,575,13,0,393,188
2807906032,1103,778,466,466,456,10,0,312,325
2807906033,1468,887,517,517,494,23,0,370,581
2807906034,874,585,349,349,335,14,0,236,289
2807906035,1661,1038,666,666,640,26,0,372,623
2807906036,1034,730,435,435,419,16,0,295,304
2807906037,1209,788,465,465,456,9,0,323,421
2807906038,846,723,416,416,405,11,0,307,123
2807906039,845,725,392,392,380,12,0,333,120
2807906040,1147,1025,648,648,638,10,0,377,122
2807906041,1868,1408,817,817,797,20,0,591,460
2807906042,2043,1399,836,836,802,34,0,563,644
