Estadística del Padrón Continuo,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,
Población por sexo, Sección y relación lugar de nacimiento y residencia.,,,,,,,,
Unidades: Personas,,,,,,,,,
,,,,,,,,,
CUSEC,Total,Nacidos en España,En la misma Comunidad Autónoma,Misma Comunidad Autónoma. Misma Provincia,Misma Comunidad Autónoma. Misma Provincia. Mismo Municipio,Misma Comunidad Autónoma. Misma Provincia. Distinto Municipio,Misma Comunidad Autónoma. Distinta Provincia,En distinta Comunidad Autónoma,Nacidos en el Extranjero
2807910021,1275,948,588,588,559,29,0,360,327
2807910022,1021,622,407,407,394,13,0,215,399
2807910023,826,591,370,370,356,14,0,221,235
2807910024,1217,776,505,505,476,29,0,271,441
2807910025,1170,825,557,557,540,17,0,268,345
2807910026,918,715,446,446,426,20,0,269,203
2807910027,1189,873,550,550,537,13,0,323,316
2807910028,1225,819,518,518,497,21,0,301,406
2807910029,1390,977,639,639,611,28,0,338,413
2807910030,1322,881,554,554,532,22,0,327,441
2807910031,792,578,379,379,368,11,0,199,214
2807910032,1363,953,654,654,632,22,0,299,410
2807910033,956,719,465,465,446,19,0,254,237
2807910034,768,506,334,334,323,11,0,172,262
2807910035,986,759,511,511,495,16,0,248,227
2807910036,1459,1107,715,715,696,19,0,392,352
2807910037,1621,1098,754,754,718,36,0,344,523
2807910038,810,568,366,366,348,18,0,202,242
2807910039,1180,863,551,551,524,27,0,312,317
2807910040,919,680,519,519,503,16,0,161,239
2807910041,1448,997,697,697,677,20,0,300,451
2807910042,1319,957,702,702,679,23,0,255,362
2807910043,1445,1046,736,736,705,31,0,310,399
2807910044,856,664,434,434,426,8,0,230,192
2807910046,1259,987,672,672,646,26,0,315,272
2807910047,966,559,358,358,334,24,0,201,407
2807910048,1232,738,457,457,435,22,0,281,494
2807910049,1205,806,494,494,478,16,0,312,399
2807910050,1401,897,533,533,508,25,0,364,504
2807910051,1025,659,386,386,372,14,0,273,366
2807910052,1145,783,460,460,431,29,0,323,362
2807910053,1139,751,494,494,475,19,0,257,388
2807910054,1296,1117,707,707,679,28,0,410,179
2807910055,1212,958,630,630,604,26,0,328,254
2807910056,1107,735,506,506,481,25,0,229,372
2807910057,1526,1087,695,695,678,17,0,392,439
2807910058,1082,752,477,477,461,16,0,275,330
2807910059,1237,863,624,624,603,21,0,239,374
2807910060,1981,1734,1223,1223,1163,60,0,511,247
2807910061,1548,1022,597,597,562,35,0,425,526
2807910062,876,635,474,474,457,17,0,161,241
2807910063,1547,1157,752,752,727,25,0,405,390
2807910065,842,574,330,330,308,22,0,244,268
2807910067,904,720,454,454,437,17,0,266,184
2807910068,819,639,403,403,393,10,0,236,180
2807910069,1353,926,603,603,575,28,0,323,427
2807910070,1112,753,520,520,500,20,0,233,359
2807910072,2032,1704,1205,1205,1168,37,0,499,328
2807910073,1195,781,511,511,491,20,0,270,414
2807910074,820,623,380,380,373,7,0,243,197
2807910075,882,661,461,461,440,21,0,200,221
2807910076,934,778,587,587,569,18,0,191,156
2807910077,764,571,426,426,409,17,0,145,193
2807910078,1061,862,635,635,612,23,0,227,199
2807910081,628,574,340,340,328,12,0,234,54
2807910082,884,640,421,421,399,22,0,219,244
2807910083,738,531,349,349,336,13,0,182,207
2807910084,2014,1171,724,724,693,31,0,447,843
2807910086,1487,982,574,574,555,19,0,408,505
2807910087,1004,958,511,511,496,15,0,447,46
2807910088,1166,937,554,554,521,33,0,383,229
2807910089,1037,814,470,470,440,30,0,344,223
2807910090,875,764,432,432,399,33,0,332,111
2807910091,959,876,515,515,489,26,0,361,83
2807910092,839,654,404,404,379,25,0,250,185
2807910093,859,645,394,394,376,18,0,251,214
2807910094,1116,721,419,419,392,27,0,302,395
2807910095,1217,822,455,455,422,33,0,367,395
2807910096,1452,938,533,533,503,30,0,405,514
2807910098,1091,851,496,496,473,23,0,355,240
2807910099,1113,918,537,537,508,29,0,381,195
2807910100,966,782,464,464,444,20,0,318,184
2807910101,1083,918,592,592,575,17,0,326,165
2807910102,682,584,323,323,305,18,0,261,98
2807910103,1100,871,503,503,480,23,0,368,229
2807910104,599,530,310,310,282,28,0,220,69
2807910106,1446,1258,713,713,678,35,0,545,188
2807910107,1085,975,566,566,541,25,0,409,110
2807910108,797,685,403,403,388,15,0,282,112
2807910109,1405,1240,767,767,732,35,0,473,165
2807910110,862,580,335,335,322,13,0,245,282
2807910111,764,504,293,293,283,10,0,211,260
2807910112,1022,633,357,357,338,19,0,276,389
2807910113,916,622,358,358,339,19,0,264,294
2807910114,1041,684,407,407,389,18,0,277,357
2807910115,1166,790,453,453,432,21,0,337,376
2807910116,1401,1199,753,753,713,40,0,446,202
2807910117,1229,1076,618,618,589,29,0,458,153
2807910118,1122,970,568,568,536,32,0,402,152
2807910119,1570,1477,888,888,839,49,0,589,93
2807910120,1187,959,586,586,543,43,0,373,228
2807910121,1171,911,468,468,441,27,0,443,260
2807910122,1127,910,521,521,494,27,0,389,217
2807910123,919,752,371,371,344,27,0,381,167
2807910124,1438,926,554,554,525,29,0,372,512
2807910125,739,573,358,358,343,15,0,215,166
2807910126,1287,904,562,562,528,34,0,342,383
2807910127,936,711,394,394,376,18,0,317,225
2807910128,1313,1069,667,667,634,33,0,402,244
2807910129,637,567,314,314,288,26,0,253,70
2807910130,1610,1321,771,771,726,45,0,550,289
2807910131,1115,844,471,471,450,21,0,373,271
2807910132,821,625,370,370,347,23,0,255,196
2807910133,1671,1356,813,813,764,49,0,543,315
2807910134,643,515,234,234,217,17,0,281,128
2807910135,776,636,362,362,339,23,0,274,140
2807910136,1159,896,537,537,512,25,0,359,263
2807910137,965,643,396,396,367,29,0,247,322
2807910138,743,656,400,400,379,21,0,256,87
2807910139,1106,809,546,546,520,26,0,263,297
2807910140,842,695,426,426,405,21,0,269,147
2807910142,1695,1203,752,752,712,40,0,451,492
2807910143,1263,956,604,604,565,39,0,352,307
2807910144,1325,797,491,491,468,23,0,306,528
2807910145,1541,1035,652,652,601,51,0,383,506
2807910146,1222,864,495,495,455,40,0,369,358
2807910147,1474,943,579,579,541,38,0,364,531
2807910148,1438,853,544,544,516,28,0,309,585
2807910149,1007,602,372,372,354,18,0,230,405
2807910150,862,561,338,338,318,20,0,223,301
2807910151,1787,1236,781,781,733,48,0,455,551
2807910152,773,706,393,393,358,35,0,313,67
2807910153,2483,2053,1435,1435,1318,117,0,618,430
2807910154,801,648,405,405,385,20,0,243,153
2807910156,897,857,371,371,334,37,0,486,40
2807910157,747,718,310,310,283,27,0,408,29
2807910158,1233,1170,587,587,521,66,0,583,63
2807910159,1190,1139,580,580,547,33,0,559,51
2807910161,1641,1349,811,811,768,43,0,538,292
2807910162,912,692,369,369,347,22,0,323,220
2807910163,756,588,312,312,291,21,0,276,168
2807910164,1393,994,618,618,585,33,0,376,399
2807910165,1158,970,630,630,588,42,0,340,188
2807910167,2253,1998,1418,1418,1329,89,0,580,255
2807910168,1306,947,539,539,503,36,0,408,359
2807910169,776,615,371,371,352,19,0,244,161
2807910170,1178,929,646,646,604,42,0,283,249
2807910171,1107,966,634,634,601,33,0,332,141
2807910172,735,602,406,406,383,23,0,196,133
2807910173,1592,1376,879,879,827,52,0,497,216
2807910174,944,801,518,518,486,32,0,283,143
2807910175,864,703,440,440,411,29,0,263,161
2807910176,1248,1034,643,643,594,49,0,391,214
2807910178,1054,942,579,579,542,37,0,363,112
2807910179,1127,927,594,594,570,24,0,333,200
2807910180,1254,1064,721,721,679,42,0,343,190
2807910181,1175,972,625,625,591,34,0,347,203
2807910182,1106,866,550,550,519,31,0,316,240
2807910183,991,841,523,523,494,29,0,318,150
2807910184,953,854,470,470,438,32,0,384,99
2807910185,773,628,419,419,399,20,0,209,145
2807910187,1266,961,636,636,594,42,0,325,305
2807910188,981,826,540,540,504,36,0,286,155
2807910189,1481,1207,767,767,714,53,0,440,274
2807910190,1080,828,521,521,487,34,0,307,252
2807910191,1602,1282,806,806,773,33,0,476,320
2807910192,1685,1530,966,966,914,52,0,564,155
2807910193,762,691,334,334,308,26,0,357,71
2807910194,937,809,519,519,489,30,0,290,128
2807910196,683,505,294,294,282,12,0,211,178
2807910197,1310,1134,675,675,629,46,0,459,176
2807910198,1307,1136,696,696,665,31,0,440,171
2807910199,1612,1386,811,811,769,42,0,575,226
2807910201,1063,945,592,592,562,30,0,353,118
2807910202,735,655,405,405,387,18,0,250,80
2807910203,1516,1294,809,809,775,34,0,485,222
2807910204,861,687,403,403,376,27,0,284,174
2807910205,1430,1320,782,782,746,36,0,538,110
2807910206,1302,1103,705,705,676,29,0,398,199
2807910207,1424,1262,820,820,783,37,0,442,162
2807910209,1291,1064,672,672,646,26,0,392,227
2807910210,1168,1064,725,725,697,28,0,339,104
2807910211,994,889,561,561,549,12,0,328,105
2807910212,979,910,635,635,606,29,0,275,69
2807910213,2296,2102,1564,1564,1500,64,0,538,194
2807910214,1895,1758,1230,1230,1173,57,0,528,137
2807910215,1482,1368,1000,1000,958,42,0,368,114
2807910216,2846,2615,1990,1990,1833,157,0,625,231
2807910217,929,774,522,522,500,22,0,252,155
2807910218,1171,1112,875,875,826,49,0,237,59
2807910219,1427,1304,912,912,883,29,0,392,123
2807910220,2611,2248,1932,1932,1785,147,0,316,363
2807911001,1199,836,496,496,486,10,0,340,363
2807911002,1621,1258,712,712,678,34,0,546,363
2807911003,1723,1453,846,846,818,28,0,607,270
2807911004,1496,1242,758,758,723,35,0,484,254
2807911005,1123,875,510,510,489,21,0,365,248
2807911006,1240,978,571,571,556,15,0,407,262
2807911007,2000,1289,823,823,802,21,0,466,711
2807911010,832,656,366,366,354,12,0,290,176
2807911011,795,600,360,360,345,15,0,240,195
2807911012,1981,1353,845,845,816,29,0,508,628
2807911013,1496,1015,673,673,658,15,0,342,481
2807911015,1531,1063,711,711,683,28,0,352,468
2807911016,1080,771,477,477,461,16,0,294,309
2807911017,1154,900,693,693,675,18,0,207,254
2807911018,807,635,486,486,468,18,0,149,172
2807911019,690,511,313,313,301,12,0,198,179
2807911021,1342,854,598,598,574,24,0,256,488
2807911022,1511,1184,812,812,776,36,0,372,327
2807911023,1310,871,516,516,495,21,0,355,439
2807911024,1353,936,620,620,597,23,0,316,417
2807911025,1336,960,662,662,637,25,0,298,376
2807911026,2125,1488,966,966,940,26,0,522,637
2807911028,1002,807,519,519,493,26,0,288,195
2807911029,864,687,466,466,450,16,0,221,177
2807911030,819,592,388,388,374,14,0,204,227
2807911031,967,822,500,500,485,15,0,322,145
2807911032,1387,842,524,524,506,18,0,318,545
2807911033,1691,926,621,621,605,16,0,305,765
2807911034,1012,603,380,380,364,16,0,223,409
2807911035,1080,695,460,460,437,23,0,235,385
2807911036,1246,710,458,458,443,15,0,252,536
2807911037,1300,839,548,548,528,20,0,291,461
2807911038,1065,741,445,445,433,12,0,296,324
2807911039,1872,1428,990,990,957,33,0,438,444
2807911040,906,581,352,352,346,6,0,229,325
2807911041,1427,721,469,469,454,15,0,252,706
2807911042,1215,799,549,549,532,17,0,250,416
2807911043,1098,766,450,450,431,19,0,316,332
2807911044,1806,1609,1111,1111,1066,45,0,498,197
2807911045,781,634,383,383,374,9,0,251,147
2807911046,812,593,332,332,323,9,0,261,219
2807911047,1284,852,530,530,513,17,0,322,432
2807911048,1530,1202,897,897,871,26,0,305,328
2807911049,1917,1500,913,913,884,29,0,587,417
2807911050,1178,925,604,604,588,16,0,321,253
2807911051,1405,1165,751,751,715,36,0,414,240
2807911054,1194,981,744,744,719,25,0,237,213
2807911055,1369,950,595,595,561,34,0,355,419
2807911056,1069,699,454,454,431,23,0,245,370
2807911057,1026,745,520,520,502,18,0,225,281
2807911058,778,554,369,369,354,15,0,185,224
2807911059,1253,884,595,595,566,29,0,289,369
2807911060,1196,1072,818,818,788,30,0,254,124
2807911061,966,567,388,388,376,12,0,179,399
2807911062,1490,910,612,612,589,23,0,298,580
2807911063,2106,1462,993,993,948,45,0,469,644
2807911065,1580,1326,942,942,898,44,0,384,254
2807911066,687,592,459,459,437,22,0,133,95
2807911067,2927,2254,1541,1541,1486,55,0,713,673
2807911068,1305,808,463,463,444,19,0,345,497
2807911069,2134,1313,755,755,716,39,0,558,821
2807911070,1997,1347,936,936,899,37,0,411,650
2807911071,1711,1318,939,939,911,28,0,379,393
2807911072,1481,950,628,628,601,27,0,322,531
2807911073,1328,761,482,482,463,19,0,279,567
2807911074,894,498,326,326,317,9,0,172,396
2807911075,810,644,334,334,315,19,0,310,166
2807911078,1518,875,549,549,524,25,0,326,643
2807911079,954,590,352,352,346,6,0,238,364
2807911080,1797,998,632,632,610,22,0,366,799
2807911081,1768,1084,646,646,625,21,0,438,684
2807911082,1168,661,419,419,399,20,0,242,507
2807911083,846,498,313,313,297,16,0,185,348
2807911084,839,513,294,294,280,14,0,219,326
2807911085,1288,839,506,506,488,18,0,333,449
2807911086,1048,676,423,423,407,16,0,253,372
2807911087,1495,896,594,594,564,30,0,302,599
2807911088,1634,1050,676,676,652,24,0,374,584
2807911089,1902,1220,736,736,707,29,0,484,682
2807911091,1403,913,526,526,496,30,0,387,490
2807911092,1139,788,523,523,493,30,0,265,351
2807911093,1202,1035,566,566,535,31,0,469,167
2807911094,1416,1310,724,724,682,42,0,586,106
2807911095,1206,1057,647,647,623,24,0,410,149
2807911096,879,787,452,452,434,18,0,335,92
2807911097,1131,943,600,600,570,30,0,343,188
2807911098,1401,1182,796,796,752,44,0,386,219
2807911099,990,860,531,531,507,24,0,329,130
2807911100,1919,1606,1125,1125,1069,56,0,481,313
2807911101,1613,1269,844,844,805,39,0,425,344
2807911102,1348,967,593,593,569,24,0,374,381
2807911103,1590,1129,748,748,717,31,0,381,461
2807911104,1083,773,438,438,423,15,0,335,310
2807911105,856,531,309,309,288,21,0,222,325
2807911106,869,591,354,354,338,16,0,237,278
2807911107,1174,836,483,483,452,31,0,353,338
2807911108,1206,764,461,461,436,25,0,303,442
2807911109,1284,756,452,452,436,16,0,304,528
2807911110,1115,654,434,434,419,15,0,220,461
2807911111,1091,577,393,393,379,14,0,184,514
2807911112,1240,869,523,523,489,34,0,346,371
2807911113,1540,879,536,536,514,22,0,343,661
2807911114,1253,846,545,545,523,22,0,301,407
2807911115,1871,1160,714,714,698,16,0,446,711
2807911116,833,550,363,363,347,16,0,187,283
2807911117,1678,1005,719,719,690,29,0,286,673
2807911118,1124,693,464,464,450,14,0,229,431
2807911119,1274,698,478,478,451,27,0,220,576
2807911120,1116,710,449,449,436,13,0,261,406
2807911121,1331,843,571,571,544,27,0,272,488
2807911122,1086,595,388,388,374,14,0,207,491
2807911123,944,851,422,422,387,35,0,429,93
2807911124,1591,1228,879,879,843,36,0,349,363
2807911125,1514,1228,888,888,835,53,0,340,286
2807911126,2805,2262,1711,1711,1630,81,0,551,543
2807911128,1145,850,676,676,654,22,0,174,295
2807911129,982,824,652,652,632,20,0,172,158
2807911130,1654,1048,720,720,707,13,0,328,606
2807911131,963,593,387,387,373,14,0,206,370
2807911132,857,496,294,294,276,18,0,202,361
2807911133,997,789,480,480,454,26,0,309,208
2807911134,781,565,327,327,315,12,0,238,216
2807911135,941,718,452,452,431,21,0,266,223
2807911136,1191,927,588,588,557,31,0,339,264
2807911137,2096,1729,1220,1220,1167,53,0,509,367
2807911138,1070,778,580,580,555,25,0,198,292
2807911139,1435,1033,608,608,576,32,0,425,402
2807911140,1643,1014,702,702,665,37,0,312,629
2807911141,1192,883,556,556,521,35,0,327,309
2807911142,716,559,364,364,347,17,0,195,157
2807911143,1253,939,635,635,606,29,0,304,314
2807911145,1196,920,553,553,523,30,0,367,276
2807911146,1402,1089,635,635,613,22,0,454,313
2807911147,1498,1288,815,815,781,34,0,473,210
2807911148,2229,1874,1347,1347,1277,70,0,527,355
2807911149,902,694,468,468,457,11,0,226,208
2807911150,1158,932,632,632,607,25,0,300,226
2807911151,1030,795,498,498,479,19,0,297,235
2807911152,2107,1721,1194,1194,1126,68,0,527,386
2807911153,1556,1104,693,693,664,29,0,411,452
2807911154,1208,817,537,537,510,27,0,280,391
2807911155,2389,2038,1633,1633,1518,115,0,405,351
2807911156,2662,2323,1941,1941,1825,116,0,382,339
2807911157,1111,904,649,649,635,14,0,255,207
2807911158,1260,972,721,721,710,11,0,251,288
2807911159,654,508,383,383,370,13,0,125,146
2807911160,821,571,423,423,404,19,0,148,250
2807911161,1261,684,456,456,430,26,0,228,577
2807911162,752,559,360,360,335,25,0,199,193
2807911163,1387,1136,687,687,659,28,0,449,251
2807911165,1672,1225,730,730,695,35,0,495,447
2807911167,1061,713,430,430,415,15,0,283,348
2807911168,1051,765,458,458,434,24,0,307,286
2807911169,2526,1561,996,996,936,60,0,565,965
2807911170,946,573,378,378,361,17,0,195,373
2807911171,928,540,353,353,344,9,0,187,388
2807911173,1205,780,518,518,495,23,0,262,425
2807911174,780,552,359,359,349,10,0,193,228
2807911175,1548,963,593,593,570,23,0,370,585
2807911176,1084,743,544,544,529,15,0,199,341
2807911177,2131,1546,1070,1070,1036,34,0,476,585
2807911178,828,553,394,394,379,15,0,159,275
2807911179,944,721,484,484,451,33,0,237,223
2807911180,1381,1127,879,879,847,32,0,248,254
2807911181,976,812,467,467,452,15,0,345,164
2807911182,2745,2387,1908,1908,1807,101,0,479,358
2807911183,2512,2220,1849,1849,1728,121,0,371,292
2807911184,1085,986,635,635,621,14,0,351,99
2807911185,1445,1248,859,859,815,44,0,389,197
2807911186,1764,1554,1317,1317,1221,96,0,237,210
2807911187,2919,2536,2051,2051,1849,202,0,485,383
2807911188,1912,1796,1487,1487,1327,160,0,309,116
2807911189,2349,1980,1729,1729,1604,125,0,251,369
2807911190,3136,2867,2376,2376,2126,250,0,491,269
2807911191,2213,2102,1779,1779,1579,200,0,323,111
2807911192,2938,2618,2120,2120,1937,183,0,498,320
2807911193,1373,1025,657,657,624,33,0,368,348
2807911194,1135,1035,864,864,819,45,0,171,100
2807912001,631,581,424,424,408,16,0,157,50
2807912002,744,701,474,474,464,10,0,227,43
2807912003,1181,1051,687,687,654,33,0,364,130
2807912005,980,889,615,615,589,26,0,274,91
2807912006,724,670,435,435,420,15,0,235,54
2807912007,1356,1186,809,809,774,35,0,377,170
2807912008,1187,987,689,689,666,23,0,298,200
2807912009,1093,965,595,595,570,25,0,370,128
2807912010,921,833,532,532,521,11,0,301,88
2807912011,943,864,590,590,572,18,0,274,79
2807912012,970,887,585,585,568,17,0,302,83
2807912013,979,873,569,569,544,25,0,304,106
2807912014,1109,992,747,747,736,11,0,245,117
2807912015,1123,1009,680,680,670,10,0,329,114
2807912016,1681,1472,1084,1084,1062,22,0,388,209
2807912018,1781,1552,1225,1225,1196,29,0,327,229
2807912019,1185,997,799,799,782,17,0,198,188
2807912020,1239,1050,823,823,804,19,0,227,189
2807912021,672,493,274,274,261,13,0,219,179
2807912022,812,572,388,388,378,10,0,184,240
2807912023,1468,1175,921,921,906,15,0,254,293
2807912024,2116,1766,1294,1294,1265,29,0,472,350
2807912027,1701,1265,874,874,842,32,0,391,436
2807912028,877,607,366,366,353,13,0,241,270
2807912029,1300,758,461,461,449,12,0,297,542
2807912030,1241,791,506,506,496,10,0,285,450
2807912031,819,503,310,310,295,15,0,193,316
2807912032,2650,2077,1389,1389,1352,37,0,688,573
2807912033,1247,899,682,682,672,10,0,217,348
2807912034,1416,1127,899,899,861,38,0,228,289
2807912036,645,531,394,394,389,5,0,137,114
2807912037,1327,1172,886,886,861,25,0,286,155
2807912039,1012,642,432,432,423,9,0,210,370
2807912041,1523,938,607,607,593,14,0,331,585
2807912042,1166,617,386,386,373,13,0,231,549
2807912043,1343,947,727,727,706,21,0,220,396
2807912044,1557,923,578,578,559,19,0,345,634
2807912045,1739,884,605,605,588,17,0,279,855
2807912046,1707,850,593,593,573,20,0,257,857
2807912047,1157,544,396,396,386,10,0,148,613
2807912048,1533,908,653,653,633,20,0,255,625
2807912049,1682,1092,786,786,765,21,0,306,590
2807912050,1350,793,499,499,467,32,0,294,557
2807912051,1271,880,548,548,537,11,0,332,391
2807912052,1191,972,665,665,640,25,0,307,219
2807912053,1965,1704,1105,1105,1080,25,0,599,261
2807912054,1314,1012,612,612,595,17,0,400,302
2807912055,1834,1063,699,699,683,16,0,364,771
2807912056,1740,877,580,580,562,18,0,297,863
2807912057,1446,728,517,517,506,11,0,211,718
2807912059,1734,1251,815,815,797,18,0,436,483
2807912061,2215,1594,1070,1070,1031,39,0,524,621
2807912062,1359,979,738,738,716,22,0,241,380
2807912064,1303,906,699,699,679,20,0,207,397
2807912065,1258,718,573,573,561,12,0,145,540
2807912066,1501,687,492,492,483,9,0,195,814
2807912067,1997,969,702,702,676,26,0,267,1028
2807912069,1249,761,475,475,460,15,0,286,488
2807912070,1093,848,535,535,523,12,0,313,245
2807912071,1636,1139,764,764,736,28,0,375,497
2807912073,903,551,393,393,380,13,0,158,352
2807912074,860,539,392,392,377,15,0,147,321
2807912075,1574,945,698,698,670,28,0,247,629
2807912077,1502,1262,970,970,942,28,0,292,240
2807912078,1365,887,588,588,566,22,0,299,478
2807912079,1079,699,456,456,438,18,0,243,380
2807912080,1483,822,547,547,523,24,0,275,661
2807912081,1278,815,508,508,498,10,0,307,463
2807912082,1001,551,357,357,336,21,0,194,450
2807912083,1251,746,452,452,434,18,0,294,505
2807912084,1061,716,441,441,420,21,0,275,345
2807912086,1083,947,605,605,594,11,0,342,136
2807912087,1784,1368,957,957,926,31,0,411,416
2807912088,1909,963,667,667,644,23,0,296,946
2807912089,1193,657,418,418,403,15,0,239,536
2807912090,1167,723,464,464,442,22,0,259,444
2807912091,1797,1155,700,700,667,33,0,455,642
2807912092,1389,831,524,524,503,21,0,307,558
2807912093,1934,1005,667,667,650,17,0,338,929
2807912094,2007,1056,733,733,704,29,0,323,951
2807912096,1451,650,465,465,446,19,0,185,801
2807912097,1154,599,412,412,400,12,0,187,555
2807912098,1855,1711,1336,1336,1304,32,0,375,144
2807912099,1173,1053,790,790,776,14,0,263,120
2807912100,1591,1304,935,935,920,15,0,369,287
2807912101,1833,1647,1375,1375,1325,50,0,272,186
2807912102,2532,2193,1848,1848,1780,68,0,345,339
2807912103,2478,1865,1561,1561,1505,56,0,304,613
2807912104,1807,1346,1050,1050,1020,30,0,296,461
2807912105,1681,1331,1021,1021,1000,21,0,310,350
2807912106,2417,2091,1748,1748,1692,56,0,343,326
2807912107,2379,1944,1375,1375,1332,43,0,569,435
2807912108,2890,2045,1565,1565,1521,44,0,480,845
2807912109,2168,1507,1202,1202,1171,31,0,305,661
2807913002,1199,1107,815,815,796,19,0,292,92
2807913003,755,705,498,498,487,11,0,207,50
2807913004,700,652,441,441,434,7,0,211,48
2807913005,851,750,513,513,502,11,0,237,101
2807913006,903,830,588,588,578,10,0,242,73
2807913007,1019,929,662,662,648,14,0,267,90
2807913008,1461,1148,794,794,779,15,0,354,313
2807913010,1094,864,574,574,566,8,0,290,230
2807913011,841,716,541,541,526,15,0,175,125
2807913012,1196,1034,787,787,779,8,0,247,162
2807913013,1311,1086,767,767,753,14,0,319,225
2807913014,1231,1015,709,709,700,9,0,306,216
2807913016,1159,907,654,654,648,6,0,253,252
2807913017,953,778,602,602,583,19,0,176,175
2807913018,935,734,539,539,528,11,0,195,201
2807913019,741,587,428,428,419,9,0,159,154
2807913021,983,821,606,606,594,12,0,215,162
2807913022,935,774,525,525,515,10,0,249,161
2807913023,840,685,442,442,431,11,0,243,155
2807913024,866,619,423,423,406,17,0,196,247
2807913026,879,761,503,503,492,11,0,258,118
2807913027,746,610,434,434,414,20,0,176,136
2807913028,808,673,506,506,491,15,0,167,135
2807913029,1190,1028,672,672,660,12,0,356,162
2807913030,1804,1453,985,985,951,34,0,468,351
2807913031,1159,717,526,526,508,18,0,191,442
2807913032,1886,1333,921,921,891,30,0,412,553
2807913033,1275,884,601,601,590,11,0,283,391
2807913034,1202,849,584,584,569,15,0,265,353
2807913035,2618,2125,1587,1587,1556,31,0,538,493
2807913036,1023,699,481,481,473,8,0,218,324
2807913037,1287,853,637,637,621,16,0,216,434
2807913038,924,573,392,392,382,10,0,181,351
2807913039,997,642,456,456,445,11,0,186,355
2807913040,1379,794,559,559,535,24,0,235,585
2807913041,1778,1044,767,767,752,15,0,277,734
2807913042,1469,676,482,482,463,19,0,194,793
2807913043,1442,667,464,464,453,11,0,203,775
2807913044,2026,1058,747,747,728,19,0,311,968
2807913045,1342,773,543,543,524,19,0,230,569
2807913046,1759,1104,809,809,786,23,0,295,655
2807913047,1452,1068,767,767,751,16,0,301,384
2807913048,1280,775,513,513,503,10,0,262,505
2807913049,1927,1337,909,909,886,23,0,428,590
2807913050,1117,654,474,474,463,11,0,180,463
2807913052,1038,587,408,408,386,22,0,179,451
2807913053,1366,767,525,525,512,13,0,242,599
2807913054,1832,1160,830,830,806,24,0,330,672
2807913055,1262,818,550,550,539,11,0,268,444
2807913056,1221,845,559,559,542,17,0,286,376
2807913057,1512,989,643,643,628,15,0,346,523
2807913058,1035,672,484,484,478,6,0,188,363
2807913059,1104,722,516,516,500,16,0,206,382
2807913060,1161,767,541,541,525,16,0,226,394
2807913061,970,599,412,412,398,14,0,187,371
2807913062,1098,669,471,471,460,11,0,198,429
2807913063,877,554,378,378,369,9,0,176,323
2807913064,792,505,321,321,309,12,0,184,287
2807913065,923,610,402,402,386,16,0,208,313
2807913066,1022,636,439,439,425,14,0,197,386
2807913069,834,582,394,394,375,19,0,188,252
2807913074,2112,1885,1359,1359,1330,29,0,526,227
2807913077,1430,1268,809,809,793,16,0,459,162
2807913078,1732,1341,882,882,852,30,0,459,391
2807913079,1528,958,707,707,687,20,0,251,570
2807913080,1450,845,658,658,632,26,0,187,605
2807913083,1792,964,697,697,681,16,0,267,828
2807913084,906,525,426,426,411,15,0,99,381
2807913086,1286,867,572,572,552,20,0,295,419
2807913087,742,517,331,331,317,14,0,186,225
2807913088,960,786,424,424,407,17,0,362,174
2807913089,773,524,336,336,325,11,0,188,249
2807913090,841,591,426,426,415,11,0,165,250
2807913091,1093,834,559,559,540,19,0,275,259
2807913092,2115,1744,1226,1226,1174,52,0,518,371
2807913094,2036,1773,1355,1355,1315,40,0,418,263
2807913103,805,720,519,519,503,16,0,201,85
2807913104,1708,1476,1061,1061,1043,18,0,415,232
2807913108,1818,1482,1063,1063,1037,26,0,419,336
2807913109,2168,1917,1361,1361,1339,22,0,556,251
2807913110,807,673,431,431,417,14,0,242,134
2807913111,845,740,542,542,536,6,0,198,105
2807913112,1314,1152,764,764,752,12,0,388,162
2807913114,700,530,346,346,337,9,0,184,170
2807913115,1584,1340,908,908,888,20,0,432,244
2807913116,772,660,443,443,434,9,0,217,112
2807913117,805,678,434,434,421,13,0,244,127
2807913118,799,754,504,504,487,17,0,250,45
2807913119,1294,938,541,541,528,13,0,397,356
2807913120,1236,1082,769,769,744,25,0,313,154
2807913121,994,710,464,464,460,4,0,246,284
2807913122,818,637,418,418,410,8,0,219,181
2807913123,1252,1108,807,807,790,17,0,301,144
2807913124,1369,1019,651,651,631,20,0,368,350
2807913125,1177,885,588,588,569,19,0,297,292
2807913126,787,516,334,334,320,14,0,182,271
2807913127,2508,2247,1792,1792,1755,37,0,455,261
2807913128,1337,1160,800,800,786,14,0,360,177
2807913129,827,716,515,515,505,10,0,201,111
2807913131,731,614,419,419,408,11,0,195,117
2807913132,1166,997,728,728,717,11,0,269,169
2807913133,979,865,592,592,575,17,0,273,114
2807913134,1070,945,611,611,601,10,0,334,125
2807913135,859,754,498,498,493,5,0,256,105
2807913136,1130,1022,688,688,676,12,0,334,108
2807913137,1724,1479,1007,1007,984,23,0,472,245
2807913138,909,758,546,546,533,13,0,212,151
2807913139,1049,797,497,497,484,13,0,300,252
2807913140,1505,1200,820,820,789,31,0,380,305
2807913142,1441,1137,792,792,768,24,0,345,304
