Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2800502002,1138,933,205,126,0,19,0,1,15,0,0,90,6,0,1,43,15,0,19,0,22,0,0,1,11,0,0,1,0,4,0,0,3,8,0,1,0
2800502003,1560,1240,320,217,1,33,1,1,18,2,1,156,21,0,16,34,0,0,19,2,28,0,0,2,2,0,0,11,1,6,2,1,1,20,18,0,0
2800502004,1439,1065,374,130,0,19,0,4,19,1,0,87,9,0,4,146,0,44,65,13,78,2,0,3,12,3,0,27,0,7,20,0,1,11,11,0,0
2800502005,1386,1038,348,182,0,11,1,3,4,1,1,158,3,1,0,120,0,35,34,23,33,1,0,0,8,0,1,10,0,2,9,0,1,10,10,0,0
2800502006,1857,1439,418,219,0,29,0,0,20,8,0,162,29,0,22,128,0,21,44,4,38,0,0,0,11,0,4,8,0,1,12,0,0,4,4,0,0
2800502007,1934,1501,433,186,1,11,1,3,22,1,1,140,11,0,8,159,0,29,86,13,65,1,7,2,9,3,1,13,2,8,11,0,6,12,11,0,0
2800502008,2356,1923,433,218,2,15,2,6,14,9,0,160,24,0,23,95,0,29,31,11,74,4,1,4,15,2,1,15,2,13,11,0,4,22,16,0,0
2800502009,782,597,185,89,0,0,0,1,5,4,0,78,8,0,4,51,1,10,14,4,30,4,0,0,9,3,0,3,2,8,0,0,0,7,7,0,0
2800502010,1443,1110,333,191,0,7,0,0,6,1,0,175,18,0,18,87,1,17,39,6,37,2,0,0,3,2,1,5,4,3,5,0,1,0,0,0,0
2800502011,1365,1164,201,70,2,24,0,0,9,1,0,34,34,1,27,67,0,15,24,1,20,0,0,2,4,0,0,5,1,3,4,0,0,10,10,0,0
2800502012,1221,1024,197,94,1,12,0,0,5,0,0,76,25,1,24,62,0,17,33,0,15,0,0,2,0,3,2,2,0,2,1,1,0,1,0,0,0
2800502013,824,693,131,72,0,21,0,0,10,0,0,39,10,0,10,36,0,2,16,6,13,0,0,1,7,1,0,4,0,0,0,0,0,0,0,0,0
2800502014,1026,808,218,113,2,10,1,5,8,4,0,82,20,0,18,40,0,23,15,0,33,0,0,11,4,0,0,0,1,0,1,0,8,12,7,0,0
2800502015,808,735,73,23,0,1,0,0,2,0,0,20,1,0,1,25,0,7,1,6,21,0,3,2,5,0,0,9,0,2,0,0,0,3,3,0,0
2800502016,1415,1160,255,177,0,29,0,3,26,0,0,118,23,0,21,7,0,0,5,1,28,0,2,7,6,0,2,0,0,0,11,0,0,20,20,0,0
2800502017,1145,948,197,94,1,20,0,0,2,3,0,66,5,1,0,64,0,24,32,0,34,2,0,5,5,2,0,7,0,5,4,0,1,0,0,0,0
2800502018,1805,1497,308,206,1,24,3,1,11,2,0,162,9,0,9,14,0,3,6,0,55,10,1,1,4,1,0,11,11,10,3,1,1,24,22,0,0
2800502019,2208,1711,497,332,0,43,2,0,14,3,1,269,10,0,10,68,2,44,1,0,61,0,2,6,14,9,1,12,2,1,10,0,3,26,14,4,0
2800502020,1978,1532,446,369,0,70,0,1,80,3,0,214,9,1,8,25,0,6,0,2,29,0,1,1,5,3,0,2,0,4,4,0,7,13,12,0,1
2800502021,1744,1358,386,242,1,24,0,5,24,3,0,185,24,0,17,48,0,19,7,3,59,3,1,1,15,0,0,19,0,1,15,0,3,13,12,0,0
2800502022,1284,1020,264,159,0,16,0,0,20,1,1,119,11,0,9,65,0,17,21,8,20,0,0,0,0,3,0,2,0,5,5,3,0,9,8,0,0
2800502023,1120,851,269,174,0,10,0,0,20,0,0,142,3,0,1,59,0,29,9,3,28,0,1,0,9,2,0,9,0,3,4,0,0,5,4,0,0
2800502024,1659,1347,312,195,0,9,0,2,15,2,0,166,12,3,8,68,0,25,13,7,30,1,1,0,9,4,0,3,0,3,8,1,0,7,7,0,0
2800502025,1529,1199,330,258,0,68,0,2,24,3,2,154,9,0,4,22,0,3,11,0,21,1,2,1,2,0,0,4,0,9,0,2,0,20,13,1,0
2800502026,1781,1385,396,242,0,21,0,5,19,7,1,189,3,0,1,46,0,13,16,0,71,5,1,1,17,8,1,7,4,4,13,3,2,34,29,0,0
2800502027,1687,1415,272,176,0,9,1,1,49,1,0,111,22,1,17,50,13,20,15,0,24,0,0,0,10,0,0,2,1,1,1,0,6,0,0,0,0
2800502028,1841,1716,125,83,1,6,1,6,18,1,0,48,11,0,9,15,1,3,9,0,16,1,0,3,3,1,1,4,0,0,0,1,1,0,0,0,0
2800502029,1448,1414,34,18,2,0,0,0,6,0,1,9,3,0,2,2,0,1,0,0,8,0,0,0,2,0,0,0,0,0,1,0,3,3,3,0,0
2800502030,1046,879,167,118,0,17,0,0,31,3,0,66,13,0,13,13,0,9,1,0,19,1,0,1,3,3,1,5,3,0,0,0,1,4,2,0,0
2800502031,1885,1814,71,40,0,0,0,4,6,0,0,29,4,0,4,6,6,0,0,0,15,3,0,0,5,2,0,0,0,0,1,0,2,6,5,0,0
2800502032,1432,1214,218,153,1,6,0,5,12,1,0,123,23,0,15,10,0,1,7,0,24,1,0,3,4,2,0,7,0,1,4,0,1,8,7,0,0
2800502033,1411,1216,195,139,0,10,0,2,16,2,0,108,5,0,4,16,0,4,10,2,25,0,0,2,4,4,0,5,0,2,4,1,2,9,8,0,1
2800502034,1569,1305,264,202,0,16,0,6,22,0,0,158,14,0,13,6,0,3,1,0,16,0,0,1,6,1,0,2,0,0,0,1,0,26,26,0,0
2800502035,1830,1539,291,182,2,26,0,6,8,3,0,136,22,0,20,46,3,5,17,5,31,3,3,0,0,3,1,0,1,6,4,0,0,10,0,8,0
2800502036,1879,1575,304,216,0,11,1,2,24,1,0,177,20,0,19,30,0,2,17,0,24,4,0,0,13,2,0,0,1,0,1,1,2,14,13,0,0
2800502037,1103,906,197,154,0,6,0,1,41,1,0,103,17,0,17,8,0,6,0,0,16,5,1,0,2,1,0,3,1,0,2,0,0,2,2,0,0
2800503001,1674,1270,404,270,0,13,1,3,10,2,1,239,6,1,3,49,0,17,14,0,56,3,4,0,11,2,0,9,3,13,5,0,2,23,17,4,0
2800503002,1262,941,321,202,0,11,0,1,16,0,0,173,19,0,15,39,0,18,15,0,36,0,1,0,4,4,0,3,0,5,12,1,4,25,24,0,0
2800503003,1358,813,545,408,0,33,0,0,8,1,0,366,39,0,37,25,0,16,3,0,52,2,10,2,3,5,0,12,1,4,10,0,0,21,21,0,0
2800503004,1521,1276,245,174,1,31,0,8,15,2,0,117,21,2,19,24,0,7,9,0,16,1,1,2,4,1,0,1,1,1,2,1,0,10,10,0,0
2800503005,1126,769,357,234,0,29,0,1,16,1,1,186,31,2,24,59,0,24,19,0,22,0,0,2,6,0,0,5,1,3,2,1,0,11,6,3,0
2800503006,1787,1385,402,286,0,18,0,6,4,3,0,255,34,1,21,32,0,24,0,0,24,1,0,4,3,0,1,5,3,6,0,0,1,26,24,1,0
2800503007,2269,1816,453,340,1,25,0,5,2,1,0,305,28,1,19,33,1,18,10,0,37,0,0,1,5,0,0,8,0,10,7,0,2,15,10,0,0
2800503008,1328,1018,310,258,0,11,1,3,9,7,2,225,6,0,2,13,1,2,5,3,20,1,1,0,4,2,0,1,0,3,0,0,1,13,9,0,0
2800503009,1517,1108,409,267,0,20,0,3,11,1,0,232,32,0,21,64,2,40,11,4,26,0,0,1,3,1,0,5,1,9,4,0,0,20,19,0,0
2800503011,1548,1232,316,257,0,36,1,0,13,0,0,206,21,1,6,9,0,7,0,0,29,1,1,0,0,1,1,0,0,8,14,0,0,0,0,0,0
2800503012,1456,1149,307,214,0,21,0,1,7,1,2,180,16,0,4,36,0,15,2,2,36,1,9,0,8,4,5,5,0,0,1,1,1,5,0,0,0
2800503013,1565,1492,73,21,1,1,2,2,2,9,1,1,1,1,0,3,0,3,0,0,19,1,0,2,5,0,1,1,0,3,1,0,0,28,13,0,1
2800503014,2811,2393,418,347,0,26,2,12,16,12,3,275,6,0,3,7,0,1,0,0,47,1,0,1,15,7,2,1,0,2,3,0,1,11,11,0,0
2800503015,2400,2293,107,67,2,5,0,7,10,0,2,36,2,1,0,8,0,4,0,0,24,2,0,4,1,2,3,0,0,3,4,0,4,6,1,1,0
2800503016,2336,2161,175,81,4,0,4,17,5,10,3,30,2,2,0,4,0,2,0,0,43,3,1,4,5,0,0,0,6,1,0,0,0,45,38,0,0
2800503017,2148,2022,126,67,6,3,1,18,0,11,4,22,4,0,0,5,4,1,0,0,25,4,0,2,1,8,1,0,0,2,0,0,1,22,16,0,3
2800504001,2849,2481,368,55,1,0,4,8,7,4,5,21,28,22,2,16,0,3,0,0,106,7,0,5,21,0,3,22,1,3,1,2,12,163,143,0,0
2800504002,1634,1570,64,27,0,0,2,2,0,3,0,19,2,2,0,0,0,0,0,0,22,1,0,0,2,3,0,0,0,0,1,1,2,13,9,1,0
2800504003,1824,1755,69,56,3,2,0,12,5,0,0,31,1,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,5,5,0,0
2800504004,1388,1338,50,28,0,1,0,4,0,4,1,18,7,0,4,1,0,0,0,0,9,4,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0
2800504005,1878,1692,186,83,3,0,0,0,9,3,0,66,13,1,9,19,0,3,9,0,63,5,0,5,23,2,0,5,0,0,5,0,14,8,7,0,0
2800504006,2051,1913,138,95,1,6,2,5,15,6,0,56,15,0,12,1,0,0,0,0,18,2,0,0,0,1,0,7,0,2,0,0,5,9,8,0,0
2800504007,2339,2231,108,67,1,7,3,10,0,1,1,41,3,1,2,3,1,0,0,0,23,6,0,6,3,2,1,0,2,1,1,0,0,12,6,0,0
2800504008,2214,2135,79,33,1,9,6,6,5,0,1,2,6,0,0,1,0,0,0,0,19,3,0,2,2,0,5,0,0,1,2,0,1,20,16,0,0
2800504009,2197,2025,172,112,1,6,0,1,25,4,2,65,2,0,0,20,0,3,0,0,26,2,0,3,5,3,1,1,0,0,2,1,2,12,11,0,0
2800504010,2396,2228,168,106,3,0,4,9,4,2,1,66,2,0,0,6,0,5,0,0,29,1,0,2,10,1,0,4,1,1,1,0,0,25,25,0,0
2800504011,2482,2362,120,81,1,7,1,8,5,3,1,46,7,0,7,1,0,1,0,0,28,0,1,2,9,0,0,0,1,2,4,0,4,3,2,0,0
2800504012,1824,1554,270,141,0,24,1,5,30,1,0,79,32,2,18,53,0,33,0,0,39,1,4,2,17,0,0,2,0,1,7,1,4,5,2,0,0
2800504013,2080,2026,54,28,0,3,6,1,1,0,0,17,11,0,0,2,0,0,1,0,9,0,1,2,0,0,0,0,0,0,0,0,3,4,1,0,0
2800504014,1916,1811,105,57,0,6,1,0,4,1,1,42,5,1,0,2,0,0,0,0,25,0,0,0,6,0,1,0,0,0,0,0,1,16,15,0,0
2800504015,1260,1133,127,47,0,2,0,2,12,0,1,28,0,0,0,50,1,34,8,0,21,0,0,2,3,3,4,4,1,4,0,0,0,9,6,1,0
2800504016,1635,1598,37,20,1,2,0,0,4,0,1,12,4,0,0,1,0,0,0,1,8,0,0,3,1,1,0,0,0,0,0,0,0,4,3,0,0
2800504017,2922,2777,145,85,1,12,0,3,5,6,0,56,6,1,3,8,1,1,0,0,34,5,0,2,5,3,2,1,4,2,2,1,5,12,4,0,0
2800505001,1279,837,442,343,0,10,0,1,15,1,2,311,11,1,6,25,0,2,6,0,47,0,3,2,15,3,4,10,0,5,5,0,0,16,12,1,0
2800505002,1793,1339,454,312,0,7,3,0,10,1,0,287,25,0,21,36,4,26,5,0,60,1,0,9,4,1,2,9,0,17,13,0,1,21,15,0,0
2800505003,1619,1245,374,257,2,2,1,3,25,1,2,221,28,2,17,16,0,9,4,0,57,1,1,3,21,2,6,4,0,2,13,1,2,16,15,0,0
2800505004,1363,1061,302,210,0,2,0,0,20,0,0,187,11,0,11,7,0,3,0,0,59,0,5,4,14,1,0,11,2,5,16,0,0,15,15,0,0
2800505005,1283,1000,283,217,0,8,0,1,14,2,0,190,6,0,0,17,0,8,5,0,31,0,0,2,9,0,0,0,1,0,7,0,3,12,10,2,0
2800505006,887,748,139,111,0,7,0,2,9,0,0,93,1,0,0,1,0,1,0,0,16,2,0,0,4,1,0,0,0,1,1,0,0,10,10,0,0
2800505007,1984,1792,192,133,1,12,2,4,16,0,0,95,20,2,18,3,0,2,0,0,29,0,0,1,6,2,6,2,1,5,2,0,0,7,5,0,0
2800505008,1074,919,155,97,1,2,1,0,9,0,0,84,4,0,4,15,4,1,8,0,18,0,1,4,2,0,0,3,0,3,0,1,0,21,20,1,0
2800505009,1422,1146,276,177,0,13,2,1,9,10,1,136,5,1,3,25,5,8,4,2,55,1,0,8,7,3,6,6,6,2,6,3,1,14,12,0,0
2800505010,843,636,207,138,0,1,0,0,20,0,0,117,16,1,12,23,6,11,0,6,27,1,0,4,6,0,0,0,0,1,7,1,0,3,0,0,0
2800505011,1421,1109,312,236,0,8,0,3,23,0,0,199,6,1,3,15,0,13,1,0,36,2,0,4,12,1,0,9,0,4,3,0,0,19,19,0,0
2800505012,1901,1403,498,355,0,22,1,2,21,1,0,304,31,0,26,24,2,5,7,0,71,2,0,0,20,0,2,8,2,13,20,0,1,16,8,5,1
2800505013,1098,1072,26,18,6,0,2,2,0,0,2,6,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0
2800505014,2305,2001,304,201,1,10,0,1,13,1,2,170,28,0,21,15,0,6,3,1,43,2,1,8,4,2,6,2,1,4,6,2,3,17,13,0,0
2800505015,1456,1394,62,47,0,3,2,1,1,4,3,32,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,1,1,1,0,1,2,1,0,0
2800505016,942,891,51,31,0,1,1,5,4,0,0,19,0,0,0,0,0,0,0,0,20,3,1,1,2,3,0,3,0,0,0,0,5,0,0,0,0
2800505017,1839,1267,572,366,0,20,0,5,42,1,1,293,29,0,15,93,3,56,7,7,61,0,2,16,11,1,3,8,0,0,8,1,3,23,21,1,0
2800505018,1069,866,203,130,0,24,0,6,17,0,1,81,35,0,35,7,0,1,0,0,20,2,0,0,5,1,0,0,1,1,0,0,10,11,10,0,0
2800505019,783,595,188,148,0,0,0,0,5,0,0,143,1,0,0,19,0,13,1,4,11,0,0,0,1,1,0,0,1,5,3,0,0,9,8,1,0
2800505020,1816,1368,448,282,0,24,0,3,43,2,0,207,25,0,21,69,0,34,1,3,63,3,3,4,11,0,2,8,2,12,11,0,4,9,1,4,0
2800505021,1972,1573,399,317,0,5,0,1,22,1,2,286,13,1,12,7,0,5,2,0,47,2,0,4,8,0,0,2,2,4,22,3,0,15,13,1,0
2800505022,1994,1860,134,95,2,2,4,7,0,2,0,77,3,1,2,5,0,2,2,0,21,0,0,4,3,1,0,7,0,0,3,1,1,10,5,0,0
2800505023,1778,1475,303,227,0,0,0,4,17,0,2,204,10,0,7,3,0,0,3,0,44,1,0,1,4,3,0,9,0,0,23,0,2,19,16,3,0
2800505024,1653,1158,495,388,1,5,1,2,21,4,0,351,19,0,14,23,1,11,2,0,50,4,1,6,5,1,1,11,1,6,9,2,2,15,10,0,0
2800505025,1496,1044,452,333,1,28,0,0,16,0,1,282,0,0,0,27,2,12,10,0,66,1,0,12,8,3,0,5,2,3,26,1,1,26,25,0,0
2800505026,1589,1123,466,338,0,12,5,3,33,2,0,279,22,0,15,37,1,18,8,0,53,5,0,8,8,2,0,6,1,4,14,0,1,16,16,0,0
2800505027,814,597,217,161,1,8,1,0,21,1,0,129,0,0,0,10,1,5,0,0,34,1,1,1,11,1,0,2,0,2,14,0,1,11,10,0,1
2800505028,1077,1034,43,29,0,0,0,2,5,0,1,19,1,1,0,4,0,0,0,0,9,2,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0
2800505029,1823,1582,241,143,1,4,0,1,1,0,0,131,33,0,32,7,1,0,0,0,38,2,0,8,2,3,0,3,0,10,5,0,0,20,10,1,0
2800505030,693,670,23,17,1,2,0,1,0,0,0,10,1,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
2800505031,791,754,37,23,1,0,0,0,0,0,2,19,5,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,1,1,0,0,0,4,0,0,0
2800505032,1794,1733,61,37,2,1,1,12,0,0,1,13,1,0,1,0,0,0,0,0,13,1,0,2,4,1,0,1,1,0,1,0,0,10,2,0,0
2800601001,1795,1447,348,44,1,1,1,2,3,7,2,24,28,5,11,35,1,30,1,0,209,2,2,9,16,1,2,40,44,25,42,1,5,31,9,3,1
2800601002,2409,1853,556,79,1,2,0,10,8,15,0,42,27,0,5,74,0,60,2,0,325,5,7,8,29,3,1,69,87,22,52,0,11,51,18,7,0
2800601003,1819,1289,530,85,1,16,3,9,3,3,2,46,76,2,6,90,3,59,0,0,255,7,17,3,19,3,6,34,40,16,66,1,10,23,3,0,1
2800601004,2552,1906,646,98,1,7,1,8,2,11,4,60,40,2,13,68,0,58,0,0,370,15,22,10,40,1,3,78,75,24,54,0,5,68,38,0,2
2800601005,834,639,195,27,0,2,0,1,1,1,1,19,3,0,3,6,0,3,0,0,143,4,0,7,7,0,0,13,24,12,33,0,2,16,14,0,0
2800601006,1491,1148,343,92,1,1,0,6,6,7,0,67,9,1,2,44,0,43,0,1,169,5,3,1,21,5,2,17,42,12,36,0,1,28,12,0,1
2800601007,1802,1400,402,49,1,4,0,4,0,0,1,37,34,0,2,33,0,30,0,0,259,3,4,0,32,1,1,41,59,27,58,0,3,27,20,0,0
2800601008,1876,1410,466,95,3,13,0,9,1,9,0,60,33,1,13,80,2,66,0,1,217,10,7,5,24,1,3,38,26,22,35,2,2,35,6,1,6
2800601009,2534,1962,572,96,0,12,5,9,0,7,1,59,35,0,3,85,0,81,1,0,314,5,9,11,34,3,4,52,51,45,59,0,10,41,20,0,1
2800601011,768,630,138,29,2,9,0,0,0,1,2,15,0,0,0,32,0,21,3,0,76,0,6,0,5,0,0,12,11,17,13,0,2,1,0,0,0
2800601012,1173,935,238,24,1,5,0,3,1,2,0,10,12,1,3,47,2,33,2,0,137,1,3,4,8,0,0,20,37,19,35,0,3,18,11,0,0
2800601013,1711,1476,235,46,0,0,1,0,0,3,0,42,13,0,4,41,4,35,0,0,99,3,0,1,14,1,1,16,6,14,26,0,12,36,18,0,0
2800601014,1716,1395,321,40,0,6,0,3,0,3,0,22,21,10,8,55,0,17,4,1,177,5,16,4,20,3,5,22,22,36,31,1,3,28,17,3,0
2800601015,1939,1620,319,59,1,5,0,1,5,7,0,39,44,5,14,61,1,12,1,0,91,8,4,2,6,0,0,15,23,17,7,0,4,50,1,1,14
2800601016,1520,1221,299,75,0,7,3,13,1,3,3,43,15,1,4,57,0,42,3,3,132,3,1,1,12,2,0,21,17,9,29,0,6,20,11,0,0
2800601017,1127,867,260,22,1,3,1,0,0,0,0,16,9,0,4,30,0,26,0,0,170,3,9,1,12,0,3,22,32,11,33,0,3,29,16,0,0
2800601018,1771,1422,349,46,2,1,1,2,1,11,0,26,29,1,5,52,0,39,5,0,192,10,12,4,7,0,5,20,50,14,39,1,2,22,6,0,8
2800601019,720,596,124,12,0,0,0,2,1,0,0,9,2,0,1,19,0,9,0,0,82,0,1,8,14,0,3,14,19,7,13,0,1,9,0,1,0
2800601020,898,766,132,23,0,3,1,4,2,2,0,11,5,0,1,12,0,12,0,0,88,3,0,2,17,2,1,12,3,14,14,0,7,4,0,0,0
2800601021,1649,1417,232,57,0,3,0,0,1,5,1,47,17,3,0,19,0,15,0,0,116,0,12,9,29,3,1,18,13,11,5,0,4,21,18,0,2
2800601022,1570,1331,239,39,0,3,0,6,1,0,0,29,17,1,4,30,0,28,0,0,133,6,6,2,23,0,0,23,12,12,32,2,4,20,12,1,0
2800601023,2067,1771,296,84,0,5,0,4,0,3,1,70,40,2,4,26,0,11,0,0,117,3,4,5,20,4,4,17,7,19,16,0,6,28,19,0,1
2800601024,1247,1044,203,48,0,0,0,0,0,0,2,45,20,0,14,10,0,2,0,4,84,4,5,3,16,0,0,10,11,13,5,1,8,41,30,4,0
2800601025,1697,1521,176,42,0,5,1,4,1,3,1,24,8,1,0,11,0,10,0,0,105,1,0,7,29,4,2,7,10,12,16,0,7,10,4,2,0
2800601026,1063,990,73,31,2,0,5,1,0,1,1,19,0,0,0,1,1,0,0,0,40,1,2,2,11,2,0,4,4,5,1,2,1,1,1,0,0
2800601027,2364,2046,318,59,1,4,6,11,0,3,2,30,8,0,1,82,7,61,0,0,107,1,7,2,33,1,0,17,8,14,17,0,4,61,54,0,1
2800601028,1681,1593,88,25,2,0,8,0,2,6,1,6,8,0,8,18,4,10,0,0,36,2,0,3,5,0,0,8,4,9,5,0,0,1,0,0,0
2800601029,1279,1198,81,16,1,3,0,1,1,3,0,5,8,1,1,6,0,6,0,0,33,2,0,0,9,0,0,10,5,2,0,0,1,17,0,7,1
