Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2807401006,1660,1437,223,70,0,3,0,5,2,1,0,58,21,0,19,41,0,33,7,0,77,1,9,0,13,2,2,16,1,13,4,0,4,14,7,6,0
2807401007,1140,1013,127,32,0,2,0,0,1,0,0,29,1,0,1,53,0,47,4,0,38,2,3,2,14,0,1,6,0,5,1,1,2,3,1,0,0
2807401008,948,826,122,32,0,5,0,0,4,4,0,18,11,0,10,42,0,32,5,0,27,0,0,1,12,1,0,9,1,0,1,0,1,10,5,5,0
2807401009,1575,1394,181,75,0,9,0,2,4,0,0,60,2,0,2,31,0,28,0,0,69,0,1,1,9,0,3,21,1,8,3,0,10,4,3,0,0
2807401010,897,762,135,33,1,7,0,0,1,1,0,23,14,1,12,32,0,32,0,0,46,4,1,8,8,1,0,4,2,3,3,1,2,10,10,0,0
2807401011,1247,1004,243,81,0,12,0,1,2,0,0,65,2,0,0,46,0,32,4,5,97,2,1,1,21,5,1,39,3,7,4,0,6,17,17,0,0
2807401012,980,782,198,81,0,10,1,5,5,0,2,58,26,1,18,28,0,22,0,0,57,2,3,3,8,0,0,17,2,9,1,0,8,6,5,0,0
2807401013,873,751,122,41,0,2,0,5,4,0,0,30,21,0,15,11,0,7,1,0,39,0,0,1,4,0,0,8,7,4,0,0,0,10,10,0,0
2807401014,1028,894,134,40,0,6,0,5,4,0,0,25,22,0,15,25,0,12,7,0,39,0,3,0,6,0,1,2,4,10,4,0,0,8,1,0,0
2807401015,818,654,164,59,0,7,1,0,1,3,0,46,19,1,14,29,1,25,0,0,50,1,8,0,7,0,0,10,3,5,2,1,0,7,7,0,0
2807401016,1242,1017,225,66,0,13,0,0,4,0,0,49,12,2,9,49,0,31,8,0,73,1,3,5,17,5,4,16,0,6,2,0,1,24,20,0,1
2807401017,934,807,127,32,0,16,0,0,5,2,0,9,17,0,12,35,0,18,12,0,41,2,1,0,4,0,1,16,1,8,8,0,0,2,1,0,0
2807401018,1924,1748,176,38,0,12,1,1,6,4,0,12,7,1,5,49,0,37,6,2,69,7,3,1,19,3,1,16,3,7,3,0,4,13,13,0,0
2807401019,908,796,112,25,1,2,0,0,2,0,0,19,12,3,7,46,0,34,6,1,29,1,0,0,6,4,4,4,2,4,0,0,2,0,0,0,0
2807401020,1359,1265,94,22,0,0,2,2,6,5,0,7,8,0,7,24,0,18,2,0,26,0,3,0,6,4,0,0,0,1,1,0,1,14,13,0,0
2807401021,824,684,140,40,0,0,1,1,0,3,1,32,15,0,15,45,0,37,8,0,29,0,1,0,9,0,0,10,1,3,3,0,1,11,7,0,0
2807401022,911,760,151,37,1,7,0,0,4,1,0,24,6,0,6,67,7,50,2,0,34,1,1,1,3,0,0,7,0,2,10,0,2,7,5,2,0
2807401023,1017,822,195,77,0,9,0,3,0,3,1,61,8,0,8,57,0,43,10,0,46,0,0,2,8,1,0,11,1,6,1,0,4,7,6,0,0
2807401024,1583,1413,170,65,0,14,2,5,0,1,2,41,7,2,5,35,0,23,4,0,44,2,3,1,4,3,0,16,2,4,0,0,4,19,19,0,0
2807401025,1933,1747,186,59,0,0,1,0,0,0,0,56,1,1,0,64,0,60,1,0,49,1,1,1,8,0,1,10,1,4,8,1,9,13,11,2,0
2807401026,1249,1232,17,9,0,0,0,2,0,0,0,7,0,0,0,1,0,0,1,0,7,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0
2807402001,1395,1139,256,70,0,8,0,2,1,0,0,59,28,2,25,89,2,57,8,0,65,3,4,0,15,0,1,12,3,21,2,0,2,4,3,0,0
2807402002,1080,901,179,84,0,11,0,9,4,0,0,60,8,0,8,39,1,32,1,0,47,0,0,0,8,2,1,10,1,10,1,0,4,1,1,0,0
2807402003,1483,1214,269,87,0,19,0,2,6,2,0,57,24,0,19,75,0,65,7,0,76,0,3,2,12,5,0,17,4,7,2,0,6,7,6,0,0
2807402004,877,691,186,61,1,9,0,0,6,0,0,45,5,0,4,60,0,47,1,0,52,0,2,0,13,10,1,13,1,9,1,0,1,8,2,6,0
2807402005,960,789,171,40,0,0,0,1,5,2,0,32,25,0,14,57,0,45,7,0,45,0,10,0,11,0,1,1,0,17,1,0,2,4,3,0,0
2807402006,898,715,183,55,1,14,0,0,5,2,0,33,17,0,17,48,0,33,4,4,63,0,4,1,13,2,0,9,5,8,2,0,2,0,0,0,0
2807402008,1238,955,283,81,1,9,0,0,4,0,1,66,17,0,15,71,0,66,4,0,88,0,4,6,27,3,1,21,3,5,4,0,10,26,17,2,0
2807402009,957,809,148,28,0,7,0,0,0,0,1,20,9,0,9,71,0,61,6,0,37,0,4,2,9,0,0,10,0,3,1,0,6,3,0,0,0
2807402010,967,762,205,57,0,3,0,2,0,3,1,45,5,0,5,54,1,30,8,0,88,3,9,0,20,2,0,24,4,9,3,0,7,1,1,0,0
2807402011,1114,1028,86,27,0,10,0,6,1,1,0,9,7,0,7,13,0,13,0,0,38,0,5,1,7,5,2,5,1,1,2,0,7,1,1,0,0
2807402012,737,627,110,39,0,5,0,3,7,1,1,22,8,0,7,18,0,17,0,0,40,0,7,2,3,1,0,11,0,6,4,0,2,5,5,0,0
2807402013,1560,1299,261,67,0,6,1,1,5,2,1,51,4,0,4,103,4,96,0,0,66,2,1,2,13,1,1,10,0,18,7,0,1,21,6,15,0
2807402014,985,848,137,43,0,1,2,1,3,2,0,34,12,0,7,6,0,5,1,0,58,1,2,3,12,1,2,5,5,5,0,0,5,18,11,1,0
2807402015,1140,957,183,52,0,1,0,3,2,0,1,45,4,0,2,67,2,49,6,0,44,0,1,4,5,2,0,16,0,7,2,0,4,16,8,6,0
2807402016,952,793,159,54,0,5,0,1,5,5,0,38,7,3,3,44,0,30,4,0,52,1,2,2,14,1,0,21,0,1,4,0,1,2,2,0,0
2807402017,1204,983,221,73,0,4,1,4,2,1,0,61,7,1,1,49,0,24,5,2,81,3,2,4,28,4,2,23,7,0,0,0,3,11,4,1,0
2807402019,1418,1143,275,138,0,21,1,0,2,6,1,107,12,0,9,52,0,39,4,0,60,2,1,0,27,2,1,7,2,4,3,1,2,13,13,0,0
2807402020,1121,986,135,36,0,0,0,4,1,2,0,29,16,3,12,14,0,8,0,0,59,3,10,1,12,6,1,11,2,2,3,1,4,10,10,0,0
2807402021,871,703,168,61,0,7,0,0,0,0,0,54,9,1,5,23,0,20,1,0,42,1,1,4,8,4,1,9,3,0,2,0,1,33,23,9,0
2807402022,679,645,34,10,1,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,20,0,0,0,8,0,7,3,0,2,0,0,0,4,4,0,0
2807403001,1101,979,122,36,0,5,2,0,0,1,0,28,5,1,0,28,0,24,0,0,27,0,1,2,2,2,0,9,0,7,1,0,0,26,23,0,0
2807403002,1225,990,235,98,0,11,0,1,1,3,0,81,15,0,10,39,0,27,2,0,78,5,3,2,14,2,0,20,7,17,2,0,0,5,1,0,0
2807403003,1089,861,228,67,0,4,1,4,0,0,0,58,16,0,16,73,5,49,12,0,61,0,0,6,24,1,0,13,1,10,1,0,3,11,11,0,0
2807403004,1079,868,211,65,0,7,0,1,0,3,0,54,18,0,18,50,2,37,2,0,78,0,11,0,18,6,0,14,0,11,3,0,4,0,0,0,0
2807403005,795,623,172,47,0,0,1,2,0,0,0,44,3,0,3,76,2,65,7,0,42,0,4,1,7,1,0,8,3,10,1,0,0,4,4,0,0
2807403006,1141,979,162,66,0,13,0,0,0,1,0,51,3,0,3,41,0,21,12,0,46,3,1,2,5,3,0,11,4,5,9,0,0,6,4,2,0
2807403007,1278,1068,210,51,0,10,1,1,1,4,0,34,5,0,5,74,2,59,4,0,58,0,1,0,5,3,7,20,5,2,1,0,11,22,22,0,0
2807403008,1648,1327,321,79,5,4,0,0,10,4,0,55,5,2,1,127,7,97,14,0,100,9,3,3,15,0,2,12,13,20,14,0,2,10,5,0,0
2807403012,1821,1457,364,110,0,7,2,0,3,4,0,94,35,1,33,106,1,60,26,2,99,2,2,4,23,0,1,38,0,7,6,0,1,14,14,0,0
2807403013,1472,1160,312,112,1,9,1,2,5,3,1,88,19,2,16,74,4,49,16,0,97,3,1,4,24,4,2,24,6,10,7,0,6,10,7,0,0
2807403014,1402,1250,152,52,0,0,1,1,3,2,1,41,1,0,0,55,0,47,3,0,26,0,0,0,9,1,0,6,1,3,2,0,3,18,13,0,0
2807403015,1921,1821,100,16,3,0,0,0,2,0,0,10,0,0,0,35,2,28,0,0,42,0,7,4,6,3,0,12,0,1,1,0,3,7,3,0,0
2807403016,1606,1543,63,32,0,10,1,0,0,0,0,20,3,0,1,0,0,0,0,0,27,0,0,1,6,0,0,5,1,5,6,0,0,0,0,0,1
2807403017,1225,1161,64,7,0,0,0,0,0,1,0,5,4,4,0,38,0,13,4,0,13,1,0,0,2,0,0,2,0,1,2,3,0,1,0,0,1
2807403018,2301,2104,197,16,1,0,2,1,0,4,0,7,8,2,4,119,9,44,7,0,43,4,2,0,10,6,0,2,1,5,2,2,6,10,3,1,1
2807403019,1538,1488,50,23,0,0,2,4,0,2,3,8,0,0,0,4,1,1,0,0,19,0,3,1,4,0,0,2,0,6,0,0,1,4,3,0,0
2807403020,2067,1974,93,21,0,1,3,5,0,0,1,11,7,2,3,2,0,0,0,0,18,0,0,4,7,0,0,0,0,1,0,1,3,45,45,0,0
2807403021,2557,2473,84,31,0,3,1,2,6,0,2,17,5,1,2,9,0,5,0,0,37,1,0,1,16,5,1,1,1,2,0,1,1,2,2,0,0
2807403022,1651,1598,53,23,0,11,1,1,3,0,0,7,2,1,1,5,0,4,0,0,20,0,2,2,9,0,0,2,0,1,3,0,0,1,0,0,2
2807403023,2580,2501,79,32,0,2,0,4,4,0,0,21,12,3,6,6,0,3,0,0,29,2,4,1,7,2,1,2,3,3,1,0,1,0,0,0,0
2807404001,1309,1138,171,82,0,12,1,2,9,0,0,58,22,0,22,16,0,14,0,0,49,2,2,1,14,2,1,10,1,9,1,2,0,2,1,0,0
2807404002,1244,1051,193,63,0,17,0,1,5,1,1,37,32,0,32,41,0,19,14,0,56,0,4,1,16,2,0,4,5,14,4,1,0,1,0,0,0
2807404003,1202,1082,120,57,0,16,0,5,4,2,1,29,17,0,14,16,0,5,4,0,24,1,7,0,5,0,0,5,0,5,0,0,0,6,5,0,0
2807404004,995,883,112,34,0,8,0,0,2,0,1,23,15,0,15,19,0,4,0,7,39,1,7,2,4,2,0,10,1,8,0,0,0,5,5,0,0
2807404005,1173,1108,65,26,0,5,1,1,0,0,0,18,3,0,3,2,0,0,1,0,28,0,6,1,9,2,0,2,1,6,0,0,1,6,6,0,0
2807404006,948,841,107,48,0,1,0,0,1,0,0,46,3,0,2,17,0,3,6,0,19,0,0,2,9,1,0,0,1,4,1,0,0,20,20,0,0
2807404007,1075,993,82,39,0,0,0,0,6,3,0,29,12,0,10,18,0,11,7,0,10,0,1,0,0,2,1,2,0,1,1,0,0,3,1,0,0
2807404008,1013,920,93,36,1,5,2,3,0,0,0,25,12,0,12,10,0,0,8,0,25,0,2,0,3,2,0,6,4,4,4,0,0,10,9,0,0
2807404009,1316,1162,154,66,0,5,0,2,0,1,1,57,24,0,21,12,0,1,0,3,46,3,4,3,2,4,2,12,1,11,0,0,1,6,6,0,0
2807404010,1382,1232,150,64,0,7,0,3,4,1,2,47,5,0,4,47,0,28,0,0,27,0,0,0,8,0,1,6,1,6,0,0,0,7,5,0,0
2807404011,854,815,39,16,0,2,0,0,0,4,0,10,0,0,0,4,0,1,3,0,15,0,0,0,5,0,0,5,4,1,0,0,0,4,4,0,0
2807404012,930,819,111,26,0,6,0,4,0,0,0,15,12,0,12,26,0,6,0,0,43,4,3,0,13,0,0,8,8,5,0,0,0,4,3,0,0
2807404013,1286,1184,102,30,0,2,0,0,3,1,0,22,11,1,7,3,0,2,0,0,47,1,3,1,12,0,6,7,0,5,6,0,0,11,10,0,0
2807404014,893,802,91,30,0,9,0,0,4,1,0,16,13,0,13,6,0,5,0,0,21,1,4,1,7,1,0,1,0,4,1,0,1,21,21,0,0
2807404015,1035,961,74,36,1,1,1,1,0,0,1,31,14,0,12,6,0,1,3,1,18,1,0,0,1,0,0,6,1,3,3,0,0,0,0,0,0
2807404016,833,774,59,14,0,4,0,1,2,0,0,7,24,2,14,0,0,0,0,0,16,1,1,0,4,5,0,0,0,1,1,0,1,5,5,0,0
2807404017,1323,1250,73,42,1,8,1,0,4,0,2,24,0,0,0,0,0,0,0,0,26,1,1,4,9,3,0,2,0,3,2,0,0,5,4,0,0
2807404018,1099,982,117,48,0,11,0,0,7,0,0,30,11,1,6,14,0,14,0,0,35,0,1,1,7,0,1,6,0,7,6,1,2,9,9,0,0
2807404019,1352,1223,129,43,0,11,0,0,1,2,0,29,30,0,23,19,0,18,1,0,36,4,5,2,3,0,0,15,0,1,0,0,1,1,0,0,0
2807404020,1078,936,142,55,0,5,0,0,7,1,0,42,24,0,23,17,0,12,5,0,44,0,2,0,23,2,0,2,1,6,0,0,4,2,0,0,0
2807404021,1128,1003,125,43,1,0,2,0,4,1,1,34,22,5,16,15,0,5,5,1,40,0,4,5,5,3,0,7,0,13,1,0,0,5,5,0,0
2807404022,1007,895,112,34,0,1,1,1,0,0,0,29,29,2,24,15,0,7,0,1,30,0,2,1,14,0,0,8,0,4,0,0,1,4,4,0,0
2807404023,1243,1158,85,17,0,0,0,3,3,0,0,11,14,3,11,4,0,2,0,0,45,1,1,0,17,2,0,4,8,3,0,4,1,5,5,0,0
2807404024,1162,1095,67,16,0,1,0,6,0,0,0,9,9,0,6,19,0,11,7,1,23,0,4,0,11,1,0,1,0,3,0,0,1,0,0,0,0
2807404025,1157,1015,142,58,0,9,0,2,1,3,0,42,5,0,4,22,0,4,6,7,57,3,9,3,19,4,1,6,0,5,3,0,1,0,0,0,0
2807404026,969,887,82,43,0,0,0,3,6,1,0,33,10,0,10,3,0,1,1,0,24,1,0,0,4,0,0,10,0,5,2,1,0,2,2,0,0
2807404027,882,764,118,42,1,9,0,2,0,0,0,30,13,0,9,25,0,18,3,0,28,0,1,1,10,0,0,2,6,5,0,0,1,10,10,0,0
2807404028,1041,933,108,52,0,8,0,0,12,3,1,28,10,0,10,9,1,4,4,0,31,0,0,0,8,0,0,9,0,11,0,0,1,6,6,0,0
2807404029,1079,994,85,23,0,0,0,3,0,1,0,19,1,0,1,33,2,13,10,1,24,1,2,3,0,0,1,2,4,6,0,1,3,4,0,0,0
2807404030,1028,967,61,17,0,3,0,1,0,1,0,12,5,0,5,6,0,6,0,0,33,2,7,0,12,2,0,0,0,4,0,3,1,0,0,0,0
2807404031,948,849,99,28,0,0,0,1,3,0,0,24,8,0,3,16,0,15,0,0,41,0,1,0,12,1,0,16,4,4,2,0,0,6,6,0,0
2807404032,1349,1231,118,24,0,0,0,2,4,0,0,18,19,0,16,15,5,2,0,0,52,0,2,1,17,2,0,4,2,9,2,2,5,8,8,0,0
2807404033,1095,990,105,40,0,1,0,1,3,1,0,32,0,0,0,16,0,3,7,0,37,0,2,1,4,1,0,9,0,8,0,3,3,12,6,6,0
2807404034,1080,994,86,36,0,6,0,0,2,0,0,28,2,0,1,9,0,8,0,0,24,0,3,0,6,1,0,6,0,2,4,0,0,15,14,0,0
2807404035,1228,1104,124,27,0,5,0,0,0,0,2,19,5,0,5,40,6,22,7,0,48,1,4,3,15,2,0,7,3,5,3,0,2,4,4,0,0
2807404036,1274,1107,167,54,0,15,1,0,4,2,0,32,17,2,11,23,0,14,5,0,59,1,3,8,19,1,0,6,0,8,7,0,0,14,12,2,0
2807404037,1263,1159,104,34,0,5,0,4,9,0,0,16,2,0,2,12,0,12,0,0,39,5,2,1,13,0,0,4,2,4,0,0,8,17,12,0,0
2807404038,1053,970,83,18,0,0,0,0,0,0,0,17,4,0,4,18,1,11,1,1,32,1,6,2,4,0,1,5,0,4,1,0,0,11,7,4,0
2807404039,968,900,68,25,1,6,0,1,0,0,0,17,0,0,0,11,0,2,1,0,26,2,2,0,8,0,0,0,0,7,3,0,0,6,0,6,0
2807404040,1032,994,38,5,0,0,0,0,1,0,0,4,0,0,0,9,0,3,2,0,20,1,1,0,8,1,0,3,1,0,1,0,4,4,3,0,0
2807404041,956,926,30,4,0,0,1,2,0,0,0,1,2,0,1,5,0,5,0,0,19,1,3,0,3,0,0,2,0,8,1,0,1,0,0,0,0
2807405001,1567,1462,105,36,1,4,0,1,0,0,0,30,29,4,24,15,0,3,7,0,21,1,1,1,10,3,0,2,0,2,1,0,0,4,4,0,0
2807405002,2074,1960,114,49,0,5,1,0,1,0,0,40,13,1,12,6,0,0,5,0,39,1,3,0,15,0,0,7,1,8,1,0,0,7,7,0,0
2807405003,1712,1606,106,47,0,3,2,1,0,0,1,34,6,1,4,8,1,7,0,0,36,0,3,2,14,0,1,2,2,9,1,0,0,9,9,0,0
2807405004,1016,984,32,15,1,0,0,6,0,0,0,8,0,0,0,6,2,0,4,0,9,0,0,0,3,2,0,1,0,0,0,2,1,2,0,0,0
2807405005,1474,1416,58,28,0,2,0,0,4,1,0,20,11,2,9,1,0,1,0,0,15,1,0,1,6,1,0,3,0,2,1,0,0,3,2,0,0
2807405006,1377,1314,63,20,0,0,2,1,1,1,1,13,6,0,6,7,1,3,1,0,21,4,1,1,6,4,0,0,0,0,0,1,1,9,9,0,0
2807405007,1563,1416,147,50,0,1,0,1,2,5,0,39,2,0,0,22,0,16,4,0,44,2,3,4,26,0,0,3,2,1,0,1,0,28,28,0,1
2807405008,995,948,47,10,0,0,1,2,1,0,0,1,0,0,0,8,0,3,5,0,16,0,1,0,2,1,4,0,3,2,0,1,1,13,11,0,0
2807405009,1627,1562,65,21,0,8,3,3,0,3,1,3,1,0,0,17,1,7,4,0,19,1,0,1,6,1,0,1,3,3,2,0,0,7,0,7,0
2807405010,2802,2677,125,20,0,0,0,1,3,0,0,15,10,1,8,54,0,38,0,0,38,2,4,1,11,0,0,8,5,4,1,0,0,3,0,0,0
2807405011,1040,980,60,17,0,0,0,0,0,0,0,17,5,0,4,26,0,5,1,0,12,1,0,0,7,0,0,2,0,0,1,0,0,0,0,0,0
2807405012,3271,3019,252,71,0,5,2,5,6,6,0,45,6,0,6,57,0,43,2,0,112,2,6,12,39,1,6,10,5,19,7,0,2,4,4,0,2
2807405013,1337,1328,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0
2807405014,1361,1313,48,16,0,1,0,0,1,0,1,11,0,0,0,5,0,2,0,0,20,0,0,3,9,1,0,3,0,0,2,0,1,7,7,0,0
2807405015,1331,1289,42,15,0,0,0,3,0,1,0,11,0,0,0,4,0,4,0,0,12,1,0,0,5,0,0,2,0,2,1,0,0,11,11,0,0
2807405016,2291,2142,149,61,0,4,2,4,17,0,0,34,18,1,14,17,2,13,0,0,46,0,4,0,13,2,2,3,0,9,0,0,8,7,6,0,0
2807405017,1868,1740,128,10,0,1,1,1,2,0,0,3,3,1,0,84,0,59,9,0,16,1,0,2,0,2,0,5,0,4,0,0,1,15,13,0,0
2807405018,1308,1183,125,50,0,2,0,2,5,8,1,31,2,0,2,15,0,15,0,0,42,1,0,0,32,2,0,2,1,1,2,0,1,16,15,0,0
2807405019,2472,2369,103,25,0,0,2,5,2,5,0,8,0,0,0,6,0,6,0,0,41,0,0,3,16,0,0,8,6,2,0,0,6,30,29,0,1
2807406001,1373,1170,203,58,0,9,0,0,2,9,0,38,10,0,10,80,0,79,0,0,54,0,15,0,12,2,0,12,1,3,1,0,0,1,0,0,0
2807406002,1002,864,138,48,0,0,0,0,0,3,0,45,10,1,9,37,0,37,0,0,42,0,4,0,2,1,0,14,0,7,4,0,1,1,0,1,0
2807406003,2514,2238,276,91,1,0,0,1,10,26,1,52,21,2,16,101,1,92,7,0,58,6,9,2,11,6,1,10,0,4,5,1,1,5,5,0,0
2807406004,1636,1299,337,45,0,6,1,0,0,6,0,31,14,2,3,157,2,146,3,3,117,4,25,1,8,7,0,38,2,7,11,0,4,2,0,0,2
2807406005,1413,1155,258,84,1,1,0,1,8,3,0,70,16,0,15,77,0,74,0,1,55,1,8,2,7,0,0,17,1,0,5,0,6,26,21,5,0
2807406006,1115,896,219,43,0,3,1,1,4,8,0,26,37,4,32,87,0,80,0,0,49,3,4,4,6,1,0,18,1,3,2,0,1,3,1,2,0
2807406008,1839,1559,280,74,0,12,0,0,1,10,0,50,8,0,4,105,0,91,8,0,82,3,25,2,17,1,1,15,5,6,1,0,6,11,9,0,0
2807406010,1832,1763,69,36,0,8,3,1,6,6,0,11,0,0,0,2,0,1,1,0,30,3,0,0,4,4,3,2,1,2,1,1,8,1,1,0,0
2807407001,1173,1156,17,12,0,0,0,2,0,3,1,6,2,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2807407002,1749,1702,47,26,0,0,2,1,5,1,2,12,1,0,1,0,0,0,0,0,12,0,0,0,8,0,0,1,3,0,0,0,0,8,8,0,0
2807407003,1991,1966,25,11,0,0,3,0,2,3,0,2,0,0,0,0,0,0,0,0,9,0,0,0,1,4,1,1,0,0,0,0,1,5,5,0,0
2807407004,2748,2667,81,25,0,1,0,4,5,4,1,9,7,2,2,7,0,3,3,0,28,0,8,3,9,4,0,0,0,2,0,1,1,14,13,0,0
2807407005,2276,2231,45,13,0,0,0,3,3,1,0,6,0,0,0,12,0,11,0,0,16,0,0,1,6,4,0,0,2,1,1,0,1,4,3,0,0
2807407006,3148,2967,181,32,1,2,4,0,0,3,0,18,6,2,0,89,1,84,0,0,32,1,0,2,11,4,1,2,1,3,0,0,1,22,14,0,0
2807501001,2255,1966,289,172,0,2,2,4,17,1,1,145,5,1,4,77,0,72,4,0,34,0,7,3,10,0,0,7,0,4,2,1,0,1,1,0,0
2807501002,2957,2632,325,129,1,9,2,2,23,7,3,80,6,4,1,64,3,32,7,0,95,8,2,4,18,3,4,6,0,6,1,0,5,29,22,0,2
2807501003,3176,2922,254,151,1,6,0,11,19,12,3,97,2,0,1,36,0,32,1,0,61,12,5,3,4,9,1,5,4,5,7,0,5,4,0,0,0
2807601001,576,449,127,119,2,5,0,0,0,4,2,103,1,0,0,0,0,0,0,0,7,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0
2807801001,47,42,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2807901001,1146,949,197,67,2,2,20,24,0,2,7,1,5,3,0,9,0,2,0,4,83,3,3,6,4,2,6,3,2,1,1,0,8,31,8,0,2
2807901002,877,672,205,56,4,2,9,16,3,1,8,5,3,1,0,11,1,3,4,1,74,2,3,3,8,3,1,9,7,6,2,1,5,61,41,3,0
2807901003,1729,1237,492,122,3,16,15,31,1,17,12,24,15,7,3,18,2,12,0,0,188,11,5,9,32,10,4,11,11,15,3,2,21,147,103,0,2
2807901004,1248,1061,187,87,7,1,20,23,0,6,5,18,3,0,0,8,1,3,0,3,66,2,6,5,3,3,4,5,2,10,1,3,2,23,16,0,0
2807901006,1680,1432,248,117,14,3,21,35,0,3,9,5,10,4,5,9,0,6,0,1,77,8,1,9,5,3,1,2,3,3,5,2,8,32,15,0,3
2807901007,825,708,117,64,7,0,9,14,0,6,11,6,1,0,0,2,0,0,0,0,40,1,2,1,4,2,1,2,0,1,2,0,3,8,3,0,2
2807901008,791,657,134,55,4,2,4,15,0,5,8,13,8,7,0,6,3,3,0,0,58,2,1,9,3,3,0,0,0,2,4,0,9,5,0,0,2
2807901009,1248,1074,174,79,2,5,9,24,4,4,9,11,8,1,2,4,0,3,0,0,67,5,5,6,3,1,2,5,2,3,0,1,8,16,0,0,0
2807901011,1036,867,169,60,9,0,12,14,0,4,6,10,8,3,0,7,1,5,0,1,70,3,2,4,2,4,0,11,4,2,1,1,10,23,2,0,1
2807901012,773,628,145,47,3,0,8,16,2,6,5,2,3,0,0,2,0,2,0,0,60,5,0,9,5,1,0,2,3,6,1,2,4,32,13,0,1
2807901013,1071,866,205,83,6,3,5,14,1,8,22,14,2,1,1,12,0,9,0,2,71,7,2,9,8,4,1,9,1,1,2,0,7,35,30,0,2
2807901014,1384,1151,233,91,4,2,15,21,1,3,17,19,5,2,3,13,1,11,0,1,96,3,2,5,4,5,0,1,8,10,1,2,5,26,12,0,2
2807901015,1638,1346,292,126,2,12,17,18,12,9,8,27,14,3,6,43,4,27,1,0,92,6,5,3,7,5,1,10,4,4,1,2,14,14,7,0,3
2807901016,1051,879,172,87,4,0,11,27,1,3,25,7,5,4,0,8,0,7,0,0,54,5,5,5,4,2,0,0,0,2,1,1,9,17,1,1,1
2807901018,1697,1486,211,90,4,4,8,30,1,4,16,10,13,0,4,8,1,0,0,1,93,7,6,9,2,3,0,7,2,3,5,2,7,7,1,2,0
2807901019,1211,1081,130,62,4,0,11,22,1,2,8,9,3,0,2,6,0,5,0,0,48,5,3,3,1,1,0,3,4,5,6,0,5,10,6,0,1
2807901020,1164,1041,123,49,2,1,2,20,2,2,3,13,2,0,1,16,0,11,4,0,50,3,0,7,4,3,0,1,3,2,5,1,3,6,3,0,0
2807901021,1811,1591,220,63,5,4,6,22,3,3,9,4,5,2,3,23,2,11,1,1,98,4,2,11,7,6,3,15,6,12,2,0,7,31,21,0,0
2807901022,1191,999,192,73,6,2,10,15,2,7,6,13,3,2,1,15,0,9,0,2,74,3,11,5,6,1,4,7,3,6,3,0,2,27,5,0,0
2807901023,1419,1141,278,82,4,2,14,25,2,6,4,15,5,2,3,44,5,34,0,1,100,6,3,10,11,3,6,8,2,3,7,1,6,46,28,0,1
2807901024,1244,994,250,115,10,0,17,40,1,6,15,5,2,1,0,25,0,12,0,11,66,4,1,7,3,4,1,12,3,2,4,0,3,41,21,0,1
2807901025,943,750,193,82,9,0,10,35,5,0,15,1,2,1,1,3,0,1,0,1,81,8,3,4,7,3,5,7,4,0,2,0,9,25,8,0,0
2807901026,1386,1111,275,123,14,2,25,41,3,7,15,4,5,2,0,16,0,5,2,1,102,3,5,7,16,5,0,7,4,7,2,0,11,29,12,1,0
2807901027,1169,900,269,117,12,6,27,26,3,6,18,1,5,1,1,16,1,6,0,4,89,10,2,4,9,3,1,5,5,2,1,3,8,41,20,5,1
2807901028,1353,1017,336,130,12,1,32,40,3,3,17,5,10,1,0,30,2,23,1,2,98,10,4,9,9,2,2,6,3,2,5,1,11,65,24,0,3
2807901029,1357,1032,325,83,12,0,17,32,5,2,6,2,7,2,3,28,0,12,0,10,126,1,20,5,9,2,4,23,11,14,4,0,7,79,47,0,2
2807901030,1051,803,248,64,2,0,7,18,1,5,14,8,4,2,0,49,1,13,0,29,86,6,16,0,2,5,6,3,7,4,23,0,7,45,19,0,0
2807901031,1138,935,203,50,4,3,12,16,1,3,7,4,1,0,0,16,0,14,0,0,55,4,3,1,3,3,1,10,0,4,6,0,4,81,38,0,0
