Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2805806017,1807,1718,89,33,0,3,1,1,5,1,0,22,2,2,0,25,0,6,13,0,18,1,0,1,1,0,3,3,0,3,5,0,1,11,9,0,0
2805806018,1479,1389,90,35,1,0,1,2,3,2,0,26,7,0,4,15,0,2,7,0,12,0,0,3,4,1,1,2,0,0,1,0,0,21,17,0,0
2805806019,1633,1539,94,16,0,2,0,1,4,3,0,6,8,0,8,27,0,3,19,0,30,0,0,4,5,0,1,9,0,4,4,0,0,13,12,1,0
2805807001,1630,1224,406,105,1,11,2,7,2,4,0,75,15,2,10,178,0,111,35,0,80,3,6,2,16,6,1,10,2,13,12,1,6,28,27,0,0
2805807002,1592,1414,178,91,0,14,1,2,0,2,0,71,0,0,0,34,0,11,15,0,24,0,0,3,1,2,0,9,1,4,2,0,1,29,24,3,0
2805807003,1902,1613,289,144,5,12,2,2,4,9,0,106,3,0,2,79,0,24,50,1,39,1,4,1,2,1,0,8,0,16,2,0,2,24,18,0,0
2805807004,2232,1821,411,207,2,10,2,0,25,14,0,152,5,1,0,130,0,44,66,0,52,1,8,4,2,2,0,12,0,3,7,1,4,17,17,0,0
2805807005,1191,1049,142,38,2,0,1,0,6,2,0,27,1,0,1,65,0,12,34,0,38,1,0,1,6,0,0,10,0,13,3,3,1,0,0,0,0
2805807006,1869,1679,190,66,0,10,0,4,6,5,0,39,4,3,0,47,0,19,21,0,46,1,0,0,8,0,2,5,1,12,6,0,0,27,27,0,0
2805807007,1570,1516,54,23,0,5,0,0,5,0,0,11,0,0,0,6,0,0,5,0,11,0,0,0,3,2,0,1,0,5,0,0,0,14,9,0,0
2805807008,957,872,85,28,1,10,0,2,0,1,0,14,5,0,1,23,0,15,3,0,16,0,1,0,2,0,1,6,1,0,4,0,1,13,13,0,0
2805807009,1116,892,224,64,0,8,1,7,0,3,1,42,12,1,6,63,0,27,19,0,44,3,3,1,4,0,0,7,0,9,12,0,0,41,41,0,0
2805807010,986,891,95,29,0,2,0,3,1,1,1,20,3,0,0,47,0,30,8,0,14,0,0,0,2,0,0,3,0,0,4,0,1,2,0,2,0
2805807011,1270,1108,162,77,0,6,0,0,0,1,0,68,29,0,0,22,0,16,4,0,31,1,2,1,15,0,0,2,1,8,0,0,1,3,2,1,0
2805807012,1078,972,106,40,0,7,1,0,1,0,0,31,8,0,7,32,0,11,4,0,13,0,3,1,0,0,0,4,0,3,0,0,1,13,13,0,0
2805807013,1218,1053,165,58,1,8,1,3,11,1,0,29,5,2,3,72,0,20,35,0,23,1,1,0,2,0,5,6,0,3,2,0,1,7,6,1,0
2805807014,1716,1647,69,7,0,0,0,0,0,1,1,3,3,1,0,7,1,5,0,0,41,4,0,1,9,1,0,5,2,7,8,0,3,11,11,0,0
2805807015,1614,1489,125,36,0,0,1,7,1,0,0,23,3,1,1,19,0,3,0,0,23,1,1,1,11,0,1,2,1,1,1,0,3,44,44,0,0
2805807016,1814,1717,97,25,0,0,0,9,9,1,0,4,7,4,1,25,0,23,0,0,23,0,7,0,2,2,0,5,4,1,0,0,0,17,17,0,0
2805808001,1453,1304,149,39,0,2,2,1,1,0,1,29,5,0,4,45,1,36,4,0,56,2,1,1,16,1,4,4,2,9,8,1,2,4,3,0,0
2805808002,843,696,147,49,1,2,0,0,0,2,0,44,5,0,4,59,0,47,7,0,20,1,0,1,5,0,0,3,0,6,3,0,1,14,9,0,0
2805808003,801,709,92,23,0,0,0,2,2,6,0,12,3,3,0,25,0,3,18,0,35,0,0,3,1,0,0,3,0,10,12,0,5,6,5,0,0
2805808004,1300,1200,100,35,0,0,0,0,8,2,0,25,4,0,0,21,0,12,4,0,27,2,2,1,4,0,1,9,1,2,1,0,2,13,13,0,0
2805808005,1279,1075,204,85,0,10,0,0,11,1,0,60,9,0,9,41,0,26,14,0,41,0,7,0,7,4,0,12,0,7,3,0,0,28,27,1,0
2805808006,1788,1547,241,78,0,7,0,0,5,2,1,59,7,0,0,100,0,62,28,0,40,3,1,0,9,1,0,7,3,10,0,0,5,16,14,1,0
2805808007,1906,1665,241,110,0,5,1,3,3,0,0,96,12,0,12,40,0,28,9,0,55,1,0,1,14,1,6,12,0,2,7,2,0,24,23,1,0
2805808008,2081,1884,197,87,1,10,0,1,0,3,0,72,12,1,11,53,0,24,18,0,38,0,1,2,6,1,0,12,1,3,9,0,2,7,7,0,0
2805808009,2108,1848,260,73,0,6,0,4,16,2,1,42,12,1,11,92,0,58,13,1,44,0,0,3,10,0,0,16,1,4,8,0,0,39,18,17,0
2805808010,1377,1226,151,81,1,11,0,4,2,1,0,61,15,0,8,19,0,8,6,0,29,5,1,0,3,3,0,7,0,4,2,0,3,7,1,1,0
2805808011,1107,995,112,32,1,0,0,3,4,0,1,23,0,0,0,38,0,12,21,0,37,0,4,0,5,1,0,10,2,9,3,0,0,5,2,2,0
2805808012,1399,1290,109,42,1,0,1,0,5,0,0,33,5,0,5,12,0,5,7,0,32,1,4,4,2,0,0,6,4,10,0,1,0,18,17,0,0
2805808013,1882,1689,193,80,0,9,1,5,12,1,0,50,6,1,5,66,0,36,13,0,26,0,7,3,6,0,1,5,0,0,2,0,1,15,8,0,0
2805808014,1304,1150,154,69,0,5,0,1,7,1,0,54,3,1,0,46,0,10,12,0,27,2,10,0,2,2,0,7,0,0,4,0,0,9,9,0,0
2805808015,1616,1479,137,48,2,13,0,0,1,6,1,25,0,0,0,20,0,17,2,0,28,0,2,0,14,1,0,1,2,1,6,0,0,41,40,1,0
2805808016,1531,1463,68,16,0,0,2,5,1,2,0,5,0,0,0,2,0,1,1,0,21,0,0,2,10,2,0,1,0,2,0,0,3,28,28,0,1
2805809001,1435,1275,160,66,4,0,0,2,14,5,2,36,11,0,11,63,0,9,22,0,19,2,3,1,5,2,0,4,0,1,1,0,0,1,1,0,0
2805809002,2571,2371,200,66,1,3,2,8,17,7,2,23,21,2,15,38,0,8,16,1,48,3,2,2,9,2,0,13,0,11,2,0,0,27,23,1,0
2805809003,1706,1563,143,53,2,0,0,2,5,3,0,37,16,0,14,41,0,14,15,0,27,4,1,0,3,0,5,2,3,3,1,0,3,6,6,0,0
2805809004,2181,2106,75,27,1,6,1,2,7,2,0,8,16,2,13,12,0,4,0,0,19,3,0,0,1,2,1,3,1,6,0,0,1,1,1,0,0
2805809005,2342,2249,93,30,3,1,3,4,13,3,0,3,5,1,4,22,1,10,1,5,20,2,1,0,3,0,0,2,0,3,1,0,8,16,16,0,0
2805809006,2099,2010,89,25,0,0,4,4,0,1,0,14,3,3,0,0,0,0,0,0,33,6,4,2,8,0,2,0,1,4,1,0,1,28,26,0,0
2805809007,2042,1866,176,47,0,9,1,6,8,7,0,11,1,0,0,97,0,62,3,2,17,0,1,4,10,0,0,0,0,1,1,0,0,14,5,0,0
2805809008,2519,2430,89,28,0,4,0,0,6,4,0,8,0,0,0,26,0,11,9,5,33,2,0,2,10,2,0,2,5,9,0,0,1,2,0,0,0
2805809009,2575,2451,124,44,0,0,1,7,6,4,2,21,3,0,3,40,3,26,8,0,28,1,1,4,7,1,0,5,1,2,4,0,2,9,7,0,0
2805809010,2206,2073,133,69,1,13,0,1,3,0,1,36,11,0,9,24,0,13,9,0,23,6,0,2,4,4,0,1,0,2,2,0,0,6,6,0,0
2805809011,2218,2140,78,37,1,2,1,2,15,0,0,15,10,0,10,13,0,3,4,0,14,0,1,0,6,1,4,0,1,0,1,0,0,4,4,0,0
2805809012,1957,1910,47,22,0,3,0,1,3,1,1,9,3,0,3,2,0,0,0,0,16,0,0,0,2,3,0,0,2,5,1,0,0,4,3,0,0
2805901001,2881,2372,509,215,7,81,3,7,5,8,5,94,6,2,3,114,0,112,0,0,144,1,1,7,42,7,1,30,0,7,38,0,3,28,15,0,2
2805901002,1801,1660,141,50,0,4,1,5,1,0,6,30,3,2,0,29,0,29,0,0,56,4,3,0,10,2,5,6,5,0,3,4,0,3,0,0,0
2805901003,1758,1363,395,152,0,27,0,5,2,1,1,114,2,0,0,77,0,76,0,0,155,3,13,5,31,0,8,24,6,0,51,0,6,9,9,0,0
2806001001,1954,1783,171,121,0,6,5,1,1,1,1,104,6,2,1,11,0,8,0,0,26,0,0,0,0,4,0,3,6,2,2,4,3,7,7,0,0
2806101001,3103,2528,575,236,8,13,2,8,12,50,5,136,12,1,11,162,1,159,0,0,158,3,5,0,35,3,6,54,3,29,1,2,5,6,0,1,1
2806101002,3164,2513,651,251,0,32,5,11,2,5,8,178,34,0,30,121,0,120,0,0,229,9,8,7,48,9,3,63,4,30,11,2,5,16,14,0,0
2806101003,2969,2093,876,311,2,73,4,14,11,17,2,169,46,2,35,195,0,189,1,2,304,10,10,4,92,3,3,108,1,42,8,2,6,20,11,4,0
2806101004,2955,2241,714,208,1,60,1,10,8,17,1,108,43,3,28,170,0,165,0,0,279,10,13,5,62,1,2,78,5,60,9,2,12,14,11,0,0
2806101005,2428,2231,197,74,7,2,4,10,6,4,9,29,9,0,6,46,0,45,0,0,61,4,2,3,10,1,0,19,0,5,7,0,7,7,7,0,0
2806101006,2019,1874,145,71,1,15,4,17,3,2,14,12,7,2,4,41,0,40,0,1,23,3,1,0,4,0,0,1,4,3,0,1,0,3,1,0,0
2806101007,1970,1886,84,54,4,5,8,13,3,0,8,7,3,1,1,0,0,0,0,0,22,3,0,3,2,0,0,0,1,3,0,0,2,5,0,0,0
2806101008,2122,1979,143,70,3,1,6,14,1,9,10,15,4,4,0,20,0,19,0,0,42,3,0,4,8,2,2,4,4,1,1,0,5,7,0,0,0
2806101009,2768,2607,161,94,17,18,1,13,1,3,8,28,2,1,1,2,0,1,0,1,54,11,5,2,10,2,1,3,2,3,0,2,4,8,5,1,1
2806101010,1177,1091,86,54,1,3,4,6,0,2,8,23,3,0,2,1,0,0,0,0,26,4,0,2,2,0,1,0,4,7,0,1,3,2,0,0,0
2806101011,3546,2332,1214,282,4,54,2,9,6,14,4,187,21,1,18,523,0,521,0,0,370,8,3,5,101,11,2,149,7,49,3,5,9,17,17,0,1
2806101012,2517,2002,515,187,4,29,3,12,0,3,10,117,20,1,13,92,0,87,4,0,208,5,2,1,34,6,1,25,3,59,2,6,3,7,4,0,1
2806101013,1556,1355,201,76,0,17,1,1,4,1,2,49,0,0,0,37,0,36,0,0,76,2,11,0,20,2,3,16,3,6,1,0,2,12,10,1,0
2806201001,367,342,25,10,1,6,1,0,0,0,0,2,0,0,0,5,0,5,0,0,10,1,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0
2806301001,351,304,47,34,0,3,0,2,18,0,0,6,5,1,2,2,0,2,0,0,6,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
2806401001,176,158,18,10,0,0,0,0,0,0,0,10,0,0,0,5,0,5,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2806501002,2181,1763,418,125,1,21,1,4,23,6,0,68,33,0,30,126,0,111,7,0,97,1,1,6,32,5,3,19,1,11,1,3,0,37,28,5,0
2806501003,759,663,96,40,0,12,0,0,6,0,0,21,5,0,5,19,0,14,4,0,31,0,1,0,3,9,0,9,1,0,0,0,0,1,0,0,0
2806501004,1225,955,270,77,1,24,1,1,17,2,2,29,41,1,36,52,0,48,0,0,83,0,0,8,15,10,9,22,1,4,1,1,1,17,11,4,0
2806501005,2292,1940,352,149,4,47,5,5,30,0,0,55,37,5,28,64,1,49,8,0,89,1,1,6,16,2,7,32,4,9,1,0,4,13,10,1,0
2806501006,2565,2148,417,160,2,23,4,7,31,2,0,85,45,1,34,65,1,49,4,0,119,2,17,9,27,8,3,29,2,9,5,0,0,28,24,1,0
2806501007,1093,973,120,48,0,9,0,1,3,3,0,31,22,0,17,17,0,17,0,0,29,0,0,1,8,0,0,14,2,1,1,0,0,4,4,0,0
2806501008,1485,1231,254,93,0,24,2,0,19,3,0,44,12,0,10,68,0,40,25,0,76,0,4,6,27,1,3,15,0,10,3,0,1,5,3,2,0
2806501009,1071,935,136,66,0,10,3,1,13,1,0,34,14,1,8,13,0,8,2,0,40,4,3,3,8,2,0,11,0,3,3,0,2,3,3,0,0
2806501010,1506,1200,306,139,0,29,2,1,31,1,0,75,30,3,20,35,0,27,0,0,80,2,2,1,25,9,6,17,2,6,0,0,0,22,17,0,0
2806501011,2031,1672,359,153,4,23,2,12,20,4,2,86,27,0,27,35,0,23,12,0,120,4,1,4,28,9,6,18,4,21,5,0,7,24,21,1,0
2806501012,1448,1142,306,147,1,15,0,5,33,0,0,92,31,1,24,58,1,34,16,0,64,3,1,1,14,2,2,23,0,9,6,0,3,6,6,0,0
2806501013,1072,884,188,67,4,26,0,0,9,0,0,20,31,1,26,37,0,30,7,0,45,2,0,0,9,6,0,11,2,4,4,1,1,8,7,0,0
2806501014,1378,1116,262,94,0,18,0,1,11,2,0,61,18,1,15,68,0,48,0,0,81,2,3,0,18,0,0,33,0,10,2,0,0,1,1,0,0
2806501015,1484,1245,239,86,0,1,0,3,29,2,0,50,14,0,13,48,0,40,2,0,75,1,1,4,6,6,2,26,1,16,6,0,0,16,15,0,0
2806501016,1412,1159,253,76,1,9,1,0,10,3,0,49,24,0,17,74,0,67,0,0,70,3,6,2,15,1,4,11,1,8,6,0,2,9,9,0,0
2806501017,1188,954,234,73,0,8,1,1,18,0,0,44,10,0,10,68,0,57,3,0,63,0,3,6,9,2,1,17,4,6,0,0,1,20,20,0,0
2806501018,1487,1322,165,56,1,7,0,3,4,1,0,39,7,0,6,25,0,9,5,0,59,1,1,1,10,1,7,27,1,0,0,0,2,18,16,1,0
2806501019,1231,930,301,148,0,15,0,6,7,0,1,118,14,1,13,38,1,33,4,0,84,2,5,3,20,13,1,19,0,8,0,0,1,17,16,0,0
2806502001,1334,1116,218,93,0,7,0,10,11,0,0,64,21,0,19,35,2,20,8,0,63,7,9,0,16,1,0,13,1,9,2,1,0,6,5,0,0
2806502002,1234,959,275,104,0,11,0,3,9,9,0,71,23,0,18,39,2,28,4,0,103,0,11,5,24,0,8,24,0,12,12,1,0,6,5,0,0
2806502003,1661,1367,294,135,1,17,3,5,18,3,0,84,19,0,14,42,1,38,0,0,83,0,4,15,10,0,2,22,0,10,8,0,8,15,6,0,0
2806502004,1461,1059,402,102,0,16,0,5,16,6,0,57,24,5,11,77,0,62,2,0,165,1,5,13,18,8,1,65,4,19,6,1,3,34,33,0,0
2806502005,1516,1127,389,109,1,44,1,3,8,6,0,44,18,0,17,81,1,72,5,0,141,4,3,3,26,5,4,44,0,26,13,0,0,40,34,4,0
2806502006,1279,875,404,96,1,21,0,4,2,4,0,64,24,6,11,104,0,60,4,16,140,4,4,7,23,1,1,48,0,14,21,0,5,40,23,5,0
2806502007,1350,839,511,140,1,38,2,1,12,8,1,72,43,3,25,176,0,144,14,0,103,1,1,6,12,0,3,57,0,11,7,0,1,49,30,10,0
2806502009,1362,1064,298,92,1,33,0,0,13,3,0,39,10,3,7,63,3,57,0,0,111,5,0,3,28,0,5,32,1,14,6,1,8,22,21,0,0
2806502010,1997,1662,335,143,2,44,1,12,3,1,0,78,19,5,8,58,0,48,1,0,85,0,0,6,19,4,3,18,2,6,5,2,0,30,27,0,0
2806502011,1063,781,282,111,0,41,2,0,15,0,0,53,6,0,6,46,0,36,10,0,65,0,5,2,17,4,3,16,0,7,4,0,6,54,50,0,0
2806502012,1636,1386,250,72,0,17,1,5,12,1,2,33,18,1,16,78,3,70,1,0,61,5,5,5,18,0,3,11,1,3,1,1,4,21,10,6,0
2806502013,2015,1715,300,89,6,17,1,10,6,7,9,29,36,2,28,34,0,29,0,0,100,2,3,2,25,4,4,23,0,12,8,0,3,41,26,0,0
2806502014,1504,1152,352,129,0,41,2,3,14,2,1,66,21,1,20,85,3,61,7,1,87,0,1,6,24,1,0,23,2,9,6,2,4,30,26,3,0
2806502015,912,734,178,69,1,11,3,0,3,1,0,48,19,0,19,18,0,17,0,0,64,7,2,2,16,1,5,7,6,16,1,0,0,8,6,0,0
2806502016,2653,2460,193,50,4,5,2,4,4,6,0,18,11,0,7,25,1,21,0,1,66,6,1,7,13,1,5,5,1,6,3,1,6,40,30,0,1
2806502017,2522,2482,40,20,1,6,2,2,1,1,1,6,4,2,1,2,0,1,0,0,5,0,0,0,0,0,1,0,3,0,0,0,1,9,9,0,0
2806502018,1957,1810,147,57,0,14,1,7,7,8,1,17,6,0,0,32,0,29,0,0,31,0,1,2,14,2,0,2,0,2,1,1,5,21,17,0,0
2806502019,2351,2253,98,29,2,6,0,4,2,3,1,11,14,1,12,12,0,9,2,0,42,2,2,2,18,4,1,3,1,5,0,0,1,1,1,0,0
2806502020,2356,2242,114,53,1,4,1,0,23,7,0,16,5,0,5,10,0,9,0,0,23,1,0,5,5,3,1,3,0,1,0,0,0,23,20,0,0
2806502021,2717,2571,146,44,4,15,1,0,6,6,0,10,15,1,1,5,0,3,0,0,56,2,4,7,14,3,0,7,2,2,1,1,2,26,25,0,0
2806503001,1412,1180,232,71,0,8,1,4,16,3,0,39,30,1,23,40,1,25,3,0,67,0,2,1,21,6,1,15,0,12,2,0,3,24,24,0,0
2806503002,980,790,190,69,0,10,0,3,15,4,0,37,19,0,12,40,0,27,8,0,51,2,4,0,3,0,1,16,0,9,2,0,2,8,7,0,3
2806503003,1505,1087,418,166,1,19,0,1,43,0,0,100,25,3,14,133,2,110,8,0,83,1,4,1,15,2,8,18,2,18,8,0,3,8,6,0,3
2806503004,1191,897,294,111,0,11,1,1,28,1,0,68,10,2,6,71,0,65,4,0,93,0,5,5,23,1,2,34,0,18,2,0,0,9,6,0,0
2806503005,1087,857,230,77,0,13,1,3,5,2,1,49,13,0,9,61,1,36,20,0,67,2,16,2,20,2,1,14,1,2,0,0,0,12,7,0,0
2806503006,1581,1179,402,183,0,32,0,10,16,4,0,121,26,4,18,81,0,54,11,1,100,0,14,2,20,1,1,27,10,11,1,0,5,12,10,1,0
2806503007,1570,1310,260,109,0,36,0,1,11,6,0,53,27,1,25,43,0,23,7,0,75,1,8,0,22,6,0,16,3,8,4,0,2,6,3,0,0
2806503008,1324,1071,253,98,1,12,2,2,16,1,0,63,17,3,14,43,0,34,2,0,81,2,5,1,16,11,3,23,9,7,2,0,2,14,14,0,0
2806503009,2154,1824,330,158,0,47,2,9,10,1,0,89,14,0,11,30,0,25,0,0,82,2,3,1,22,3,0,32,0,12,0,0,4,46,41,0,0
2806503010,1232,1001,231,105,0,23,0,0,12,3,0,67,13,0,9,36,0,23,10,0,64,2,0,6,16,1,0,13,5,9,8,0,0,13,12,0,0
2806503011,1113,815,298,129,0,12,2,3,26,2,2,80,11,0,7,62,0,56,6,0,81,0,8,3,11,1,0,31,3,12,4,0,2,13,10,0,2
2806503012,1408,1103,305,121,0,22,0,9,11,4,0,74,22,0,19,67,0,55,9,0,82,0,14,3,18,0,4,23,1,11,4,0,0,13,12,0,0
2806503013,1019,882,137,42,0,3,0,1,6,1,0,31,0,0,0,23,0,21,1,1,65,0,0,0,21,0,3,30,3,8,0,0,0,7,6,0,0
2806503014,1216,1004,212,62,0,8,0,3,19,1,2,27,6,0,5,67,0,64,3,0,76,3,10,0,27,2,1,19,1,7,3,0,2,1,0,0,0
2806503015,983,852,131,57,0,9,0,0,9,2,0,37,1,0,1,24,0,17,0,0,42,1,1,5,14,1,0,5,2,0,0,0,4,7,4,0,0
2806503016,1213,958,255,117,0,14,1,5,14,3,0,78,20,1,6,63,2,61,0,0,50,1,3,6,11,0,0,4,2,7,7,0,0,5,2,3,0
2806503017,820,799,21,11,0,0,0,0,0,0,1,10,7,0,7,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2806503018,1086,1048,38,23,0,1,0,1,12,8,0,0,2,1,1,1,0,1,0,0,10,0,1,0,1,1,0,6,0,0,1,0,0,2,2,0,0
2806503019,1577,1528,49,33,1,13,2,1,0,1,1,12,0,0,0,6,0,5,0,0,7,0,0,0,1,2,1,0,0,2,0,0,0,3,2,0,0
2806503020,692,658,34,12,1,0,0,1,4,0,1,4,11,1,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,2,1,4,3,0,0
2806503021,893,844,49,38,1,1,0,0,13,1,0,22,1,0,1,0,0,0,0,0,10,2,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0
2806503022,1232,1171,61,27,0,0,2,3,8,0,0,11,3,0,3,10,0,9,0,0,10,0,0,0,5,0,0,2,0,1,1,0,1,11,2,0,0
2806503023,688,672,16,12,0,0,0,1,1,2,0,8,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
2806503024,1167,1113,54,39,1,10,0,0,1,0,0,26,1,0,1,1,0,1,0,0,13,0,2,0,4,0,0,4,0,1,0,0,0,0,0,0,0
2806503025,1145,1094,51,19,2,5,2,3,1,0,0,6,0,0,0,1,0,1,0,0,19,4,2,1,4,0,0,0,0,1,0,0,1,11,11,0,1
2806503026,907,863,44,30,0,4,0,0,0,0,1,25,7,0,1,0,0,0,0,0,5,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,0
2806503027,1019,991,28,13,0,2,0,0,0,0,0,10,3,0,2,2,0,2,0,0,9,2,0,0,2,1,0,2,0,0,1,0,0,1,0,0,0
2806503028,1591,1396,195,22,1,8,1,7,1,0,0,3,20,1,19,40,2,0,0,0,35,6,2,10,3,1,0,0,2,0,0,0,1,62,20,0,16
2806503029,1482,1394,88,49,5,2,0,2,7,7,1,25,1,0,0,0,0,0,0,0,22,4,0,0,13,0,0,0,0,3,0,0,2,16,16,0,0
2806503030,1785,1699,86,39,0,11,0,2,0,10,0,10,9,0,3,1,0,1,0,0,19,0,1,0,8,0,0,5,0,3,0,0,1,18,16,0,0
2806503031,904,881,23,10,0,6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,12,1,0,3,1,0,0,0,0,4,0,0,1,0,0,0,0
2806503032,1184,1069,115,26,1,9,2,1,0,3,3,6,0,0,0,1,0,0,0,0,30,8,0,1,13,3,0,0,0,3,0,0,1,58,58,0,0
2806503033,3237,3034,203,71,5,6,4,9,6,10,0,29,9,1,8,9,0,9,0,0,66,2,0,3,19,4,0,12,4,8,8,0,1,47,32,1,1
2806503034,1639,1603,36,10,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,1,1,0,0,21,21,0,0
2806503035,1972,1866,106,47,0,10,0,9,8,0,0,20,1,0,0,6,0,5,0,0,26,2,0,0,10,0,0,0,1,11,0,0,1,22,16,0,4
2806503036,1828,1644,184,46,0,1,4,1,1,1,0,34,3,2,0,1,0,1,0,0,39,0,0,10,13,0,0,0,0,4,1,0,8,95,93,0,0
2806503037,1944,1862,82,26,0,4,0,1,7,4,0,7,7,0,7,5,0,5,0,0,33,1,0,2,20,0,1,1,2,2,0,0,2,11,11,0,0
2806503038,2440,2345,95,31,3,8,1,2,2,4,0,8,4,2,2,2,0,2,0,0,26,0,1,2,11,1,1,2,2,3,1,0,2,32,30,0,0
2806503039,1826,1673,153,35,1,2,6,10,2,1,2,7,5,0,3,6,0,1,0,0,73,3,3,8,45,4,1,3,2,0,1,0,2,34,34,0,0
2806503040,1770,1713,57,23,0,2,1,2,7,0,1,5,10,3,5,5,0,5,0,0,18,0,0,0,9,1,0,0,0,3,1,0,0,0,0,0,1
2806503041,1249,1216,33,23,0,4,0,3,4,0,1,10,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0
2806503042,2374,2250,124,58,0,15,3,5,4,2,1,27,14,0,3,9,0,9,0,0,36,2,0,4,9,7,0,2,1,2,0,0,4,7,5,0,0
2806503043,2549,2432,117,54,1,5,2,6,7,1,0,27,14,1,11,6,0,3,0,1,22,2,0,0,4,4,0,2,1,7,0,0,0,21,21,0,0
2806503044,1880,1607,273,44,3,1,5,11,3,5,0,9,0,0,0,12,0,2,0,0,44,1,0,1,17,5,0,1,1,4,0,1,3,173,169,0,0
2806504001,1451,1127,324,116,1,40,0,1,6,5,1,61,3,0,3,99,0,88,4,0,76,2,5,7,9,5,3,17,0,4,10,1,6,30,14,11,0
2806504002,1542,1196,346,125,0,35,1,4,11,4,0,67,25,0,11,47,0,45,1,0,122,1,0,7,30,3,5,31,4,20,13,0,0,27,22,0,0
2806504003,1672,1382,290,107,0,37,0,2,11,10,0,44,5,0,5,50,0,40,1,0,95,5,3,5,10,2,0,29,0,17,12,0,2,33,33,0,0
2806504004,1223,915,308,102,4,34,3,4,10,3,1,37,3,1,1,82,0,63,3,2,104,2,1,3,25,0,0,49,0,13,0,2,0,17,10,4,0
2806504005,972,809,163,73,0,27,0,0,4,0,0,42,8,0,5,25,0,24,1,0,55,3,0,0,13,3,0,19,1,8,0,5,0,2,2,0,0
2806504006,1181,945,236,117,1,37,0,4,21,0,0,54,12,0,8,39,0,26,7,0,60,1,0,0,10,4,4,30,2,5,0,2,2,8,7,0,0
2806504007,1306,1096,210,83,0,29,0,1,12,0,0,41,17,0,5,39,0,36,2,0,55,0,10,1,7,2,1,26,0,7,0,0,1,16,13,0,0
2806504008,903,690,213,72,0,23,0,0,8,3,0,38,10,0,10,59,0,32,11,0,50,0,2,1,21,0,2,18,0,2,0,0,0,22,18,4,0
2806504009,1451,1145,306,136,0,38,1,0,15,8,0,74,3,1,2,41,0,26,4,0,92,0,5,4,31,0,1,17,5,24,0,0,2,33,31,0,1
2806504010,1432,1096,336,160,0,44,1,2,11,7,1,93,4,0,0,32,0,29,1,0,90,0,0,6,38,0,3,30,2,4,3,0,1,50,38,2,0
2806504011,952,830,122,43,0,6,0,0,1,2,0,31,5,1,1,21,0,20,1,0,40,0,0,3,24,2,0,5,0,2,0,0,0,13,5,0,0
2806504012,1224,971,253,96,2,9,1,4,8,6,0,66,22,0,22,54,0,49,0,0,71,2,4,4,22,1,0,12,1,5,10,0,1,10,9,0,0
2806504013,1367,1106,261,81,0,26,1,3,6,0,0,44,18,0,12,58,1,52,4,0,91,0,1,1,25,0,0,40,3,10,2,1,6,12,8,1,1
2806504014,1171,948,223,84,1,8,1,0,16,0,0,56,15,1,14,24,1,19,1,0,75,1,1,2,7,0,1,34,1,17,3,0,0,25,20,2,0
2806504015,1464,1204,260,100,1,39,2,0,7,0,0,51,14,5,5,32,0,19,4,0,94,1,5,5,23,2,0,23,4,9,9,0,5,20,12,0,0
2806504016,1505,1124,381,189,1,55,1,2,9,4,1,114,5,0,1,64,2,41,4,0,94,1,8,0,31,2,0,28,1,12,4,0,1,29,29,0,0
2806504017,1347,1057,290,110,0,27,0,1,10,10,0,61,22,0,18,42,0,22,3,7,85,1,4,2,23,2,0,22,0,8,3,2,1,31,25,2,0
2806504018,1454,1199,255,92,0,36,0,0,11,1,0,43,12,0,7,71,0,56,2,0,59,4,3,0,7,0,2,30,0,9,3,1,0,21,16,0,0
