Estadística del Padrón Continuo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.- Madrid, Comunidad de ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Población por sexo, Sección y nacionalidad (principales nacionalidades).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unidades: Personas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUSEC,Total Población,Españoles,Total Extranjeros,Total Unión Europea,Alemania,Bulgaria,Francia,Italia,Polonia,Portugal,Reino Unido,Rumanía,Total Europa No Comunitaria,Rusia,Ucrania,Total Africa,Argelia,Marruecos,Nigeria,Senegal,Total América,Argentina,Bolivia,Brasil,Colombia,Cuba,Chile,Ecuador,Paraguay,Perú,República Dominicana,Uruguay,Venezuela,Total Asia,China,Pakistán,Oceanía y Apátridas
2800501016,1253,917,336,210,2,5,0,7,8,4,4,177,11,2,4,24,0,10,4,0,59,3,0,3,9,9,1,7,6,4,6,3,5,32,28,1,0
2800501017,1154,714,440,312,1,40,0,2,7,1,1,257,27,0,27,54,0,13,18,2,35,1,1,1,8,4,0,11,0,5,2,1,0,12,6,0,0
2800501018,1346,877,469,277,1,24,1,3,10,5,1,230,34,0,31,33,0,7,12,2,89,0,0,10,6,2,1,35,0,4,18,5,2,36,29,5,0
2800501020,1807,1120,687,462,0,12,0,1,36,1,1,407,43,0,42,51,1,30,11,0,90,3,3,8,23,8,0,14,2,8,11,0,3,41,36,0,0
2800501021,1554,1248,306,181,2,5,1,8,25,2,1,136,34,2,28,4,0,1,0,0,44,5,0,7,8,0,0,2,1,6,8,0,1,43,31,0,0
2800501022,1924,1390,534,356,0,50,0,3,34,6,1,260,58,0,48,37,2,20,10,0,60,0,3,5,8,1,0,6,2,13,8,1,3,23,20,2,0
2800501023,1303,1064,239,110,0,0,3,2,7,0,1,94,26,2,23,13,0,2,6,0,57,3,3,2,15,7,3,3,7,4,5,0,3,33,27,0,0
2800501024,1394,1167,227,168,3,17,1,2,22,0,1,121,9,0,8,11,6,0,4,0,14,1,1,0,1,0,0,3,0,0,4,0,1,25,16,1,0
2800502001,1347,1049,298,173,1,18,0,0,12,3,1,138,26,0,20,27,0,8,10,0,49,0,3,5,7,5,0,8,4,5,10,0,0,23,21,0,0
2800502002,1154,928,226,150,0,22,0,1,21,0,0,105,7,0,1,35,6,0,17,0,27,0,0,0,13,0,0,3,0,5,0,0,4,7,1,0,0
2800502003,1553,1224,329,221,1,30,1,1,15,3,0,166,13,0,7,37,0,0,25,2,31,0,0,2,3,0,0,10,3,6,2,1,1,27,25,0,0
2800502004,1428,1037,391,170,3,20,0,6,27,3,0,110,7,0,4,136,0,45,63,10,68,2,0,2,13,2,0,23,0,5,17,0,1,10,10,0,0
2800502005,1370,1021,349,171,0,15,3,0,9,1,1,141,3,1,0,128,0,38,35,24,41,1,1,0,6,0,0,16,0,4,11,0,0,6,6,0,0
2800502006,1896,1441,455,246,1,33,0,0,24,6,0,179,30,0,21,124,0,16,36,7,52,0,0,0,13,0,4,13,6,1,13,0,0,3,3,0,0
2800502007,1944,1498,446,206,1,21,1,4,22,1,1,148,6,0,3,152,0,31,63,14,68,1,7,2,11,4,1,13,4,6,13,1,4,14,13,0,0
2800502008,2370,1899,471,219,3,17,2,4,12,10,0,164,16,0,15,111,0,31,41,13,103,4,1,6,20,3,4,20,0,19,15,0,2,22,16,0,0
2800502009,786,598,188,84,0,0,0,1,8,4,0,70,8,0,4,59,0,12,13,4,29,6,0,0,7,2,0,4,1,9,0,0,0,8,8,0,0
2800502010,1462,1101,361,227,2,5,0,0,10,1,0,206,19,0,15,83,1,16,42,7,30,2,0,4,5,2,2,7,2,0,5,0,0,2,0,0,0
2800502011,1379,1183,196,67,1,27,0,0,9,1,0,28,32,0,29,64,0,14,18,4,23,0,0,1,4,3,1,5,0,4,4,0,0,10,10,0,0
2800502012,1234,1023,211,107,1,13,0,0,5,2,0,86,19,1,18,71,0,20,35,0,13,0,1,3,0,4,0,2,0,0,0,1,0,1,0,0,0
2800502013,819,688,131,75,0,24,0,0,9,1,0,41,10,0,9,30,0,4,9,8,16,0,0,1,7,1,0,7,0,0,0,0,0,0,0,0,0
2800502014,1032,790,242,129,1,11,1,4,9,2,0,100,20,0,18,43,0,23,12,3,46,8,0,11,5,0,3,1,1,1,3,0,6,4,2,0,0
2800502015,827,745,82,37,0,0,0,6,3,0,0,28,2,1,1,25,0,7,1,5,18,0,2,3,4,0,0,9,0,0,0,0,0,0,0,0,0
2800502016,1446,1158,288,193,0,35,0,2,32,0,0,123,22,0,19,16,0,0,13,1,39,0,2,8,11,0,1,3,0,1,13,0,0,18,18,0,0
2800502017,1153,938,215,102,1,21,0,1,3,3,0,72,6,1,1,68,0,22,36,0,39,2,0,6,4,2,0,9,0,4,7,0,3,0,0,0,0
2800502018,1899,1530,369,260,1,36,3,7,11,1,2,195,11,0,11,14,0,2,10,0,59,8,0,1,9,2,1,10,9,11,6,1,0,25,24,0,0
2800502019,2272,1731,541,368,0,52,3,0,17,3,1,291,13,0,9,67,2,41,2,0,61,2,2,5,15,9,1,10,1,3,11,0,2,32,21,5,0
2800502020,1994,1527,467,374,0,64,0,2,86,3,0,218,9,1,8,29,0,6,0,2,41,1,1,1,7,7,0,3,0,6,7,0,7,13,12,0,1
2800502021,1771,1341,430,284,1,38,0,9,32,3,0,201,25,1,16,45,0,22,1,3,62,2,1,1,15,0,0,23,0,3,12,0,4,14,13,0,0
2800502022,1330,1032,298,180,0,15,0,0,28,1,1,135,7,1,6,71,0,17,26,5,28,0,0,0,1,4,0,4,0,8,3,3,0,12,11,0,0
2800502023,1161,838,323,209,0,13,0,0,32,0,0,162,4,0,2,67,0,37,13,4,37,0,1,0,10,1,0,13,0,8,4,0,0,6,4,0,0
2800502024,1689,1358,331,212,1,12,0,2,19,2,0,175,11,2,8,66,1,25,18,6,35,1,1,1,11,4,1,2,0,4,9,1,0,7,7,0,0
2800502025,1536,1178,358,277,0,70,0,2,35,4,3,158,11,0,6,30,0,6,15,0,20,1,2,0,3,0,0,7,0,7,0,0,0,20,16,0,0
2800502026,1825,1382,443,288,1,28,0,5,25,7,2,219,1,0,0,52,2,7,19,0,68,5,0,1,16,3,1,7,4,5,12,3,3,34,29,0,0
2800502027,1654,1398,256,177,0,9,1,2,45,2,0,114,19,1,15,45,11,14,18,0,15,0,0,0,5,0,0,2,1,1,1,0,2,0,0,0,0
2800502028,1865,1710,155,108,1,10,1,4,23,1,0,66,11,0,9,13,1,4,7,0,22,3,0,3,4,1,1,4,0,0,0,1,2,1,0,0,0
2800502029,1464,1422,42,26,2,0,0,1,6,0,1,14,3,0,2,2,0,1,0,0,6,1,0,0,2,0,0,0,0,1,0,0,0,5,4,0,0
2800502030,1042,873,169,137,0,14,0,1,34,5,0,83,3,0,3,7,0,3,1,0,19,1,0,1,4,3,1,5,0,0,1,0,2,3,1,0,0
2800502031,1887,1811,76,43,0,1,1,2,6,0,0,31,5,0,5,5,5,0,0,0,13,2,0,0,5,2,0,0,0,0,0,0,2,10,4,0,0
2800502032,1463,1237,226,154,1,9,0,6,13,1,0,119,19,0,11,20,0,1,16,1,27,1,0,8,3,1,0,7,0,1,5,0,0,6,5,0,0
2800502033,1465,1222,243,168,0,12,0,3,19,2,0,131,5,0,4,31,0,3,21,5,28,2,0,3,5,2,0,3,0,2,5,3,2,11,7,0,0
2800502034,1639,1331,308,243,0,18,0,7,26,0,0,192,16,1,14,9,0,3,2,0,19,0,0,1,7,1,0,2,0,0,1,1,1,21,21,0,0
2800502035,1888,1556,332,218,3,22,0,8,12,3,0,169,22,1,19,46,3,5,18,5,34,3,3,1,1,4,1,2,0,6,5,0,0,12,2,7,0
2800502036,1927,1558,369,271,0,14,1,2,35,3,0,216,20,0,15,29,0,1,14,0,32,4,0,0,18,2,0,3,1,0,1,1,2,17,16,0,0
2800502037,1149,916,233,178,1,15,0,1,46,1,0,113,22,0,22,8,0,6,0,0,23,8,2,1,1,0,0,3,2,0,3,0,0,2,1,0,0
2800503001,1748,1293,455,306,0,20,3,4,10,2,0,262,7,1,2,49,2,19,16,0,71,2,5,1,14,2,0,7,3,17,11,0,5,22,16,4,0
2800503002,1309,929,380,264,0,12,1,4,25,0,0,221,12,0,10,45,0,20,17,0,39,2,3,0,4,0,0,2,0,4,18,0,4,20,18,1,0
2800503003,1402,814,588,453,0,36,0,0,12,0,0,403,50,0,45,26,0,14,7,0,47,0,10,2,3,4,0,14,1,2,11,0,0,12,11,0,0
2800503004,1542,1268,274,208,1,37,0,8,16,3,0,142,20,2,18,22,0,6,9,0,16,1,1,2,4,0,0,1,1,3,2,1,0,8,8,0,0
2800503005,1152,746,406,273,2,32,0,2,19,1,1,216,38,2,24,62,0,27,18,0,26,0,0,3,8,0,0,4,0,5,4,1,0,7,5,2,0
2800503006,1884,1403,481,349,0,18,0,11,5,4,1,310,29,1,16,34,0,25,0,0,39,2,1,7,4,1,5,7,1,7,1,0,3,30,22,5,0
2800503007,2361,1844,517,403,1,25,1,8,4,2,0,361,26,1,18,29,1,17,7,0,39,1,0,3,3,0,0,10,0,8,10,0,1,20,16,0,0
2800503008,1382,1016,366,320,0,14,1,3,13,7,2,279,6,0,2,11,1,3,6,0,18,0,1,0,2,2,0,2,0,3,2,0,0,11,10,0,0
2800503009,1549,1115,434,297,0,21,0,2,13,1,0,260,34,0,23,49,2,31,3,3,37,0,1,0,7,1,0,7,3,10,5,0,1,17,15,0,0
2800503011,1624,1241,383,326,0,50,1,0,12,0,0,262,23,1,8,6,0,2,0,0,28,1,1,0,1,1,0,0,0,8,12,0,0,0,0,0,0
2800503012,1515,1161,354,248,0,14,0,2,7,1,2,218,17,0,4,47,0,16,4,2,35,0,7,0,6,2,5,10,0,0,3,0,1,7,3,0,0
2800503013,1518,1446,72,29,2,1,3,4,3,9,1,2,1,0,0,2,0,2,0,0,22,3,0,2,10,1,2,1,0,0,3,0,0,17,11,0,1
2800503014,2716,2284,432,375,0,24,3,13,17,15,5,294,6,0,3,6,0,2,0,0,40,1,0,1,11,7,2,0,0,4,3,0,1,5,5,0,0
2800503015,2353,2241,112,83,2,3,0,6,11,3,2,51,1,0,0,2,0,2,0,0,20,5,0,4,0,1,3,0,0,3,1,0,3,6,1,1,0
2800503016,2327,2155,172,85,3,0,5,19,5,10,3,32,2,2,0,2,0,2,0,0,39,4,1,0,7,0,0,2,4,1,0,0,0,44,36,0,0
2800503017,2149,2001,148,85,8,3,1,18,2,15,4,29,7,2,2,1,0,1,0,0,28,4,0,3,2,7,1,0,0,3,0,0,0,24,14,0,3
2800504001,2912,2504,408,60,4,0,4,11,4,6,4,22,28,22,2,6,0,4,0,0,96,8,0,7,26,1,4,3,0,4,1,2,12,218,200,0,0
2800504002,1615,1560,55,21,0,0,2,2,0,2,0,14,2,2,0,0,0,0,0,0,24,2,0,0,2,3,0,0,0,0,1,1,3,8,5,1,0
2800504003,1828,1747,81,64,3,2,0,12,6,1,0,40,2,0,0,0,0,0,0,0,11,0,0,1,3,0,0,0,5,0,0,0,0,4,4,0,0
2800504004,1424,1361,63,38,0,0,0,4,0,4,1,26,5,0,2,2,0,0,0,0,11,1,0,1,1,0,0,0,0,1,0,0,0,7,0,0,0
2800504005,1866,1686,180,89,2,0,0,1,9,0,0,76,11,1,9,20,0,4,9,0,55,2,0,6,19,2,0,3,0,0,4,0,15,5,4,0,0
2800504006,2073,1934,139,103,2,6,1,4,16,6,0,64,13,0,10,2,0,1,0,0,16,2,0,0,1,0,0,8,1,1,0,1,1,5,4,1,0
2800504007,2322,2201,121,80,5,9,3,8,1,0,1,48,2,1,1,1,0,0,0,0,21,2,0,3,7,2,1,0,2,1,1,0,1,17,7,0,0
2800504008,2233,2136,97,53,1,8,6,7,8,0,1,18,3,0,0,1,0,0,0,0,22,5,0,2,2,0,7,0,0,1,3,0,0,18,17,0,0
2800504009,2225,2037,188,141,0,1,0,1,28,8,2,93,2,0,0,16,0,5,0,0,25,3,0,3,4,4,1,1,0,0,1,1,1,4,4,0,0
2800504010,2413,2234,179,114,4,2,4,15,4,2,1,73,2,0,0,7,0,5,0,0,30,1,0,6,7,1,0,3,1,1,1,0,0,26,25,0,0
2800504011,2470,2330,140,103,3,8,1,7,5,9,1,59,1,0,1,1,0,1,0,0,30,0,1,1,10,0,0,0,0,4,4,0,4,5,4,0,0
2800504012,1821,1546,275,158,0,28,1,3,34,4,0,86,24,2,12,44,0,30,0,0,39,0,3,2,15,1,0,1,0,4,8,1,4,10,6,0,0
2800504013,2038,1987,51,27,2,0,6,1,2,1,0,15,10,0,0,2,0,0,1,0,8,1,1,2,0,0,0,0,0,0,0,0,2,4,1,0,0
2800504014,1937,1810,127,76,0,8,1,2,5,3,0,53,6,2,0,2,0,0,0,0,25,2,0,0,6,1,1,0,0,0,0,0,1,18,17,0,0
2800504015,1267,1151,116,47,0,1,0,3,11,1,1,28,0,0,0,47,1,35,3,0,13,0,0,1,3,0,0,4,1,3,0,0,0,9,6,1,0
2800504016,1632,1575,57,37,1,2,1,1,6,0,1,25,0,0,0,1,0,0,0,1,15,0,0,4,1,1,0,0,0,0,0,0,2,4,3,0,0
2800504017,2542,2411,131,76,1,6,0,2,5,5,0,53,4,0,2,10,0,1,0,0,33,4,0,2,5,3,2,2,4,1,2,1,4,8,3,0,0
2800505001,1286,817,469,370,0,11,0,1,20,1,2,334,12,3,5,26,0,1,8,0,45,0,1,2,18,2,3,13,0,3,2,0,0,16,14,0,0
2800505002,1841,1357,484,342,0,4,3,2,10,1,0,318,21,1,15,36,4,18,11,0,63,0,2,7,7,1,2,12,0,19,10,0,0,22,20,1,0
2800505003,1737,1290,447,315,4,2,1,2,30,3,2,270,30,2,15,19,0,9,7,0,63,1,1,3,18,2,4,2,0,3,23,1,3,20,12,0,0
2800505004,1365,1066,299,213,0,0,1,1,23,0,0,187,6,0,5,10,0,6,0,0,53,0,4,3,12,0,0,13,2,5,13,0,0,17,15,2,0
2800505005,1336,1013,323,248,0,9,0,2,18,1,0,217,1,0,0,25,0,14,7,0,37,1,2,3,10,0,0,0,0,2,9,0,2,12,6,6,0
2800505006,897,757,140,98,0,8,0,2,10,0,0,78,1,0,0,2,0,1,0,1,19,2,0,0,6,1,0,1,0,1,1,0,1,20,20,0,0
2800505007,2007,1785,222,151,1,11,2,4,21,0,0,108,21,2,19,1,0,0,0,0,34,0,0,1,5,1,5,2,0,4,6,0,0,15,14,0,0
2800505008,1061,911,150,105,1,3,0,0,13,0,0,87,3,0,3,14,9,2,3,0,10,0,0,0,1,0,0,1,0,3,0,1,0,18,15,3,0
2800505009,1463,1166,297,199,0,15,0,3,7,9,0,160,9,1,7,22,7,4,3,5,59,1,0,4,9,2,7,4,4,2,15,3,2,8,7,0,0
2800505010,870,658,212,147,0,1,0,0,23,1,0,122,19,2,13,21,2,12,0,7,24,1,0,5,6,0,0,0,0,1,9,1,0,1,1,0,0
2800505011,1437,1124,313,231,0,12,1,5,17,0,0,193,8,1,4,15,0,12,1,0,45,1,0,4,16,2,0,9,0,4,6,0,0,14,13,0,0
2800505012,1956,1418,538,380,0,23,1,0,26,1,0,326,28,0,27,44,13,9,9,0,71,2,0,2,20,0,3,5,1,15,22,0,0,14,10,3,1
2800505013,1107,1075,32,21,6,0,1,2,1,0,2,8,1,0,1,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,2,2,0,0
2800505014,2371,1994,377,282,0,7,0,3,19,1,2,245,20,0,13,14,0,7,4,1,42,2,2,7,9,2,5,3,0,3,3,2,3,19,14,0,0
2800505015,1497,1412,85,62,0,3,3,3,1,4,3,44,0,0,0,0,0,0,0,0,18,0,0,9,1,0,0,0,1,1,0,0,1,5,3,0,0
2800505016,955,896,59,36,0,1,0,4,5,0,0,25,0,0,0,1,0,0,0,0,20,3,1,0,2,4,0,4,0,0,1,0,4,2,1,0,0
2800505017,2003,1306,697,474,0,26,0,6,65,1,1,370,23,0,14,91,2,60,8,0,73,0,0,17,15,2,3,15,1,1,11,1,1,36,32,3,0
2800505018,1080,875,205,147,1,31,0,7,12,0,1,94,34,0,31,0,0,0,0,0,12,1,0,0,4,1,0,0,1,1,0,0,4,12,10,0,0
2800505019,786,585,201,159,0,0,0,0,5,0,0,154,0,0,0,20,0,14,1,4,15,1,0,0,1,1,0,0,1,6,5,0,0,7,6,1,0
2800505020,1834,1372,462,302,0,32,0,2,46,3,0,217,26,0,22,66,0,31,2,2,53,2,0,1,14,0,2,7,3,11,7,0,3,15,3,4,0
2800505021,2046,1596,450,363,0,5,0,1,24,1,1,331,13,1,12,6,0,4,2,0,61,3,0,5,15,0,0,4,2,5,23,3,0,7,6,0,0
2800505022,2005,1851,154,107,2,3,4,3,0,1,0,93,3,1,2,5,1,3,0,0,22,2,0,4,3,1,0,3,0,2,3,3,0,17,12,0,0
2800505023,1794,1460,334,249,0,0,0,4,17,0,1,225,7,0,4,5,0,2,3,0,50,2,1,0,4,2,0,17,0,0,20,0,2,23,21,1,0
2800505024,1732,1186,546,437,1,5,2,4,23,5,0,393,19,0,14,27,2,7,4,2,47,4,0,9,5,1,1,7,1,5,11,0,2,16,7,0,0
2800505025,1547,1034,513,383,0,29,0,1,20,1,2,322,2,0,2,22,1,6,9,0,82,5,0,12,12,2,0,5,1,6,33,0,1,24,23,0,0
2800505026,1652,1148,504,368,0,17,7,3,54,2,0,281,20,0,15,36,1,19,1,0,65,5,0,9,9,3,0,6,3,3,24,0,1,15,15,0,0
2800505027,848,612,236,172,1,9,2,0,26,2,0,131,1,0,1,16,1,6,2,0,39,0,3,3,10,1,0,6,0,6,9,0,1,7,6,0,1
2800505028,1075,1048,27,16,0,0,0,0,1,0,1,12,0,0,0,5,0,0,0,0,5,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0
2800505029,1845,1591,254,158,0,4,0,1,6,1,1,143,29,0,28,5,0,0,1,0,36,0,1,5,1,5,0,2,0,8,5,0,0,26,8,1,0
2800505030,715,692,23,15,1,2,0,0,0,0,0,9,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0
2800505031,817,790,27,20,1,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,2,1,1,0,0,0,2,0,0,0
2800505032,1805,1750,55,36,2,0,1,12,0,0,1,14,1,0,0,1,0,0,1,0,13,0,0,2,5,1,0,1,1,0,1,0,0,4,1,0,0
2800601001,1797,1428,369,46,0,4,2,5,1,8,2,20,26,5,9,33,2,30,0,0,238,1,4,9,21,1,1,47,43,37,36,0,5,25,5,0,1
2800601002,2384,1819,565,76,0,8,0,6,8,10,0,43,25,0,4,72,0,61,2,0,350,3,3,7,37,2,3,69,83,26,75,0,6,42,21,1,0
2800601003,1723,1279,444,80,2,13,2,10,0,3,3,43,64,1,8,65,2,46,3,0,215,9,16,3,12,3,1,21,45,16,70,0,9,19,3,0,1
2800601004,2542,1899,643,81,0,5,1,10,1,10,1,48,28,0,7,72,0,63,0,0,386,12,19,9,47,6,10,96,66,36,52,0,2,73,42,0,3
2800601005,836,634,202,31,0,3,0,2,5,1,2,16,3,0,3,4,0,1,0,0,150,2,0,8,12,0,0,17,27,24,26,0,0,14,13,0,0
2800601006,1487,1140,347,91,1,3,0,3,4,7,0,71,15,1,3,58,0,58,0,0,160,3,2,4,24,3,2,26,33,13,30,0,3,22,11,2,1
2800601007,1854,1400,454,69,2,5,2,6,0,0,1,52,43,0,4,51,0,45,0,0,267,4,4,0,46,2,1,44,54,20,62,0,2,24,24,0,0
2800601008,1938,1418,520,78,3,7,0,12,1,9,0,46,32,1,14,107,2,86,0,2,254,10,12,5,25,1,4,45,31,25,47,4,2,43,9,0,6
2800601009,2542,1946,596,94,1,9,6,6,1,6,1,57,37,1,5,86,4,75,2,1,341,5,9,10,45,4,2,59,63,39,68,0,9,37,13,0,1
2800601011,784,639,145,29,0,10,1,1,0,2,2,13,0,0,0,38,0,25,3,0,76,0,9,0,3,0,0,16,7,12,15,0,4,2,0,1,0
2800601012,1160,913,247,25,1,5,0,3,1,3,0,12,9,0,5,60,1,50,2,0,137,1,2,4,7,0,0,27,37,23,28,0,4,16,11,1,0
2800601013,1737,1489,248,59,0,4,1,1,0,3,0,48,8,0,4,47,4,42,0,0,101,3,1,0,11,0,1,28,11,21,18,0,5,33,15,0,0
2800601014,1698,1390,308,35,0,4,0,2,0,1,0,24,25,7,5,48,0,19,7,2,181,10,17,1,17,3,3,23,11,42,42,1,2,19,13,1,0
2800601015,1946,1610,336,69,2,7,0,1,7,5,0,46,45,5,16,50,1,6,5,0,87,1,7,0,9,0,0,19,13,20,5,0,5,66,0,0,19
2800601016,1486,1186,300,73,0,5,3,12,1,4,6,41,16,4,0,40,0,37,0,1,145,1,0,3,13,3,0,30,26,14,29,0,7,26,15,0,0
2800601017,1085,836,249,15,2,0,1,0,0,1,0,10,6,0,3,38,0,29,3,0,159,2,10,1,14,0,2,27,31,14,28,0,1,31,16,1,0
2800601018,1704,1350,354,59,2,0,1,1,1,14,0,39,27,0,5,51,0,40,0,0,197,7,11,7,11,0,0,33,38,12,50,0,7,16,8,5,4
2800601019,724,604,120,17,0,0,0,0,1,0,0,16,2,0,1,14,0,10,0,0,83,0,2,6,15,0,3,18,7,16,11,0,1,4,0,0,0
2800601020,894,782,112,12,0,0,1,1,2,2,0,4,1,0,1,14,0,13,0,0,84,1,0,0,16,2,1,9,10,17,16,0,0,1,0,0,0
2800601021,1660,1438,222,54,0,2,0,1,1,3,1,46,18,2,0,17,0,15,0,0,116,1,11,6,22,2,1,20,12,18,12,0,3,15,14,0,2
2800601022,1591,1328,263,44,0,2,0,5,1,2,2,32,20,1,4,28,0,27,0,0,152,6,13,5,24,0,0,30,9,21,24,0,9,19,10,0,0
2800601023,2125,1795,330,83,0,4,0,5,4,4,1,64,48,5,10,33,0,13,0,0,134,2,4,7,20,6,3,21,5,26,28,0,4,30,18,0,2
2800601024,1253,1033,220,55,0,0,0,0,0,0,0,55,16,0,11,10,0,5,0,1,98,4,9,2,23,0,0,12,13,21,6,1,5,41,32,1,0
2800601025,1711,1532,179,36,0,6,1,4,0,2,0,18,6,0,0,9,0,8,0,0,111,1,0,9,30,2,0,8,11,17,16,0,9,17,10,0,0
2800601026,1078,997,81,38,2,0,5,6,0,1,1,21,0,0,0,3,1,1,0,0,39,1,2,2,7,1,1,5,4,8,0,2,2,1,1,0,0
2800601027,2385,2062,323,61,1,4,1,11,0,4,0,36,6,0,1,84,0,71,1,0,118,4,7,1,27,1,1,17,5,21,17,3,10,54,54,0,0
2800601028,1721,1615,106,29,2,0,8,0,3,7,2,6,9,0,9,21,4,11,0,0,45,2,0,4,4,0,0,10,6,13,5,0,0,2,0,0,0
2800601029,1290,1212,78,13,1,3,0,1,1,2,0,5,2,1,1,5,0,5,0,0,51,6,1,0,10,0,0,8,5,6,5,1,1,7,0,5,0
