TIPO_ELECCION;ANIO;MES;COD_CAND;SIGLAS_CAND;DENOM_CAND;COD_NPROV;COD_NAUT;COD_NNAC
04;2011;05;092133;PSC-PM;INDEPENDENTS PER MÓRA LA NOVA - PARTIT DELS SOCIALISTES DE CATALUNYA - PROGRÉS MUNICIPAL;003279;003279;003186
04;2011;05;003868;V.A.P.I.;VALDELAGUNA ACTIVA PARTIDO INDEPENDIENTE;003868;003868;003868
04;2011;05;032319;IN-TE;INDEPENDIENTES POR TEVERGA;002319;002319;002319
04;2011;05;000544;A.I.T.C.M.;AGRUPACION INDEPENDIENTE TIEBAS-CAMPANAS-MURUARTE DE RETA;000544;000544;000544
04;2011;05;001935;ICdR;INDEPENDENTES DE CALDAS DE REIS;001935;001935;001935
04;2011;05;001106;S.D.;CANDIDATURA INDEPENDIENTE SARIEGO DEMOCRACIA, S.D.;001106;001106;001106
04;2011;05;070453;AGINPO;AGRUPACION INDEPENDIENTE DE POZO CAÑADA;000453;000453;000453
04;2011;05;161849;G. INDPTE. AGONCILLO;GRUPO INDEPENDIENTE DE AGONCILLO;001849;001849;001849
04;2011;05;090876;AVENÇ- AM;AVENÇ- ACORD MUNICIPAL;001593;001593;001593
04;2011;05;172313;IxP;INDEPENDIENTES POR PAIPORTA;002313;002313;002313
04;2011;05;002716;MA;MONTEARROYO PARTIDO INDEPENDIENTE;002716;002716;002716
04;2011;05;172744;MOVE;MOVIMIENTO VECINAL CAMP DE TURIA;002744;002744;002744
04;2011;05;090859;AVVIC;ASSOCIACIÓ DE VEINES I VEÏNS INDEPENDENTS DE CASTELLDEFELS;000859;000859;000859
04;2011;05;041400;CxI;CONVERGENCIA PER LES ILLES;001400;001400;001400
