TIPO_ELECCION;ANIO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;MUNICIPIO;COD_DIST_ELEC;COD_PART_JUD;COD_DIP_PROV;COD_COM;POBLACION_DER;N_MESAS;CENSO;CENSO_ESCR;CENSO_CERE;VOTOS_CERE;VOTOS_1AVANCE;VOTOS_2AVANCE;VOTOS_BLANCO;VOTOS_NULOS;VOTOS_CAND;ESCANIOS;VOTOS_REFR_SI;VOTOS_REFR_NO;DATOS_OFIC
04;2011;05;1;01;18;138;99;Moraleda de Zafayona;0;122;122;000;00003076;00003;00002482;00002482;00000030;00000000;00000887;00001135;00000016;00000018;00001525;011;00000000;00000000;S
04;2011;05;1;01;18;140;99;Motril;0;140;140;000;00060884;00069;00043326;00043328;00000504;00000000;00015712;00021741;00000518;00000316;00026596;025;00000000;00000000;S
04;2011;05;1;01;18;141;99;Murtas;0;147;147;000;00000658;00001;00000516;00000516;00000023;00000000;00000210;00000289;00000001;00000003;00000401;007;00000000;00000000;S
04;2011;05;1;01;18;143;99;Nigüelas;0;147;147;000;00001169;00001;00000974;00000974;00000022;00000000;00000434;00000637;00000021;00000020;00000769;009;00000000;00000000;S
04;2011;05;1;01;18;144;99;Nívar;0;087;087;000;00000872;00001;00000774;00000774;00000008;00000000;00000313;00000427;00000005;00000009;00000554;007;00000000;00000000;S
04;2011;05;1;01;18;145;99;Ogíjares;0;087;087;000;00013255;00017;00010055;00010057;00000029;00000000;00003544;00005045;00000161;00000127;00006474;017;00000000;00000000;S
04;2011;05;1;01;18;146;99;Orce;0;023;023;000;00001321;00002;00001090;00001090;00000025;00000000;00000505;00000720;00000007;00000010;00000859;009;00000000;00000000;S
04;2011;05;1;01;18;147;99;Órgiva;0;147;147;000;00005789;00006;00004032;00004032;00000294;00000000;00001464;00002012;00000035;00000045;00002505;013;00000000;00000000;S
04;2011;05;1;01;18;148;99;Otívar;0;140;140;000;00001136;00001;00000949;00000949;00000062;00000000;00000425;00000594;00000004;00000002;00000845;009;00000000;00000000;S
04;2011;05;1;01;18;149;99;Otura;0;087;087;000;00006598;00009;00005045;00005045;00000032;00000000;00002167;00002897;00000090;00000074;00003603;013;00000000;00000000;S
04;2011;05;1;01;18;150;99;Padul;0;087;087;000;00008270;00009;00006392;00006392;00000026;00000000;00002692;00003658;00000060;00000044;00004356;013;00000000;00000000;S
04;2011;05;1;01;18;151;99;Pampaneira;0;147;147;000;00000356;00001;00000287;00000287;00000006;00000000;00000114;00000173;00000004;00000001;00000217;007;00000000;00000000;S
04;2011;05;1;01;18;152;99;Pedro Martínez;0;089;089;000;00001293;00002;00001049;00001049;00000004;00000000;00000507;00000000;00000013;00000019;00000786;009;00000000;00000000;S
04;2011;05;1;01;18;153;99;Peligros;0;087;087;000;00011000;00013;00008328;00008328;00000011;00000000;00002962;00004132;00000137;00000105;00005292;017;00000000;00000000;S
04;2011;05;1;01;18;154;99;Peza (La);0;089;089;000;00001341;00002;00001069;00001069;00000003;00000000;00000460;00000678;00000011;00000001;00000811;009;00000000;00000000;S
04;2011;05;1;01;18;157;99;Pinos Genil;0;087;087;000;00001289;00002;00001068;00001068;00000012;00000000;00000406;00000579;00000027;00000033;00000711;009;00000000;00000000;S
04;2011;05;1;01;18;158;99;Pinos Puente;0;087;087;000;00013421;00016;00010383;00010383;00000010;00000000;00003857;00004607;00000222;00000174;00006618;017;00000000;00000000;S
04;2011;05;1;01;18;159;99;Píñar;0;087;087;000;00001314;00002;00001067;00001067;00000014;00000000;00000470;00000750;00000008;00000009;00000910;009;00000000;00000000;S
04;2011;05;1;01;18;162;99;Polopos;0;147;147;000;00001856;00002;00001105;00001105;00000164;00000000;00000481;00000709;00000010;00000005;00000902;009;00000000;00000000;S
04;2011;05;1;01;18;163;99;Pórtugos;0;147;147;000;00000401;00001;00000338;00000338;00000004;00000000;00000139;00000229;00000001;00000003;00000301;007;00000000;00000000;S
04;2011;05;1;01;18;164;99;Puebla de Don Fadrique;0;023;023;000;00002474;00004;00001877;00001877;00000001;00000000;00000723;00001172;00000012;00000017;00001453;011;00000000;00000000;S
04;2011;05;1;01;18;165;99;Pulianas;0;087;087;000;00005187;00007;00003917;00003917;00000009;00000000;00001395;00001871;00000049;00000055;00002411;013;00000000;00000000;S
04;2011;05;1;01;18;167;99;Purullena;0;089;089;000;00002262;00003;00001943;00001943;00000005;00000000;00000742;00001090;00000037;00000007;00001433;011;00000000;00000000;S
04;2011;05;1;01;18;168;99;Quéntar;0;087;087;000;00001045;00002;00000870;00000870;00000005;00000000;00000416;00000554;00000008;00000010;00000692;009;00000000;00000000;S
04;2011;05;1;01;18;170;99;Rubite;0;147;147;000;00000450;00001;00000431;00000431;00000040;00000000;00000210;00000252;00000005;00000006;00000303;007;00000000;00000000;S
04;2011;05;1;01;18;171;99;Salar;0;122;122;000;00002831;00004;00002102;00002102;00000011;00000000;00001030;00000000;00000021;00000013;00001744;011;00000000;00000000;S
04;2011;05;1;01;18;173;99;Salobreña;0;140;140;000;00012821;00014;00009147;00009150;00000296;00000000;00003547;00003062;00000132;00000146;00006001;017;00000000;00000000;S
04;2011;05;1;01;18;174;99;Santa Cruz del Comercio;0;122;122;000;00000597;00001;00000480;00000480;00000008;00000000;00000249;00000320;00000005;00000009;00000393;007;00000000;00000000;S
04;2011;05;1;01;18;175;99;Santa Fe;0;087;087;000;00015428;00021;00011567;00011567;00000044;00000000;00004693;00006320;00000143;00000174;00007773;017;00000000;00000000;S
04;2011;05;1;01;18;177;99;Sorvilán;0;147;147;000;00000614;00001;00000476;00000476;00000012;00000000;00000188;00000245;00000004;00000005;00000302;007;00000000;00000000;S
04;2011;05;1;01;18;178;99;Torre-Cardela;0;087;087;000;00000955;00001;00000836;00000836;00000002;00000000;00000363;00000582;00000017;00000009;00000712;007;00000000;00000000;S
04;2011;05;1;01;18;179;99;Torvizcón;0;147;147;000;00000788;00001;00000603;00000603;00000022;00000000;00000220;00000340;00000005;00000002;00000462;007;00000000;00000000;S
04;2011;05;1;01;18;180;99;Trevélez;0;147;147;000;00000842;00001;00000670;00000670;00000012;00000000;00000309;00000434;00000008;00000000;00000572;007;00000000;00000000;S
04;2011;05;1;01;18;181;99;Turón;0;147;147;000;00000297;00001;00000272;00000272;00000018;00000000;00000109;00000159;00000000;00000002;00000206;007;00000000;00000000;S
04;2011;05;1;01;18;182;99;Ugíjar;0;147;147;000;00002681;00003;00002031;00002031;00000034;00000000;00000872;00001339;00000003;00000009;00001682;011;00000000;00000000;S
04;2011;05;1;01;18;183;99;Válor;0;147;147;000;00000702;00001;00000714;00000714;00000041;00000000;00000288;00000448;00000012;00000002;00000555;007;00000000;00000000;S
04;2011;05;1;01;18;184;99;Vélez de Benaudalla;0;140;140;000;00002928;00004;00002215;00002216;00000092;00000000;00001155;00001585;00000013;00000019;00001813;011;00000000;00000000;S
04;2011;05;1;01;18;185;99;Ventas de Huelma;0;122;122;000;00000704;00001;00000615;00000615;00000003;00000000;00000318;00000448;00000017;00000018;00000500;007;00000000;00000000;S
04;2011;05;1;01;18;187;99;Villanueva de las Torres;0;089;089;000;00000708;00001;00000590;00000590;00000001;00000000;00000285;00000416;00000000;00000003;00000502;007;00000000;00000000;S
04;2011;05;1;01;18;188;99;Villanueva Mesía;0;122;122;000;00002158;00003;00001667;00001667;00000008;00000000;00000699;00001010;00000053;00000026;00001221;011;00000000;00000000;S
04;2011;05;1;01;18;189;99;Víznar;0;087;087;000;00000845;00001;00000713;00000713;00000003;00000000;00000263;00000442;00000004;00000010;00000554;007;00000000;00000000;S
04;2011;05;1;01;18;192;99;Zafarraya;0;122;122;000;00002129;00003;00001598;00001598;00000009;00000000;00000475;00000612;00000005;00000041;00001361;011;00000000;00000000;S
04;2011;05;1;01;18;193;99;Zubia (La);0;087;087;000;00018240;00021;00013717;00013717;00000079;00000000;00004821;00006203;00000191;00000164;00008150;017;00000000;00000000;S
04;2011;05;1;01;18;194;99;Zújar;0;023;023;000;00003020;00004;00002281;00002281;00000035;00000000;00000856;00001250;00000051;00000027;00001591;011;00000000;00000000;S
04;2011;05;1;01;18;901;99;Taha (La);0;147;147;000;00000776;00001;00000643;00000643;00000040;00000000;00000234;00000344;00000001;00000006;00000474;007;00000000;00000000;S
04;2011;05;1;01;18;902;99;Valle (El);0;147;147;000;00001130;00002;00000978;00000978;00000024;00000000;00000548;00000727;00000008;00000010;00000825;009;00000000;00000000;S
04;2011;05;1;01;18;903;99;Nevada;0;147;147;000;00001179;00003;00000983;00000983;00000022;00000000;00000435;00000717;00000007;00000019;00000836;009;00000000;00000000;S
04;2011;05;1;01;18;904;99;Alpujarra de la Sierra;0;147;147;000;00001119;00002;00000915;00000915;00000055;00000000;00000433;00000587;00000010;00000010;00000732;009;00000000;00000000;S
04;2011;05;1;01;18;905;99;Gabias (Las);0;087;087;000;00017415;00021;00012879;00012879;00000049;00000000;00004622;00006146;00000245;00000118;00007476;017;00000000;00000000;S
04;2011;05;1;01;18;906;99;Guajares (Los);0;140;140;000;00001191;00003;00000973;00000973;00000012;00000000;00000468;00000670;00000001;00000017;00000810;009;00000000;00000000;S
04;2011;05;1;01;18;907;99;Valle del Zalabí;0;089;089;000;00002304;00004;00002025;00002025;00000004;00000000;00000960;00001439;00000012;00000009;00001792;011;00000000;00000000;S
04;2011;05;1;01;18;908;99;Villamena;0;147;147;000;00001031;00002;00000832;00000832;00000013;00000000;00000412;00000564;00000020;00000011;00000701;009;00000000;00000000;S
04;2011;05;1;01;18;909;99;Morelábor;0;087;087;000;00000737;00001;00000670;00000670;00000006;00000000;00000312;00000435;00000003;00000021;00000557;007;00000000;00000000;S
04;2011;05;1;01;18;910;99;Pinar (El);0;147;147;000;00001011;00002;00000849;00000849;00000009;00000000;00000344;00000523;00000014;00000008;00000643;009;00000000;00000000;S
04;2011;05;1;01;18;911;99;Vegas del Genil;0;087;087;000;00009102;00011;00006695;00006695;00000022;00000000;00002480;00003265;00000113;00000070;00004130;013;00000000;00000000;S
04;2011;05;1;01;18;912;99;Cuevas del Campo;0;023;023;000;00002054;00004;00001594;00001594;00000013;00000000;00000538;00000914;00000005;00000011;00001271;011;00000000;00000000;S
04;2011;05;1;01;18;913;99;Zagra;0;122;122;000;00000961;00002;00000842;00000842;00000008;00000000;00000380;00000557;00000007;00000005;00000723;007;00000000;00000000;S
04;2011;05;1;01;21;001;99;Alájar;0;007;007;000;00000806;00001;00000640;00000640;00000017;00000000;00000276;00000371;00000011;00000053;00000395;007;00000000;00000000;S
04;2011;05;1;01;21;002;99;Aljaraque;0;041;041;000;00018443;00022;00014379;00014381;00000068;00000000;00004932;00006979;00000224;00000142;00009413;017;00000000;00000000;S
04;2011;05;1;01;21;003;99;Almendro (El);0;010;010;000;00000879;00001;00000702;00000702;00000013;00000000;00000344;00000453;00000011;00000010;00000541;007;00000000;00000000;S
04;2011;05;1;01;21;004;99;Almonaster la Real;0;007;007;000;00001833;00004;00001515;00001515;00000005;00000000;00000571;00000751;00000031;00000046;00000929;009;00000000;00000000;S
04;2011;05;1;01;21;005;99;Almonte;0;054;054;000;00022204;00024;00015770;00015771;00000682;00000000;00006591;00008439;00000101;00000136;00011042;021;00000000;00000000;S
04;2011;05;1;01;21;006;99;Alosno;0;072;072;000;00004386;00007;00003556;00003558;00000009;00000000;00001629;00002211;00000026;00000057;00002798;011;00000000;00000000;S
04;2011;05;1;01;21;007;99;Aracena;0;007;007;000;00007739;00010;00006090;00006095;00000035;00000000;00002037;00002833;00000080;00000075;00003832;013;00000000;00000000;S
04;2011;05;1;01;21;008;99;Aroche;0;007;007;000;00003206;00004;00002702;00002702;00000005;00000000;00000983;00001470;00000016;00000013;00001995;011;00000000;00000000;S
04;2011;05;1;01;21;009;99;Arroyomolinos de León;0;007;007;000;00001055;00002;00000918;00000918;00000000;00000000;00000383;00000541;00000005;00000022;00000700;009;00000000;00000000;S
04;2011;05;1;01;21;010;99;Ayamonte;0;010;010;000;00020597;00023;00014574;00014574;00000368;00000000;00004716;00006808;00000241;00000113;00008755;021;00000000;00000000;S
04;2011;05;1;01;21;011;99;Beas;0;041;041;000;00004336;00005;00003542;00003542;00000020;00000000;00001369;00001984;00000030;00000030;00002666;011;00000000;00000000;S
04;2011;05;1;01;21;012;99;Berrocal;0;072;072;000;00000358;00001;00000330;00000330;00000000;00000000;00000143;00000200;00000006;00000007;00000259;007;00000000;00000000;S
04;2011;05;1;01;21;013;99;Bollullos Par del Condado;0;054;054;000;00013959;00014;00010715;00010717;00000153;00000000;00004038;00005981;00000154;00000153;00008353;017;00000000;00000000;S
04;2011;05;1;01;21;014;99;Bonares;0;050;050;000;00006145;00006;00004121;00004121;00000080;00000000;00001455;00002362;00000053;00000031;00003132;013;00000000;00000000;S
04;2011;05;1;01;21;015;99;Cabezas Rubias;0;072;072;000;00000869;00001;00000763;00000763;00000029;00000000;00000319;00000451;00000003;00000004;00000558;007;00000000;00000000;S
04;2011;05;1;01;21;016;99;Cala;0;007;007;000;00001326;00002;00001087;00001088;00000003;00000000;00000575;00000403;00000006;00000015;00000963;009;00000000;00000000;S
04;2011;05;1;01;21;017;99;Calañas;0;072;072;000;00004284;00006;00003590;00003590;00000017;00000000;00001367;00001911;00000048;00000052;00002578;011;00000000;00000000;S
04;2011;05;1;01;21;018;99;Campillo (El);0;072;072;000;00002194;00003;00001831;00001831;00000014;00000000;00000706;00001004;00000011;00000019;00001334;011;00000000;00000000;S
04;2011;05;1;01;21;019;99;Campofrío;0;007;007;000;00000773;00001;00000615;00000615;00000001;00000000;00000246;00000378;00000018;00000025;00000456;007;00000000;00000000;S
04;2011;05;1;01;21;020;99;Cañaveral de León;0;007;007;000;00000412;00001;00000391;00000391;00000000;00000000;00000229;00000288;00000001;00000002;00000328;007;00000000;00000000;S
04;2011;05;1;01;21;021;99;Cartaya;0;041;041;000;00018415;00018;00012359;00012359;00000576;00000000;00004602;00006237;00000090;00000073;00008498;017;00000000;00000000;S
04;2011;05;1;01;21;023;99;Cerro de Andévalo (El);0;072;072;000;00002483;00004;00002116;00002116;00000002;00000000;00000795;00001166;00000003;00000035;00001554;011;00000000;00000000;S
04;2011;05;1;01;21;024;99;Corteconcepción;0;007;007;000;00000607;00001;00000500;00000500;00000000;00000000;00000220;00000343;00000003;00000007;00000403;007;00000000;00000000;S
04;2011;05;1;01;21;025;99;Cortegana;0;007;007;000;00004939;00008;00004067;00004067;00000056;00000000;00001694;00002467;00000045;00000048;00002981;011;00000000;00000000;S
04;2011;05;1;01;21;026;99;Cortelazor;0;007;007;000;00000300;00001;00000258;00000259;00000004;00000000;00000136;00000188;00000003;00000002;00000214;007;00000000;00000000;S
04;2011;05;1;01;21;028;99;Cumbres de San Bartolomé;0;007;007;000;00000459;00001;00000427;00000427;00000000;00000000;00000219;00000288;00000008;00000003;00000354;007;00000000;00000000;S
04;2011;05;1;01;21;029;99;Cumbres Mayores;0;007;007;000;00001954;00002;00001636;00001636;00000000;00000000;00000684;00000970;00000015;00000021;00001286;009;00000000;00000000;S
04;2011;05;1;01;21;030;99;Chucena;0;054;054;000;00002130;00002;00001742;00001742;00000003;00000000;00000493;00001168;00000023;00000037;00001435;011;00000000;00000000;S
04;2011;05;1;01;21;031;99;Encinasola;0;007;007;000;00001582;00002;00001340;00001340;00000015;00000000;00000623;00000792;00000013;00000064;00000957;009;00000000;00000000;S
04;2011;05;1;01;21;032;99;Escacena del Campo;0;054;054;000;00001996;00003;00001775;00001776;00000002;00000000;00000747;00001032;00000028;00000029;00001460;009;00000000;00000000;S
04;2011;05;1;01;21;033;99;Fuenteheridos;0;007;007;000;00000599;00001;00000532;00000532;00000018;00000000;00000294;00000388;00000001;00000004;00000461;007;00000000;00000000;S
04;2011;05;1;01;21;034;99;Galaroza;0;007;007;000;00001606;00002;00001257;00001257;00000008;00000000;00000533;00000729;00000015;00000024;00000947;009;00000000;00000000;S
04;2011;05;1;01;21;035;99;Gibraleón;0;041;041;000;00012392;00014;00009794;00009794;00000172;00000000;00003953;00005131;00000126;00000086;00007472;017;00000000;00000000;S
04;2011;05;1;01;21;037;99;Granado (El);0;010;010;000;00000572;00001;00000503;00000503;00000014;00000000;00000277;00000367;00000005;00000005;00000421;007;00000000;00000000;S
04;2011;05;1;01;21;038;99;Higuera de la Sierra;0;007;007;000;00001409;00002;00001150;00001150;00000007;00000000;00000529;00000786;00000009;00000020;00000927;009;00000000;00000000;S
04;2011;05;1;01;21;039;99;Hinojales;0;007;007;000;00000370;00001;00000314;00000314;00000000;00000000;00000170;00000236;00000001;00000005;00000266;007;00000000;00000000;S
04;2011;05;1;01;21;040;99;Hinojos;0;054;054;000;00003926;00005;00003117;00003117;00000020;00000000;00001657;00002162;00000025;00000020;00002635;011;00000000;00000000;S
04;2011;05;1;01;21;041;99;Huelva;0;041;041;000;00149310;00200;00114061;00114071;00000359;00000000;00034611;00045210;00001540;00000796;00061170;027;00000000;00000000;S
04;2011;05;1;01;21;042;99;Isla Cristina;0;010;010;000;00021719;00020;00015403;00015404;00000171;00000000;00004854;00007460;00000163;00000108;00010358;021;00000000;00000000;S
04;2011;05;1;01;21;043;99;Jabugo;0;007;007;000;00002388;00004;00001921;00001921;00000006;00000000;00000881;00001158;00000026;00000039;00001421;011;00000000;00000000;S
04;2011;05;1;01;21;044;99;Lepe;0;010;010;000;00026763;00028;00018164;00018167;00001214;00000000;00006202;00008571;00000247;00000117;00011819;021;00000000;00000000;S
04;2011;05;1;01;21;045;99;Linares de la Sierra;0;007;007;000;00000295;00001;00000265;00000265;00000000;00000000;00000174;00000198;00000002;00000004;00000238;007;00000000;00000000;S
04;2011;05;1;01;21;046;99;Lucena del Puerto;0;050;050;000;00002659;00003;00001864;00001864;00000144;00000000;00000816;00001193;00000006;00000011;00001652;011;00000000;00000000;S
04;2011;05;1;01;21;047;99;Manzanilla;0;054;054;000;00002347;00003;00001977;00001977;00000013;00000000;00000761;00001072;00000018;00000094;00001494;011;00000000;00000000;S
04;2011;05;1;01;21;048;99;Marines (Los);0;007;007;000;00000355;00001;00000330;00000330;00000004;00000000;00000157;00000000;00000014;00000005;00000227;007;00000000;00000000;S
04;2011;05;1;01;21;049;99;Minas de Riotinto;0;072;072;000;00004209;00008;00003479;00003480;00000005;00000000;00001295;00001815;00000037;00000053;00002267;011;00000000;00000000;S
04;2011;05;1;01;21;050;99;Moguer;0;050;050;000;00020040;00018;00013163;00013163;00000915;00000000;00004644;00006405;00000141;00000081;00009567;021;00000000;00000000;S
04;2011;05;1;01;21;051;99;Nava (La);0;007;007;000;00000327;00001;00000276;00000276;00000003;00000000;00000122;00000161;00000000;00000002;00000217;007;00000000;00000000;S
04;2011;05;1;01;21;052;99;Nerva;0;072;072;000;00005945;00009;00004771;00004771;00000005;00000000;00001821;00002543;00000064;00000145;00002970;013;00000000;00000000;S
04;2011;05;1;01;21;053;99;Niebla;0;050;050;000;00004214;00005;00003276;00003280;00000015;00000000;00001683;00002274;00000045;00000032;00002765;011;00000000;00000000;S
04;2011;05;1;01;21;054;99;Palma del Condado (La);0;054;054;000;00010475;00010;00008039;00008039;00000035;00000000;00003211;00004512;00000103;00000161;00005871;017;00000000;00000000;S
04;2011;05;1;01;21;055;99;Palos de la Frontera;0;050;050;000;00009167;00012;00006469;00006473;00000234;00000000;00002836;00003965;00000042;00000061;00005299;013;00000000;00000000;S
04;2011;05;1;01;21;056;99;Paterna del Campo;0;054;054;000;00003745;00005;00003035;00003035;00000035;00000000;00001277;00001716;00000048;00000127;00002142;011;00000000;00000000;S
04;2011;05;1;01;21;057;99;Paymogo;0;072;072;000;00001306;00002;00001062;00001063;00000006;00000000;00000455;00000626;00000006;00000006;00000814;009;00000000;00000000;S
04;2011;05;1;01;21;058;99;Puebla de Guzmán;0;072;072;000;00003114;00004;00002624;00002624;00000012;00000000;00001054;00001406;00000013;00000006;00001989;011;00000000;00000000;S
04;2011;05;1;01;21;059;99;Puerto Moral;0;007;007;000;00000270;00001;00000197;00000197;00000000;00000000;00000093;00000127;00000001;00000005;00000156;007;00000000;00000000;S
04;2011;05;1;01;21;060;99;Punta Umbría;0;041;041;000;00014714;00019;00011652;00011658;00000060;00000000;00004539;00006172;00000184;00000066;00008198;017;00000000;00000000;S
04;2011;05;1;01;21;061;99;Rociana del Condado;0;054;054;000;00007362;00008;00005284;00005284;00000190;00000000;00001888;00002780;00000059;00000035;00003843;013;00000000;00000000;S
04;2011;05;1;01;21;062;99;Rosal de la Frontera;0;007;007;000;00001911;00002;00001495;00001496;00000048;00000000;00000643;00000882;00000019;00000010;00001115;009;00000000;00000000;S
04;2011;05;1;01;21;063;99;San Bartolomé de la Torre;0;041;041;000;00003530;00003;00002733;00002733;00000139;00000000;00001101;00001484;00000038;00000017;00002029;011;00000000;00000000;S
04;2011;05;1;01;21;064;99;San Juan del Puerto;0;041;041;000;00008190;00010;00006309;00006309;00000012;00000000;00002213;00002932;00000034;00000026;00004139;013;00000000;00000000;S
04;2011;05;1;01;21;065;99;Sanlúcar de Guadiana;0;010;010;000;00000408;00001;00000366;00000366;00000063;00000000;00000191;00000234;00000001;00000002;00000306;007;00000000;00000000;S
04;2011;05;1;01;21;066;99;San Silvestre de Guzmán;0;010;010;000;00000755;00001;00000537;00000537;00000019;00000000;00000289;00000346;00000010;00000007;00000434;007;00000000;00000000;S
04;2011;05;1;01;21;067;99;Santa Ana la Real;0;007;007;000;00000493;00001;00000416;00000417;00000005;00000000;00000180;00000268;00000004;00000005;00000329;007;00000000;00000000;S
04;2011;05;1;01;21;068;99;Santa Bárbara de Casa;0;072;072;000;00001162;00002;00001023;00001024;00000009;00000000;00000575;00000707;00000012;00000002;00000877;009;00000000;00000000;S
04;2011;05;1;01;21;069;99;Santa Olalla del Cala;0;007;007;000;00002177;00003;00001753;00001753;00000004;00000000;00000808;00001171;00000013;00000009;00001434;011;00000000;00000000;S
04;2011;05;1;01;21;070;99;Trigueros;0;041;041;000;00007729;00010;00006240;00006240;00000009;00000000;00002251;00003014;00000069;00000058;00004212;013;00000000;00000000;S
04;2011;05;1;01;21;071;99;Valdelarco;0;007;007;000;00000254;00001;00000222;00000222;00000000;00000000;00000129;00000150;00000006;00000000;00000186;007;00000000;00000000;S
04;2011;05;1;01;21;072;99;Valverde del Camino;0;072;072;000;00012746;00015;00010241;00010242;00000034;00000000;00004206;00005500;00000204;00000301;00007304;017;00000000;00000000;S
04;2011;05;1;01;21;073;99;Villablanca;0;010;010;000;00002800;00003;00001949;00001949;00000132;00000000;00000740;00001100;00000020;00000008;00001526;011;00000000;00000000;S
04;2011;05;1;01;21;074;99;Villalba del Alcor;0;054;054;000;00003465;00004;00002735;00002735;00000006;00000000;00001287;00001809;00000015;00000027;00002316;011;00000000;00000000;S
04;2011;05;1;01;21;075;99;Villanueva de las Cruces;0;072;072;000;00000413;00001;00000379;00000379;00000001;00000000;00000185;00000280;00000003;00000002;00000340;007;00000000;00000000;S
04;2011;05;1;01;21;076;99;Villanueva de los Castillejos;0;010;010;000;00002790;00003;00002112;00002112;00000018;00000000;00000886;00001136;00000014;00000021;00001564;011;00000000;00000000;S
04;2011;05;1;01;21;077;99;Villarrasa;0;054;054;000;00002170;00003;00001705;00001705;00000012;00000000;00000720;00001014;00000027;00000011;00001391;011;00000000;00000000;S
04;2011;05;1;01;21;078;99;Zalamea la Real;0;072;072;000;00003407;00005;00002870;00002871;00000015;00000000;00001281;00001730;00000018;00000039;00002210;011;00000000;00000000;S
04;2011;05;1;01;21;079;99;Zufre;0;007;007;000;00000940;00002;00000749;00000749;00000006;00000000;00000367;00000456;00000008;00000003;00000593;007;00000000;00000000;S
04;2011;05;1;01;23;001;99;Albanchez de Mágina;0;050;050;000;00001230;00002;00001052;00001052;00000000;00000000;00000639;00000850;00000004;00000006;00000966;009;00000000;00000000;S
04;2011;05;1;01;23;002;99;Alcalá la Real;0;002;002;000;00022759;00034;00017740;00017741;00000079;00000000;00006712;00009784;00000239;00000216;00012260;021;00000000;00000000;S
04;2011;05;1;01;23;003;99;Alcaudete;0;002;002;000;00011135;00017;00008858;00008858;00000033;00000000;00003551;00005150;00000104;00000071;00006637;017;00000000;00000000;S
04;2011;05;1;01;23;004;99;Aldeaquemada;0;024;024;000;00000541;00001;00000480;00000480;00000000;00000000;00000233;00000303;00000002;00000003;00000431;007;00000000;00000000;S
04;2011;05;1;01;23;005;99;Andújar;0;005;005;000;00039171;00053;00030635;00030647;00000038;00000000;00011496;00015030;00000390;00000221;00020334;021;00000000;00000000;S
04;2011;05;1;01;23;006;99;Arjona;0;005;005;000;00005807;00007;00004638;00004638;00000004;00000000;00001857;00002686;00000076;00000118;00003442;013;00000000;00000000;S
04;2011;05;1;01;23;007;99;Arjonilla;0;005;005;000;00003840;00005;00003111;00003111;00000002;00000000;00001623;00002044;00000017;00000014;00002603;011;00000000;00000000;S
04;2011;05;1;01;23;008;99;Arquillos;0;024;024;000;00001944;00003;00001552;00001552;00000000;00000000;00000784;00001016;00000010;00000019;00001342;009;00000000;00000000;S
04;2011;05;1;01;23;009;99;Baeza;0;009;009;000;00016360;00024;00012822;00012822;00000015;00000000;00005096;00006930;00000151;00000142;00009686;017;00000000;00000000;S
04;2011;05;1;01;23;010;99;Bailén;0;024;024;000;00018763;00026;00014419;00014419;00000022;00000000;00005660;00007147;00000257;00000145;00008895;017;00000000;00000000;S
04;2011;05;1;01;23;011;99;Baños de la Encina;0;024;024;000;00002733;00004;00002233;00002233;00000001;00000000;00000966;00001277;00000050;00000069;00001539;011;00000000;00000000;S
04;2011;05;1;01;23;012;99;Beas de Segura;0;095;095;000;00005674;00008;00004253;00004254;00000010;00000000;00001871;00002485;00000023;00000023;00003327;013;00000000;00000000;S
04;2011;05;1;01;23;014;99;Begíjar;0;009;009;000;00003174;00004;00002540;00002540;00000003;00000000;00001233;00001685;00000017;00000025;00002196;011;00000000;00000000;S
04;2011;05;1;01;23;015;99;Bélmez de la Moraleda;0;050;050;000;00001795;00003;00001469;00001468;00000001;00000000;00000635;00000940;00000005;00000021;00001234;009;00000000;00000000;S
04;2011;05;1;01;23;016;99;Benatae;0;095;095;000;00000548;00001;00000449;00000449;00000003;00000000;00000234;00000295;00000013;00000014;00000349;007;00000000;00000000;S
04;2011;05;1;01;23;017;99;Cabra del Santo Cristo;0;050;050;000;00002070;00003;00001668;00001668;00000004;00000000;00000725;00001119;00000017;00000030;00001400;011;00000000;00000000;S
04;2011;05;1;01;23;018;99;Cambil;0;050;050;000;00002940;00004;00002402;00002401;00000002;00000000;00000879;00001324;00000012;00000013;00001925;011;00000000;00000000;S
04;2011;05;1;01;23;019;99;Campillo de Arenas;0;050;050;000;00002084;00003;00001582;00001538;00000005;00000000;00000636;00000944;00000010;00000040;00001360;011;00000000;00000000;S
04;2011;05;1;01;23;020;99;Canena;0;092;092;000;00002092;00003;00001615;00001615;00000000;00000000;00000905;00001136;00000020;00000021;00001394;011;00000000;00000000;S
04;2011;05;1;01;23;021;99;Carboneros;0;024;024;000;00000670;00001;00000544;00000544;00000002;00000000;00000353;00000443;00000002;00000011;00000509;007;00000000;00000000;S
04;2011;05;1;01;23;024;99;Carolina (La);0;024;024;000;00015901;00021;00012627;00012627;00000027;00000000;00004862;00006638;00000199;00000337;00009874;017;00000000;00000000;S
04;2011;05;1;01;23;025;99;Castellar;0;095;095;000;00003593;00005;00002849;00002849;00000002;00000000;00001133;00001638;00000051;00000049;00002141;011;00000000;00000000;S
04;2011;05;1;01;23;026;99;Castillo de Locubín;0;002;002;000;00004692;00007;00003897;00003897;00000017;00000000;00001321;00002254;00000074;00000116;00002847;011;00000000;00000000;S
04;2011;05;1;01;23;027;99;Cazalilla;0;005;005;000;00000878;00001;00000765;00000765;00000002;00000000;00000370;00000532;00000015;00000008;00000609;007;00000000;00000000;S
