TIPO_ELECCION;ANIO;MES;VUELTA;COD_CCAA;COD_PROV;COD_MUN;DISTRITO;MUNICIPIO;COD_DIST_ELEC;COD_PART_JUD;COD_DIP_PROV;COD_COM;POBLACION_DER;N_MESAS;CENSO;CENSO_ESCR;CENSO_CERE;VOTOS_CERE;VOTOS_1AVANCE;VOTOS_2AVANCE;VOTOS_BLANCO;VOTOS_NULOS;VOTOS_CAND;ESCANIOS;VOTOS_REFR_SI;VOTOS_REFR_NO;DATOS_OFIC
04;2011;05;1;09;08;124;99;Mollet del Vallès;0;096;096;000;00052459;00063;00036471;00036471;00000174;00000000;00009390;00011866;00000836;00000295;00016432;025;00000000;00000000;S
04;2011;05;1;09;08;125;99;Montcada i Reixac;0;187;187;000;00033656;00025;00024575;00024575;00000116;00000000;00006453;00008502;00000595;00000275;00011337;021;00000000;00000000;S
04;2011;05;1;09;08;126;99;Montgat;0;121;121;000;00010584;00012;00008359;00008359;00000112;00000000;00002277;00003014;00000214;00000044;00004125;017;00000000;00000000;S
04;2011;05;1;09;08;127;99;Monistrol de Montserrat;0;113;113;000;00003027;00003;00002306;00002306;00000015;00000000;00000681;00000945;00000040;00000049;00001308;011;00000000;00000000;S
04;2011;05;1;09;08;128;99;Monistrol de Calders;0;113;113;000;00000690;00001;00000550;00000550;00000003;00000000;00000249;00000347;00000008;00000010;00000439;007;00000000;00000000;S
04;2011;05;1;09;08;129;99;Muntanyola;0;298;298;000;00000587;00001;00000440;00000440;00000002;00000000;00000180;00000238;00000013;00000000;00000316;007;00000000;00000000;S
04;2011;05;1;09;08;131;99;Montesquiu;0;298;298;000;00000897;00001;00000691;00000691;00000003;00000000;00000359;00000466;00000007;00000006;00000514;007;00000000;00000000;S
04;2011;05;1;09;08;132;99;Montmajor;0;022;022;000;00000483;00001;00000381;00000381;00000001;00000000;00000172;00000254;00000008;00000005;00000305;007;00000000;00000000;S
04;2011;05;1;09;08;134;99;Figaró-Montmany;0;096;096;000;00001083;00001;00000780;00000780;00000005;00000000;00000338;00000439;00000012;00000005;00000522;009;00000000;00000000;S
04;2011;05;1;09;08;135;99;Montmeló;0;096;096;000;00009001;00009;00006670;00006670;00000019;00000000;00002230;00002906;00000131;00000088;00003987;013;00000000;00000000;S
04;2011;05;1;09;08;136;99;Montornès del Vallès;0;096;096;000;00015790;00020;00011095;00011095;00000034;00000000;00003390;00004612;00000251;00000074;00006270;017;00000000;00000000;S
04;2011;05;1;09;08;137;99;Montseny;0;096;096;000;00000312;00001;00000262;00000262;00000002;00000000;00000093;00000132;00000007;00000020;00000189;007;00000000;00000000;S
04;2011;05;1;09;08;138;99;Moià;0;113;113;000;00005713;00005;00004031;00004031;00000027;00000000;00001405;00001992;00000056;00000062;00002508;013;00000000;00000000;S
04;2011;05;1;09;08;140;99;Navarcles;0;113;113;000;00005964;00006;00004687;00004687;00000028;00000000;00001481;00002057;00000074;00000033;00002744;013;00000000;00000000;S
04;2011;05;1;09;08;141;99;Navàs;0;113;113;000;00006194;00009;00004692;00004692;00000026;00000000;00001630;00002292;00000156;00000063;00002788;013;00000000;00000000;S
04;2011;05;1;09;08;143;99;Òdena;0;102;102;000;00003442;00006;00002663;00002663;00000004;00000000;00000862;00001196;00000070;00000025;00001617;011;00000000;00000000;S
04;2011;05;1;09;08;144;99;Olvan;0;022;022;000;00000902;00002;00000771;00000771;00000001;00000000;00000286;00000437;00000026;00000009;00000522;007;00000000;00000000;S
04;2011;05;1;09;08;145;99;Olèrdola;0;305;305;000;00003533;00004;00002589;00002589;00000013;00000000;00000846;00001179;00000071;00000032;00001503;011;00000000;00000000;S
04;2011;05;1;09;08;146;99;Olesa de Bonesvalls;0;307;307;000;00001702;00002;00001353;00001353;00000015;00000000;00000479;00000627;00000026;00000010;00000763;009;00000000;00000000;S
04;2011;05;1;09;08;147;99;Olesa de Montserrat;0;279;279;000;00023646;00027;00017089;00017089;00000062;00000000;00004536;00006068;00000393;00000253;00008257;021;00000000;00000000;S
04;2011;05;1;09;08;148;99;Olivella;0;307;307;000;00003405;00003;00002263;00002263;00000056;00000000;00000779;00001024;00000039;00000015;00001306;011;00000000;00000000;S
04;2011;05;1;09;08;149;99;Olost;0;298;298;000;00001202;00002;00000997;00000997;00000003;00000000;00000358;00000636;00000021;00000017;00000758;009;00000000;00000000;S
04;2011;05;1;09;08;150;99;Orís;0;298;298;000;00000296;00001;00000239;00000239;00000000;00000000;00000115;00000158;00000002;00000002;00000200;007;00000000;00000000;S
04;2011;05;1;09;08;151;99;Oristà;0;298;298;000;00000583;00001;00000504;00000504;00000000;00000000;00000215;00000365;00000021;00000007;00000388;007;00000000;00000000;S
04;2011;05;1;09;08;153;99;Òrrius;0;121;121;000;00000654;00001;00000510;00000510;00000008;00000000;00000188;00000272;00000025;00000024;00000287;007;00000000;00000000;S
04;2011;05;1;09;08;154;99;Pacs del Penedès;0;305;305;000;00000881;00001;00000687;00000687;00000005;00000000;00000298;00000401;00000019;00000007;00000513;007;00000000;00000000;S
04;2011;05;1;09;08;155;99;Palafolls;0;006;006;000;00008773;00009;00006632;00006629;00000035;00000000;00001972;00002798;00000090;00000044;00003505;013;00000000;00000000;S
04;2011;05;1;09;08;156;99;Palau-solità i Plegamans;0;187;187;000;00014190;00018;00010656;00010656;00000052;00000000;00003013;00004137;00000312;00000150;00005460;017;00000000;00000000;S
04;2011;05;1;09;08;157;99;Pallejà;0;211;211;000;00011263;00013;00008321;00008321;00000067;00000000;00002490;00003326;00000169;00000082;00004588;017;00000000;00000000;S
04;2011;05;1;09;08;158;99;Papiol (El);0;211;211;000;00003937;00004;00002989;00002989;00000020;00000000;00000940;00001349;00000051;00000037;00001860;011;00000000;00000000;S
04;2011;05;1;09;08;159;99;Parets del Vallès;0;096;096;000;00017805;00022;00013454;00013454;00000062;00000000;00003443;00004699;00000311;00000100;00006655;017;00000000;00000000;S
04;2011;05;1;09;08;160;99;Perafita;0;298;298;000;00000396;00001;00000315;00000315;00000000;00000000;00000153;00000193;00000003;00000005;00000216;007;00000000;00000000;S
04;2011;05;1;09;08;161;99;Piera;0;102;102;000;00014576;00012;00010992;00010992;00000044;00000000;00003106;00004394;00000226;00000136;00005261;017;00000000;00000000;S
04;2011;05;1;09;08;162;99;Hostalets de Pierola (Els);0;102;102;000;00002743;00003;00001950;00001950;00000018;00000000;00000730;00000981;00000041;00000026;00001248;011;00000000;00000000;S
04;2011;05;1;09;08;163;99;Pineda de Mar;0;006;006;000;00025893;00028;00018063;00017998;00000154;00000000;00006003;00007785;00000263;00000127;00009838;021;00000000;00000000;S
04;2011;05;1;09;08;164;99;Pla del Penedès (El);0;305;305;000;00001103;00001;00000856;00000856;00000005;00000000;00000336;00000445;00000022;00000011;00000587;009;00000000;00000000;S
04;2011;05;1;09;08;165;99;Pobla de Claramunt (La);0;102;102;000;00002295;00002;00001702;00001702;00000007;00000000;00000645;00000832;00000037;00000039;00000955;011;00000000;00000000;S
04;2011;05;1;09;08;166;99;Pobla de Lillet (La);0;022;022;000;00001303;00002;00001151;00001151;00000001;00000000;00000539;00000755;00000020;00000027;00000830;009;00000000;00000000;S
04;2011;05;1;09;08;167;99;Polinyà;0;187;187;000;00007798;00009;00005683;00005683;00000022;00000000;00001587;00002138;00000144;00000055;00002835;013;00000000;00000000;S
04;2011;05;1;09;08;168;99;Pontons;0;305;305;000;00000539;00001;00000442;00000442;00000004;00000000;00000215;00000300;00000005;00000007;00000352;007;00000000;00000000;S
04;2011;05;1;09;08;169;99;Prat de Llobregat (El);0;101;101;000;00063434;00072;00048041;00048047;00000520;00000000;00012715;00016891;00001024;00000522;00022162;025;00000000;00000000;S
04;2011;05;1;09;08;170;99;Prats de Rei (Els);0;102;102;000;00000549;00001;00000454;00000454;00000000;00000000;00000143;00000221;00000031;00000025;00000225;007;00000000;00000000;S
04;2011;05;1;09;08;171;99;Prats de Lluçanès;0;022;022;000;00002739;00004;00002155;00002155;00000008;00000000;00000894;00001208;00000041;00000024;00001445;011;00000000;00000000;S
04;2011;05;1;09;08;172;99;Premià de Mar;0;121;121;000;00027802;00032;00020134;00020134;00000165;00000000;00005619;00007564;00000777;00000210;00009415;021;00000000;00000000;S
04;2011;05;1;09;08;174;99;Puigdàlber;0;305;305;000;00000522;00001;00000416;00000416;00000004;00000000;00000212;00000303;00000008;00000003;00000346;007;00000000;00000000;S
04;2011;05;1;09;08;175;99;Puig-reig;0;022;022;000;00004333;00007;00003509;00003514;00000020;00000000;00001026;00001453;00000146;00000055;00001961;011;00000000;00000000;S
04;2011;05;1;09;08;178;99;Rajadell;0;113;113;000;00000514;00001;00000440;00000440;00000002;00000000;00000149;00000193;00000015;00000008;00000252;007;00000000;00000000;S
04;2011;05;1;09;08;179;99;Rellinars;0;279;279;000;00000727;00001;00000591;00000591;00000001;00000000;00000257;00000332;00000016;00000002;00000414;007;00000000;00000000;S
04;2011;05;1;09;08;180;99;Ripollet;0;187;187;000;00037151;00041;00026313;00026313;00000098;00000000;00006259;00008389;00000603;00000194;00011661;021;00000000;00000000;S
04;2011;05;1;09;08;181;99;Roca del Vallès (La);0;096;096;000;00010291;00010;00007765;00007765;00000030;00000000;00002296;00003072;00000187;00000096;00004054;017;00000000;00000000;S
04;2011;05;1;09;08;182;99;Pont de Vilomara i Rocafort (El);0;113;113;000;00003760;00003;00002907;00002907;00000098;00000000;00001006;00001438;00000038;00000011;00001926;011;00000000;00000000;S
04;2011;05;1;09;08;183;99;Roda de Ter;0;298;298;000;00006118;00007;00004505;00004505;00000009;00000000;00001336;00001910;00000084;00000045;00002459;013;00000000;00000000;S
04;2011;05;1;09;08;184;99;Rubí;0;279;279;000;00073591;00078;00052111;00052112;00000374;00000000;00012774;00016991;00001084;00000442;00022665;025;00000000;00000000;S
04;2011;05;1;09;08;187;99;Sabadell;0;187;187;000;00207338;00212;00150573;00150524;00001223;00000000;00040074;00054299;00003036;00000898;00071652;027;00000000;00000000;S
04;2011;05;1;09;08;190;99;Saldes;0;022;022;000;00000340;00001;00000280;00000280;00000001;00000000;00000114;00000176;00000010;00000005;00000201;007;00000000;00000000;S
04;2011;05;1;09;08;191;99;Sallent;0;113;113;000;00007029;00012;00005550;00005550;00000037;00000000;00001856;00002469;00000145;00000024;00003131;013;00000000;00000000;S
04;2011;05;1;09;08;192;99;Santpedor;0;113;113;000;00007071;00009;00005493;00005493;00000024;00000000;00001515;00002157;00000147;00000064;00002816;013;00000000;00000000;S
04;2011;05;1;09;08;193;99;Sant Iscle de Vallalta;0;006;006;000;00001280;00001;00000932;00000925;00000007;00000000;00000334;00000466;00000029;00000006;00000570;009;00000000;00000000;S
04;2011;05;1;09;08;194;99;Sant Adrià de Besòs;0;019;019;000;00034104;00043;00024706;00024709;00000104;00000000;00005918;00008075;00000408;00000095;00010715;021;00000000;00000000;S
04;2011;05;1;09;08;196;99;Sant Andreu de la Barca;0;211;211;000;00026682;00033;00018944;00018944;00000063;00000000;00004951;00006479;00000302;00000124;00009136;021;00000000;00000000;S
04;2011;05;1;09;08;197;99;Sant Andreu de Llavaneres;0;121;121;000;00010303;00011;00007416;00007417;00000132;00000000;00002030;00002871;00000140;00000062;00003890;017;00000000;00000000;S
04;2011;05;1;09;08;198;99;Sant Antoni de Vilamajor;0;096;096;000;00005479;00008;00004108;00004108;00000037;00000000;00001044;00001510;00000176;00000045;00001926;013;00000000;00000000;S
04;2011;05;1;09;08;199;99;Sant Bartomeu del Grau;0;298;298;000;00000967;00001;00000725;00000726;00000000;00000000;00000239;00000390;00000061;00000013;00000431;007;00000000;00000000;S
04;2011;05;1;09;08;200;99;Sant Boi de Llobregat;0;101;101;000;00082411;00110;00061235;00061244;00000199;00000000;00015200;00020190;00001484;00000516;00027091;025;00000000;00000000;S
04;2011;05;1;09;08;201;99;Sant Boi de Lluçanès;0;298;298;000;00000564;00001;00000433;00000433;00000002;00000000;00000180;00000280;00000007;00000000;00000365;007;00000000;00000000;S
04;2011;05;1;09;08;202;99;Sant Celoni;0;006;006;000;00016905;00020;00012211;00012212;00000049;00000000;00003946;00005413;00000216;00000091;00007019;017;00000000;00000000;S
04;2011;05;1;09;08;203;99;Sant Cebrià de Vallalta;0;006;006;000;00003388;00004;00002506;00002502;00000028;00000000;00000676;00001016;00000038;00000032;00001357;011;00000000;00000000;S
04;2011;05;1;09;08;204;99;Sant Climent de Llobregat;0;101;101;000;00003819;00004;00002997;00002997;00000013;00000000;00000851;00001218;00000068;00000069;00001629;011;00000000;00000000;S
04;2011;05;1;09;08;205;99;Sant Cugat del Vallès;0;279;279;000;00081745;00076;00055385;00055386;00001088;00000000;00014607;00020388;00001444;00000469;00028820;025;00000000;00000000;S
04;2011;05;1;09;08;206;99;Sant Cugat Sesgarrigues;0;305;305;000;00000973;00001;00000720;00000720;00000004;00000000;00000298;00000428;00000023;00000026;00000509;007;00000000;00000000;S
04;2011;05;1;09;08;207;99;Sant Esteve de Palautordera;0;006;006;000;00002500;00003;00001748;00001726;00000022;00000000;00000690;00000916;00000078;00000014;00001144;011;00000000;00000000;S
04;2011;05;1;09;08;208;99;Sant Esteve Sesrovires;0;211;211;000;00007329;00012;00005457;00005457;00000051;00000000;00001889;00002548;00000147;00000044;00003340;013;00000000;00000000;S
04;2011;05;1;09;08;209;99;Sant Fost de Campsentelles;0;096;096;000;00008292;00011;00006609;00006609;00000027;00000000;00001850;00002502;00000112;00000037;00003402;013;00000000;00000000;S
04;2011;05;1;09;08;210;99;Sant Feliu de Codines;0;096;096;000;00005836;00008;00004150;00004150;00000030;00000000;00001438;00001928;00000070;00000053;00002435;013;00000000;00000000;S
04;2011;05;1;09;08;211;99;Sant Feliu de Llobregat;0;211;211;000;00043112;00054;00032151;00032151;00000185;00000000;00008443;00011648;00000928;00000392;00015547;021;00000000;00000000;S
04;2011;05;1;09;08;212;99;Sant Feliu Sasserra;0;113;113;000;00000661;00001;00000508;00000508;00000000;00000000;00000184;00000275;00000016;00000021;00000363;007;00000000;00000000;S
04;2011;05;1;09;08;213;99;Sant Fruitós de Bages;0;113;113;000;00008184;00010;00006152;00006152;00000019;00000000;00001775;00002448;00000126;00000064;00003168;013;00000000;00000000;S
04;2011;05;1;09;08;214;99;Vilassar de Dalt;0;121;121;000;00008746;00011;00006772;00006772;00000043;00000000;00001957;00002672;00000210;00000030;00003465;013;00000000;00000000;S
04;2011;05;1;09;08;215;99;Sant Hipòlit de Voltregà;0;298;298;000;00003512;00004;00002592;00002592;00000003;00000000;00000889;00001262;00000101;00000049;00001562;011;00000000;00000000;S
04;2011;05;1;09;08;217;99;Sant Joan Despí;0;211;211;000;00032338;00041;00024114;00024114;00000145;00000000;00006656;00009013;00000586;00000183;00012563;021;00000000;00000000;S
04;2011;05;1;09;08;218;99;Sant Joan de Vilatorrada;0;113;113;000;00010856;00014;00007968;00007968;00000016;00000000;00002130;00003066;00000160;00000068;00004038;017;00000000;00000000;S
04;2011;05;1;09;08;219;99;Vilassar de Mar;0;121;121;000;00019574;00021;00014719;00014719;00000119;00000000;00004128;00005408;00000453;00000086;00007541;017;00000000;00000000;S
04;2011;05;1;09;08;220;99;Sant Julià de Vilatorta;0;298;298;000;00002974;00004;00002264;00002264;00000012;00000000;00000853;00001182;00000047;00000027;00001488;011;00000000;00000000;S
04;2011;05;1;09;08;221;99;Sant Just Desvern;0;211;211;000;00015923;00017;00011772;00011772;00000338;00000000;00003389;00004736;00000341;00000116;00006275;017;00000000;00000000;S
04;2011;05;1;09;08;222;99;Sant Llorenç d'Hortons;0;211;211;000;00002416;00003;00001820;00001820;00000012;00000000;00000623;00000830;00000089;00000041;00001035;011;00000000;00000000;S
04;2011;05;1;09;08;223;99;Sant Llorenç Savall;0;279;279;000;00002402;00002;00001880;00001880;00000019;00000000;00000599;00000000;00000055;00000019;00001042;011;00000000;00000000;S
04;2011;05;1;09;08;224;99;Sant Martí de Centelles;0;298;298;000;00001034;00001;00000779;00000779;00000001;00000000;00000290;00000390;00000015;00000008;00000491;009;00000000;00000000;S
04;2011;05;1;09;08;226;99;Sant Martí de Tous;0;102;102;000;00001164;00001;00000890;00000890;00000006;00000000;00000159;00000504;00000030;00000001;00000670;009;00000000;00000000;S
04;2011;05;1;09;08;227;99;Sant Martí Sarroca;0;305;305;000;00003161;00004;00002388;00002388;00000017;00000000;00000750;00001093;00000057;00000046;00001456;011;00000000;00000000;S
04;2011;05;1;09;08;228;99;Sant Martí Sesgueioles;0;102;102;000;00000381;00001;00000304;00000304;00000004;00000000;00000116;00000201;00000001;00000001;00000259;007;00000000;00000000;S
04;2011;05;1;09;08;229;99;Sant Mateu de Bages;0;113;113;000;00000663;00002;00000551;00000551;00000001;00000000;00000178;00000248;00000036;00000009;00000280;007;00000000;00000000;S
04;2011;05;1;09;08;230;99;Premià de Dalt;0;121;121;000;00010064;00011;00007500;00007500;00000074;00000000;00002105;00002923;00000295;00000064;00003764;017;00000000;00000000;S
04;2011;05;1;09;08;231;99;Sant Pere de Ribes;0;307;307;000;00028399;00034;00020093;00020107;00000348;00000000;00005398;00006980;00000430;00000157;00009189;021;00000000;00000000;S
04;2011;05;1;09;08;232;99;Sant Pere de Riudebitlles;0;305;305;000;00002381;00003;00001808;00001808;00000004;00000000;00000609;00000863;00000022;00000016;00001188;011;00000000;00000000;S
04;2011;05;1;09;08;233;99;Sant Pere de Torelló;0;298;298;000;00002417;00003;00001861;00001861;00000019;00000000;00000637;00001050;00000044;00000021;00001312;011;00000000;00000000;S
04;2011;05;1;09;08;234;99;Sant Pere de Vilamajor;0;096;096;000;00004147;00004;00003163;00003163;00000024;00000000;00000999;00000615;00000080;00000034;00001713;011;00000000;00000000;S
04;2011;05;1;09;08;235;99;Sant Pol de Mar;0;006;006;000;00005076;00005;00003664;00003642;00000047;00000000;00001205;00000000;00000099;00000080;00001994;013;00000000;00000000;S
04;2011;05;1;09;08;236;99;Sant Quintí de Mediona;0;305;305;000;00002188;00002;00001520;00001520;00000005;00000000;00000598;00000807;00000032;00000015;00001020;011;00000000;00000000;S
04;2011;05;1;09;08;237;99;Sant Quirze de Besora;0;298;298;000;00002240;00003;00001712;00001712;00000009;00000000;00000673;00000918;00000020;00000017;00001157;011;00000000;00000000;S
04;2011;05;1;09;08;238;99;Sant Quirze del Vallès;0;187;187;000;00018702;00029;00014028;00014028;00000107;00000000;00003695;00005059;00000381;00000151;00007019;017;00000000;00000000;S
04;2011;05;1;09;08;239;99;Sant Quirze Safaja;0;096;096;000;00000640;00001;00000480;00000480;00000007;00000000;00000216;00000277;00000007;00000002;00000350;007;00000000;00000000;S
04;2011;05;1;09;08;240;99;Sant Sadurní d'Anoia;0;305;305;000;00012323;00019;00009115;00009115;00000039;00000000;00002689;00002773;00000247;00000104;00005153;017;00000000;00000000;S
04;2011;05;1;09;08;242;99;Marganell;0;113;113;000;00000317;00001;00000243;00000243;00000004;00000000;00000131;00000157;00000003;00000001;00000197;007;00000000;00000000;S
04;2011;05;1;09;08;244;99;Santa Coloma de Cervelló;0;101;101;000;00007845;00010;00005767;00005767;00000032;00000000;00001635;00001868;00000162;00000050;00002944;013;00000000;00000000;S
04;2011;05;1;09;08;245;99;Santa Coloma de Gramenet;0;019;019;000;00120060;00157;00079006;00079009;00000282;00000000;00021036;00027786;00001472;00000496;00037285;027;00000000;00000000;S
04;2011;05;1;09;08;246;99;Santa Eugènia de Berga;0;298;298;000;00002261;00002;00001704;00001704;00000008;00000000;00000578;00000841;00000035;00000014;00001110;011;00000000;00000000;S
04;2011;05;1;09;08;247;99;Santa Eulàlia de Riuprimer;0;298;298;000;00001079;00001;00000881;00000879;00000002;00000000;00000329;00000483;00000030;00000013;00000586;009;00000000;00000000;S
04;2011;05;1;09;08;248;99;Santa Eulàlia de Ronçana;0;096;096;000;00006829;00006;00005249;00005249;00000019;00000000;00001463;00002097;00000156;00000045;00002708;013;00000000;00000000;S
04;2011;05;1;09;08;249;99;Santa Fe del Penedès;0;305;305;000;00000384;00001;00000281;00000281;00000002;00000000;00000161;00000223;00000006;00000008;00000254;007;00000000;00000000;S
04;2011;05;1;09;08;250;99;Santa Margarida de Montbui;0;102;102;000;00009811;00010;00007100;00007100;00000009;00000000;00002461;00002579;00000075;00000036;00004380;013;00000000;00000000;S
04;2011;05;1;09;08;251;99;Santa Margarida i els Monjos;0;305;305;000;00006933;00006;00004738;00004738;00000016;00000000;00001577;00002022;00000104;00000061;00002620;013;00000000;00000000;S
04;2011;05;1;09;08;252;99;Barberà del Vallès;0;187;187;000;00031688;00037;00024085;00024085;00000121;00000000;00006160;00008198;00000487;00000166;00011527;021;00000000;00000000;S
04;2011;05;1;09;08;254;99;Santa Maria de Corcó;0;298;298;000;00002262;00004;00001737;00001735;00000007;00000000;00000610;00000898;00000057;00000007;00001109;011;00000000;00000000;S
04;2011;05;1;09;08;256;99;Santa Maria de Martorelles;0;096;096;000;00000839;00001;00000646;00000646;00000001;00000000;00000256;00000354;00000008;00000006;00000447;007;00000000;00000000;S
04;2011;05;1;09;08;258;99;Santa Maria d'Oló;0;113;113;000;00001079;00001;00000851;00000851;00000006;00000000;00000235;00000356;00000068;00000050;00000364;009;00000000;00000000;S
04;2011;05;1;09;08;259;99;Santa Maria de Palautordera;0;006;006;000;00009040;00011;00006379;00006375;00000043;00000000;00002003;00002829;00000177;00000051;00003576;013;00000000;00000000;S
04;2011;05;1;09;08;260;99;Santa Perpètua de Mogoda;0;187;187;000;00025191;00028;00017853;00017853;00000083;00000000;00004977;00006554;00000321;00000126;00008961;021;00000000;00000000;S
04;2011;05;1;09;08;261;99;Santa Susanna;0;006;006;000;00003308;00004;00002313;00002313;00000050;00000000;00000860;00001177;00000033;00000019;00001534;011;00000000;00000000;S
04;2011;05;1;09;08;262;99;Sant Vicenç de Castellet;0;113;113;000;00008688;00011;00006826;00006826;00000021;00000000;00001778;00002406;00000199;00000072;00003149;013;00000000;00000000;S
04;2011;05;1;09;08;263;99;Sant Vicenç dels Horts;0;211;211;000;00028024;00035;00020681;00020681;00000059;00000000;00006081;00008133;00000400;00000117;00010890;021;00000000;00000000;S
04;2011;05;1;09;08;264;99;Sant Vicenç de Montalt;0;121;121;000;00005776;00007;00004042;00004042;00000063;00000000;00001165;00001573;00000080;00000033;00002121;013;00000000;00000000;S
04;2011;05;1;09;08;265;99;Sant Vicenç de Torelló;0;298;298;000;00002028;00003;00001592;00001592;00000003;00000000;00000605;00000000;00000037;00000021;00001049;011;00000000;00000000;S
04;2011;05;1;09;08;266;99;Cerdanyola del Vallès;0;187;187;000;00058407;00065;00043151;00043135;00000254;00000000;00011772;00015731;00001151;00000449;00021163;025;00000000;00000000;S
04;2011;05;1;09;08;267;99;Sentmenat;0;187;187;000;00008112;00010;00006213;00006212;00000025;00000000;00001608;00002269;00000131;00000066;00003063;013;00000000;00000000;S
04;2011;05;1;09;08;268;99;Cercs;0;022;022;000;00001326;00003;00001108;00001108;00000006;00000000;00000490;00000658;00000022;00000012;00000800;009;00000000;00000000;S
04;2011;05;1;09;08;269;99;Seva;0;298;298;000;00003418;00004;00002621;00002621;00000014;00000000;00000953;00000000;00000051;00000034;00001707;011;00000000;00000000;S
04;2011;05;1;09;08;270;99;Sitges;0;307;307;000;00028130;00028;00018173;00018173;00000790;00000000;00005559;00007185;00000433;00000150;00009439;021;00000000;00000000;S
04;2011;05;1;09;08;273;99;Subirats;0;305;305;000;00003076;00005;00002294;00002294;00000011;00000000;00000857;00000859;00000051;00000034;00001491;011;00000000;00000000;S
04;2011;05;1;09;08;274;99;Súria;0;113;113;000;00006359;00008;00004887;00004887;00000012;00000000;00001645;00000998;00000076;00000030;00003133;013;00000000;00000000;S
04;2011;05;1;09;08;275;99;Tavèrnoles;0;298;298;000;00000304;00001;00000243;00000243;00000000;00000000;00000121;00000000;00000006;00000005;00000205;007;00000000;00000000;S
04;2011;05;1;09;08;276;99;Tagamanent;0;096;096;000;00000306;00001;00000246;00000246;00000002;00000000;00000109;00000147;00000009;00000000;00000193;007;00000000;00000000;S
04;2011;05;1;09;08;278;99;Taradell;0;298;298;000;00006098;00007;00004674;00004674;00000016;00000000;00001345;00000000;00000130;00000031;00002507;013;00000000;00000000;S
04;2011;05;1;09;08;279;99;Terrassa;0;279;279;000;00212724;00239;00149178;00149180;00000670;00000000;00036320;00049885;00003284;00001014;00068051;027;00000000;00000000;S
04;2011;05;1;09;08;281;99;Teià;0;121;121;000;00006081;00006;00004771;00004771;00000058;00000000;00001358;00001244;00000183;00000052;00002427;013;00000000;00000000;S
04;2011;05;1;09;08;282;99;Tiana;0;121;121;000;00007774;00011;00006081;00006081;00000039;00000000;00001739;00002429;00000217;00000047;00003248;013;00000000;00000000;S
04;2011;05;1;09;08;283;99;Tona;0;298;298;000;00007984;00009;00005902;00005899;00000021;00000000;00001803;00002521;00000116;00000085;00003266;013;00000000;00000000;S
04;2011;05;1;09;08;284;99;Tordera;0;006;006;000;00015641;00020;00011911;00011915;00000089;00000000;00002840;00002758;00000315;00000162;00005186;017;00000000;00000000;S
04;2011;05;1;09;08;285;99;Torelló;0;298;298;000;00013944;00019;00010208;00010208;00000033;00000000;00002642;00003840;00000231;00000086;00005103;017;00000000;00000000;S
04;2011;05;1;09;08;286;99;Torre de Claramunt (La);0;102;102;000;00003757;00004;00002864;00002864;00000018;00000000;00000951;00001259;00000043;00000022;00001621;011;00000000;00000000;S
04;2011;05;1;09;08;287;99;Torrelavit;0;305;305;000;00001383;00001;00001054;00001054;00000004;00000000;00000328;00000501;00000047;00000012;00000649;009;00000000;00000000;S
04;2011;05;1;09;08;288;99;Torrelles de Foix;0;305;305;000;00002545;00002;00001766;00001766;00000013;00000000;00000654;00000000;00000038;00000030;00001019;011;00000000;00000000;S
04;2011;05;1;09;08;289;99;Torrelles de Llobregat;0;211;211;000;00005526;00008;00004118;00004118;00000031;00000000;00001078;00001534;00000111;00000030;00002188;013;00000000;00000000;S
04;2011;05;1;09;08;290;99;Ullastrell;0;279;279;000;00001892;00002;00001428;00001428;00000008;00000000;00000544;00000000;00000018;00000013;00001004;009;00000000;00000000;S
04;2011;05;1;09;08;291;99;Vacarisses;0;279;279;000;00006017;00007;00004523;00004523;00000034;00000000;00001666;00002147;00000065;00000020;00002754;013;00000000;00000000;S
04;2011;05;1;09;08;292;99;Vallbona d'Anoia;0;102;102;000;00001423;00001;00001083;00001083;00000005;00000000;00000498;00000666;00000010;00000010;00000847;009;00000000;00000000;S
04;2011;05;1;09;08;293;99;Vallcebre;0;022;022;000;00000268;00001;00000248;00000247;00000001;00000000;00000109;00000000;00000003;00000004;00000169;007;00000000;00000000;S
04;2011;05;1;09;08;294;99;Vallgorguina;0;006;006;000;00002591;00003;00001878;00001872;00000014;00000000;00000609;00000846;00000046;00000018;00001083;011;00000000;00000000;S
04;2011;05;1;09;08;295;99;Vallirana;0;211;211;000;00014200;00020;00010557;00010557;00000060;00000000;00002769;00000000;00000223;00000111;00005070;017;00000000;00000000;S
04;2011;05;1;09;08;296;99;Vallromanes;0;096;096;000;00002367;00002;00001673;00001673;00000029;00000000;00000472;00000781;00000022;00000010;00001072;011;00000000;00000000;S
04;2011;05;1;09;08;298;99;Vic;0;298;298;000;00040422;00041;00025403;00025401;00000140;00000000;00008105;00010919;00000697;00000268;00014316;021;00000000;00000000;S
04;2011;05;1;09;08;299;99;Vilada;0;022;022;000;00000516;00001;00000454;00000454;00000002;00000000;00000239;00000303;00000008;00000008;00000358;007;00000000;00000000;S
04;2011;05;1;09;08;300;99;Viladecavalls;0;279;279;000;00007323;00012;00005607;00005607;00000011;00000000;00001709;00002417;00000132;00000070;00003111;013;00000000;00000000;S
04;2011;05;1;09;08;301;99;Viladecans;0;101;101;000;00064077;00071;00047375;00047377;00000189;00000000;00012219;00016195;00001103;00000398;00021782;025;00000000;00000000;S
