CUSEC,DISTRITO-SECCION,BARRIO,TRAMO,RENTAMEDIA
2807905029,05 - 029,52,6,Entre 31.040€ y 34.950€
2807905030,05 - 030,52,5,Entre 27.760€ y 31.040€
2807905031,05 - 031,52,8,Entre 39.755€ y 46.300€
2807905032,05 - 032,52,6,Entre 31.040€ y 34.950€
2807905033,05 - 033,52,9,Entre  46.300€ y 58.390€
2807905034,05 - 034,52,8,Entre 39.755€ y 46.300€
2807905035,05 - 035,52,9,Entre  46.300€ y 58.390€
2807905036,05 - 036,52,9,Entre  46.300€ y 58.390€
2807905037,05 - 037,52,10,Más de 58.390€ 
2807905038,05 - 038,53,10,Más de 58.390€ 
2807905039,05 - 039,53,9,Entre  46.300€ y 58.390€
2807905040,05 - 040,53,7,Entre 34.950€ y 39.755€
2807905041,05 - 041,53,6,Entre 31.040€ y 34.950€
2807905042,05 - 042,53,7,Entre 34.950€ y 39.755€
2807905043,05 - 043,53,9,Entre  46.300€ y 58.390€
2807905044,05 - 044,53,6,Entre 31.040€ y 34.950€
2807905045,05 - 045,53,7,Entre 34.950€ y 39.755€
2807905046,05 - 046,53,6,Entre 31.040€ y 34.950€
2807905047,05 - 047,53,6,Entre 31.040€ y 34.950€
2807905048,05 - 048,53,8,Entre 39.755€ y 46.300€
2807905049,05 - 049,53,9,Entre  46.300€ y 58.390€
2807905051,05 - 051,54,9,Entre  46.300€ y 58.390€
2807905052,05 - 052,54,10,Más de 58.390€ 
2807905053,05 - 053,54,10,Más de 58.390€ 
2807905054,05 - 054,54,10,Más de 58.390€ 
2807905055,05 - 055,54,9,Entre  46.300€ y 58.390€
2807905056,05 - 056,54,8,Entre 39.755€ y 46.300€
2807905057,05 - 057,54,8,Entre 39.755€ y 46.300€
2807905058,05 - 058,54,8,Entre 39.755€ y 46.300€
2807905059,05 - 059,54,7,Entre 34.950€ y 39.755€
2807905060,05 - 060,54,8,Entre 39.755€ y 46.300€
2807905061,05 - 061,54,10,Más de 58.390€ 
2807905062,05 - 062,54,10,Más de 58.390€ 
2807905063,05 - 063,54,10,Más de 58.390€ 
2807905064,05 - 064,54,10,Más de 58.390€ 
2807905065,05 - 065,54,8,Entre 39.755€ y 46.300€
2807905066,05 - 066,54,10,Más de 58.390€ 
2807905067,05 - 067,54,10,Más de 58.390€ 
2807905068,05 - 068,54,10,Más de 58.390€ 
2807905069,05 - 069,54,10,Más de 58.390€ 
2807905070,05 - 070,55,10,Más de 58.390€ 
2807905072,05 - 072,55,10,Más de 58.390€ 
2807905073,05 - 073,55,10,Más de 58.390€ 
2807905074,05 - 074,55,10,Más de 58.390€ 
2807905075,05 - 075,55,10,Más de 58.390€ 
2807905076,05 - 076,55,10,Más de 58.390€ 
2807905077,05 - 077,55,10,Más de 58.390€ 
2807905078,05 - 078,55,10,Más de 58.390€ 
2807905079,05 - 079,55,9,Entre  46.300€ y 58.390€
2807905080,05 - 080,55,8,Entre 39.755€ y 46.300€
2807905081,05 - 081,55,9,Entre  46.300€ y 58.390€
2807905082,05 - 082,55,10,Más de 58.390€ 
2807905083,05 - 083,55,9,Entre  46.300€ y 58.390€
2807905084,05 - 084,55,10,Más de 58.390€ 
2807905085,05 - 085,56,10,Más de 58.390€ 
2807905086,05 - 086,56,8,Entre 39.755€ y 46.300€
2807905087,05 - 087,56,9,Entre  46.300€ y 58.390€
2807905088,05 - 088,56,9,Entre  46.300€ y 58.390€
2807905089,05 - 089,56,10,Más de 58.390€ 
2807905090,05 - 090,56,8,Entre 39.755€ y 46.300€
2807905091,05 - 091,56,8,Entre 39.755€ y 46.300€
2807905092,05 - 092,56,4,Entre 25.295€ y 27.760€
2807905094,05 - 094,56,9,Entre  46.300€ y 58.390€
2807905095,05 - 095,52,10,Más de 58.390€ 
2807905096,05 - 096,53,8,Entre 39.755€ y 46.300€
2807905097,05 - 097,54,9,Entre  46.300€ y 58.390€
2807905098,05 - 098,54,6,Entre 31.040€ y 34.950€
2807905099,05 - 099,52,9,Entre  46.300€ y 58.390€
2807905100,05 - 100,56,10,Más de 58.390€ 
2807905101,05 - 101,56,10,Más de 58.390€ 
2807905102,05 - 102,52,10,Más de 58.390€ 
2807906001,06 - 001,61,5,Entre 27.760€ y 31.040€
2807906002,06 - 002,61,5,Entre 27.760€ y 31.040€
2807906003,06 - 003,61,4,Entre 25.295€ y 27.760€
2807906004,06 - 004,61,3,Entre 23.140€ y 25.295€
2807906005,06 - 005,61,4,Entre 25.295€ y 27.760€
2807906006,06 - 006,61,3,Entre 23.140€ y 25.295€
2807906007,06 - 007,61,5,Entre 27.760€ y 31.040€
2807906008,06 - 008,61,4,Entre 25.295€ y 27.760€
2807906009,06 - 009,61,7,Entre 34.950€ y 39.755€
2807906010,06 - 010,61,8,Entre 39.755€ y 46.300€
2807906011,06 - 011,61,5,Entre 27.760€ y 31.040€
2807906012,06 - 012,61,5,Entre 27.760€ y 31.040€
2807906013,06 - 013,61,4,Entre 25.295€ y 27.760€
2807906014,06 - 014,61,5,Entre 27.760€ y 31.040€
2807906015,06 - 015,61,2,Entre 21.215€ y 23.140€
2807906016,06 - 016,61,4,Entre 25.295€ y 27.760€
2807906017,06 - 017,61,3,Entre 23.140€ y 25.295€
2807906018,06 - 018,61,4,Entre 25.295€ y 27.760€
2807906019,06 - 019,61,2,Entre 21.215€ y 23.140€
2807906021,06 - 021,61,2,Entre 21.215€ y 23.140€
2807906023,06 - 023,61,8,Entre 39.755€ y 46.300€
2807906024,06 - 024,62,6,Entre 31.040€ y 34.950€
2807906025,06 - 025,62,4,Entre 25.295€ y 27.760€
2807906026,06 - 026,62,7,Entre 34.950€ y 39.755€
2807906027,06 - 027,62,8,Entre 39.755€ y 46.300€
2807906028,06 - 028,62,10,Más de 58.390€ 
2807906029,06 - 029,62,8,Entre 39.755€ y 46.300€
2807906031,06 - 031,62,9,Entre  46.300€ y 58.390€
2807906032,06 - 032,62,5,Entre 27.760€ y 31.040€
2807906033,06 - 033,62,5,Entre 27.760€ y 31.040€
2807906034,06 - 034,62,5,Entre 27.760€ y 31.040€
2807906035,06 - 035,62,4,Entre 25.295€ y 27.760€
2807906036,06 - 036,62,5,Entre 27.760€ y 31.040€
2807906037,06 - 037,62,4,Entre 25.295€ y 27.760€
2807906038,06 - 038,62,10,Más de 58.390€ 
2807906039,06 - 039,62,10,Más de 58.390€ 
2807906040,06 - 040,62,10,Más de 58.390€ 
2807906041,06 - 041,62,7,Entre 34.950€ y 39.755€
2807906042,06 - 042,62,5,Entre 27.760€ y 31.040€
2807906043,06 - 043,62,5,Entre 27.760€ y 31.040€
2807906044,06 - 044,62,9,Entre  46.300€ y 58.390€
2807906045,06 - 045,62,9,Entre  46.300€ y 58.390€
2807906046,06 - 046,62,9,Entre  46.300€ y 58.390€
2807906048,06 - 048,62,9,Entre  46.300€ y 58.390€
2807906049,06 - 049,62,8,Entre 39.755€ y 46.300€
2807906050,06 - 050,62,8,Entre 39.755€ y 46.300€
2807906051,06 - 051,62,8,Entre 39.755€ y 46.300€
2807906052,06 - 052,62,7,Entre 34.950€ y 39.755€
2807906053,06 - 053,62,7,Entre 34.950€ y 39.755€
2807906054,06 - 054,62,6,Entre 31.040€ y 34.950€
2807906056,06 - 056,63,5,Entre 27.760€ y 31.040€
2807906057,06 - 057,63,7,Entre 34.950€ y 39.755€
2807906058,06 - 058,63,7,Entre 34.950€ y 39.755€
2807906059,06 - 059,63,9,Entre  46.300€ y 58.390€
2807906060,06 - 060,63,6,Entre 31.040€ y 34.950€
2807906061,06 - 061,63,8,Entre 39.755€ y 46.300€
2807906062,06 - 062,63,10,Más de 58.390€ 
2807906063,06 - 063,63,10,Más de 58.390€ 
2807906064,06 - 064,63,10,Más de 58.390€ 
2807906065,06 - 065,63,10,Más de 58.390€ 
2807906066,06 - 066,63,8,Entre 39.755€ y 46.300€
2807906067,06 - 067,63,6,Entre 31.040€ y 34.950€
2807906068,06 - 068,63,5,Entre 27.760€ y 31.040€
2807906069,06 - 069,63,5,Entre 27.760€ y 31.040€
2807906070,06 - 070,63,7,Entre 34.950€ y 39.755€
2807906071,06 - 071,63,10,Más de 58.390€ 
2807906072,06 - 072,64,7,Entre 34.950€ y 39.755€
2807906073,06 - 073,64,2,Entre 21.215€ y 23.140€
2807906074,06 - 074,64,1,Menos de 21.215€
2807906075,06 - 075,64,5,Entre 27.760€ y 31.040€
2807906076,06 - 076,64,6,Entre 31.040€ y 34.950€
2807906077,06 - 077,64,7,Entre 34.950€ y 39.755€
2807906078,06 - 078,64,5,Entre 27.760€ y 31.040€
2807906079,06 - 079,64,9,Entre  46.300€ y 58.390€
2807906080,06 - 080,64,5,Entre 27.760€ y 31.040€
2807906081,06 - 081,64,2,Entre 21.215€ y 23.140€
2807906084,06 - 084,64,1,Menos de 21.215€
2807906085,06 - 085,64,3,Entre 23.140€ y 25.295€
2807906089,06 - 089,64,3,Entre 23.140€ y 25.295€
2807906090,06 - 090,65,4,Entre 25.295€ y 27.760€
2807906091,06 - 091,65,4,Entre 25.295€ y 27.760€
2807906092,06 - 092,65,6,Entre 31.040€ y 34.950€
2807906093,06 - 093,65,4,Entre 25.295€ y 27.760€
2807906094,06 - 094,65,4,Entre 25.295€ y 27.760€
2807906095,06 - 095,65,4,Entre 25.295€ y 27.760€
2807906096,06 - 096,65,3,Entre 23.140€ y 25.295€
2807906097,06 - 097,65,4,Entre 25.295€ y 27.760€
2807906098,06 - 098,65,4,Entre 25.295€ y 27.760€
2807906099,06 - 099,65,2,Entre 21.215€ y 23.140€
2807906101,06 - 101,65,4,Entre 25.295€ y 27.760€
2807906102,06 - 102,65,4,Entre 25.295€ y 27.760€
2807906103,06 - 103,65,5,Entre 27.760€ y 31.040€
2807906104,06 - 104,65,3,Entre 23.140€ y 25.295€
2807906105,06 - 105,65,4,Entre 25.295€ y 27.760€
2807906106,06 - 106,65,5,Entre 27.760€ y 31.040€
2807906107,06 - 107,65,5,Entre 27.760€ y 31.040€
2807906108,06 - 108,66,3,Entre 23.140€ y 25.295€
2807906109,06 - 109,66,4,Entre 25.295€ y 27.760€
2807906110,06 - 110,66,4,Entre 25.295€ y 27.760€
2807906111,06 - 111,66,5,Entre 27.760€ y 31.040€
2807906112,06 - 112,66,4,Entre 25.295€ y 27.760€
2807906113,06 - 113,66,5,Entre 27.760€ y 31.040€
2807906114,06 - 114,66,4,Entre 25.295€ y 27.760€
2807906115,06 - 115,66,3,Entre 23.140€ y 25.295€
2807906116,06 - 116,66,4,Entre 25.295€ y 27.760€
2807906117,06 - 117,66,5,Entre 27.760€ y 31.040€
2807906118,06 - 118,66,5,Entre 27.760€ y 31.040€
2807906119,06 - 119,66,4,Entre 25.295€ y 27.760€
2807906120,06 - 120,66,3,Entre 23.140€ y 25.295€
2807906121,06 - 121,66,4,Entre 25.295€ y 27.760€
2807906122,06 - 122,66,5,Entre 27.760€ y 31.040€
2807906123,06 - 123,66,3,Entre 23.140€ y 25.295€
2807906124,06 - 124,66,4,Entre 25.295€ y 27.760€
2807906125,06 - 125,61,8,Entre 39.755€ y 46.300€
2807906126,06 - 126,65,4,Entre 25.295€ y 27.760€
2807906127,06 - 127,64,4,Entre 25.295€ y 27.760€
2807906128,06 - 128,64,3,Entre 23.140€ y 25.295€
2807906129,06 - 129,64,4,Entre 25.295€ y 27.760€
2807907001,07 - 001,71,7,Entre 34.950€ y 39.755€
2807907002,07 - 002,71,8,Entre 39.755€ y 46.300€
2807907003,07 - 003,71,6,Entre 31.040€ y 34.950€
2807907004,07 - 004,71,7,Entre 34.950€ y 39.755€
2807907005,07 - 005,71,6,Entre 31.040€ y 34.950€
2807907006,07 - 006,71,8,Entre 39.755€ y 46.300€
2807907007,07 - 007,71,8,Entre 39.755€ y 46.300€
2807907008,07 - 008,71,9,Entre  46.300€ y 58.390€
2807907009,07 - 009,71,6,Entre 31.040€ y 34.950€
2807907010,07 - 010,71,8,Entre 39.755€ y 46.300€
2807907011,07 - 011,71,5,Entre 27.760€ y 31.040€
2807907012,07 - 012,71,8,Entre 39.755€ y 46.300€
2807907013,07 - 013,71,8,Entre 39.755€ y 46.300€
2807907014,07 - 014,71,7,Entre 34.950€ y 39.755€
2807907016,07 - 016,71,6,Entre 31.040€ y 34.950€
2807907017,07 - 017,71,8,Entre 39.755€ y 46.300€
2807907018,07 - 018,71,8,Entre 39.755€ y 46.300€
2807907019,07 - 019,71,9,Entre  46.300€ y 58.390€
2807907021,07 - 021,71,9,Entre  46.300€ y 58.390€
2807907023,07 - 023,71,9,Entre  46.300€ y 58.390€
2807907024,07 - 024,72,7,Entre 34.950€ y 39.755€
2807907025,07 - 025,72,7,Entre 34.950€ y 39.755€
2807907026,07 - 026,72,7,Entre 34.950€ y 39.755€
2807907028,07 - 028,72,8,Entre 39.755€ y 46.300€
2807907030,07 - 030,72,7,Entre 34.950€ y 39.755€
2807907031,07 - 031,72,7,Entre 34.950€ y 39.755€
2807907032,07 - 032,72,5,Entre 27.760€ y 31.040€
2807907034,07 - 034,72,6,Entre 31.040€ y 34.950€
2807907035,07 - 035,72,6,Entre 31.040€ y 34.950€
2807907036,07 - 036,72,7,Entre 34.950€ y 39.755€
2807907038,07 - 038,72,6,Entre 31.040€ y 34.950€
2807907039,07 - 039,72,7,Entre 34.950€ y 39.755€
2807907040,07 - 040,72,5,Entre 27.760€ y 31.040€
2807907041,07 - 041,72,7,Entre 34.950€ y 39.755€
2807907042,07 - 042,72,10,Más de 58.390€ 
2807907043,07 - 043,72,9,Entre  46.300€ y 58.390€
2807907044,07 - 044,72,10,Más de 58.390€ 
2807907045,07 - 045,72,6,Entre 31.040€ y 34.950€
2807907046,07 - 046,72,7,Entre 34.950€ y 39.755€
2807907047,07 - 047,72,8,Entre 39.755€ y 46.300€
2807907048,07 - 048,72,9,Entre  46.300€ y 58.390€
2807907049,07 - 049,72,9,Entre  46.300€ y 58.390€
2807907050,07 - 050,73,7,Entre 34.950€ y 39.755€
2807907051,07 - 051,73,7,Entre 34.950€ y 39.755€
2807907052,07 - 052,73,7,Entre 34.950€ y 39.755€
2807907053,07 - 053,73,6,Entre 31.040€ y 34.950€
2807907055,07 - 055,73,7,Entre 34.950€ y 39.755€
2807907056,07 - 056,73,7,Entre 34.950€ y 39.755€
2807907057,07 - 057,73,8,Entre 39.755€ y 46.300€
2807907058,07 - 058,73,6,Entre 31.040€ y 34.950€
2807907059,07 - 059,73,7,Entre 34.950€ y 39.755€
2807907060,07 - 060,73,7,Entre 34.950€ y 39.755€
2807907061,07 - 061,73,7,Entre 34.950€ y 39.755€
2807907062,07 - 062,73,6,Entre 31.040€ y 34.950€
2807907063,07 - 063,73,9,Entre  46.300€ y 58.390€
2807907064,07 - 064,73,8,Entre 39.755€ y 46.300€
2807907065,07 - 065,73,5,Entre 27.760€ y 31.040€
2807907066,07 - 066,73,6,Entre 31.040€ y 34.950€
2807907067,07 - 067,73,8,Entre 39.755€ y 46.300€
2807907068,07 - 068,73,8,Entre 39.755€ y 46.300€
2807907069,07 - 069,73,7,Entre 34.950€ y 39.755€
2807907070,07 - 070,73,7,Entre 34.950€ y 39.755€
2807907071,07 - 071,73,8,Entre 39.755€ y 46.300€
2807907072,07 - 072,73,9,Entre  46.300€ y 58.390€
2807907073,07 - 073,73,9,Entre  46.300€ y 58.390€
2807907075,07 - 075,74,10,Más de 58.390€ 
2807907076,07 - 076,74,10,Más de 58.390€ 
2807907078,07 - 078,74,10,Más de 58.390€ 
2807907079,07 - 079,74,9,Entre  46.300€ y 58.390€
2807907080,07 - 080,74,10,Más de 58.390€ 
2807907081,07 - 081,74,10,Más de 58.390€ 
2807907082,07 - 082,74,10,Más de 58.390€ 
2807907083,07 - 083,74,10,Más de 58.390€ 
2807907084,07 - 084,74,10,Más de 58.390€ 
2807907085,07 - 085,74,10,Más de 58.390€ 
2807907086,07 - 086,74,10,Más de 58.390€ 
2807907087,07 - 087,74,10,Más de 58.390€ 
2807907088,07 - 088,74,9,Entre  46.300€ y 58.390€
2807907089,07 - 089,74,7,Entre 34.950€ y 39.755€
2807907090,07 - 090,74,6,Entre 31.040€ y 34.950€
2807907091,07 - 091,74,6,Entre 31.040€ y 34.950€
2807907092,07 - 092,74,10,Más de 58.390€ 
2807907093,07 - 093,74,10,Más de 58.390€ 
2807907094,07 - 094,75,10,Más de 58.390€ 
2807907095,07 - 095,75,10,Más de 58.390€ 
2807907096,07 - 096,75,9,Entre  46.300€ y 58.390€
2807907097,07 - 097,75,7,Entre 34.950€ y 39.755€
2807907098,07 - 098,75,9,Entre  46.300€ y 58.390€
2807907099,07 - 099,75,7,Entre 34.950€ y 39.755€
2807907100,07 - 100,75,7,Entre 34.950€ y 39.755€
2807907101,07 - 101,75,6,Entre 31.040€ y 34.950€
2807907102,07 - 102,75,7,Entre 34.950€ y 39.755€
2807907103,07 - 103,75,7,Entre 34.950€ y 39.755€
2807907105,07 - 105,75,9,Entre  46.300€ y 58.390€
2807907106,07 - 106,75,9,Entre  46.300€ y 58.390€
2807907107,07 - 107,75,9,Entre  46.300€ y 58.390€
2807907108,07 - 108,75,8,Entre 39.755€ y 46.300€
2807907109,07 - 109,75,8,Entre 39.755€ y 46.300€
2807907110,07 - 110,75,5,Entre 27.760€ y 31.040€
2807907111,07 - 111,75,9,Entre  46.300€ y 58.390€
2807907112,07 - 112,75,9,Entre  46.300€ y 58.390€
2807907113,07 - 113,75,6,Entre 31.040€ y 34.950€
2807907114,07 - 114,75,9,Entre  46.300€ y 58.390€
2807907115,07 - 115,75,10,Más de 58.390€ 
2807907116,07 - 116,75,10,Más de 58.390€ 
2807907117,07 - 117,75,6,Entre 31.040€ y 34.950€
2807907118,07 - 118,76,7,Entre 34.950€ y 39.755€
2807907119,07 - 119,76,7,Entre 34.950€ y 39.755€
2807907120,07 - 120,76,9,Entre  46.300€ y 58.390€
2807907121,07 - 121,76,10,Más de 58.390€ 
2807907122,07 - 122,76,8,Entre 39.755€ y 46.300€
2807907123,07 - 123,76,9,Entre  46.300€ y 58.390€
2807907124,07 - 124,76,10,Más de 58.390€ 
2807907125,07 - 125,76,10,Más de 58.390€ 
2807907126,07 - 126,76,9,Entre  46.300€ y 58.390€
2807907127,07 - 127,76,8,Entre 39.755€ y 46.300€
2807907128,07 - 128,76,10,Más de 58.390€ 
2807907129,07 - 129,76,9,Entre  46.300€ y 58.390€
2807907130,07 - 130,76,10,Más de 58.390€ 
2807907131,07 - 131,76,10,Más de 58.390€ 
2807907132,07 - 132,76,10,Más de 58.390€ 
2807907133,07 - 133,76,10,Más de 58.390€ 
2807907134,07 - 134,76,8,Entre 39.755€ y 46.300€
2807907135,07 - 135,76,9,Entre  46.300€ y 58.390€
2807908001,08 - 001,81,6,Entre 31.040€ y 34.950€
2807908002,08 - 002,81,9,Entre  46.300€ y 58.390€
2807908003,08 - 003,81,6,Entre 31.040€ y 34.950€
2807908004,08 - 004,81,7,Entre 34.950€ y 39.755€
2807908005,08 - 005,82,10,Más de 58.390€ 
2807908006,08 - 006,82,10,Más de 58.390€ 
2807908007,08 - 007,82,10,Más de 58.390€ 
2807908008,08 - 008,83,10,Más de 58.390€ 
2807908009,08 - 009,83,8,Entre 39.755€ y 46.300€
2807908010,08 - 010,83,8,Entre 39.755€ y 46.300€
2807908011,08 - 011,83,5,Entre 27.760€ y 31.040€
2807908012,08 - 012,83,10,Más de 58.390€ 
2807908013,08 - 013,83,10,Más de 58.390€ 
2807908014,08 - 014,83,9,Entre  46.300€ y 58.390€
2807908015,08 - 015,83,8,Entre 39.755€ y 46.300€
2807908016,08 - 016,83,2,Entre 21.215€ y 23.140€
2807908017,08 - 017,83,8,Entre 39.755€ y 46.300€
2807908018,08 - 018,83,2,Entre 21.215€ y 23.140€
2807908019,08 - 019,83,3,Entre 23.140€ y 25.295€
2807908020,08 - 020,83,6,Entre 31.040€ y 34.950€
2807908021,08 - 021,83,5,Entre 27.760€ y 31.040€
2807908022,08 - 022,83,6,Entre 31.040€ y 34.950€
2807908023,08 - 023,83,6,Entre 31.040€ y 34.950€
2807908024,08 - 024,83,8,Entre 39.755€ y 46.300€
2807908025,08 - 025,83,5,Entre 27.760€ y 31.040€
2807908026,08 - 026,83,6,Entre 31.040€ y 34.950€
2807908027,08 - 027,83,6,Entre 31.040€ y 34.950€
2807908028,08 - 028,83,6,Entre 31.040€ y 34.950€
2807908029,08 - 029,83,8,Entre 39.755€ y 46.300€
2807908030,08 - 030,84,8,Entre 39.755€ y 46.300€
2807908031,08 - 031,84,9,Entre  46.300€ y 58.390€
2807908032,08 - 032,84,6,Entre 31.040€ y 34.950€
2807908033,08 - 033,84,10,Más de 58.390€ 
2807908034,08 - 034,84,10,Más de 58.390€ 
2807908035,08 - 035,85,10,Más de 58.390€ 
2807908036,08 - 036,85,9,Entre  46.300€ y 58.390€
2807908037,08 - 037,85,9,Entre  46.300€ y 58.390€
2807908038,08 - 038,85,9,Entre  46.300€ y 58.390€
2807908039,08 - 039,85,9,Entre  46.300€ y 58.390€
2807908040,08 - 040,85,9,Entre  46.300€ y 58.390€
2807908041,08 - 041,85,7,Entre 34.950€ y 39.755€
2807908042,08 - 042,85,8,Entre 39.755€ y 46.300€
2807908043,08 - 043,85,10,Más de 58.390€ 
2807908044,08 - 044,85,9,Entre  46.300€ y 58.390€
2807908045,08 - 045,84,6,Entre 31.040€ y 34.950€
2807908046,08 - 046,84,5,Entre 27.760€ y 31.040€
2807908047,08 - 047,84,4,Entre 25.295€ y 27.760€
2807908048,08 - 048,84,4,Entre 25.295€ y 27.760€
2807908049,08 - 049,83,9,Entre  46.300€ y 58.390€
2807908050,08 - 050,83,7,Entre 34.950€ y 39.755€
2807908051,08 - 051,83,8,Entre 39.755€ y 46.300€
2807908052,08 - 052,83,7,Entre 34.950€ y 39.755€
2807908053,08 - 053,84,2,Entre 21.215€ y 23.140€
2807908054,08 - 054,84,8,Entre 39.755€ y 46.300€
2807908055,08 - 055,84,9,Entre  46.300€ y 58.390€
2807908056,08 - 056,84,9,Entre  46.300€ y 58.390€
2807908057,08 - 057,84,8,Entre 39.755€ y 46.300€
2807908058,08 - 058,84,9,Entre  46.300€ y 58.390€
2807908059,08 - 059,84,9,Entre  46.300€ y 58.390€
2807908060,08 - 060,84,9,Entre  46.300€ y 58.390€
2807908061,08 - 061,84,5,Entre 27.760€ y 31.040€
2807908062,08 - 062,84,4,Entre 25.295€ y 27.760€
2807908063,08 - 063,84,2,Entre 21.215€ y 23.140€
2807908064,08 - 064,84,2,Entre 21.215€ y 23.140€
2807908065,08 - 065,84,2,Entre 21.215€ y 23.140€
2807908066,08 - 066,84,3,Entre 23.140€ y 25.295€
2807908067,08 - 067,84,3,Entre 23.140€ y 25.295€
2807908068,08 - 068,84,3,Entre 23.140€ y 25.295€
2807908069,08 - 069,84,3,Entre 23.140€ y 25.295€
2807908071,08 - 071,84,3,Entre 23.140€ y 25.295€
2807908072,08 - 072,84,4,Entre 25.295€ y 27.760€
2807908073,08 - 073,84,3,Entre 23.140€ y 25.295€
2807908074,08 - 074,84,4,Entre 25.295€ y 27.760€
2807908075,08 - 075,84,3,Entre 23.140€ y 25.295€
2807908076,08 - 076,84,4,Entre 25.295€ y 27.760€
2807908077,08 - 077,84,4,Entre 25.295€ y 27.760€
2807908078,08 - 078,84,5,Entre 27.760€ y 31.040€
2807908079,08 - 079,84,6,Entre 31.040€ y 34.950€
2807908080,08 - 080,84,4,Entre 25.295€ y 27.760€
2807908081,08 - 081,84,5,Entre 27.760€ y 31.040€
2807908082,08 - 082,84,4,Entre 25.295€ y 27.760€
2807908083,08 - 083,84,3,Entre 23.140€ y 25.295€
2807908084,08 - 084,84,3,Entre 23.140€ y 25.295€
2807908085,08 - 085,84,4,Entre 25.295€ y 27.760€
2807908086,08 - 086,84,4,Entre 25.295€ y 27.760€
2807908087,08 - 087,84,3,Entre 23.140€ y 25.295€
2807908088,08 - 088,84,3,Entre 23.140€ y 25.295€
2807908089,08 - 089,84,4,Entre 25.295€ y 27.760€
2807908090,08 - 090,85,9,Entre  46.300€ y 58.390€
2807908091,08 - 091,85,5,Entre 27.760€ y 31.040€
2807908092,08 - 092,85,6,Entre 31.040€ y 34.950€
2807908093,08 - 093,85,7,Entre 34.950€ y 39.755€
2807908094,08 - 094,85,8,Entre 39.755€ y 46.300€
2807908095,08 - 095,85,9,Entre  46.300€ y 58.390€
2807908096,08 - 096,85,9,Entre  46.300€ y 58.390€
2807908097,08 - 097,85,10,Más de 58.390€ 
2807908098,08 - 098,85,10,Más de 58.390€ 
2807908099,08 - 099,85,9,Entre  46.300€ y 58.390€
2807908100,08 - 100,85,10,Más de 58.390€ 
2807908102,08 - 102,85,10,Más de 58.390€ 
2807908103,08 - 103,85,10,Más de 58.390€ 
2807908104,08 - 104,86,3,Entre 23.140€ y 25.295€
2807908105,08 - 105,86,3,Entre 23.140€ y 25.295€
2807908106,08 - 106,86,2,Entre 21.215€ y 23.140€
2807908107,08 - 107,86,2,Entre 21.215€ y 23.140€
2807908108,08 - 108,86,3,Entre 23.140€ y 25.295€
2807908109,08 - 109,86,4,Entre 25.295€ y 27.760€
2807908110,08 - 110,86,6,Entre 31.040€ y 34.950€
2807908111,08 - 111,86,8,Entre 39.755€ y 46.300€
2807908112,08 - 112,86,1,Menos de 21.215€
2807908113,08 - 113,86,6,Entre 31.040€ y 34.950€
2807908114,08 - 114,86,2,Entre 21.215€ y 23.140€
2807908115,08 - 115,86,3,Entre 23.140€ y 25.295€
2807908116,08 - 116,86,3,Entre 23.140€ y 25.295€
2807908117,08 - 117,86,4,Entre 25.295€ y 27.760€
2807908119,08 - 119,86,4,Entre 25.295€ y 27.760€
2807908120,08 - 120,86,4,Entre 25.295€ y 27.760€
2807908121,08 - 121,86,2,Entre 21.215€ y 23.140€
2807908122,08 - 122,86,3,Entre 23.140€ y 25.295€
2807908123,08 - 123,86,4,Entre 25.295€ y 27.760€
2807908124,08 - 124,86,4,Entre 25.295€ y 27.760€
2807908125,08 - 125,86,6,Entre 31.040€ y 34.950€
2807908126,08 - 126,86,5,Entre 27.760€ y 31.040€
2807908128,08 - 128,86,9,Entre  46.300€ y 58.390€
2807908129,08 - 129,88,1,Menos de 21.215€
2807908130,08 - 130,88,4,Entre 25.295€ y 27.760€
2807908131,08 - 131,87,9,Entre  46.300€ y 58.390€
2807908132,08 - 132,87,10,Más de 58.390€ 
2807908133,08 - 133,87,9,Entre  46.300€ y 58.390€
2807908134,08 - 134,87,10,Más de 58.390€ 
2807908135,08 - 135,87,10,Más de 58.390€ 
2807908136,08 - 136,87,8,Entre 39.755€ y 46.300€
2807908137,08 - 137,87,10,Más de 58.390€ 
2807908138,08 - 138,87,10,Más de 58.390€ 
2807908139,08 - 139,87,10,Más de 58.390€ 
2807908140,08 - 140,83,8,Entre 39.755€ y 46.300€
2807908141,08 - 141,83,9,Entre  46.300€ y 58.390€
2807908142,08 - 142,83,8,Entre 39.755€ y 46.300€
2807908143,08 - 143,83,10,Más de 58.390€ 
2807908144,08 - 144,85,10,Más de 58.390€ 
2807908145,08 - 145,83,10,Más de 58.390€ 
2807908146,08 - 146,85,10,Más de 58.390€ 
2807908147,08 - 147,87,10,Más de 58.390€ 
2807908148,08 - 148,83,9,Entre  46.300€ y 58.390€
2807908149,08 - 149,83,8,Entre 39.755€ y 46.300€
2807908150,08 - 150,85,10,Más de 58.390€ 
2807908151,08 - 151,83,9,Entre  46.300€ y 58.390€
2807908152,08 - 152,87,10,Más de 58.390€ 
2807908153,08 - 153,86,8,Entre 39.755€ y 46.300€
2807908154,08 - 154,87,10,Más de 58.390€ 
2807908155,08 - 155,87,8,Entre 39.755€ y 46.300€
2807908156,08 - 156,87,9,Entre  46.300€ y 58.390€
2807908157,08 - 157,83,7,Entre 34.950€ y 39.755€
